search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Voltagem,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Sensibilidade de entrada,Resposta máxima em frequência,Resposta mínima em frequência,Conectores de entrada,Peso,Largura,Altura,Profundidade,Cor
2010, Caixa Caixinha De Som Portatil Bluetooth Prova De Aguá Iphon ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(6984 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 607
		
		 sem juros
		
	

	
		",07,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJADOCHICO,https://produto.mercadolivre.com.br/MLB-1114720454-caixa-caixinha-de-som-portatil-bluetooth-prova-de-agua-iphon-_JM,NA,NA,NA,NA,NA,#1114720454,Importado,NA,Bluetooth,NA,NA,6 W,Woofer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011, Caixa Amplificada Lenoxx Com 280 Watts E Bluetooth / Ca 340 ,379,NA,"
			
			
				
				2
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3623
		
		 sem juros
		
	

	
		",23,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1142680412-caixa-amplificada-lenoxx-com-280-watts-e-bluetooth-ca-340-_JM,NA,NA,NA,NA,NA,#1142680412,Lenoxx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,33 cm,51 cm,NA,NA
2012, Caixa Som Amplificada 4000w Bluetooth Bat Mic Sumay Cap 12t ,859,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(497 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7167
		
		 sem juros
		
	

	
		",67,NA,Entrega a combinar com o vendedor,NA,NA,4.5,72,https://perfil.mercadolivre.com.br/BARATAOPONTOCOM,https://produto.mercadolivre.com.br/MLB-1141437649-caixa-som-amplificada-4000w-bluetooth-bat-mic-sumay-cap-12t-_JM,53,10,6,1,2,#1141437649,Sumay,CAIXA AMPLIFICADA,SM-CAP12T,SM-CAP12T,Bivolt,400 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,USB,11.2 kg,NA,NA,NA,NA
2013, Caixa De Som Hopestar H20 Wireless Bluetooth Azul ,235,NA,"
			
			
				
				3
				vendidos
			
		",(50 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1958
		
		 sem juros
		
	

	
		",58,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1217775130-caixa-de-som-hopestar-h20-wireless-bluetooth-azul-_JM,NA,NA,NA,NA,NA,#1217775130,Hopestar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600 g,NA,NA,NA,NA
2014, Caixa De Som Multilaser 6 Em 1 100w Rms Sp250 - Com Nfe ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				35
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2293
		
		 sem juros
		
	

	
		",93,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,32,https://perfil.mercadolivre.com.br/MERCADOFACILSHOP,https://produto.mercadolivre.com.br/MLB-1075258436-caixa-de-som-multilaser-6-em-1-100w-rms-sp250-com-nfe-_JM,24,3,5,0,0,#1075258436,Multilaser,NA,SP250,NA,127/220V,100 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,3.6 kg,NA,NA,NA,NA
2015, Caixa Som Xtreme Mini Bluetooth 22 Cm Barato ,135,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1125
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/GIUTILIDADES,https://produto.mercadolivre.com.br/MLB-1262278825-caixa-som-xtreme-mini-bluetooth-22-cm-barato-_JM,1186,311,170,67,96,#1262278825,JBL,NA,Xtreme,NA,NA,30 W,NA,Passivo,NA,NA,NA,1,80 dB,20 kHz,70 Hz,USB,780 g,NA,NA,NA,NA
2016, Caixa De Som Bluetooth Multimidia Cs-m33bt Exbom ,63,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(29 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 603
		
		 sem juros
		
	

	
		",03,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+FONECAR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ShNfWynuxf4KyECRpNliuNO4XfndU25MTqudsKTX%2BGF544lMQ%2FmnjjQNRa1IpYkBUzNxvKd7l81EX10Ptb0PmLx9qOHgv90k8BmYc6eBo7eNLSXH9dz064U2Ceap7x9J81d%2FN6s8lT%2FcZP7R73Ld%2BM8L%2Bicv19tlI%2FmQn6ataie6ohLhlfOtGig3vrRqUrJ7NemdkRwARWqS2VyjYOA6OsI49Ehm2TYOHS0i3CkVZ7wSbbjo%2BZ0vIYT8jxdsiaErMrFlmjDpy3Mw4sZGfTxB9sRiCBsUg%2FzbPvXmyL2jsqhR2X7TdvCo6p5a1pGTYYH3xgI04j1%2FPWswdrg8%2FEfXtynywaULHHEd4f%2BXo%2FGpABYx2EG%2FwEDOuA5NXlS%2BaJ%2FKbeD1iv4ko0f9mFqfuDcGYbGxBB06m9jCj1yL7UHONGOExvYIi2XVZYcj%2BDJ9tEQdQECJ9D8bsjOhkBt%2BjH0qdvCOVgn%2FsooGcONgsEZxe6b%2BQc0IGFQ8pUwLqUiPgfXb2X9NZSbhMAaeepck1as1AebbCUUfaLGgliu77%2BAGZBO2mC5PUdD%2ByScmLNZK6Hl75vcEBUUCweyp%2FRrTBpc66UKHI12KpCjQbbA10mZx9uZ%2FNh%2BhVwppZ6KGI76ozRMugL0uZ88cf9f0zQhWZWJHMKO2x3Luc7Z3FX8tu5s9DHjP9twKBmEbDgbLkLIu1Ss6hOT3aPZVuuIoqlHOgVY7pd4ZPAt7KbFM39GpxxQs%2FcQ%2FS%2BakDQjHbKI%2BCa4es9UMV%2BvciV10OwCb7EWsNl8c636lueP4fyMHvbwFteW%2BVc5i%2BiZ9vCm4iAPjPiP6kncTCR%2BT3fKeosuKoxrQfEJEQuhL0TJwceoZ0sbTCfyhIeFIT4v973MLlcdwd74b97Su%2FXeFWiEclu3S1zVeyXx9SZrdwbDLbI4xTF5jHU%2B8IR19E0prC7Pu3IdC7XhUABN%2BDi35ML55XCO7w0xc5rS0RqVdkzhZu9t76Y12CEJwZmLpvaoBrDaj3QN6kfRYP%2BmhndmUv%2BxpXaMGrZ14e21jRdhzvloNWucjKgvXxO2z9ddFw75CpN6FGGOelznrPvaQwe9q5VCTe59ahOUckfRkuo074VAA0MNZuoV1V5buRBGaJFxIk63QHfJhC7vcY%2FMF7%2B7MLAJszklqlYuyJL5eMkWJnOvVJDE3YnsSxxj0TjQhW9S7SO4buLhDttUJgl6%2FcLxzuqCrDO6JpezDS9j56%2B6WDCxrkgW8Duodmh4d1%2F8milIiVOB%2BIsX5ArFQo%2FNJE1prMak9Z4ysXGeTbjm1wogS88zvj7ip7FoevtDJsh%2FPQRTxRbjkESGvBYt7Vx%2FAM%2Bag0JSLW0O7lz8i%2BCz%2BofP1V7ylQ489oMzDQPaWp%2FUp0aAKE8RZe583khQig2IXZcGukNYpUph%2FcaM2Okh%2BNzgEyqemMmiv4AqmQViiqCOmrPXT%2FnTRh1DKdcMUNlMAOHkun3TUa4xp12CoMWOQkPwIMS2uO0IblD5NXtIXpv4YDSswmMLAbN1EKn6X0wsjP0ajqI27hibUU43K1nbGxfOGeAVf56EriZJBnTkGS8rD%2B7woFYnZqwmiMxK%2BgLdeTYQJu%2Bv7gtB9GbcFDiNpNpvwhk%2FehyeKewtXu%2FFRXnvkaXGZbdbMYWfxNPG%2Bj8C2FcZuU9UIN6Zxyfl1OLEVj%2FASARKzkJdzcg9RFN61mztxUA2FMqDEIpg0u15RY4S%2BVNtFsvkPhrJLBNH62NiCb%2BJO%2BCcf%2BXRyvOPMLO5vIQojJa6IOua%2Bpq7YPi68DeyYCCqyCB46usCS8gEHTHHSlRNr8IpVqsSmHMbXUpQINzNDsrpzv4s9jJBgsTgv6nRCc%2BA2X8FYWffVMshjOAOh7O5FYqNaqgMkk3Luu3zTDGzTypLpxw%3D%3D,NA,NA,NA,NA,NA,#1197557683,Exbom,NA,CS-M33BT,NA,NA,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teca
2017, Caixa De Som Tronsmart Element T6 Com Case Pronta Entrega ,389,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3248
		
		 sem juros
		
	

	
		",48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CPMSHOP,https://produto.mercadolivre.com.br/MLB-1190546741-caixa-de-som-tronsmart-element-t6-com-case-pronta-entrega-_JM,NA,NA,NA,NA,NA,#1190546741,Tronsmart,NA,T6,NA,NA,25 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,546.2 g,NA,NA,NA,NA
2018, Caixa De Som Portátil Bluetooth Taramps - Bt10 Speaker ,90,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		","
		
			Último disponível!
		
	","
	
		
			
		
		12x 
		
			
				R$ 860
		
		 sem juros
		
	

	
		",60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,50,https://perfil.mercadolivre.com.br/PRATIC-SOM,https://produto.mercadolivre.com.br/MLB-959957403-caixa-de-som-portatil-bluetooth-taramps-bt10-speaker-_JM,42,7,1,0,0,#959957403,Taramps,NA,BT 10,NA, ,3 W,NA,Ativo,NA,NA,NA,1,NA,NA,NA, ,NA,NA,NA,NA,Cinza
2019, Caixa De Som Portátil Jbl Tuner Fm Bluetooth - Branco C/n. F ,399,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1255609004-caixa-de-som-portatil-jbl-tuner-fm-bluetooth-branco-cn-f-_JM,NA,NA,NA,NA,NA,#1255609004,JBL,NA,Tuner,NA,NA,5 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,445 g,NA,NA,NA,NA
2020, Caixa Som Multiuso Mf800 Bluetooth Usb Controle Remoto Frahm ,1179,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11268
		
		 sem juros
		
	

	
		",68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SUPER+SONORA,https://produto.mercadolivre.com.br/MLB-966849912-caixa-som-multiuso-mf800-bluetooth-usb-controle-remoto-frahm-_JM,NA,NA,NA,NA,NA,#966849912,Frahm,MF 800 plus,MF800 app,NA,NA,200 W,NA,12 polegadas,NA,Caixa,NA,NA,NA,NA,NA,USB,12.66 kg,NA,NA,NA,NA
2021, Caixa De Som Dj Mixer Table - Multilaser Sp257 ,399,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3813
		
		 sem juros
		
	

	
		",13,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NEASOUND,https://produto.mercadolivre.com.br/MLB-1232073190-caixa-de-som-dj-mixer-table-multilaser-sp257-_JM,NA,NA,NA,NA,NA,#1232073190,Multilaser,NA,SP257,NA,NA,120 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022, Caixa De Som 18 Watts C/bluettoth Vcg-500 Bt Exbom ,104,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 998
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+FONECAR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=k7mfXbvidP%2Bm7%2Bvl%2BKztB8dfDVKpFYH5MDAweKlbrvp1J8bMcgpGzO38v5hwWqVW6JQG5O7qJ3eoWD67P1xmy5R3s9zZvtYeFMULErCtzu%2F2XpTAa%2BqcYWWa9y63u3UNXJ5chXEmMRq1dA2IBPazk9orIHpe6voHnzTGI9drhHboIbQREF4kSN9X8VptsPB0yfsdHWDkzX0KXN3fiIpPCyJ7VPQ1NKYCod4j248DPgnQz%2BWRhYWz0WPHkp%2B%2FY9DbxaBfo2hh1NQ5KF%2FN0T7M%2F5tm41JPrhvI2zrxCVcDEqTsJRuAJXG9h75BDzqmAU5RT5UbsC0JdpoAMC7L6L1piXtcQdw1ogcFJYMV3fOTNiUj9mAOlHE0rwDcK603aW9xrfk8Wq1EYJU%2FOoVgB8m2EsiRwAxg2isBsrQn6DYFT%2B1LTwYhNQebSMx7Ddr5tc%2BuuFf%2BSq4ImMXRTTVAUzXFR8OXqeqizvW5kLVSewcTHx9URqiYkNPMc%2FGkDq5Mq9WF1S%2Bkq%2F%2F47jO0ATVLxuu8TlLxkixNu%2Frsdg13GIEBV%2BzOjQlvlkX9aKDTEHwUzpYvncbDQZiFPWSbKuGQKaGfTa5YrnfztsbT2c2nDZOT%2Bn9DtecJTkIfo2TDs%2FWlKjlOQqKC%2B4kX3DOSrtNX%2BqzIEaqQhuMaPrSEGD8Zk7uUUl4coPLEalKlkv7%2BC3FL2Qx0qGLcupkMxkcoH3NuQOdbaY4j9IT%2FIAEtdJ1b9%2FN8Sq8R4RmzElT92CEsdG4UoWjEOUcvoxZRph11ehoiMvrMqBTHh2oZjVzi1rOZ05KptO%2BuaZ1WmF1TbkVfKodvfQYSHc%2Fv35u2oK%2FmXiPDyA4pCzVPiahb7i3eISdkRt%2BObqHb7buKVdhg%2BcJ8SD5iAd8S8Usbc%2BVVQRFyUHQJwJd3RQr6v0IbjSepbPgudasqM37HjKHAwgGe%2BGjOAHndDpEvljI7ry%2FhB%2BYMLI3GhP%2F1ssUToELq6JoHbXBW%2FV44tf4kZdNsmmavZtwTu6EW6yMqRVqPDnIR%2Fov7nyWQEE7mwTxJVdFrvJqi6Iv2o9KxZwMmEGVS%2B1nuB4J1BxdU3gssDbxLWWeebxi5nXYakF5ufxmAPaQNtiW4ronp%2Fa7VqQdU08VSLnHi3swgWICNhkeQ%2BXiL%2BQHxNrfbQxftymfRc%2Bed5BO6gI0Vsgk3qFSfeIv15Zp%2B3qMJqxFBpXZO30G03jfTuKA2l8I8pg%2BTzd8ynjBlkmIqlr7Rkf0vw%2B%2F0gZE4pM9OPDizAcBMuEpl6%2Blj9x0lVXqWZhO1ze0PJZ8QVWMC9NhMIcgxv5X3HOocYfYovqPDhq3C1LCH8XwfAYaDhbSO%2FMIlO2Al8xLV2ubQRDgaX%2FD2uiwQstdiugEqEaQxGqa9Xdp3SG0cuVabh1NvaJORWBTWo0zIQAP8MNzp4JgiY6WcrFA9t0%2B56CPKOv28uYOkVC7cI9ntYnPEBFSNK8hCx32%2BrPvKLt02YxS4eKQhCKBKj%2BbdEZf%2BCn7hVVzAtK5fhu3zfiotANjPJJpsOx2Ym%2F62mSMWYI%2BzQe%2FqgkH2PwliWnuy0VcgoVtLZ0hErEipficbBNsXFaYSgAjBMIiQPZCRV9BozD1C5o38HqcD9UEFWHG%2BLX%2FRyVQZs36USIV%2BijEBwou0y7xyAfH%2Fw2raxoNnSmpaVFnz1KRk9wOMrO7SiGJedh5gqgOeVprULn6udDoRmnVFFDDLqpX4SEE2SbO2DZeLt%2B2aMKzkwCzuJE7PQjumkus7avM%2Fv%2F4Dc%2F%2Fbqq8qjYXycmY3r58aE9e4kisjI%2FPFkqOnQkhptNzHxCExULd8fZ20uPgHUXgqHPeezkYSmKC6rxBB%2Boko9eq3gEwtScFrErzYQirhGjqMEv4id7nDVGF%2BBIBK2jCHfAaPmd%2BA,NA,NA,NA,NA,NA,#1194389987,Exbom,NA,VCG-500 BT,NA,NA,18 W,NA,NA,NA,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023, Kit Atacado 6 Un - Caixa Som Bluetooth Caixinha Pendrive Usb ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(50 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1806
		
		 sem juros
		
	

	
		",06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VA.+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1245127629-kit-atacado-6-un-caixa-som-bluetooth-caixinha-pendrive-usb-_JM,NA,NA,NA,NA,NA,#1245127629,Altomex,NA,A 23,A-23,DC5V,NA,NA,NA,NA,Caixa,NA,1,NA,22 kHz,120 Hz,USB,NA,NA,NA,NA,Rosa vermelha
2024, Caixa Som Jbl Xtreme Mini Bluetooth Portatil Potente 40w ,95,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(45 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 908
		
		 sem juros
		
	

	
		",08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/ZELUISS2014,https://produto.mercadolivre.com.br/MLB-1195068974-caixa-som-jbl-xtreme-mini-bluetooth-portatil-potente-40w-_JM,1186,311,170,67,96,#1195068974,JBL,NA,Xtreme,NA,NA,40 W,Woofer,Ativo,NA,NA,NA,2,80 dB,20 Hz,70 Hz,USB,780 g,NA,NA,NA,NA
2025, Caixa De Som Bluetooth Chargemini3+ Barata!!!! ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(4998 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 681
		
		 sem juros
		
	

	
		",81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRODUTO+CERTOBRASIL,https://produto.mercadolivre.com.br/MLB-1243937206-caixa-de-som-bluetooth-chargemini3-barata-_JM,NA,NA,NA,NA,NA,#1243937206,JBL,NA,Charge Mini 3 +,NA,NA,20 W,Woofer,Ativo/Passivo,De piso,Caixa,4.1,2,80 dB,20 kHz,65 Hz,NA,400 g,NA,NA,NA,NA
2026, Caixa De Som Bluetooth Receptor Caixinha Wireless Mp3 Usb ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1135992526-caixa-de-som-bluetooth-receptor-caixinha-wireless-mp3-usb-_JM,NA,NA,NA,NA,NA,#1135992526,Briwx,Portátil,FBX-106,NA,110V/220V (Bivolt),40 W,NA,Ativo,NA,NA,NA,2,NA,18 kHz,80 Hz,Entrada para Microfone,500 g,NA,NA,NA,NA
2027, Mini Caixa De Som Bluetooth Mini Speaker 3w Feitun Fn-0006 ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 670
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FANG5108,https://produto.mercadolivre.com.br/MLB-1203056111-mini-caixa-de-som-bluetooth-mini-speaker-3w-feitun-fn-0006-_JM,NA,NA,NA,NA,NA,#1203056111,Feitun,NA,FN0006,NA,NA,3 W,Mini tweeter,Passivo,De teto,Caixa,2.1,1,NA,NA,NA,NA,74 g,NA,NA,NA,NA
2028, Caixa De Som 1014 Portátil Mp Entrada Usb Pen Drive Rádio ,59,NA,"
			
				Novo
			
			
		",(20 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 600
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CRSPSHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=9QZA1yufJYsp7R2wVpM0sCRyPMWziSUi5X9DnrG8qJQn%2FPNu3b9w9GhpJMVyrT0IJB%2FbLBjhMuPa60fawhCSsI0qhTqS6aXPwW%2BTaGHLUOMAbqGxBbvgd9b0djFiQxi5l%2FLvx%2F3zYWJVnuijAeyMbqyTaMMpOi%2B%2FAOZSWHxF8lUj2dz6TnvNEQuvHXd08n4rDkHbuqyfwdohKCy8wu%2FID4MHkvvfrJB%2Fu5z7RPHPNzQyJTA30qBFhQkkTpR5Vyo7ATGGiVf9SgQi1Gb%2FKe8xLEDJ%2Fkc3SjR%2BJCgHy7i382jOSuKH7Bx5dLo0q%2F%2F3Xb9se4Fzc0Oug3pNcqlhnw6wKY4IXj2b7rJEUNnC99KE2iu1m9tDlMHfig2CsBpENNpyPYKUMZmgtEOqxMGItQLj0cdJhqsN53Af3tAuftbgb1OdMfkUijccVUIYjSe%2B%2FpAHlZnfPiG8fBoQbtMauC5bWjwcywlLUh2Bhjet7VTCwzCe%2BmVw9KnHrpKG0Tzb2MwNjvZpK6Ch2eJolkS3asQ5sKyoy7D0zE8IdxnQTddpVlq0HSM3C0F3KkIGieJWA3J5H%2BRx9pEjZqBad%2Fx4esLaJN3NynB7Nrsw%2BEjtnDOB8tK9f9PMb9FAzI88WQASKCMAQXdP52Dun8XhaJED3w4sTs9fU%2FW0nJ3AOD0p83oc7gewougKRmQzx879uhVYW%2BDgvYMkjLQu1gHeRyRaN4hk%2Bz6Vi3vVZQNk%2FskCFYtVZlhT7tsykO7WtXw3yDSTvWudpY7O2%2FAprfqeTEMEMA0AFTL9PQkC4u%2B2lMH0LN%2BcgJ0cIuz%2BRKq1xvaMTAWsQtky6oMKI81F%2B%2BG632%2BH1NXwyy31abSaeBR93AfOuvkqZTEFXoY1ng7v53frjgQrsLlfyGMeu9nrqmRFsJQmLY5zv74TkERz0nEoeuPMZG7Mmz2oim6qUaOt0dMJbZRK5p3PkWgVgqoeWOejdsQIWEvhJsJ10UQj4MNcpiOM6%2BaKgs4ILqKXfqOgtdYFRJ1xpSv0WQHoK%2BVhJlsmhWbnWWvl7r%2Fn6bE0hp3k7AQ0wP1e91ia9hHE0f8nLURiM1D7KKsklHdFaqyrQGWODvfc6eQD9%2Fm7h4dK6FIyRod0OTzazIgBB4ROOTB05gBauTh8NMsLag9Tzgtf38TXPG5ZpUrYh8A%2B0zptrX9CQsrVLGIk8byTWl2A6jLg0MovLoZd3iSU6mkFPbU3e0Ly6Pn9UM87HjNGG3cIMj80l3bZUj3wMdNd6mpcKgAoPZkYooTBl9J8EdDL%2FOyNhM4EBPA4DyW0fhv2qsDIRMMpKFj1F6nyggLDoGru%2FIYRStAvg1hdq9ZlgcYUXyBlus3bTipqiesVWDzKGGvhfAKTZVZxlB%2Fs9ewzaedr6svrh%2FLBcip5kIRdN9iiuGyt6kIkocbIZ6wP1BlAoMqmJpHeJrMfx1vi0FbtAXEnXakxJcp4YlHWPX4mllqwrp24eYheqLhDEK%2BOn5dqYzVsMvhOGYthZDEYBAFCQ8wPvsPzNeqtAsEqMlJRfuBsPn%2BYjQInsQjEAqCbwS78ozIwTXwuvoO9EpDEtuRMcGkinWOHfs%2FEo%2FHqGXz3L2GnbSpfcF5tThk%2FspdoqFe%2BFt3obv5GUkI1I0czY5K3vzSLZ5iTx7EfBjZwZE%2FXruxaF6XI0z%2FwN4OuhD3930ad07RHAp4IQgWmJGahjB4Dmo3kLyW2ALl56ToSzWPtbK%2FCmCWqRXszWAmXcPSV68fPncQ4b9vnW4UbPPOad7Z3QFFp6S6ihFHWUdi1LOVGWE6ZVAKPo%2FWgFtwzbCNyuvZuNgrOpQqe1of55cUSNoqzIOyJc0XGbkcCCIzD%2BWLyYG2lGdJ9betvX0OQB%2FVUcxRQZKB%2FnUvBsKgdPBZ4k6BBhtnG3cQJpnDM0eoAqKI%3D,NA,NA,NA,NA,NA,#1273947839,grazep,NA,1014,NA,NA,8 W,Potencia 8w.,Caixa de som.,Portátil.,Caixa,2.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
2029, Caixa De Som Bluetooth Led Usb Fm Sdcard Aux Hmaston 40w ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(9938 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1082
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AER+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1246469128-caixa-de-som-bluetooth-led-usb-fm-sdcard-aux-hmaston-40w-_JM,NA,NA,NA,NA,NA,#1246469128,Sony,NA,x22s,NA,NA,20 W,Woofer,Ativo/Passivo,De piso,Caixa,2.1,NA,NA,NA,NA,NA,824 g,NA,NA,NA,NA
2030, Caixa De Som Bluetooth Portátil Canhão 40w Mp3 Fm Usb Sd ,224,NA,"
			
				Novo
			
			
		",(50 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1874
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,101,https://perfil.mercadolivre.com.br/MERCADO.ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1237884764-caixa-de-som-bluetooth-portatil-canho-40w-mp3-fm-usb-sd-_JM,64,18,5,8,6,#1237884764,Briwax,Caixa de Som Portátil,FBX-106,FBX-106,NA,40 W,Super tweeter,Ativo,"BAR, CASA, LOJAS",portátil,5.1,NA,80 dB,NA,NA,USB,1.645 kg,NA,NA,NA,NA
2031, 4 Caixinha De Som Bluetooth Mini Portátil Mp3 Fm Microsd P2 ,74,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(516 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 716
		
		 sem juros
		
	

	
		",16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAZAHI,https://produto.mercadolivre.com.br/MLB-1130206099-4-caixinha-de-som-bluetooth-mini-portatil-mp3-fm-microsd-p2-_JM,NA,NA,NA,NA,NA,#1130206099,Mini Speaker,NA,WS-887,NA,5V,5 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
