search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Peso,Conectores de entrada,Potencia de salida (RMS),Tipos de filtros del parlante
168, Parlante Sony Bluetooth Inalámbrico Portátil Srs-xb12 ,139,NA,"
			
			
				
				1
				vendido
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-436784450-parlante-sony-bluetooth-inalambrico-portatil-srs-xb12-_JM,NA,NA,NA,NA,NA,#436784450,Sony,NA,243 g,USB,NA,NA
169, Mini Parlante Bluetooth Con Luz Led S07u ,35,NA,"
			
				Nuevo
			
			
		",(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-427016513-mini-parlante-bluetooth-con-luz-led-s07u-_JM,NA,NA,NA,NA,NA,#427016513,NA,NA,NA,NA,NA,NA
170, Parlante 2.1 Cybertel Para Pc Premier - Cyb S1001bt - Negro ,89,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(15 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-429908597-parlante-21-cybertel-para-pc-premier-cyb-s1001bt-negro-_JM,NA,NA,NA,NA,NA,#429908597,NA,NA,NA,NA,NA,NA
171," Parlante Halion 2.1, Woofer 8' Rms 200watts Bluetooth Nuevo ",269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MECSOFT-EIRL,https://articulo.mercadolibre.com.pe/MPE-434758157-parlante-halion-21-woofer-8-rms-200watts-bluetooth-nuevo-_JM,NA,NA,NA,NA,NA,#434758157,NA,NA,NA,NA,NA,NA
172, Parlante Cafini Bluetooh Recargable Usb Tf Luz Led Isc ,89,NA,"
			
				Nuevo
			
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-433124587-parlante-cafini-bluetooh-recargable-usb-tf-luz-led-isc-_JM,NA,NA,NA,NA,NA,#433124587,GN,ISC,NA,NA,NA,NA
173, Parlante Amplificador Cafini Bluetooth Karaoke Cn-s2491fm-bt ,440,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CONSORCIOLINEAHOGAR,https://articulo.mercadolibre.com.pe/MPE-433345386-parlante-amplificador-cafini-bluetooth-karaoke-cn-s2491fm-bt-_JM,NA,NA,NA,NA,NA,#433345386,NA,NA,NA,NA,NA,NA
174," Bluetooth 100w Parlante Micronics,radio,usb,aux,pc,laptop ",254,NA,"
			
				Nuevo
			
			
		",(150 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUWITROX,https://articulo.mercadolibre.com.pe/MPE-429298897-bluetooth-100w-parlante-micronicsradiousbauxpclaptop-_JM,NA,NA,NA,NA,NA,#429298897,NA,NA,NA,NA,NA,NA
175, Parlante Fiddler Fd-bsp1238 Karaoke Bluetooth 8 Pulgadas ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(452 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACROTELSTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-434653042-parlante-fiddler-fd-bsp1238-karaoke-bluetooth-8-pulgadas-_JM,NA,NA,NA,NA,NA,#434653042,NA,NA,NA,NA,NA,NA
176, Parlante Knup Kp - 506bt Bluetooth / Fm / Usb / Micro Sd ,39,NA,"
			
				Nuevo
			
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTOUCH+EASY,https://articulo.mercadolibre.com.pe/MPE-436423851-parlante-knup-kp-506bt-bluetooth-fm-usb-micro-sd-_JM,NA,NA,NA,NA,NA,#436423851,NA,NA,NA,NA,NA,NA
177, Parlante Bluetooth Luces Proyector Audiorítmico Musica ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				562
				vendidos
			
		",(438 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-418870331-parlante-bluetooth-luces-proyector-audioritmico-musica-_JM,3,0,1,0,0,#418870331,NA,NA,NA,NA,NA,NA
178, Logitech Sistema De Altavoces Z337 Con Bluetooth ,284,NA,"
			
			
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IN5517657?brandId=145,https://articulo.mercadolibre.com.pe/MPE-435136339-logitech-sistema-de-altavoces-z337-con-bluetooth-_JM,NA,NA,NA,NA,NA,#435136339,Logitech,NA,NA,RCA,NA,NA
179, Parlante Portatil Bluetooh Radio Micro Sd Usb ,59,NA,"
			
				Nuevo
			
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOSE+GOGOME,https://articulo.mercadolibre.com.pe/MPE-436394268-parlante-portatil-bluetooh-radio-micro-sd-usb-_JM,NA,NA,NA,NA,NA,#436394268,NA,NA,NA,NA,NA,NA
180, Parlante Jbl Flip 4 Bt 100% Original 12 Horas 16w Acuático ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-436598701-parlante-jbl-flip-4-bt-100-original-12-horas-16w-acuatico-_JM,7,2,0,0,0,#436598701,JBL,Flip 4,NA,NA,16 W,Activo
181, Bola Parlante Bluetooth Usb Luces Led Ritmico Sicodelica ,63,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVAMAR-+PERU,https://articulo.mercadolibre.com.pe/MPE-425645616-bola-parlante-bluetooth-usb-luces-led-ritmico-sicodelica-_JM,NA,NA,NA,NA,NA,#425645616,NA,NA,NA,NA,NA,NA
182, Reloj Parlante Bluetooth Fm Alarma Selfie Micro Sd Radio B20 ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(996 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GRUPONATIC+TIENDA,https://articulo.mercadolibre.com.pe/MPE-422466610-reloj-parlante-bluetooth-fm-alarma-selfie-micro-sd-radio-b20-_JM,NA,NA,NA,NA,NA,#422466610,NA,NA,NA,NA,NA,NA
183, Parlante Bluetooth Halion + Subwoofer Usb 80 Watts Karaoke ,179,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AHORAONUNCA1978,https://articulo.mercadolibre.com.pe/MPE-432003732-parlante-bluetooth-halion-subwoofer-usb-80-watts-karaoke-_JM,NA,NA,NA,NA,NA,#432003732,NA,NA,NA,NA,NA,NA
184, Parlante Halion Pha10mb 10 600w Bluetooth / Linea Hogar ,360,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CONSORCIOLINEAHOGAR,https://articulo.mercadolibre.com.pe/MPE-435221915-parlante-halion-pha10mb-10-600w-bluetooth-linea-hogar-_JM,NA,NA,NA,NA,NA,#435221915,NA,NA,NA,NA,NA,Activo
185, Parlante Bluetooth Jbl Clip 2 Gris Waterproof Nuevo En Caja ,190,NA,"
			
				Nuevo
			
			
		",1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAVIERZINHO77,https://articulo.mercadolibre.com.pe/MPE-434487705-parlante-bluetooth-jbl-clip-2-gris-waterproof-nuevo-en-caja-_JM,NA,NA,NA,NA,NA,#434487705,NA,NA,NA,NA,NA,NA
186, Parlantes Jbl Go 2 Bluetooth Portatil Inalambrico 3w Altavoz ,119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,12,http://perfil.mercadolibre.com.pe/GJLEATHER,https://articulo.mercadolibre.com.pe/MPE-432417258-parlantes-jbl-go-2-bluetooth-portatil-inalambrico-3w-altavoz-_JM,11,1,0,0,0,#432417258,JBL,GO 2,NA,NA,3 W,Activo
187, Skullcandy Parlante Bluetooth Acuatico Barricade Mini + Gafa ,179,NA,"
			
				Nuevo
			
			
		",(30 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435362133-skullcandy-parlante-bluetooth-acuatico-barricade-mini-gafa-_JM,NA,NA,NA,NA,NA,#435362133,NA,NA,NA,NA,NA,NA
188, Parlantes Subwoofer Frances Halion Pantal Usb Sd Fm Bluetoot ,140,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436235807-parlantes-subwoofer-frances-halion-pantal-usb-sd-fm-bluetoot-_JM,NA,NA,NA,NA,NA,#436235807,NA,NA,NA,NA,NA,NA
189, Parlante Baseus Encok 02 Bluetooth Lector Usb & Micro Sd ,55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432979146-parlante-baseus-encok-02-bluetooth-lector-usb-micro-sd-_JM,NA,NA,NA,NA,NA,#432979146,NA,NA,NA,NA,NA,NA
190, Parlante Cafini Bluetooth Inalámbrico Subwoofer Portátil ,120,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOSCOMPUTER,https://articulo.mercadolibre.com.pe/MPE-435825039-parlante-cafini-bluetooth-inalambrico-subwoofer-portatil-_JM,NA,NA,NA,NA,NA,#435825039,NA,NA,NA,NA,NA,NA
191, Parlante Bluetooth Jbl Boombox 60w Mejor Portátil Del Mundo ,1589,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(51 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCARENRIQUECASTILLOFALCON,https://articulo.mercadolibre.com.pe/MPE-432426065-parlante-bluetooth-jbl-boombox-60w-mejor-portatil-del-mundo-_JM,NA,NA,NA,NA,NA,#432426065,JBL,Boombox,NA,NA,NA,Activo
192, Karaoke Inalambrico Bluetooth Microfono Parlante Reproductor ,68,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(997 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENERGYZONE_MIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-425607139-karaoke-inalambrico-bluetooth-microfono-parlante-reproductor-_JM,NA,NA,NA,NA,NA,#425607139,NA,NA,NA,NA,NA,NA
193, Parlante Bluetooth Jbl Playlist Portatil - Tienda Dlectro ,699,NA,"
			
				Nuevo
			
			
		",(300 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-432774880-parlante-bluetooth-jbl-playlist-portatil-tienda-dlectro-_JM,NA,NA,NA,NA,NA,#432774880,NA,NA,NA,NA,NA,NA
194, Bola Parlante Bluetooth Luces Audiorítmicas Sicodelicas Mp3 ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				102
				vendidos
			
		",(898 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-418790128-bola-parlante-bluetooth-luces-audioritmicas-sicodelicas-mp3-_JM,NA,NA,NA,NA,NA,#418790128,NA,NA,NA,NA,NA,NA
195, Karaoke Inalámbrico Micrófono Parlante Bluetooth ,85,NA,"
			
				Nuevo
			
			
				
					 - 
				
				105
				vendidos
			
		",(68 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/MARKET+RUZA,https://articulo.mercadolibre.com.pe/MPE-427804339-karaoke-inalambrico-microfono-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#427804339,NA,INALAMBRICO,NA,NA,NA,NA
196, Parlante Con Bateria Negro Ha-r34 70w Bluetooth Usb Sd Fm ,183,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PCGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-433163714-parlante-con-bateria-negro-ha-r34-70w-bluetooth-usb-sd-fm-_JM,NA,NA,NA,NA,NA,#433163714,NA,NA,NA,USB,NA,NA
197, Parlante Bluetooth Usb Halion 100 Watts Karaoke ,189,NA,"
			
				Nuevo
			
			
		",(99 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AHORAONUNCA1978,https://articulo.mercadolibre.com.pe/MPE-434205616-parlante-bluetooth-usb-halion-100-watts-karaoke-_JM,NA,NA,NA,NA,NA,#434205616,NA,NA,NA,NA,NA,NA
198, Parlantes Anker Modelo Soundcore 2 12w Bluetooth Nuevo ,200,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VRCORPORATION,https://articulo.mercadolibre.com.pe/MPE-435950017-parlantes-anker-modelo-soundcore-2-12w-bluetooth-nuevo-_JM,NA,NA,NA,NA,NA,#435950017,NA,NA,NA,NA,NA,NA
199, Parlantes Bluetooth Calavera Bass Reflex Envío Internacional ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(53 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PKIMPORTS+TIENDAVIRTUAL,https://articulo.mercadolibre.com.pe/MPE-427047900-parlantes-bluetooth-calavera-bass-reflex-envio-internacional-_JM,NA,NA,NA,NA,NA,#427047900,NA,NA,NA,NA,NA,NA
200, Parlante Bluetooth Perrito Snoopy C/bateria Tflash (20w) ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243280-parlante-bluetooth-perrito-snoopy-cbateria-tflash-20w-_JM,NA,NA,NA,NA,NA,#436243280,NA,NA,NA,USB,NA,NA
201, Parlante Bluetooth Perrito Bailarín ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(48 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-429678844-parlante-bluetooth-perrito-bailarin-_JM,NA,NA,NA,NA,NA,#429678844,N/A,Dancing Speaker,NA,NA,NA,NA
202, Jbl Go 2 Parlante Bluetooth Portatil Resistente Al Agua 2019 ,120,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,12,http://perfil.mercadolibre.com.pe/GJLEATHER,https://articulo.mercadolibre.com.pe/MPE-435914177-jbl-go-2-parlante-bluetooth-portatil-resistente-al-agua-2019-_JM,11,1,0,0,0,#435914177,JBL,GO 2,NA,NA,3 W,Activo
203, Parlantes Subwoofer Alpine Halion Pantal Usb Sd Fm Bluetoot ,140,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436235821-parlantes-subwoofer-alpine-halion-pantal-usb-sd-fm-bluetoot-_JM,NA,NA,NA,NA,NA,#436235821,NA,NA,NA,NA,NA,NA
204, Parlante Bluetoh Venta Por Docena Envio Para Provincia ,13,NA,"
			
				Nuevo
			
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/23JOSEREVOLLEDO,https://articulo.mercadolibre.com.pe/MPE-432326531-parlante-bluetoh-venta-por-docena-envio-para-provincia-_JM,NA,NA,NA,NA,NA,#432326531,NA,NA,NA,NA,NA,NA
205, Jbl Go 2 Parlante Bluetooth Acuático Nuevo Sellado Tienda ,119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(998 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,12,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-431773655-jbl-go-2-parlante-bluetooth-acuatico-nuevo-sellado-tienda-_JM,11,1,0,0,0,#431773655,JBL,GO 2,NA,NA,3 W,Activo
206, Parlante Activo Bluetooth Usb 15 + Micro + Pedestal + Envio ,620,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(90 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/SOUNDA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-432096243-parlante-activo-bluetooth-usb-15-micro-pedestal-envio-_JM,NA,NA,NA,NA,NA,#432096243,NA,NA,NA,NA,NA,NA
207," Parlante Bluetooth Radio,llamada,linterna Aux In Powerbank ",189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALKA+CORP,https://articulo.mercadolibre.com.pe/MPE-428954752-parlante-bluetooth-radiollamadalinterna-aux-in-powerbank-_JM,NA,NA,NA,NA,NA,#428954752,NA,NA,384 g,Auxiliar,NA,NA
208, Parlante Oso Feliz Bluetooth / Fm / Usb / Micro Sd ,38,NA,"
			
				Nuevo
			
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTOUCH+EASY,https://articulo.mercadolibre.com.pe/MPE-436423787-parlante-oso-feliz-bluetooth-fm-usb-micro-sd-_JM,NA,NA,NA,NA,NA,#436423787,NA,NA,NA,NA,NA,NA
209, Smartlamp Lampara Inteligente Parlante Bluetooth ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(33 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/DGADGET.PE,https://articulo.mercadolibre.com.pe/MPE-432255588-smartlamp-lampara-inteligente-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#432255588,NA,NA,NA,NA,NA,NA
210," Parlante Bluetooth Zealot S1, Con Power Bank Y Linterna ",119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-433704840-parlante-bluetooth-zealot-s1-con-power-bank-y-linterna-_JM,NA,NA,NA,NA,NA,#433704840,NA,NA,NA,NA,NA,NA
211, Parlante Bluetooh Venta Por Mayor Envio Provincia ,13,NA,"
			
				Nuevo
			
			
				
					 - 
				
				38
				vendidos
			
		",(24 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLLEDOJOSEANTONIO,https://articulo.mercadolibre.com.pe/MPE-424890297-parlante-bluetooh-venta-por-mayor-envio-provincia-_JM,NA,NA,NA,NA,NA,#424890297,NA,NA,NA,NA,NA,NA
212, Parlante Bluetooth Ewtto Et-p1499b ,55,NA,"
			
				Nuevo
			
			
		",(70 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-435184132-parlante-bluetooth-ewtto-et-p1499b-_JM,NA,NA,NA,NA,NA,#435184132,NA,NA,NA,NA,NA,NA
213, Receptor Bluetooth Para Parlantes/auto/etc ,17,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(31 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,3,http://perfil.mercadolibre.com.pe/TECNOLIFEPE,https://articulo.mercadolibre.com.pe/MPE-424296832-receptor-bluetooth-para-parlantesautoetc-_JM,3,0,0,0,0,#424296832,NA,NA,NA,NA,NA,NA
214, Parlante Portátil Jbl Go2 Bluetooth ,119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(25 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,12,http://perfil.mercadolibre.com.pe/ROJASTONDERJOHANANDERSON,https://articulo.mercadolibre.com.pe/MPE-432648352-parlante-portatil-jbl-go2-bluetooth-_JM,11,1,0,0,0,#432648352,JBL,GO 2,NA,NA,3 W,Activo
215, Parlante Inalambrico Bluetooth Modelo Bulldog Francés ,99,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-433703650-parlante-inalambrico-bluetooth-modelo-bulldog-frances-_JM,NA,NA,NA,NA,NA,#433703650,NA,NA,NA,NA,NA,NA
216, Parlante Bluetooth Speaker Radio Fm Usb Tarjeta Tf (microsd) ,80,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BLUU.STORE,https://articulo.mercadolibre.com.pe/MPE-435097270-parlante-bluetooth-speaker-radio-fm-usb-tarjeta-tf-microsd-_JM,NA,NA,NA,NA,NA,#435097270,NA,NA,NA,NA,NA,NA
217, Parlante Hegel Mic S6011bt - Rms: 60w (40w + 10w X2) (woofer ,95,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-432980767-parlante-hegel-mic-s6011bt-rms-60w-40w-10w-x2-woofer-_JM,NA,NA,NA,NA,NA,#432980767,NA,NA,NA,NA,NA,NA
218, Parlante Marshall Acton Bluethoot Negro Estilo Vintage ,649,NA,"
			
				Nuevo
			
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AARONWAKA,https://articulo.mercadolibre.com.pe/MPE-434845394-parlante-marshall-acton-bluethoot-negro-estilo-vintage-_JM,NA,NA,NA,NA,NA,#434845394,NA,NA,NA,NA,NA,NA
219, Google Home Mini 2019 ,165,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EVOLUCI%C3%93N+GEEK,https://articulo.mercadolibre.com.pe/MPE-434076177-google-home-mini-2019-_JM,NA,NA,NA,NA,NA,#434076177,Google,Home Mini,173 g,NA,NA,NA
220, Minikromatik Parlante Portátil Inalámbrico Kws-612m ,140,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CAPTIVA-STORE,https://articulo.mercadolibre.com.pe/MPE-427028571-minikromatik-parlante-portatil-inalambrico-kws-612m-_JM,NA,NA,NA,NA,NA,#427028571,NA,NA,0.24 g,Auxiliar,5 W,NA
221, Parlante Klip Xtreme Bluetooth Batería 6w Kws-210bk ,79,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435503334-parlante-klip-xtreme-bluetooth-bateria-6w-kws-210bk-_JM,NA,NA,NA,NA,NA,#435503334,NA,NA,NA,NA,NA,NA
222, Parlante Bluetooth Karaoke Lirico 90 Watts ,225,NA,"
			
				Nuevo
			
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SANDROAMOROS,https://articulo.mercadolibre.com.pe/MPE-433583943-parlante-bluetooth-karaoke-lirico-90-watts-_JM,NA,NA,NA,NA,NA,#433583943,NA,NA,NA,NA,NA,NA
223, Parlante Fiddler Fd-p08 Soundbar Bluetooth ,49,69,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(226 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACROTELSTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-434653611-parlante-fiddler-fd-p08-soundbar-bluetooth-_JM,NA,NA,NA,NA,NA,#434653611,NA,NA,0.7 kg,USB,NA,NA
224, Parlante Harman Kardon Onyx Mini Bluetooth ,550,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DOMIZI-MEDIA,https://articulo.mercadolibre.com.pe/MPE-436456772-parlante-harman-kardon-onyx-mini-bluetooth-_JM,NA,NA,NA,NA,NA,#436456772,NA,NA,NA,NA,NA,NA
