search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Modelo,Marca
88, Protector Fino Simil Cuero iPhone 8 7 6s 6 Se 5s 5 Y Plus ® ,380,NA,806,3985,18 cuotas,21.11,NA,Envío a todo el país,NA,NA,4,25,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=tiJCG%2FYYk6xMzkhLCI%2BPvtF69%2B3yY844V%2FJ12sd7Q3ASo1LhgBp8PSBJ6Wkiwdk8AqjBRurwIgcdObOxtuotwkSDFOP4iac9atKA1hJHW56NPcJb21SPD6nBniZNDGw%2B63%2FUDN4wnpWJf25ZFaBsfqIhJsBmPWDyt9abD3EbpHEVyRj2m2t5Bch26WtnmVCSNmcS6np3j7LIEhaZehmkiqk7N7kNVevrmemDo%2Fh4vvz%2BKSNO2FU1gwkb%2B9LuZ2OiO6Yc3XpcLPNNfyTNT2hGkDvoQ5TobAqZN92Q9uka9WlGF3hNDCP5EyMwns4KhvhrNj5P8mYNIc3Bi7FgOTF%2BAOzkryc3scS7g6SWgnQ3JDhE4DFnnvy40pQHbIzMLJkFRw7xqXlH9oSqZYEUiVDUn3NRWWUjM%2FwPYuaK0%2B5zz9NfOSafTH1tU%2F4mqx9B9OF%2FG%2FWJVH%2FJnJ%2FxZs3YPFk7Z089ICXoLIfnWeIZ68CZtzyRSeya7fRO1WYnq1Uv6LJi3daRYlOYIICJ9WzkPBM39xi%2FWKKarAH%2BB9EcfdhOGZ4rfkbiNkFb6L19TbdHeNnCepAZbJv%2BUxGcAtWZcWvQW2Zm4jLK%2BU2A5rVxnw2SzzVA6BpEikFiRiWixW%2BfRWli8GBePiRpBqq0jJyFz41L8ZGHUiw5UF02VpKMkGtFYhqOxGsaDTNc6z8uaPxifsAHMEtdWn6LYAFJOOLu8D7FPGDxc0jRTIPLt9R3lw5WhyGv1c8Bjmuz4ip3u9fDx66%2FP%2BZBjfy8NDOWRfIQYFlHyUTSGGEbnLIj7QRaAnZXP6OaEuFJExH3VBuGe2b%2FLJLDbXdh7AU6YNtHAG7lMQrO9dePI1RWPyaNwLetxGxjxTC3SLIXJG8p99u4ZI2h6x1Eq20rpYejTqNvSkC0CdbT0e%2FyGVbALZphM%2Baba8UKWVZ1ead3Bc5pTssbsNZTbDZUvTceAgoOSCBgMnDNNizPkMjIjumEmBXnLub9t2SPgS9zG%2F6EBg%2FZY8yYovfHwNb3zLtmmDgtleWulRn7X7nwuZNPsFu4Xvo%2FoEDnWANb2M5p%2Bnn0mg0qq9jBTIRfIWNxbXZtl1ABRBkl3aqST3HiT7bYeTOnwlmnQyWo%2F8NsLS0vY2EF%2FLu2H3634oDgqE%2BHxBwdFbOEdmWibG3rxkucU68wk8Up2UKBuSnsMT3okrlgkIrsPHZWGd3LADDQJ5bp3LNCMqveaJqGRUTfsnMsc6IlyK1k14Q9T9yx1H9w5xUFM7XVWIjjbuolOhKZC8QFwoP757%2FOUvaAt9Gjqskr9f2LiysOpUqtNvi4jXKwHM3S39bJdZBn73a9DEyBOJD3LOGlneQSUre6PoCLFWDYbKTnlgksyZOefzDVitNMHZ6RxjER3WIzWS3fa%2F2Y7Tqj%2F9X5CXFNtu2YzO%2B1OLZDk9KCoosOo08jTakRF2%2FQfeej31E73fTw8N5m%2BtZ3UEPboqNENdhNUzjcNrKHL78lFrdH1wM8DODKC6t%2Bx8lLIZGUCk0OM1WtcWVcw0CBOmJHAw9mFDQx3Hxl7Gb7dma9Iqa1eVmIPGPtiSesS0xthaUhC9R0v3ePLQWdJSHjTUTX1%2BVIEF97Pl%2BKLGugu1AIQKyYEWC5ttUyMGVK3RL8j8AZq2SDMJ%2BPa6n%2BJm0kTKN2%2F8sDcUCmtXugF3XTL1Qp5fxo77skvU1gV6c9MiF9VbK0j0YbExLCDqSOI2D%2BJYsJEbiqAshoSgCrpsPspviaUmUMg0VJW%2FCtK1gpOohg%2F1mwgDK07xAm1fzvJ%2FNj5Ltu9BWTpwUNkxGxirsQ5eo%3D,12,7,2,3,1,#443202210,Apple,Cuero,NA,NA
89, Protector Funda iPhone 8 7 Plus St 2 Silicona 3d Carcasa ,199,NA,0,NA,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450282794-protector-funda-iphone-8-7-plus-st-2-silicona-3d-carcasa-_JM,NA,NA,NA,NA,NA,#450282794,Apple,Silicona,NA,Apple
90, Protector Funda iPhone 8 7 Plus Spm Militar Carcasa ,599,NA,2,2,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450226217-protector-funda-iphone-8-7-plus-spm-militar-carcasa-_JM,NA,NA,NA,NA,NA,#450226217,Apple,NA,NA,Apple
91, Silicone Case Fundas Originales Apple iPhone 7 Plus - 8 Plus ,640,NA,0,6,18 cuotas,35.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/I..STORE,https://articulo.mercadolibre.com.uy/MLU-456108243-silicone-case-fundas-originales-apple-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#456108243,Apple,Silicona,NA,NA
92, Protector Funda 360 iPhone 8 7 Plus Curry Amarillo ,399,NA,5,2,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-452608531-protector-funda-360-iphone-8-7-plus-curry-amarillo-_JM,NA,NA,NA,NA,NA,#452608531,Apple,NA,NA,Apple
93," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De Silicona ",1398,NA,0,100,18 cuotas,77.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457706415-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-silicona-_JM,NA,NA,NA,NA,NA,#457706415,Apple,Silicona,iphone 7 plus case/iphone 8 plus ca,VIVIBIN
94, Protector Spigen Neo Hybrid + Vidrio iPhone 8 7 6s 6 Plus ® ,270,NA,100,473,18 cuotas,15.00,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-440256854-protector-spigen-neo-hybrid-vidrio-iphone-8-7-6s-6-plus--_JM,1,1,0,0,0,#440256854,Apple,TPU,Neo Hybrid,Spigen
95, Funda Protector De iPhone 7/8 Plus ,340,NA,0,NA,18 cuotas,18.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MALDONADO1054,https://articulo.mercadolibre.com.uy/MLU-459768146-funda-protector-de-iphone-78-plus-_JM,NA,NA,NA,NA,NA,#459768146,Apple,Silicona,NA,NA
96, Protector Funda 360 iPhone 8 7 Plus Bryant Azul ,399,NA,1,2,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-452608502-protector-funda-360-iphone-8-7-plus-bryant-azul-_JM,NA,NA,NA,NA,NA,#452608502,Apple,NA,NA,Apple
97, Funda Protector Case Para iPhone 6 / 7 / 8 Plus De Tpu ,190,NA,4,56,18 cuotas,10.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AR+IMPORT.,https://articulo.mercadolibre.com.uy/MLU-459555710-funda-protector-case-para-iphone-6-7-8-plus-de-tpu-_JM,NA,NA,NA,NA,NA,#459555710,Apple,TPU,NA,NA
98," Funda iPhone 8 Plus, Unov Funda iPhone 7 Plus Transparente C ",950,NA,0,100,18 cuotas,52.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457707120-funda-iphone-8-plus-unov-funda-iphone-7-plus-transparente-c-_JM,NA,NA,NA,NA,NA,#457707120,Apple,Silicona,B076526GP2,Unov
99, Funda Case Ultra Fina Rígida iPhone 7 / 8 Plus Acrilico ,340,NA,2,8,18 cuotas,18.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-456004787-funda-case-ultra-fina-rigida-iphone-7-8-plus-acrilico-_JM,NA,NA,NA,NA,NA,#456004787,Apple,Acrílico,NA,NA
100," Funda iPhone 8 Plus, I-blason Transformer [kickstand] Apple ",1419,NA,0,100,18 cuotas,78.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457758804-funda-iphone-8-plus-i-blason-transformer-kickstand-apple-_JM,NA,NA,NA,NA,NA,#457758804,Apple,Silicona,iPhone7sPlus-Transformer-Blue,i-Blason
101, Protector Funda Liquido iPhone 8 Plus 7 Plus Orejitas Bling ,399,NA,1,NA,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448320438-protector-funda-liquido-iphone-8-plus-7-plus-orejitas-bling-_JM,NA,NA,NA,NA,NA,#448320438,Apple,NA,NA,NA
102, Funda iPhone 7 8 Plus Luxury Ultra-thin Back Case ,490,NA,0,10,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-462801470-funda-iphone-7-8-plus-luxury-ultra-thin-back-case-_JM,NA,NA,NA,NA,NA,#462801470,Apple,Silicona,NA,NA
103, Estuche Carcasa Funda Spigen Para iPhone 7 7 Plus 8 Plus ,90,NA,56,98,18 cuotas,5.00,NA,Envío a todo el país,NA,NA,4.5,8,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-442174868-estuche-carcasa-funda-spigen-para-iphone-7-7-plus-8-plus-_JM,7,0,0,0,1,#442174868,Apple,TPU,Spigen,Spigen
104," Mármol iPhone 7 Plus Funda Rosa Para Niñas, iPhone 8 Plus Fu ",946,NA,0,100,18 cuotas,52.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457706416-marmol-iphone-7-plus-funda-rosa-para-ninas-iphone-8-plus-fu-_JM,NA,NA,NA,NA,NA,#457706416,Apple,Silicona,i7Plus-IMD-TPU,VIVIBIN
105, Protector Carcasa iPhone 8 Plus 7 Plus Scooter Funda ,399,NA,1,NA,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448333745-protector-carcasa-iphone-8-plus-7-plus-scooter-funda-_JM,NA,NA,NA,NA,NA,#448333745,Apple,NA,NA,Apple
106, Protector Funda iPhone 8 7 Plus Frutal 3d Silicona ,249,NA,0,6,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449412159-protector-funda-iphone-8-7-plus-frutal-3d-silicona-_JM,NA,NA,NA,NA,NA,#449412159,Apple,Silicona,NA,Apple
107, iPhone 7 Plus / iPhone 8 Plus Funda De Cuero Con Monedero Co ,1274,NA,1,100,18 cuotas,70.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457758276-iphone-7-plus-iphone-8-plus-funda-de-cuero-con-monedero-co-_JM,NA,NA,NA,NA,NA,#457758276,Apple,Cuero,W-SJT037PGR,WaterFox
108, Protector Funda Resistente iPhone 8 7 Plus New York Glow ,399,NA,2,3,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-453855848-protector-funda-resistente-iphone-8-7-plus-new-york-glow-_JM,NA,NA,NA,NA,NA,#453855848,Apple,NA,NA,Apple
109, Protector Funda iPhone 8 Plus 7 Plus Silicona 3d Pink ,199,NA,8,4,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448208980-protector-funda-iphone-8-plus-7-plus-silicona-3d-pink-_JM,1,0,0,0,0,#448208980,Apple,Silicona,NA,Apple
110, Funda Protector Samsung S9 / S9 Plus Hibrido iPhone 8 X Plus ,320,NA,10,25,18 cuotas,17.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GEEK+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-452996382-funda-protector-samsung-s9-s9-plus-hibrido-iphone-8-x-plus-_JM,NA,NA,NA,NA,NA,#452996382,Apple,TPU,NA,Samsung
111, Protector Funda iPhone 8 7 Plus Silicona Anana Carcasa ,199,NA,0,10,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450233527-protector-funda-iphone-8-7-plus-silicona-anana-carcasa-_JM,NA,NA,NA,NA,NA,#450233527,Apple,Silicona,NA,Apple
112, Protector Funda iPhone 8 7 Plus Flores Coloridas ,299,NA,1,5,18 cuotas,16.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-453856926-protector-funda-iphone-8-7-plus-flores-coloridas-_JM,NA,NA,NA,NA,NA,#453856926,Apple,NA,NA,Apple
113, Protector Funda iPhone 7 Plus 8 Plus Silicona 3d Poison ,199,NA,0,2,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448208972-protector-funda-iphone-7-plus-8-plus-silicona-3d-poison-_JM,NA,NA,NA,NA,NA,#448208972,Apple,Silicona,NA,Apple
114, Protector Funda Tpu Colores iPhone X Xs 10 8 7 6s 6 Plus ® ,100,NA,36,4000,18 cuotas,5.56,NA,Envío a todo el país,NA,NA,1,1,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-444347696-protector-funda-tpu-colores-iphone-x-xs-10-8-7-6s-6-plus--_JM,0,0,0,0,1,#444347696,Apple,TPU,X Xs 10 8 7 6s 6 Plus,NA
115," Funda iPhone 8 Plus, iPhone 7 Plus Funda, Jwest Marble Impre ",787,NA,0,100,18 cuotas,43.72,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457692876-funda-iphone-8-plus-iphone-7-plus-funda-jwest-marble-impre-_JM,NA,NA,NA,NA,NA,#457692876,Apple,Silicona,J-I7P-370-05,J.west
116, Protector Funda iPhone 8 7 Plus 6 6s J Marmol Carcasa ,450,NA,0,2,18 cuotas,25.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450411953-protector-funda-iphone-8-7-plus-6-6s-j-marmol-carcasa-_JM,NA,NA,NA,NA,NA,#450411953,Apple,NA,NA,NA
117," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Doujiaz Luxury Bli ",998,NA,0,100,18 cuotas,55.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457709531-funda-iphone-7-plus-funda-iphone-8-plus-doujiaz-luxury-bli-_JM,NA,NA,NA,NA,NA,#457709531,Apple,Silicona,R-SJ-ROSE GOLD S-7P,DOUJIAZ
118, Protector Tpu Transparente + Vidrio iPhone 8 7 / 8 Y 7 Plus® ,120,NA,162,243,18 cuotas,6.67,NA,Envío a todo el país,NA,NA,5,3,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443199999-protector-tpu-transparente-vidrio-iphone-8-7-8-y-7-plus-_JM,3,0,0,0,0,#443199999,Apple,TPU,NA,NA
119," Funda De Silicona Para iPhone 8 Plus, iPhone 7 Plus Funda De ",1328,NA,0,100,18 cuotas,73.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457790659-funda-de-silicona-para-iphone-8-plus-iphone-7-plus-funda-de-_JM,NA,NA,NA,NA,NA,#457790659,Apple,Silicona,QD6KG8Y385001,Miracase
120, Carcasa Silicone Case iPhone® 7 Plus/ 8 Plus Varios Colores! ,690,NA,2,48,18 cuotas,38.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CELULAROUTLETMONTEVIDEO,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=r7QzZI6vzAhKPnzZkHSaPRQHDNebXVaTjPYvqNClSzw4HirRJpE1XCFcXHQGBLxnCY4Njk2UjwfB2%2F9Y8uTvQ3Z8u%2BR8aH2Rgd%2FU7dHI4w1cTCogHJTAOV%2FERhDLGb6giyh%2Bfh0c9rRP68Ry2wR5dbbQurgla%2BoyWICM%2FS%2FlnOmr0NhYjrSDRUXitbCeVdcy0pZW%2F1CUXfI3MxYJx1Ko1ti5pfWsnHzkn3IiiMHMqbTteRnruDMu8My6P10EPxi%2BuVdwqsXKi%2BLD3SsWKOf7DZjt0Eyuyg7Tde1JNUdeoqUDczyfAxmxUVylimPrlX5c%2Fmd2jEGFZIGDsTQwZz9sAgnx7cZm%2BnOZGl29PJBGKM%2BbQ79B1P2RfwNZP2HbUFh6pZGOq5aRWNqlSnCCgFI2cTNiBG45Y1BMWHdWtXhyvon9f1K92sXb9qqmJTW7VtwpabMqUOuJD3e8anq%2FMOba0zXzEpEYoCC1MxhG4RcDZOw5Tg%2Fd5gNGA4VzcRPL%2BvJbXKTiIaq4nX1luWZI%2BkFmBgumCDKk0Dy%2FuhwtX2Dlo%2FXKaKW1Ot%2BMP8WrBeRlRlBeO7e0e5cBcGU8MUnctcaad2LTWk2O61tg%2BE%2FPixtSLXNU%2BS4TEjt7d7QqKmAw%2Bv0HV3dbIDTj2hUqPcqPhsDsZ4K2uSlQE5GCAvewNwd7RD2itL2PSLJx6JpcOPgowuriQAKFwR4eCGovncw5V4mvsg%2F4qsvNyTAnJQxP7FFvADY%2B5DEdmb%2Blaka7VfuNsYmEnQ4y%2B2F8xhQs2rBhQJ%2Bmom3QjNtW7RsTJCwE%2BpjZ4geQQ1I9BdzIPkmi0gqYFkCwo7UC%2FFhy%2B1mkdsg4KcGmyaPIbehpMJsxdNfJn8AGQWCCvVpkx4o47HM1jtjX8rWRXIe%2BWngbgGhN%2BnXNxdtHkppwDgFduUd%2FwJ9sp75Y6QnS20YeqmPkWqea%2B7sNc5D1h4mzbPRkX%2FWgcY3lVruyTIwjvMC7SviEL8CrVCzuhJxPhls47OZGaapRGDZQ6cNPelzbYYSnMhNQOONV72f%2Foi0AdoJDduihUPlLJQDTbffCzOztCnQLA0QTDiQ%2BI1UJE6bgbL%2FcuMnnYSXs7viFts6ypcONzlkxxpKp4h%2B6Qd5J5tGq1dqr23rZV85x9rqOxDjNWLaVPZ4iXgO1NXLsaZDh%2BZNoQ5fCl00%2FNp%2BTnDofd3WRTHD2VSq%2FGt2v06%2BhZjNAfgnKEAFwElllJngGNksvRIE1%2F9j14iOvMccms7IaxttBm9V1u8hn4SARW2aJYFjW0rqZ4mp4dRUylr9xDAWaBK1%2BZDUb3feXEpcZYTku2PGyLKh1mKhYPlTThHqBDJkUXjzn7aHu%2FndWkMiiN3UD6A%2BYdBMMctNYmiicAHSQoyF7pLruVNp5Rfu6nsqJFtCPWrG6gbRZQoserb4JB7UBIsrAgktpBZZRWsJM5Y6iix2u0XcEEkXNpUC0jShDEDtH42cRjsdr2s0DyqJ%2FX9l9ot6E4Pk%2BLAEcFBeAymENGpVtl7Nn55fsrDXcmpUi95NWZHEQ6r0GV%2Bui3Kz5uoBTw4eXfnkpYWSNhVBUP%2F3ALchZj4WLtl8cOYGnsE1drXY2PnDOIKs16qn3BUvNKkOcpKsgzCdySgactL2ZgrOs7RUtl2Su7p9mIuYTrBptGdfAhIMf53eBaJO6OIepoh4MzcBRtuWFxzqPy2qSOq4B6V9gBV3DApk6Q%2F3%2FcVu4fpdSlZuG2FwmskQ%2B1Y9f74LZ7AthAcgseclN5yVoLz4ypt%2Fv2w1c5Jai5MyJxGGmwX8sJD1BoQbeEnweLlCdvQ%3D%3D,NA,NA,NA,NA,NA,#463449173,Apple,Silicona,NA,Silicone
121, Protector Funda iPhone 8/7 Plus J Marmol Negro ,350,NA,1,9,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450316608-protector-funda-iphone-87-plus-j-marmol-negro-_JM,NA,NA,NA,NA,NA,#450316608,Apple,NA,NA,Apple
122, Protector Funda Silicona iPhone 8 7 Plus Girasoles 3d Carca ,249,NA,2,NA,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449414344-protector-funda-silicona-iphone-8-7-plus-girasoles-3d-carca-_JM,NA,NA,NA,NA,NA,#449414344,Apple,Silicona,NA,Apple
123, Funda Protector Fino Tpu Premium iPhone 8 Plus Febo ,150,NA,12,99987,18 cuotas,8.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449005200-funda-protector-fino-tpu-premium-iphone-8-plus-febo-_JM,NA,NA,NA,NA,NA,#449005200,Apple,TPU,NA,NA
124, Protector Case iPhone Simil Original 5 6 7 Y 8 Plus X Xs Max ,450,NA,194,477,18 cuotas,25.00,NA,Entrega a acordar con el vendedor,NA,NA,4.7,23,http://perfil.mercadolibre.com.uy/AR+IMPORT.,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=q2MXRHprN6W3sOc6y5GphxKpF%2FiTHyOBLXCaYFIJqcwfFBqovqTMH9HAtQmSK%2FOVZ1KNfy72PZZ%2BzovPMgXncHUHEv5eI0dwOY9Wdiel0RLTvCW6hHcytkgWeoJLORA5tpsEB%2B2kegQ4vxWurLfoqHLfTaqdP8E7XOwq2f%2Bx3XtZg82bNFJVuk9aIRUO7397CQ3GiUXrJkEGfMaCkvEmDUyNPcfkmonVnHcLUt%2BAQCS20nBA16O5Dr%2B2yp03fNDMieY14XfXgYkA4xjl78QmS3rA0Sd6OPifKCueBiKXElEhM4wT11Uzhf3vavqtF3OvwV0rmuAewulIUPuVAUnwCK7gxEPU3bwg02LXLgQC6f6K6gsnoQ70LxYiX8GnOY%2B40yebH0cJY6NptXSPysZttscJ6uct%2BUYVfvVR4JNo%2BLH%2BgTbSQ%2BWFmtqggTpHBYzSchWkwPNhNasD2g188uzANmZ7O9JKXcb1Ejen3w%2FbLzZ4mYvdemq5VL9uD8ZIIetmtUv0h%2FOyHd%2FOVdrteWSdImsj9L53L4guQziV3MoMFMO%2F9b5XloIA51nEkWtmim0dA%2FeaEWoNSrAQ8Y1msXicr3PIuopxREj1oNxRE1g05SfQQhkxB%2BdsVUmeTFC8XyOdAWNNRGxKQRw2M3LbmyAtyc0%2BH1zsY85CbJUfQPZSn00OJXeDbpIeU9HCFLHRw1%2BONt2yXjF58CEvtwfF21SCYWyJLGL6Q5fF4KqbHZE4ovPnuAWcnoV76JhpVhBgbWDt8%2F98yeJtFvspczONYfQHjCNOjX5TrmeII3zECbCcgkOTgsu%2F7mi%2F6xV9boSLybltdaFZP2a3cpe4ON4rXK%2F7IZFqOotXiBemXMmKWfMCD1UEmnpUU4T1w0xAHgeRXg7xrIQI2CS%2FTRg7GVWlUXQ%2BCZLrrF7Uc07XhbngPMgwfX9k7LVTEQHXFa9%2BZ7FAV93PmKjUkRWFH94TFyxcWBYZFeOPCswb3gZWWVEYpr85soGIefV2n3PD568ob374uitstQMj%2Bb9%2FShwpg7e4AapcDZW4PhMYSaEb9vbEP6q5vu2RputMn1M7b5Hd3Qq4HlqEedKtf%2BTKGl1hAKPMmI25MEcZuuLiBFKLOp0rs6%2FmGBmxMCiiV3UEZnryBHN%2FIRVYT3EVM3U8TqT%2FopXKkuv4GXjxwmacUVToVlM1mxFpolEqInby4%2F8NmXUB8wQrk5g%2FolfsNSuXHDUIlMVRs9XbjDMzhsRX%2Bqqc6%2FcaZ7SnixwZGwVTY3vWEJPP2VDDsMDe%2Fe1O5S27ykXTs4Nr3%2Fg0ENjVDCMbUpzGrVIUI9nFbN%2ByZK9IgWw7PYHd6HqiFLk15NnT7%2FTOHyIPHij7Of9nmbqEL1Elvo4BKHf6QT%2BCXcryv872N49Blj47n1DY8OrKDsYzRKAYOTxgX8wv6ZPrjjtVa3dvxWyIejnHQi1S%2FVWl5p7JL7UrwhOHMmaKhpCS6qbsSzpw%2F%2F9MqiO1wVmpCX%2F4f6qGuuUMKTTYLZbS951ZWXELIzOYWhWdWAQE%2FKMtNpK0BL2a8IlB31XpzOASkcued5SusjikL%2BMmL7vyY3qNAO6Nw9BoH8pZj6xvWUs0P3mkYNNl6Rcjzh73r5xYBHFgaWyuXZIN5fryzKr9t7wPbUZmQKfzVZWZB8po6swJrQ0Tip5sV9QMcYb%2FYtPWMIWCEB8U8MxfjZsJbLAJmKfPl9T58Zai6%2Bpo%2Bj7YTAMIx2ciX4pJDB5ZFbEyRS6RvOO5htKLp8lc8uu0RweoetwEHlauRB09qhHOC49ImPwRExEAsNGBTKjLb8iRT0x0E8watg%3D%3D,18,3,1,1,0,#459085400,Apple,Silicona,Simil original,NA
125, Funda Estuche Protector Cuero Para iPhone 8 Plus/7 Plus ,45,NA,1,3,18 cuotas,88.55,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFORAMA10,https://articulo.mercadolibre.com.uy/MLU-451912676-funda-estuche-protector-cuero-para-iphone-8-plus7-plus-_JM,NA,NA,NA,NA,NA,#451912676,Apple,Cuero,NA,NA
126, Protector Funda iPhone 8 7 Plus 6 6s Pantera Carcasa ,350,NA,0,2,18 cuotas,19.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450412305-protector-funda-iphone-8-7-plus-6-6s-pantera-carcasa-_JM,NA,NA,NA,NA,NA,#450412305,Apple,Silicona,NA,NA
127, Protector Funda iPhone 8 Plus 7 Plus Pink Gorro Lana Carcasa ,250,NA,3,3,18 cuotas,13.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448776671-protector-funda-iphone-8-plus-7-plus-pink-gorro-lana-carcasa-_JM,NA,NA,NA,NA,NA,#448776671,Apple,NA,NA,Apple
