search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material,Cor
1175, Capa Capinha iPhone Xs X Xr 6 6s 7 8 Plus Max Anti Impacto ,22,NA,"
			
				Novo
			
			
		",(3700 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 575
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACAOELETRO,https://produto.mercadolivre.com.br/MLB-1297596345-capa-capinha-iphone-xs-x-xr-6-6s-7-8-plus-max-anti-impacto-_JM?searchVariation=42043248347,NA,NA,NA,NA,NA,#1297596345,AcaoEletro,Apple,Iphone 5s/se/6/6s/7/Plus/X,Anti Impacto,Anti Impacto,Silicone,NA
1176, Capinha Case Capa Silicone Tpu iPhone 8 8 Plus iPhone X ,19,NA,"
			
				Novo
			
			
		",(7860 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 663
		
		 sem juros
		
	

	
		",63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACAOELETRO,https://produto.mercadolivre.com.br/MLB-1297596720-capinha-case-capa-silicone-tpu-iphone-8-8-plus-iphone-x-_JM,NA,NA,NA,NA,NA,#1297596720,Apple,Apple,Iphone,Silicone,Silicone,Silicone,NA
1177, Capinha Anti Impacto iPhone Se 6 7 8 Plus X 10 Xs Xr Xs Max ,17,NA,"
			
				Novo
			
			
		",(986 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 637
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACAOELETRO,https://produto.mercadolivre.com.br/MLB-1297646483-capinha-anti-impacto-iphone-se-6-7-8-plus-x-10-xs-xr-xs-max-_JM?searchVariation=42046073370,NA,NA,NA,NA,NA,#1297646483,AcaoEletro,Apple,Iphone,Iphone 5 /6/ 7/ 8/x/xs/xsmax,Silicone Anti Impacto,Silicone,NA
1178, Capa Capinha iPhone 8 Plus / 7 Plus Caseology Skyfall Case + Película Hydrogel Tela Toda ,169,NA,"
			
				Novo
			
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1417
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECASE-BR,https://produto.mercadolivre.com.br/MLB-1301564310-capa-capinha-iphone-8-plus-7-plus-caseology-skyfall-case-pelicula-hydrogel-tela-toda-_JM,NA,NA,NA,NA,NA,#1301564310,Caseology,Apple,iPhone 7 Plus / 8 Plus,Skyfall,protetora,TPU/Policarbonato,NA
1179," Capa Capinha Tpu Silicone iPhone 8 Plus (5,5) + Pelicula ",55,NA,"
			
				Novo
			
			
		",(50 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 636
		
		 sem juros
		
	

	
		",36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-935012375-capa-capinha-tpu-silicone-iphone-8-plus-55-pelicula-_JM,NA,NA,NA,NA,NA,#935012375,H'maston,Apple,iPhone 8 Plus,Silicone / TPU,Silicone / TPU,Silicone,Paris
1180," Capinha Case Anti Impacto Anti Shock Silicone + Película De Vidro iPhone 7, 8, 7 Plus, 8 Plus E X Promoção ",19,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(5 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 666
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZETSTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=4GoZPBHPCrVrxASVmzNBtOLd5k%2FqUM5Ilgk%2Fv1E6BUEm92zowkM3J5G657iUQlTI76H4nsEMN75oyp%2FZTyZDNnyk36DCwjIMtmXmzSuG2AS7hefBazWvqPCs407oQRc7Tqe6rK2CvKPOftmIXLV2mQa%2FIqmq5%2FLi06%2BPEe3AQm3gb2FrfvQp%2BKr8oCeg2zwxn%2BwcPOC1VD2zM%2FSMeTqUV3A1049Zfe8W4K01EzUgPgGic6bOdsADrd9mowlR3CSZfDMw%2BoSd0%2F4ftXyy%2FYtIn2ljfCAtxfQbvnArpttSgXS1EiCItMldeVCzkiuSt8mfLYoJhBQbm6EL2DZU68xynm1I9LUngHAGfMej2rV8E%2FN0CEXODGEeGlPwUosjPn7ll5QNW2C3Ff6dIz14jEb5j0b9WaeMEyt7TGI0EGoPKxqclq8NcqWvlDdvywtaLg9MYp6WdQqAMXMcowQGpG3TfdweA%2Fwy3mLqfdn%2FTp28VM5vEEiqhTmmMAvthNZfyX5JE38v8Xpr7qUnCsoj26YqT0vlQdUnYzOxBB%2FR2zU%2BFsnPvqO00RrRnc8FNEvOg7LPouB0GC9TB6zp0h8AbFrqvfQLsQLPcdPbRtXk2yuswIlFSR1LkeHZLcgyXZvvRuru7CmMmjXCrcc49QS9VR7iJ4QhE5k5sQ8WwF2zKyjNjuqwM%2B56YJE1UzHKO5frgJ70HLsJZ7%2FpkauRHYIg6clADBtknQ%2FmHn41GqE%2FFpqVSZ5p1jmvzAWLgBkrbDRBGzfeGRFJSyCVLejRidIhmCY7Ao4rb4CW3eLAaDdT9SCZfgcJcY6CQUQsMQWUl9%2BCjngfeYhoa%2Bo4x1E6FZCqVsZdBbxJcmaeKeAbAn%2ByZWHsDjsOEIpq17QbVp1wyP%2Fpalsy8lBhZrQxBza8vyGCtQEJtgA9LYNfFvdpHXEUd2sFtZB6UUVPia6bjizRrv8YOjLnmG%2BAuD6x6sNo8Oy0Wz0GM56kV%2FzYijDsXOHTmWYO3wRejL8mwEWYbPwMIabn2VwJORsOb%2Fxt34WAva9ZnXbMJhmYdxMHqBz3wgttRbpeXdhts6LAsaPT81%2BoN7xxCrg531n0rU1r46pl6WZCIlvjtotxjGUaTp854Z%2B91zJbHVFyJh46YRl%2BcCQQMudcsYRElGjdJZJKlfNNQ7iIKuleoI5uuhr8uPWV3U2acwU004aRr%2FgotrB7%2F2bqTcu%2BqSVSKIhYwTSSke54qGp14N%2BW5ahyILTo5%2FuYEUkoggxn1Ni1GtWoetvRzP9HT2WWca%2F7Kmo52C1RY%2BZXV42bQS%2BRo5rV0pagu0PrfltLH6PJszUSfGA9QGJ0vtz45MEFj82BDRF7wda2Owty5ZVQg52sKklM0nZcSZis%2FOdE%2BSVEy2Zy1WTPvZgM2ilyKn9nC0KvJJvRFwqsHyNtfY7DpR468j2ZPmlKTnk4t2BKEHPfaaeL9aozJcHs%2FQDU41j%2FIuqYXHTKitaC6IqD%2FANtCgY2iAbMyanMcnkx4oaAufKkGD3HyEwZ9XTz6NE8pcWF6eZ28T41ZWl6lLh9HIJpeDxxRGgjj%2FknFs1lc5wxAG8%2BOpyw6l%2FYfH%2B9Omv82Rug5%2BFh5Ka3k3kGR4Kt6VH9XJzseOZ6g8EUiWaF0XCcv%2FnSslIeJcdw3XgQQ52ufMiQNKWB0wIT3EI%2BA%2FBPze5sKxAEUJK0g9QmY1oJI29LFPMt%2FriMCqpieTQjCmVCtdHY2Rn7YivvGdmW,NA,NA,NA,NA,NA,#1302416233,Zet Store,Apple,"Iphone 7, 8, 7 Plus, 8 Plus e X",Anti Impacto,Anti Shock,Silicone,NA
1181, Capa Capinha Case Celular Ed Sheeran - iPhone 8 Plus ,32,NA,"
			
				Novo
			
			
		",(2999 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 599
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937445092-capa-capinha-case-celular-ed-sheeran-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937445092,Fanatic Store,Apple,iPhone 8 Plus,iPhone 8 Plus,capinha,Emborrachada,NA
1182, Capinha Capa Case Silicone Transparente iPhone 7 7 Plus +pel ,14,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(9748 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 786
		
		 sem juros
		
	

	
		",86,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DETUDOUMPOUCOBH,https://produto.mercadolivre.com.br/MLB-940139137-capinha-capa-case-silicone-transparente-iphone-7-7-plus-pel-_JM?searchVariation=18638526093,NA,NA,NA,NA,NA,#940139137,Silicone,Apple,NA,NA,NA,Silicone,NA
1183, Capa Capinha P/ Apple iPhone 6s Plus - Mandala 8 ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-965668613-capa-capinha-p-apple-iphone-6s-plus-mandala-8-_JM,NA,NA,NA,NA,NA,#965668613,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1184, Capa Capinha P/ Apple iPhone 8 Plus - Lobo Ethnic ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095737-capa-capinha-p-apple-iphone-8-plus-lobo-ethnic-_JM,NA,NA,NA,NA,NA,#967095737,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1185, Capa Capinha P/ Apple iPhone 8 Plus - Homem Aranha ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095784-capa-capinha-p-apple-iphone-8-plus-homem-aranha-_JM,NA,NA,NA,NA,NA,#967095784,Quark,Apple,NA,NA,NA,Gel,Transparente
1186," Capinha Case Anti Impacto Anti Shock Silicone Transparente iPhone 7, 8, 7 Plus, 8 Plus E X Promoção Frete Grátis ",51,NA,"
			
				Novo
			
			
		",(5 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 520
		
		 sem juros
		
	

	
		",20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZETSTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=c6p5VEzFjMQ44CqaqLmR6ANmGVjVlG6yDjzlhmmM%2FqU7nlk7DKo6jymAAqUkElAluj4WM%2FoP9S%2BPqUrTpvDWpN7uw8%2BQZHbCgZWm5BSlMvAQdBq3Mh1PgKq4ABgA8KnWBKciCktf343bK7Rbq%2BQadxQYAms79QBin2wCL5KPxY2gx1e%2FhwIHEn7PqShxJsyg%2B220xPZoA2hw6oSbQC376%2BYtyUKLAehz%2FoOnvsJrwpYvmlBukkmBY4viz9z%2FBlNkFYPtvkVU3XhCwwZINfmdx3VX7rl8Qy0HBDZOaaEDAfASY%2BbQl3UxlMplZCuXFPtZ%2Bq5h9QmPcZLYfIF%2B8%2BzxAuFfhY386BPNe9UzSfP014V2n2Gb4T4nfNAthD61%2FEZj6oqNHOgEt2EWRO06%2Bi4ujs3z7WZjgklOOhJgqN7PtE3SC9lrcpMOScU5%2BOmV5V8duIJLO%2B5acLlJGZnYByLO5y2r6uwQogsn7SHEPZ7psuisCSPqqXeZqGy0piAvMfG9cMfci8QluY8kL2xQg9nZxlBoRg31PyK5ZfKbib3NqHIum7AqdKnMvMUleyvkoNp3a869epBKG%2FCdlE1IxTUx76JUOOKvWG1tRDiW55LViF9%2B051VT8WuZNxUVPz3td9Zuz2wrW%2FOMqRBgpa6nW9Q%2F3ZH5BT%2BnVNmoflu1ombAMntm3Bg99TW5LrTNNz71PJjwM1axAwFP27dG%2B9WUYbWFxdFOaK5vCGMlEwREZppaKYjKwjSdBQljhMKdFvJ%2BetJtNWTm49vPpYbT4VbgoPI1X8iFbQcmJwMDQhag3oKPTkwFQcvGtGMDFPG4EV68CWf5yunlaujdATXlNX82nFwDZJAkEnk%2BysVrDJUIL7wS3UuimnxY0%2BTIwEA2mt3dlqnsd2baJvLsfttoJUVG%2FNBFnVx1GbraNiD%2F%2BX5fYk6f95nTbpaxz3c0V4VzhMeWVSd8U4ywqUP1wGjR0gf0RUuWiOrSL%2Fb0YOLAhNkggW%2BsQYNtVSXqs6QtSZAJkzXperlK%2BbHZtc4YtlJHrZmy96YqM3kBIwiu%2FsECRbbwtq%2FwGLJ3DZ%2FqKVq6zDk1Y9c9V4k%2FI7gJB0TL0C3m%2Foqi0dVr68pTUov%2BYb4DtHvNcHznIkhzYWdimNCT5XxKzTpO1%2BWUC%2B8L0GatHI5OnQRPwXiLPgzEb1Kaid45C0VCW1Y5HpMDEEIdnOZDvOUWrY3A18EG%2BMx%2Bkh8Tu1bjR4qpbOU9adf2O1yAg%2FaBUpMLoU1SeguOMiGSVJjXYxo%2Br4Wcwy20UPxidCMySyY4LpzPdXc4IvF05zZ8VlNOzTaJuM1UgiJxB%2F0mts0HA%2F80UVZmSXJBLf36tWZPuprb1iw2eMbLsCFCSy3LZkf0fM96EGvDib7Pt4yxW0ikniCuVKHPoetvU%2BJNgjC5WyajYfm1SOkil6fIGvxp2lMWvO8Rsbd1zBkxCOs91vjomeqQbI5EnBqc4hsDIhqEGhokFGpeDgygulodVUmN61Xl6nhkEe1TzbXzoUTy9xXQwi5heyb7WMvfRZMe32wBxMFy2rwd1Nul8fgBcg7qhhFpRdEwX24Hmc45a5z%2F%2Fyo8qvm5Bjd582IUWJ3igjJ2xnorpSzgdwCNJZ0xe2QKxrORuKTDCm9%2BsB9qZkr8%2F%2BRGMCGvvLncbokliRi69EonlpAld9SaXwSWgPF1ZM9VnH81VfcxWbfiODzBg646yWTjScyYkVB1eZHG9yEcRgWj%2Fqo3HdC4O4%3D,NA,NA,NA,NA,NA,#1302419329,Zet Store,Apple,"Iphone 7, 8, 7 Plus, 8 Plus e X",Anti Impacto,Anti Shock,Silicone,NA
1187, Capa Capinha P/ Apple iPhone 8 Plus - Coruja ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095850-capa-capinha-p-apple-iphone-8-plus-coruja-_JM,NA,NA,NA,NA,NA,#967095850,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1188, Capa Capinha P/ Apple iPhone 8 Plus - Filtro Do Sonho P ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095863-capa-capinha-p-apple-iphone-8-plus-filtro-do-sonho-p-_JM,NA,NA,NA,NA,NA,#967095863,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1189, Capa Capinha P/ Apple iPhone 8 Plus - Corações ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099201-capa-capinha-p-apple-iphone-8-plus-coracoes-_JM,NA,NA,NA,NA,NA,#967099201,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1190, Capa Capinha P/ Apple iPhone 8 Plus - Nossa Sra. Terço ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099282-capa-capinha-p-apple-iphone-8-plus-nossa-sra-terco-_JM,NA,NA,NA,NA,NA,#967099282,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1191, Capa Capinha P/ Apple iPhone 8 Plus - Nsa. Sra. Ma Azul ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099324-capa-capinha-p-apple-iphone-8-plus-nsa-sra-ma-azul-_JM,NA,NA,NA,NA,NA,#967099324,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1192, Capa Capinha P/ Apple iPhone 8 Plus - One Moment ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),NA,NA,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099346-capa-capinha-p-apple-iphone-8-plus-one-moment-_JM,NA,NA,NA,NA,NA,#967099346,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1193, Capa Capinha P/ Apple iPhone 8 Plus - Marketing Fem ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967100541-capa-capinha-p-apple-iphone-8-plus-marketing-fem-_JM,NA,NA,NA,NA,NA,#967100541,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1194, Capa Capinha P/ Apple iPhone 8 Plus - Rally Bike Moto ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967102977-capa-capinha-p-apple-iphone-8-plus-rally-bike-moto-_JM,NA,NA,NA,NA,NA,#967102977,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1195, Capa Capinha P/ Apple iPhone 8 Plus - Wild Free ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967103015-capa-capinha-p-apple-iphone-8-plus-wild-free-_JM,NA,NA,NA,NA,NA,#967103015,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1196, Capa Capinha P/ Apple iPhone 8 Plus - Psicologia Fem ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104361-capa-capinha-p-apple-iphone-8-plus-psicologia-fem-_JM,NA,NA,NA,NA,NA,#967104361,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1197, Capa Capinha P/ Apple iPhone 8 Plus - Unicórnio Suqui. ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104581-capa-capinha-p-apple-iphone-8-plus-unicornio-suqui-_JM,NA,NA,NA,NA,NA,#967104581,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1198, Capa Capinha P/ Apple iPhone 8 Plus - Marketing Símbolo ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105195-capa-capinha-p-apple-iphone-8-plus-marketing-simbolo-_JM,NA,NA,NA,NA,NA,#967105195,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1199, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ F\ \ ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105248-capa-capinha-p-apple-iphone-8-plus-letra-f--_JM,NA,NA,NA,NA,NA,#967105248,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1200, Capa Capinha P/ Apple iPhone 8 Plus - Rock N Roll 4 ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105294-capa-capinha-p-apple-iphone-8-plus-rock-n-roll-4-_JM,NA,NA,NA,NA,NA,#967105294,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,NA
1201, Capa Capinha P/ Apple iPhone 8 Plus - Direito Masc ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105425-capa-capinha-p-apple-iphone-8-plus-direito-masc-_JM,NA,NA,NA,NA,NA,#967105425,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1202, Capa Capinha P/ Apple iPhone 8 Plus - Educacão Física M ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105469-capa-capinha-p-apple-iphone-8-plus-educaco-fisica-m-_JM,NA,NA,NA,NA,NA,#967105469,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1203, Capa Capinha P/ Apple iPhone 8 Plus - Cachorro Bassê ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105558-capa-capinha-p-apple-iphone-8-plus-cachorro-bass-_JM,NA,NA,NA,NA,NA,#967105558,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1204, Capa Capinha P/ Apple iPhone 8 Plus - Novos Corações ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105587-capa-capinha-p-apple-iphone-8-plus-novos-coracoes-_JM,NA,NA,NA,NA,NA,#967105587,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1205, Capa Capinha P/ Apple iPhone 8 Plus - Caveira Retrô ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105649-capa-capinha-p-apple-iphone-8-plus-caveira-retr-_JM,NA,NA,NA,NA,NA,#967105649,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1206, Capa Capinha P/ Apple iPhone 8 Plus - Gatinhos ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105656-capa-capinha-p-apple-iphone-8-plus-gatinhos-_JM,NA,NA,NA,NA,NA,#967105656,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1207, Capa Capinha P/ Apple iPhone 8 Plus - Unicorn Flower ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105702-capa-capinha-p-apple-iphone-8-plus-unicorn-flower-_JM,NA,NA,NA,NA,NA,#967105702,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
