search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Modelo del celular,Marca,Modelo,Material
452, Cover Protector Baseus Fusion iPhone 6/7/8 ,35,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437557916-cover-protector-baseus-fusion-iphone-678-_JM#position=2&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#437557916,iPhone,NA,6/7/8,Baseus,Fusion,TPU/Policarbonato
453, Case Duro Armor Para iPhone 7 8 Doble Capa Contra Golpes ,25,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-431871289-case-duro-armor-para-iphone-7-8-doble-capa-contra-golpes-_JM#position=3&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#431871289,Apple,NA,NA,NA,NA,NA
454, Case Flipcover iPhone 7 8 Plus Rock Tapa Transparente ,60,NA,3,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421263018-case-flipcover-iphone-7-8-plus-rock-tapa-transparente-_JM#position=4&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#421263018,Apple,NA,NA,Rock,NA,NA
455, Rematando!!! Case Magnetico iPhone 6/7/7plus & Sam 8/edge S7 ,18,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-427161014-rematando-case-magnetico-iphone-677plus-sam-8edge-s7-_JM#position=5&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#427161014,Apple,NA,NA,NA,NA,Acrílico
456, Case Spigen Apple iPhone 8 iPhone 7 Ultra Hybrid 2 Masplay ,59,NA,1,998,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-430305426-protector-spigen-iphone-7-8-apple-vidrio-templado-masplay-_JM#position=6&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#430305426,Apple,NA,NA,Spigen,NA,Acrílico
457, Protector Spigen iPhone 7 8 Apple Vidrio Templado - Masplay ,70,NA,12,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EDUARDOVILCHEZCHAVEZ,https://articulo.mercadolibre.com.pe/MPE-428776707-protector-funda-silicone-case-iphone-x-7-8-y-plus-sellado-_JM#position=7&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#428776707,Apple,NA,NA,NA,NA,NA
458, Protector Funda Silicone Case iPhone X 7 8 Y Plus - Sellado ,99,NA,2,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CYSCORP,https://articulo.mercadolibre.com.pe/MPE-426110173-protector-iphone-8-7-plus-premium-case-aluminio-vidrio-_JM#position=8&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#426110173,Apple,NA,NA,NA,NA,Acrílico
459, Protector iPhone 8 / 7 Plus Premium Case Aluminio + Vidrio ,79,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONA+SMART,https://articulo.mercadolibre.com.pe/MPE-421557964-protector-iphone-8-plus-slim-armor-spigen-original-funda-cas-_JM#position=9&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#421557964,Apple,NA,NA,NA,NA,NA
460, Protector iPhone 8 Plus Slim Armor Spigen Original Funda Cas ,39,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CRUIZ145,https://articulo.mercadolibre.com.pe/MPE-432069569-case-funda-mickey-mouse-iphone-6-plus-6s-plus7-plus8-plus-_JM#position=10&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432069569,Apple,NA,NA,NA,NA,NA
461, Case Funda Mickey Mouse iPhone 6 Plus /6s Plus/7 Plus/8 Plus ,40,NA,0,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432968970-funda-case-protector-360-iphone-7-8-textura-mate-vidrio-_JM#position=11&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432968970,Apple,NA,NA,NA,NA,NA
462, Funda Case Protector 360 iPhone 7 8 Textura Mate + Vidrio ,99,NA,1,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECJL,https://articulo.mercadolibre.com.pe/MPE-425842106-case-protector-funda-supcase-ub-pro-iphone-7-8-plus-armadura-_JM#position=12&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#425842106,Apple,NA,NA,NA,NA,NA
463, Case Protector Funda Supcase Ub Pro iPhone 7 8 Plus Armadura ,189,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBITECH.PE,https://articulo.mercadolibre.com.pe/MPE-435337191-smartcase-cover-bateria-funda-inteligente-iphone-5-6-7-8-x-_JM#position=13&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#435337191,NA,NA,NA,NA,NA,NA
464, Smartcase Cover Bateria Funda Inteligente iPhone 5 6 7 8 X ,19,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-435231484-funda-case-transparente-gel-iphone-6-7-plus-s9-s8-p8-p9-a6-_JM#position=14&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#435231484,NA,NA,NA,NA,NA,NA
465, Funda Case Transparente Gel iPhone 6 7 Plus S9 S8 P8 P9 A6+ ,23,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432576975-case-relieve-funda-protector-iphone-6-6s-7-8-plus-x-_JM#position=15&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432576975,Apple,NA,NA,NA,NA,NA
466," Case Relieve Funda Protector iPhone 6, 6s, 7, 8 Plus, X ",30,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432668417-case-funda-protector-iphone-6-6s-7-8-plus-x-_JM#position=16&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432668417,Apple,NA,NA,NA,NA,NA
467," Case Funda Protector iPhone 6, 6s, 7, 8 Plus, X ",49,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CARLITOSFERRUA,https://articulo.mercadolibre.com.pe/MPE-432847163-case-funda-estuche-protector-de-madera-para-iphone-8-plus-_JM#position=17&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432847163,Apple,NA,NA,NA,NA,NA
468, Case Funda Estuche Protector De Madera Para iPhone 8 Plus ,19,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-433188501-funda-iphone-66plus77plus88plus-diamonds-case-carcasa-_JM#position=18&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#433188501,Apple,NA,NA,NA,NA,NA
469, Funda iPhone 6/6plus/7/7plus/8/8plus Diamonds Case Carcasa ,99,NA,2,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-425682690-case-funda-love-mei-glass-iphone-7-8-plus-_JM#position=19&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#425682690,Apple,NA,NA,NA,NA,NA
470, Case Funda Love Mei + Glass - iPhone 7 / 8 Plus ,173,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433335530-funda-de-libro-para-iphone-8-plus-y-iphone-7-plus-tarje-_JM#position=20&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#433335530,NA,NA,NA,Eco Fused,NA,NA
471, Funda De Libro Para iPhone 8 Plus Y iPhone 7 Plus - Tarje ,35,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ABFASHOP24,https://articulo.mercadolibre.com.pe/MPE-432086872-en-stock-abfa-shop-case-funda-protector-iphone-6-6s-7-8-_JM#position=21&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432086872,Apple,NA,NA,NA,NA,NA
472, En Stock Abfa Shop Case Funda Protector iPhone 6 6s 7 8 ,60,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432428191-case-funda-protector-silicona-sujetador-iphone-7-8-pig-cerdo-_JM#position=22&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432428191,Apple,NA,NA,NA,NA,Silicona
473, Case Funda Protector Silicona Sujetador iPhone 7 8 Pig Cerdo ,9,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TRIPLESENDS,https://articulo.mercadolibre.com.pe/MPE-432895566-fundas-pcelulares-5310-lg-ku990-w910-p1-n95-8gb-iphone-w5-_JM#position=23&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432895566,LG,NA,NA,LG,NA,NA
474, Fundas P/celulares 5310 Lg Ku990 W910 P1 N95-8gb iPhone W5 ,70,NA,0,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432215147-case-funda-iphone-8-plus-8-cover-tpu-marca-baseus-protector-_JM#position=24&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432215147,Apple,NA,NA,Baseus,NA,NA
475, Case Funda iPhone 8 Plus 8+ Cover Tpu Marca Baseus Protector ,246,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436969775-funda-de-billetera-para-iphone-78-plus-vaultskin-eton-a-_JM#position=25&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#436969775,NA,NA,NA,Vaultskin,NA,NA
476," Funda De Billetera Para iPhone 7/8 Plus, Vaultskin Eton A ",60,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PACHERRESJUAN,https://articulo.mercadolibre.com.pe/MPE-434211839-nueva-funda-case-protector-aluminio-iphone-6-6s-78-magnet-_JM#position=26&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#434211839,Apple,NA,NA,NA,NA,NA
477, Nueva Funda Case Protector Aluminio iPhone 6/ 6s/ 7/8 Magnet ,168,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433500014-tozo-para-iphone-7-funda-iphone-8-ultra-delgada-035-mm-_JM#position=27&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#433500014,NA,NA,NA,Tozo,NA,NA
478," Tozo Para iPhone 7 Funda iPhone 8, Ultra Delgada [0.35 Mm ",199,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433976779-funda-iphone-7-iphone-8-organizador-pu-bolso-de-embrag-_JM#position=28&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#433976779,NA,NA,NA,Urvoix,NA,NA
479," Funda iPhone 7 / iPhone 8, Organizador Pu Bolso De Embrag ",195,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436057206-gear-beast-iphone-8-plus-7-plus-funda-de-cartera-vista-_JM#position=29&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#436057206,NA,NA,NA,Gear Beast,NA,NA
480," Gear Beast iPhone 8 Plus /7 Plus Funda De Cartera, Vista ",205,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436093249-funda-de-silk-iphone-78-grip-base-grip-funda-ligera-de-_JM#position=30&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#436093249,NA,NA,NA,Silk,NA,NA
481, Funda De Silk iPhone 7/8 Grip - Base Grip Funda Ligera De ,154,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436900831-funda-iphone-7-funda-iphone-8-diseno-de-marmol-rosa-par-_JM#position=31&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#436900831,NA,NA,NA,YAR-JAB,NA,NA
482," Funda iPhone 7, Funda iPhone 8, Diseño De Mármol Rosa Par ",210,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433520379-funda-cartera-iphone-8-plus-funda-iphone-7-plus-con-tarj-_JM#position=32&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#433520379,NA,NA,NA,ZVE,NA,NA
483," Funda Cartera iPhone 8 Plus, Funda iPhone 7 Plus Con Tarj ",303,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433989601-funda-para-iphone-8-funda-de-cartera-para-iphone-8-slim-_JM#position=33&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#433989601,NA,NA,NA,Spaysi,NA,NA
484," Funda Para iPhone 8, Funda De Cartera Para iPhone 8 Slim, ",189,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-434042727-funda-iphone-8-funda-iphone-7-belk-air-to-beat-funda-_JM#position=34&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#434042727,NA,NA,NA,B BELK,NA,NA
485," Funda iPhone 8, Funda iPhone 7, Belk [air To Beat] Funda. ",75,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARVINORDAYACHAMORRO,https://articulo.mercadolibre.com.pe/MPE-430059808-casefunda-baseus-glitter-iphone-8-plus-_JM#position=35&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#430059808,Apple,NA,NA,Baseus,NA,Acrílico
486, Case/funda Baseus Glitter iPhone 8 Plus ,60,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PACHERRESJUAN,https://articulo.mercadolibre.com.pe/MPE-434211930-funda-magnetica-protector-aluminio-iphone-6-6s-78-nueva-_JM#position=36&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#434211930,Apple,NA,NA,NA,NA,Aluminio
487, Funda Magnetica Protector Aluminio iPhone 6/ 6s/ 7/8 Nueva ,162,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436079743-funda-iphone-8-funda-iphone-7-por-ailun-parte-posterio-_JM#position=37&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#436079743,NA,NA,NA,AILUN,NA,NA
488," Funda iPhone 8, Funda iPhone 7, Por Ailun, Parte Posterio ",272,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436883698-serie-xdora-defensa-clara-funda-para-iphone-8-una-prueba-_JM#position=38&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#436883698,NA,NA,NA,X-Doria,NA,NA
489, Serie Xdora Defensa Clara Funda Para iPhone 8 Una Prueba ,169,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436956132-funda-de-kickstand-para-iphone-8-plus-lujo-bling-glitter-_JM#position=39&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#436956132,NA,NA,NA,NA,NA,NA
490," Funda De Kickstand Para iPhone 8 Plus, Lujo Bling Glitter ",35,NA,2,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-421323412-case-funda-armor-para-iphone-7-8-plus-_JM#position=40&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#421323412,Apple,NA,NA,NA,NA,NA
491, Case Funda Armor Para iPhone 7 / 8 Plus ,25,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTOBQ,https://articulo.mercadolibre.com.pe/MPE-430415255-baseus-funda-para-iphone-78-plus-_JM#position=41&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#430415255,Apple,NA,NA,Baseus,NA,Silicona
492, Baseus Funda Para iPhone 7/8 Plus ,50,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MELISSABARTRA,https://articulo.mercadolibre.com.pe/MPE-432749315-fundas-de-cuero-para-iphone-8-_JM#position=42&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432749315,Apple,Azul/Negro,NA,NA,NA,Cuero
493, Fundas De Cuero Para iPhone 8 ,15,NA,2,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BEEN919830,https://articulo.mercadolibre.com.pe/MPE-435442575-protector-funda-silicone-case-iphone-x-7-8-y-plus-remate-_JM#position=43&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#435442575,NA,NA,NA,NA,NA,NA
494, Protector Funda Silicone Case iPhone X 7 8 Y Plus Remate ,30,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASAUL_11,https://articulo.mercadolibre.com.pe/MPE-430670394-case-protector-funda-de-silicona-iphone-7-iphone-8-_JM#position=44&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#430670394,Apple,NA,NA,NA,NA,Silicona
495, Case Protector Funda De Silicona iPhone 7 - iPhone 8 ,33,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOSRONALTORRESBANDA,https://articulo.mercadolibre.com.pe/MPE-430789316-funda-para-iphone-8plus-8-y-x-_JM#position=45&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#430789316,Apple,NA,NA,NA,NA,NA
496," Funda Para iPhone 8plus ,8 Y X ",29,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SMARTPHONESPERUMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-432654881-case-funda-protector-jelly-iphone-8-8-plus-4-tiendas-_JM#position=46&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#432654881,Apple,NA,NA,NA,NA,NA
497," Case Funda Protector Jelly iPhone 8, 8 Plus // 4 Tiendas ",180,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MR-ENTEL,https://articulo.mercadolibre.com.pe/MPE-418342139-iphone-6-6-6s-6s-7-7-8-8-funda-original-color-rosa-_JM#position=47&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#418342139,Apple,NA,NA,NA,NA,NA
498, iPhone 6 6+ 6s 6s+ 7 7+ 8 8+ Funda Original Color Rosa ,35,NA,0,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-423159094-case-funda-armor-para-iphone-7-8-plus-_JM#position=48&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#423159094,Apple,NA,NA,NA,NA,NA
499, Case Funda Armor Para iPhone 7 / 8 Plus ,205,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-434065383-funda-cartera-iphone-8-funda-iphone-7-iphone-8-con-tar-_JM#position=49&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#434065383,NA,NA,NA,ZVEdeng,NA,NA
500," Funda Cartera iPhone 8, Funda iPhone 7 / iPhone 8 Con Tar ",151,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435670150-funda-iphone-7-8-cubierta-clara-superior-con-amortiguador-_JM#position=50&type=item&tracking_id=85b53fe2-176a-4e33-9c25-ca0ceb658bf6,NA,NA,NA,NA,NA,#435670150,NA,NA,NA,KianGo,NA,NA
501," Funda iPhone 8 Plus /7 Plus Con Soporte Para Anillo, Proc ",151,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435670150-funda-iphone-7-8-cubierta-clara-superior-con-amortiguador-_JM#position=1&type=item&tracking_id=d0a7e3aa-feb9-4e16-9933-bbfc6b986c13,NA,NA,NA,NA,NA,#435670150,NA,NA,NA,KianGo,NA,NA
502," Caso Del iPhone 8, Por El Cable Y La Caja | Fundas Protec ",205,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435958541-funda-iphone-8-plus-7-plus-con-soporte-para-anillo-proc-_JM#position=2&type=item&tracking_id=d0a7e3aa-feb9-4e16-9933-bbfc6b986c13,NA,NA,NA,NA,NA,#435958541,NA,NA,NA,ProCase,NA,NA
503," Funda De iPhone 7 / iPhone 8, Zve Funda De Cuero iPhone 7 ",173,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436937620-caso-del-iphone-8-por-el-cable-y-la-caja-fundas-protec-_JM#position=3&type=item&tracking_id=d0a7e3aa-feb9-4e16-9933-bbfc6b986c13,NA,NA,NA,NA,NA,#436937620,NA,NA,NA,Cable And Case,NA,NA
504," Funda De Madera Para iPhone 7 / iPhone 8, Joylink Non Sli ",205,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436965266-funda-de-iphone-7-iphone-8-zve-funda-de-cuero-iphone-7-_JM#position=4&type=item&tracking_id=d0a7e3aa-feb9-4e16-9933-bbfc6b986c13,NA,NA,NA,NA,NA,#436965266,NA,NA,NA,ZVEdeng,NA,NA
505, Veho Saem S7  funda Para iPhone Con Integrado 8 gb Usb P ,189,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436965330-funda-de-madera-para-iphone-7-iphone-8-joylink-non-sli-_JM#position=5&type=item&tracking_id=d0a7e3aa-feb9-4e16-9933-bbfc6b986c13,NA,NA,NA,NA,NA,#436965330,NA,NA,NA,JOYLINK,NA,NA
