search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Marca,Formato
70, Audifonos Jbl Endurance Dive Acuatico Buceo Bluetooth + Mp3 ,389,NA,2,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436121721-audifonos-jbl-endurance-dive-acuatico-buceo-bluetooth-mp3-_JM,NA,NA,NA,NA,NA,#436121721,DIVE,JBL,Clip-ear
71, Audifono Bluetooth Handsfree Mp3 Inalambrico Sport Vincha ,30,NA,175,824,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,4,http://perfil.mercadolibre.com.pe/PABLOCINVERSIONES,https://articulo.mercadolibre.com.pe/MPE-422223435-audifono-bluetooth-handsfree-mp3-inalambrico-sport-vincha-_JM,1,2,1,0,0,#422223435,NA,NA,NA
72, Audifono Sennheiser Cx 6.00 Bt Negro - Bluetooth ,349,429,8,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/TECNOLOGIAYREPRESENTACIONESS?brandId=79,https://articulo.mercadolibre.com.pe/MPE-431049305-audifono-sennheiser-cx-600-bt-negro-bluetooth-_JM,1,0,0,0,0,#431049305,CX 6.00BT,Sennheiser,NA
73, Auriculares Inalámbricos V8 Bluetooth V4.1 Manos Libres 8hrs ,70,NA,4,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALEXANDERCENTENOGUTIERREZ,https://articulo.mercadolibre.com.pe/MPE-435178562-auriculares-inalambricos-v8-bluetooth-v41-manos-libres-8hrs-_JM,NA,NA,NA,NA,NA,#435178562,NA,NA,NA
74, Samsung Audifonos Level U Bluetooth Wirelles S7 S7 Edge ,139,159,7,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432200186-samsung-audifonos-level-u-bluetooth-wirelles-s7-s7-edge-_JM,NA,NA,NA,NA,NA,#432200186,NA,Samsung,NA
75," Transmisor Bluetooth Para Musica, Tv, Pc, Laptop, Audifono ",37,NA,10,115,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUWITROX,https://articulo.mercadolibre.com.pe/MPE-436419258-transmisor-bluetooth-para-musica-tv-pc-laptop-audifono-_JM,NA,NA,NA,NA,NA,#436419258,NA,NA,NA
76, Auricular Bluetooth Modelo X12 Negro ,35,NA,9,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FROG_PEOPLE+_IMPORT,https://articulo.mercadolibre.com.pe/MPE-434095562-auricular-bluetooth-modelo-x12-negro-_JM,NA,NA,NA,NA,NA,#434095562,NA,NA,NA
77, Audífono Handsfree Bluetooth 4.0 Auricular - Musica Llamadas ,49,NA,21,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NARANET-ECOMMERCE,https://articulo.mercadolibre.com.pe/MPE-420630876-audifono-handsfree-bluetooth-40-auricular-musica-llamadas-_JM,NA,NA,NA,NA,NA,#420630876,NA,NA,NA
78, Sennheiser Hd 4.40bt 4.40 Bt Audífonos Bluetooth Originales ,399,NA,8,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TEC+STORE,https://articulo.mercadolibre.com.pe/MPE-433143659-sennheiser-hd-440bt-440-bt-audifonos-bluetooth-originales-_JM,NA,NA,NA,NA,NA,#433143659,NA,Sennheiser,NA
79, Audifonos Samsung U Flex Edition Bluetooth Wireless S9 S10 ,189,NA,5,25,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436410727-audifonos-samsung-u-flex-edition-bluetooth-wireless-s9-s10-_JM,1,0,0,0,0,#436410727,U Flex,Samsung,Neckband
80, En Stock Audifonos Originales Xiaomi Mi Sports Youth ,84,NA,2,53,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZEALOTT+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-435029444-en-stock-audifonos-originales-xiaomi-mi-sports-youth-_JM,NA,NA,NA,NA,NA,#435029444,Xiaomi mi Sport,Xiaomi,Headset
81, Audífonos Inalambrico Tacti Bluetooth X2t Originales Sellado ,79,NA,134,82,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SPORT_PERU,https://articulo.mercadolibre.com.pe/MPE-432931391-audifonos-inalambrico-tacti-bluetooth-x2t-originales-sellado-_JM,NA,NA,NA,NA,NA,#432931391,NA,X2T,NA
82, Audifono Bluetooth X18 Inalámbrico V5.0 Para Android iPhone ,119,NA,11,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUMA7820320,https://articulo.mercadolibre.com.pe/MPE-434514647-audifono-bluetooth-x18-inalambrico-v50-para-android-iphone-_JM,NA,NA,NA,NA,NA,#434514647,NA,NA,NA
83, Audifonos Bluetooth Inalambrico I7s Tws Plus ,49,NA,11,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/YAMMINVERIONES2017,https://articulo.mercadolibre.com.pe/MPE-433316490-audifonos-bluetooth-inalambrico-i7s-tws-plus-_JM,NA,NA,NA,NA,NA,#433316490,NA,NA,NA
84, Audifonos Skullcandy Bluetooth Push True Wireless Edition ,469,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436321815-audifonos-skullcandy-bluetooth-push-true-wireless-edition-_JM,NA,NA,NA,NA,NA,#436321815,NA,Skullcandy,NA
85, Audifonos Huawei Am61 Bluetooth Sport Lite Honor + Regalo ,149,169,14,44,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303167-audifonos-huawei-am61-bluetooth-sport-lite-honor-regalo-_JM,1,0,0,0,0,#434303167,AM61,Huawei,NA
86, Audifono Ejecutivo Bluetooth Handsfree 4.0 Manos Libres 2019 ,80,NA,12,38,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/URBANTECIMPORT,https://articulo.mercadolibre.com.pe/MPE-434046287-audifono-ejecutivo-bluetooth-handsfree-40-manos-libres-2019-_JM,NA,NA,NA,NA,NA,#434046287,NA,NA,NA
87, Audifonos Bluetooth Marshall Major 2 Ii Bluetooth V 4.0 ,369,NA,4,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-435291519-audifonos-bluetooth-marshall-major-2-ii-bluetooth-v-40-_JM,NA,NA,NA,NA,NA,#435291519,Major II Bluetooth,Marshall,NA
88, En Stock Audifonos Originales Xiaomi Mi Sports Youth ,84,NA,5,65,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZEALOTT+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-436630287-en-stock-audifonos-originales-xiaomi-mi-sports-youth-_JM,NA,NA,NA,NA,NA,#436630287,Xiaomi Mi Sport,Xiaomi,Headset
89, Auriculares Inalámbricos Plantronics Backbeat Go 3 ,380,NA,2,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGIMPERU,https://articulo.mercadolibre.com.pe/MPE-430841745-auriculares-inalambricos-plantronics-backbeat-go-3-_JM,NA,NA,NA,NA,NA,#430841745,NA,Plantronics,NA
90, Audifonos L5 Bluetooth V4.1 Ergonomicos Handsfree Sport ,80,NA,37,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,3,http://perfil.mercadolibre.com.pe/MKURON0,https://articulo.mercadolibre.com.pe/MPE-429403981-audifonos-l5-bluetooth-v41-ergonomicos-handsfree-sport-_JM,3,0,0,0,0,#429403981,NA,NA,NA
91, Apple AirPods Auriculares Inalambricos Generacion 2 ,739,NA,2,997,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,34,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-436689557-apple-airpods-auriculares-inalambricos-generacion-2-_JM,33,1,0,0,0,#436689557,AirPods,Apple,In-ear
92, Audífonos Bluetooth Huawei Freebuds / Tienda / Mercadopago ,495,NA,1,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-435441830-audifonos-bluetooth-huawei-freebuds-tienda-mercadopago-_JM,NA,NA,NA,NA,NA,#435441830,NA,Huawei,NA
93, Audifonos Jbl Bluetooth Free Wireless Deportivos Ipx5 ,549,NA,3,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435223179-audifonos-jbl-bluetooth-free-wireless-deportivos-ipx5-_JM,NA,NA,NA,NA,NA,#435223179,T110,JBL,NA
94, Audífonos Sport Bluetooth B16 Con Micrófono Baseus ,105,NA,5,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426933270-audifonos-sport-bluetooth-b16-con-microfono-baseus-_JM,NA,NA,NA,NA,NA,#426933270,NA,NA,NA
95, Audifonos Bluetooth Mini 503 Mp3 Fm Llamadas Android Ios ,59,NA,8,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MARKETLINCE,https://articulo.mercadolibre.com.pe/MPE-426207147-audifonos-bluetooth-mini-503-mp3-fm-llamadas-android-ios-_JM,1,0,0,0,0,#426207147,ISC,GN,NA
96, P Audífono Sony Wi-c400 Bluetooth 4.2 Con Nfc Sellado ,176,NA,12,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-429271237-p-audifono-sony-wi-c400-bluetooth-42-con-nfc-sellado-_JM,1,0,0,0,0,#429271237,WI-C400,Sony,Neckband
97, Skullcandy Audifonos Bluetooth Hesh 3 ,298,NA,4,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BILLYCARRANZA,https://articulo.mercadolibre.com.pe/MPE-435359251-skullcandy-audifonos-bluetooth-hesh-3-_JM,NA,NA,NA,NA,NA,#435359251,NA,SKULLCANDY,NA
98, Audifonos Bluetooth Deportivos P47 / Radio Fm + Micro Sd ,39,NA,15,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/BLUU.STORE,https://articulo.mercadolibre.com.pe/MPE-431473567-audifonos-bluetooth-deportivos-p47-radio-fm-micro-sd-_JM,0,1,1,0,0,#431473567,NA,NA,NA
99, Audífonos Inalambricos Bluetooth X3t Originales ,115,NA,68,23,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-429896419-audifonos-inalambricos-bluetooth-x3t-originales-_JM,NA,NA,NA,NA,NA,#429896419,NA,NA,NA
100, Sony - Audífonos Bluetooth Wi-c400 Negros ,169,NA,22,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,NA,https://articulo.mercadolibre.com.pe/MPE-430399736-sony-audifonos-bluetooth-wi-c400-negros-_JM,1,0,0,0,0,#430399736,WI-C400,Sony,Neckband
101, Huawei Honor Am61 Xsport Audífonos Inalambricos ,130,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,http://perfil.mercadolibre.com.pe/NOWTECH+PERU,https://articulo.mercadolibre.com.pe/MPE-436747048-huawei-honor-am61-xsport-audifonos-inalambricos-_JM,3,0,1,0,0,#436747048,Xsport,Huawei,In-ear
102, Audífonos Sony Bluetooth Extra Bass Xb650bt ,299,NA,3,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-427862092-audifonos-sony-bluetooth-extra-bass-xb650bt-_JM,NA,NA,NA,NA,NA,#427862092,NA,Sony,NA
103, Audifonos Skullcandy Bluetooth Uproar Wirelles Supreme Sound ,134,NA,4,26,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435666126-audifonos-skullcandy-bluetooth-uproar-wirelles-supreme-sound-_JM,NA,NA,NA,NA,NA,#435666126,Uproar,Skullcandy,NA
104, Audífonos I7s Tws Inalámbricos iPhone Samsung Huawei ,99,NA,9,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2,1,http://perfil.mercadolibre.com.pe/ELECTRO-FIX.,https://articulo.mercadolibre.com.pe/MPE-432509327-audifonos-i7s-tws-inalambricos-iphone-samsung-huawei-_JM,0,0,0,1,0,#432509327,NA,NA,NA
105, Audífonos Manos Libres Xiaomi Mi Sport Bluetooth Original ,130,NA,19,31,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/URBANTECIMPORT,https://articulo.mercadolibre.com.pe/MPE-430827868-audifonos-manos-libres-xiaomi-mi-sport-bluetooth-original-_JM,1,0,0,0,0,#430827868,Mi Sport,Xiaomi,NA
106, Audifonos Bluetooth 4.0 S740t Cuello Mp3 Lector Micro Sd Fm ,39,NA,3,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SANTOFA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-435017121-audifonos-bluetooth-40-s740t-cuello-mp3-lector-micro-sd-fm-_JM,NA,NA,NA,NA,NA,#435017121,NA,NA,NA
107, Audífonos Bluetooth U8 / 8horas De Duracion / Sonido Estereo ,75,NA,28,114,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/HANNZOTIENDAONLINE,https://articulo.mercadolibre.com.pe/MPE-430570854-audifonos-bluetooth-u8-8horas-de-duracion-sonido-estereo-_JM,2,0,0,0,0,#430570854,NA,NA,NA
108, Audifonos AirPods I11 Tws Bluetooth 5.0 Tactil ,89,NA,3,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MONTEZAMOVIL,https://articulo.mercadolibre.com.pe/MPE-435783962-audifonos-airpods-i11-tws-bluetooth-50-tactil-_JM,NA,NA,NA,NA,NA,#435783962,NA,NA,NA
109, Audifono Bluetooth Motorola Pulse Escape Caja Original Stock ,125,155,13,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/NRTELCOM,https://articulo.mercadolibre.com.pe/MPE-432507016-audifono-bluetooth-motorola-pulse-escape-caja-original-stock-_JM,1,0,0,0,0,#432507016,NA,NA,NA
110, P Audífono Huawei Freebuds Bluetooth Resiste Agua Y Sudor ,495,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435682682-p-audifono-huawei-freebuds-bluetooth-resiste-agua-y-sudor-_JM,NA,NA,NA,NA,NA,#435682682,NA,Huawei,NA
111, Audifono Bluetooth Bluedio T5 ,179,NA,3,8,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FILIUM360,https://articulo.mercadolibre.com.pe/MPE-434751132-audifono-bluetooth-bluedio-t5-_JM,NA,NA,NA,NA,NA,#434751132,T5,Bluedio,NA
112, Apple AirPods 2 iPhone Xr 7 6 Audifono Bluetooth Original ,729,NA,9,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,34,http://perfil.mercadolibre.com.pe/TERABYTE+PERU,https://articulo.mercadolibre.com.pe/MPE-425145725-apple-airpods-2-iphone-xr-7-6-audifono-bluetooth-original-_JM,33,1,0,0,0,#425145725,NA,NA,NA
113, Mini I9s Audífonos Bluetooth Tipo AirPods P/ Apple Y Android ,110,NA,220,89,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,34,http://perfil.mercadolibre.com.pe/IMPORTACIONES+YUI,https://articulo.mercadolibre.com.pe/MPE-431405440-mini-i9s-audifonos-bluetooth-tipo-airpods-p-apple-y-android-_JM,33,1,0,0,0,#431405440,AirPods,Apple,In-ear
114," Audífonos I7s Bluetooth, Para Uso Individual Tipo Airpod ",19,NA,27,73,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.7,3,http://perfil.mercadolibre.com.pe/BONOTECH.PE,https://articulo.mercadolibre.com.pe/MPE-434286693-audifonos-i7s-bluetooth-para-uso-individual-tipo-airpod-_JM,2,0,0,0,1,#434286693,NA,NA,NA
115, Audífonos Bluetooth I7 Mini Tws Tipo AirPods ,35,NA,7,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HENRYNICOLASCABALLERO,https://articulo.mercadolibre.com.pe/MPE-434074009-audifonos-bluetooth-i7-mini-tws-tipo-airpods-_JM,NA,NA,NA,NA,NA,#434074009,NA,Apple,NA
116, Mini Audifono Bluetooth S530 Musica Y Llamadas Hans Free ,19,NA,5,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LOADING+PC,https://articulo.mercadolibre.com.pe/MPE-427739983-mini-audifono-bluetooth-s530-musica-y-llamadas-hans-free-_JM,NA,NA,NA,NA,NA,#427739983,NA,NA,NA
117, Audífonos Bluetooth Inalambricos Mini I9s Android & Ios ,79,NA,25,25,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-434251817-audifonos-bluetooth-inalambricos-mini-i9s-android-ios-_JM,0,1,1,0,0,#434251817,NA,NA,NA
118, Audifono Bluetooth Mdr-xb650bt Stereo - Oferta ,60,NA,15,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FENIX_IMPORT_PERU,https://articulo.mercadolibre.com.pe/MPE-434025212-audifono-bluetooth-mdr-xb650bt-stereo-oferta-_JM,NA,NA,NA,NA,NA,#434025212,NA,NA,NA
119, Audifonos Panasonic Rp-btd5 Bluetooth Microfono Negro ,195,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-432205344-audifonos-panasonic-rp-btd5-bluetooth-microfono-negro-_JM,NA,NA,NA,NA,NA,#432205344,RP-BTD5,Panasonic,NA
120, Original I9s Tws 5.0 V Auriculares Bluetooth ,69,NA,5,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BRUNELLA_GIA,https://articulo.mercadolibre.com.pe/MPE-432426105-original-i9s-tws-50-v-auriculares-bluetooth-_JM,NA,NA,NA,NA,NA,#432426105,NA,NA,NA
121, Audifono Bluetooth Motorola Verve Loop + (verveloop+) ,129,NA,6,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/PRO-ACCESORIOS,https://articulo.mercadolibre.com.pe/MPE-435081379-audifono-bluetooth-motorola-verve-loop-verveloop-_JM,1,0,0,0,0,#435081379,VerveLoop,Motorola,In-ear
122, Gratis!!! Audífono Sennheiser Hd 4.40bt Bluetooth Dynamic ,415,NA,1,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434164357-gratis-audifono-sennheiser-hd-440bt-bluetooth-dynamic-_JM,0,1,1,0,0,#434164357,NA,Sennheiser,NA
123, Audífonos Bluetooth Soundbuds Negro Anker ,149,NA,23,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/ANKER+PERU?brandId=144,https://articulo.mercadolibre.com.pe/MPE-434540358-audifonos-bluetooth-soundbuds-negro-anker-_JM,1,1,0,0,0,#434540358,NA,Anker,NA
124, Dacom K6h Pro Audifonos Bluetooth Inalámbricos True Wireless ,140,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CLOUD+BUSINESS,https://articulo.mercadolibre.com.pe/MPE-435425577-dacom-k6h-pro-audifonos-bluetooth-inalambricos-true-wireless-_JM,NA,NA,NA,NA,NA,#435425577,NA,Dacom,NA
125, Mini Auricular Bluetooth 4.0 S530 Manos Libres Deporte Carro ,24,NA,17,83,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SANTOFA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-425752801-mini-auricular-bluetooth-40-s530-manos-libres-deporte-carro-_JM,NA,NA,NA,NA,NA,#425752801,NA,NA,NA
126, P Audífono Skullcandy Hesh 3 Wireless Batería De 22 Horas ,339,NA,7,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-427497726-p-audifono-skullcandy-hesh-3-wireless-bateria-de-22-horas-_JM,1,0,0,0,0,#427497726,Hesh 3 Wireless,Skullcandy,Over-ear
127, Hesh 3 Audifonos Skullcandy Bluetooth Bateria 22 Horas ,299,NA,3,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095248-hesh-3-audifonos-skullcandy-bluetooth-bateria-22-horas-_JM,NA,NA,NA,NA,NA,#434095248,NA,Skullcandy,NA
128, Mini Audifono Bluetooth S530 Manos Libres Llamadas Y Musica ,33,NA,484,62,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,19,http://perfil.mercadolibre.com.pe/IMPORTACIONES+YUI,https://articulo.mercadolibre.com.pe/MPE-426763981-mini-audifono-bluetooth-s530-manos-libres-llamadas-y-musica-_JM,13,3,2,0,1,#426763981,NA,NA,NA
129, Audifonos Bluetooth Deportivos| Con Hand Free ,18,NA,23,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/HANNZOTIENDAONLINE,https://articulo.mercadolibre.com.pe/MPE-430669981-audifonos-bluetooth-deportivos-con-hand-free-_JM,1,0,0,0,0,#430669981,NA,NA,NA
130, Motorola Audifonos Bluetooth Deportivos Ip57 Verve Loop 2+ ,215,NA,4,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432339182-motorola-audifonos-bluetooth-deportivos-ip57-verve-loop-2-_JM,1,0,0,0,0,#432339182,VerveLoop,Motorola,In-ear
131," Auriculares Inalambricos,bluetooth 5.0, Rockspace, 7 Horas. ",85,NA,3,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NOWTECH+PERU,https://articulo.mercadolibre.com.pe/MPE-434449551-auriculares-inalambricosbluetooth-50-rockspace-7-horas-_JM,NA,NA,NA,NA,NA,#434449551,NA,NA,NA
132, Audifonos Inalambricos Bluetooth I7 Tws Oferta Nuevos Caja ,50,NA,4,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JPSYSTEMSSAC,https://articulo.mercadolibre.com.pe/MPE-436019606-audifonos-inalambricos-bluetooth-i7-tws-oferta-nuevos-caja-_JM,NA,NA,NA,NA,NA,#436019606,NA,NA,NA
133, Audífonos Bluetooth Kz Bte Con Aptx (zs10 Zs3 Zs6 Zst) ,104,NA,3,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANBERROCALL,https://articulo.mercadolibre.com.pe/MPE-435881119-audifonos-bluetooth-kz-bte-con-aptx-zs10-zs3-zs6-zst-_JM,NA,NA,NA,NA,NA,#435881119,NA,KZ,NA
134, Audifonos Bluetooth Qcy Qs1/t1 Tws Bt5.0 Stereo 3d ,115,NA,4,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-435408821-audifonos-bluetooth-qcy-qs1t1-tws-bt50-stereo-3d-_JM,NA,NA,NA,NA,NA,#435408821,T1C,QCY,In-ear
135, Audifonos Skullcandy Riff Bluetooth Wireless Bold Sound 2019 ,249,NA,2,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435384172-audifonos-skullcandy-riff-bluetooth-wireless-bold-sound-2019-_JM,1,0,0,0,0,#435384172,Riff,Skullcandy,NA
136, Audifonos Motorola Bluetooth Pulse Escape Wireless ,139,NA,3,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095694-audifonos-motorola-bluetooth-pulse-escape-wireless-_JM,12,3,0,0,0,#434095694,Pulse Escape,Motorola,Over-ear
137, Mini Auricular S530 Via Bluetooth 4.0 Invisible Manos Libres ,33,NA,118,612,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/IMPORTACIONES+YUI,https://articulo.mercadolibre.com.pe/MPE-420775312-mini-auricular-s530-via-bluetooth-40-invisible-manos-libres-_JM,1,0,0,0,0,#420775312,NA,NA,NA
138, Audífonos Sony Internos Bluetooth C400 (negro) ,149,NA,9,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-429008477-audifonos-sony-internos-bluetooth-c400-negro-_JM,NA,NA,NA,NA,NA,#429008477,NA,Sony,NA
