search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso
51, Cortabarba Multigroom Philips Mg5730/15 Cuerpo Y Rostro ,2599,NA,77,12,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-779763785-cortabarba-multigroom-philips-mg573015-cuerpo-y-rostro-_JM,NA,NA,NA,NA,NA,#779763785,Philips,Series 5000,MG5730/15,NA,NA,220v,Planos,NA
52, Afeitadora Recargable Pr1335 + Detallador Mb06 ,2699,2999,77,23,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,7,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-789223613-afeitadora-recargable-pr1335-detallador-mb06-_JM,5,1,0,1,0,#789223613,Remington,CUIDADO PERSONAL,PR1335,NA,NA,Eléctrica,Giratorios,NA
53, Nariz Eléctrico Recortadora De Cabello Afeitadora Cortadora ,518,NA,0,68,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/AGENTWALKERSAR,https://articulo.mercadolibre.com.ar/MLA-785027936-nariz-electrico-recortadora-de-cabello-afeitadora-cortadora-_JM,NA,NA,NA,NA,NA,#785027936,AGENTW,NA,AGENTW,NA,NA,NA,NA,NA
54, Afeitadora Philips Aquatouch S1030/04 ,1799,NA,1327,20,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718857679-afeitadora-philips-aquatouch-s103004-_JM,370,122,37,13,9,#718857679,Philips,AquaTouch,S1030/04,NA,45,Batería,NA,NA
55, Afeitadora Gama Gsh Sport - Flores Norte ,1199,NA,96,13,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-729796422-afeitadora-gama-gsh-sport-flores-norte-_JM,4,1,0,0,1,#729796422,GA.MA Italy,GSH,855,NA,50 MINUTOS,NA,NA,NA
56, Maquina Afeitar Corta Pelo Barba Corporal Nova Recargable ,450,NA,278,127,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,3.4,12,https://perfil.mercadolibre.com.ar/PORUNOOPORMAS3,https://articulo.mercadolibre.com.ar/MLA-785787086-maquina-afeitar-corta-pelo-barba-corporal-nova-recargable-_JM,5,2,1,1,3,#785787086,Nova,NUEVA,NS-216,NA,NA,220V,Ergónomicos,NA
57, Maquina Afeitar Electrica Philips S1100 Closecut Cabezales ,3279,NA,172,827,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,13,https://perfil.mercadolibre.com.ar/MEIMPORTOEMPRESA,https://articulo.mercadolibre.com.ar/MLA-626816972-maquina-afeitar-electrica-philips-s1100-closecut-cabezales-_JM,6,4,0,3,0,#626816972,Philips,Series 1000,1000@,S1100/02,Ilimitado,NA,NA,NA
58, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1499,NA,0,12,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BH+HOGAR,https://articulo.mercadolibre.com.ar/MLA-762652670-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#762652670,GA.MA,NA,GC 545,NA,NA,NA,NA,NA
59, Maquina Afeitadora Rasuradora Vellos Facial Recargable Usb ,345,NA,65,934,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/01ENLINEA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=PCr3ZW7C73auzxMXclNefLPoyjA2WjKoAUSdifK6D%2BAMjuq3MkwLjiwTeL7MaU1F9ehFG0sF4GFAq67MT5DzajDMbfP6RHc53bp9eWBj8zyeI4SLDjTzIaJfhCG22Mk59QxjeGIZO8ouLjT6L%2Fr4ufJT4e2L0eq9Pda8O%2FeYtsNzquQlOuh22zqxorwR1Vt5JLB1tEpv7%2B1RoRIKQGhP3Wh5AwtQZ%2FRMnEn8Ks0P4oQ2lhNgrB45GB9226UTRs7yEj1LlzLDKQNaf6G0doClAeZFik08wk4C7LYz1O9r8Aoxl%2FH8LLmFsoqIKBb1mrJbI4Fa0mcx7AKLyZbkdZv9NzQZLtS8zZDaemH8kpfKx8ZwDqAPp8qNbeIqVIOkG9UtJ5J%2FmAgLwq4cvT7CinjpOb97smxGHAsaHuP09Tf%2BLeiPd4vLbxs4M5CLDg4lxojyGtPyNmofNfZAiyHUkVgpgfK4A9682rPmBWeNIUgDzsiT4RWsxQbqEdLvrDVFkRxO0gcGm1pgoWyH2ftnCJgNRat68U7ajmH9PMObAa1gOvHmcsCOl%2Bghw5Bv6ZqugCbACcadLBMrGqCYiDeDEMKfEGN9VbuwcYcDeqQDqNqU1yhLxJoPudq1Xl0%2FwbQvZKRWES19NoOn7j5z1GkxBNcWUT7e1VhxaMVg4mVd7BCoj3YLpKhOVzUVjaykFvqsSYmWSXzsyW%2BeE33FMuMKVrrSSr2v01qYhiERg2gHt0akY%2BBn7vPWk8VZASlPC0uPXJk7bfemVqJaolwUBuaA40UZ96rd5d60P9VR3TtpG18V0Kxa7NdOQZWUJERNBgrmYurxP0uQ74Rj73gQhawiEQGqzgONRQe9sMGvS%2B36k4P620a%2B2w1fmb0gQTKZEB2jUhYGfCeqjzovMZjzjCicEfR4dXYcadd1zqjFz5reQDhS6UGqrt1jUBzNG8LHdnAmzYEZQ1BrWCKNb1DPRcKoh%2FkmCgdVA7ZKE7tB1QmmkHAzjryguF9AX%2B8iS7VLt49Swu6IDsBJe%2BTPxDYD6%2Bmw2XPuRZ%2FJ5N6rM0D9fOJP57l45bJoW2Nzyby%2F8H4itfYw%2FjrHVxNgRG1hAbhjd613vugxrzW8n%2FPASBRMd1QT0VkIw2jOBuToFHLQjAJp2fexkWFxudKtMjHUzhfACm1XDmUq3J2znk5b41uuQvXvuRwKZLYLmarFTo%2BncTz3pFCqM1kvL5mF5KgTxKyw5Lv9T8YzyrNb9wFq%2FWcSHFAUYi%2FWaUi8xfPMLLx%2BaKnPhPSVl2qsVzwdQEq01KlQqw%2FDAmqLlHmlBPfgB2vaiQ6X69eouvWBvCJc%2BgdxzU3bCA%2B4HkpOVjV0UzlyfAluUdrTHpNvjRGqBdVVaPPoo3roiJn%2FxwPa9lwLMI9EGrgBdMwwNWKm5OAtDiQQciI21MmsT9Ix2rfKoRqM152I1OaImyyFQkEL8swbuRvBkgVLtbxQtSuQN%2FIx26MTbacjdSEOc7ATWa1EHwFUlmN3dyiXWjcpJOSb3ZUWIWO1rfYS9%2B0JQuujiMQ1lUuS3dm%2BSt9tbGCyVJRArWUEkZd8lppAsotESkI2saBtzNR1C1sppR6i2crVOWhIkXvJbDsS4J3pfBjBXkEdYwzJL2NAI8Noe6mbSUEG60UHuG2ejAW9IfgZoHw7oA0eM9T%2BKsWS4rcQlFCyo6rp%2Ffn4aQvYTHZ6MmZB9Nv6geSM6Gl2njeomNpb7BSSAVT2GlpDR88vSimV%2BWe5botoWsIU55zBHD7eBXEufAbakIpmQ3N4v6Plc27RyQ5c8PGzwIbL%2BIH5CGSDe1fg8Mbl1GObLBY%3D,2,0,0,0,0,#783178998,Nanzhong,"NA",NZ-203,NA,NA,USB,Giratorios,NA
60, Máquina Afeitadora Profesional Finale Wahl ,5551,NA,141,33,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,47,https://perfil.mercadolibre.com.ar/CENTRAL-DE-BELLEZA,https://articulo.mercadolibre.com.ar/MLA-710209175-maquina-afeitadora-profesional-finale-wahl-_JM,29,12,4,1,1,#710209175,Wahl,Profesiona,Finale,NA,50,220V RECARGABLE,NA,NA
61, Cortabarba Multigroom Philips Mg3730/15 ,1999,NA,319,112,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,39,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-685329933-cortabarba-multigroom-philips-mg373015-_JM,29,9,1,0,0,#685329933,Philips,Series 3000,MG3730/15,MG3730,60,220v,NA,NA
62, Afeitadora Philips S5070/02 + Recortador 3160 Nariz Orejas ,4999,NA,135,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,219,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-733418375-afeitadora-philips-s507002-recortador-3160-nariz-orejas-_JM,145,57,13,0,3,#733418375,Philips,AquaTouch,S5070,S5070/02,40 M,220v,Flexibles,NA
63, Afeitadora Electrica Philips Aquatouch S1030 Seco Y Humedo ,1699,NA,255,12,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-627614651-afeitadora-electrica-philips-aquatouch-s1030-seco-y-humedo-_JM,370,122,37,13,9,#627614651,Philips,AquaTouch,AquaTouch,S1030/04,45min,220v,NA,NA
64, Máquina Afeitadora Profesional Finale Wahl ,6250,NA,130,12,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,47,https://perfil.mercadolibre.com.ar/TOMASSA+ONLINE?brandId=1449,https://articulo.mercadolibre.com.ar/MLA-711753912-maquina-afeitadora-profesional-finale-wahl-_JM,29,12,4,1,1,#711753912,Wahl,5-Star,Finale,NA,Bateria,Batería,Motor giratorio de 7000,NA
65, Corta Pelo Afeitadora Gama 545 Clipper Electrica Inalambrica ,1299,NA,0,10,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FLADIMAR,https://articulo.mercadolibre.com.ar/MLA-790592903-corta-pelo-afeitadora-gama-545-clipper-electrica-inalambrica-_JM,NA,NA,NA,NA,NA,#790592903,GA.MA,NA,GC 545,NA,NA,NA,NA,NA
66, Philips Oneblade Qp2521/10 Recortá Modelá Y Afeitá ,1390,NA,99,97,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-755041912-philips-oneblade-qp252110-recorta-modela-y-afeita-_JM,675,159,43,9,13,#755041912,Philips,OneBlade,QP2521/10,QP2521/10,45 m,Batería,NA,NA
67, Cortabarba Multigroom Philips Mg7715/15 13 En 1 ,2799,NA,241,20,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,17,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734477570-cortabarba-multigroom-philips-mg771515-13-en-1-_JM,8,9,0,0,0,#734477570,Philips,Series 7000,Multigroom,MG7715/15,2 hs,100v a 240v,Planos,NA
68, Cortabarba Philips Oneblade Qp2521/10 ,1599,NA,130,31,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.6,899,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-722521048-cortabarba-philips-oneblade-qp252110-_JM,675,159,43,9,13,#722521048,Philips,OneBlade,QP2521/10,QP2521/10,45 minutos,NA,NA,NA
69, Recortador De Barba Philips Oneblade Qp2510/10 ,1199,NA,51,6,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,240,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-719492497-recortador-de-barba-philips-oneblade-qp251010-_JM,172,49,12,3,4,#719492497,Philips,OneBlade,OneBlade,QP2510/10,NA,Batería,Planos,NA
70, Cortadora De Pelo Gama Gm593 24 Piezas ,2299,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788238604-cortadora-de-pelo-gama-gm593-24-piezas-_JM,NA,NA,NA,NA,NA,#788238604,GA.MA,Afeitadora,Eléctrica,NA,NA,NA,NA,NA
71, Cortabarba Philips Oneblade Qp2521/10 Seco/humedo Cuotas ,1523,NA,92,9,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-753517758-cortabarba-philips-oneblade-qp252110-secohumedo-cuotas-_JM,675,159,43,9,13,#753517758,Philips,OneBlade,QP2521/10,QP2521/10,NA,220V,Planos,NA
72, Afeitadora Philips S1100/02 Uso En Seco ,2099,NA,70,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,76,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-664164868-afeitadora-philips-s110002-uso-en-seco-_JM,37,26,10,1,2,#664164868,Philips,Shaver Series 1000,S1100/02,S1100/02,0,NA,NA,NA
73, Maquina Afeitadora Rasuradora Vellos Facial Recargable Usb ,345,NA,65,934,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/01ENLINEA,https://articulo.mercadolibre.com.ar/MLA-783178998-maquina-afeitadora-rasuradora-vellos-facial-recargable-usb-_JM,2,0,0,0,0,#783178998,Nanzhong,"NA",NZ-203,NA,NA,USB,Giratorios,NA
74, Cortabarba Philips Bt5200/15 Beardtrimmer ,2199,NA,72,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,67,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-755533560-cortabarba-philips-bt520015-beardtrimmer-_JM,46,17,3,0,0,#755533560,Philips,Series 5000,Beardtrimmer,BT5200/15,60M,220v,Planos,NA
75, Herramientas De Corte De Barba De Afeitadora Eléctrica ,2241,NA,0,9,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/BEAUTYWANNAAR,https://articulo.mercadolibre.com.ar/MLA-795422109-herramientas-de-corte-de-barba-de-afeitadora-electrica-_JM,NA,NA,NA,NA,NA,#795422109,Kemei,NA,KM-500 electric shaver beard trimmer tools,NA,NA,NA,NA,NA
76, Afeitadora Philips Aquatouch S1030/04 + Recortador Nt3160/10 ,2799,NA,98,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-736982489-afeitadora-philips-aquatouch-s103004-recortador-nt316010-_JM,370,122,37,13,9,#736982489,Philips,AquaTouch,S1030/04,S1030/04,45 M,220v y pila,"Planos, Giratorios",NA
77, Philips Repuesto De Cuchilla Oneblade / One Blade Pro ,599,NA,76,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784837054-philips-repuesto-de-cuchilla-oneblade-one-blade-pro-_JM,1,0,0,0,0,#784837054,NA,NA,NA,NA,NA,NA,NA,NA
78, Afeitadora Gama Gsh855 Negro Inalambrica -flores Norte ,1349,NA,83,3,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,8,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-669506543-afeitadora-gama-gsh855-negro-inalambrica-flores-norte-_JM,6,1,0,0,1,#669506543,GA.MA Italy,NA,GSH 860,NA,50 minutos,NA,NA,NA
79, Afeitadora Corporal Philips Bodygroom Bg1024/10 Resist Agua ,1599,NA,723,5,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,116,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-613890732-afeitadora-corporal-philips-bodygroom-bg102410-resist-agua-_JM,69,32,8,4,3,#613890732,Philips,Series 1000,Bodygroom,BG1024/10,90,Pilas,Planos,NA
80, Herramientas De Corte De Barba De Afeitadora Eléctrica ,2241,NA,0,9,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/MULTIGAMEAR,https://articulo.mercadolibre.com.ar/MLA-795422103-herramientas-de-corte-de-barba-de-afeitadora-electrica-_JM,NA,NA,NA,NA,NA,#795422103,Kemei,NA,KM-500 electric shaver beard trimmer tools,NA,NA,NA,NA,NA
81, Afeitadora 2x1 Corta Barba Y Afeita Remington Gtia Mb4110 ,1250,NA,58,476,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,39,https://perfil.mercadolibre.com.ar/CHAVAY+TIENDA,https://articulo.mercadolibre.com.ar/MLA-769571189-afeitadora-2x1-corta-barba-y-afeita-remington-gtia-mb4110-_JM,23,10,4,1,1,#769571189,Remington,Mb 4110,MB4110,NA,NA,220V,NA,NA
82, Cortabarba Philips Multigroom Mg5730/15 11 En 1 Lhconfort Ff ,2199,NA,165,2,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,13,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-694331149-cortabarba-philips-multigroom-mg573015-11-en-1-lhconfort-ff-_JM,10,3,0,0,0,#694331149,Philips,Multigroom series 5000,MG5730/15,MG5730/15,80min,Batería,Removibles,NA
83, Afeitadora Philips S1310/02 Uso En Seco ,2999,NA,114,103,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,57,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-664164694-afeitadora-philips-s131002-uso-en-seco-_JM,34,16,5,2,0,#664164694,Philips,Shaver Series 1000,S1310/02,NA,35,NA,NA,NA
84, Afeitadora Recargable Wahl Finale Serie 5 Star ,5550,NA,58,2,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,47,https://perfil.mercadolibre.com.ar/ARTICULOS-EXCLUSIVOS,https://articulo.mercadolibre.com.ar/MLA-709981916-afeitadora-recargable-wahl-finale-serie-5-star-_JM,29,12,4,1,1,#709981916,Wahl,Serie 5 star,Finale,NA,50 minutos,Recargable,NA,NA
85, Maquina Afeitadora Profesional Foil Fx01 Babylisspro ,2390,2990,80,920,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,3,https://perfil.mercadolibre.com.ar/-LASMARGARITAS-?brandId=100,https://articulo.mercadolibre.com.ar/MLA-752912526-maquina-afeitadora-profesional-foil-fx01-babylisspro-_JM,1,2,0,0,0,#752912526,BaBylissPRO,FX,FOILFX01,NA,NA,Batería,Ergónomicos,NA
86, Afeitadora Corporal Philips Bodygroom Bg3005/15 ,2499,NA,1320,43,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,284,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-615889291-afeitadora-corporal-philips-bodygroom-bg300515-_JM,167,81,22,2,12,#615889291,Philips,Series 3000,BG3005/15,BG3005/15,40,Batería,NA,200 g
87, Afeitadora Braun 130s-1 Lavable Cortapatillas ,1599,NA,25,57,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,20,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-603180551-afeitadora-braun-130s-1-lavable-cortapatillas-_JM,12,3,3,0,2,#603180551,Braun,Serie 1,130s-1,NA,NA,Corriente directa,Planos,NA
88, Philips One Blade Afeitadora Qp2510 + Repuesto Combo ,1699,NA,47,14,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FARMACIA+SELMA,https://articulo.mercadolibre.com.ar/MLA-784837049-philips-one-blade-afeitadora-qp2510-repuesto-combo-_JM,1,0,0,0,0,#784837049,Philips,OneBlade,QP2510,NA,NA,Batería,Planos,NA
89, Afeitadora Recargable Aquatouch Philips S1030 Oficial Cuotas ,2265,NA,154,1,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/LACASAGARCIA,https://articulo.mercadolibre.com.ar/MLA-724748277-afeitadora-recargable-aquatouch-philips-s1030-oficial-cuotas-_JM,370,122,37,13,9,#724748277,Philips,AquaTouch,S1030,S1030/04,45 minutos,Batería,Giratorios,NA
90, Maquina Afeitadora Profesional Finale Wahl ,5990,NA,214,1884,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,47,https://perfil.mercadolibre.com.ar/-LASMARGARITAS-?brandId=100,https://articulo.mercadolibre.com.ar/MLA-737249269-maquina-afeitadora-profesional-finale-wahl-_JM,29,12,4,1,1,#737249269,Las Margaritas,5-Star,Finale,NA,80 Minutos Continuos,Batería,Ergónomicos,NA
91, Afeitadora Corporal Philips Bodygroom Bg2024/15 ,2499,NA,62,9,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,284,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718865397-afeitadora-corporal-philips-bodygroom-bg202415-_JM,167,81,22,2,12,#718865397,Philips,Series 3000,BG2024/15,BG3005/15,50 s,Batería,Planos,200 g
92, Afeitadora Corporal Philips Bodygroom Bg3005/15 Apta Ducha ,2200,NA,13,35,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,58,https://perfil.mercadolibre.com.ar/TECNOLIFE+ARG,https://articulo.mercadolibre.com.ar/MLA-636700390-afeitadora-corporal-philips-bodygroom-bg300515-apta-ducha-_JM,34,17,5,1,0,#636700390,Philips,Bodygroom Series 3000,BG3005/15,BG3005/15,NA,Batería,Ergónomicos,NA
93, Cortabarba Philips Bt3206/14 10 Posiciones Recargable ,1599,NA,155,10,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,48,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-608572155-cortabarba-philips-bt320614-10-posiciones-recargable-_JM,31,14,2,0,0,#608572155,Philips,Series 3000,BT3206/14,BT3206/14,45min,Batería,NA,NA
94, Cortabarba Beardtrimmer Philips Bt1209/15 ,1399,NA,31,20,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,62,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://articulo.mercadolibre.com.ar/MLA-718864227-cortabarba-beardtrimmer-philips-bt120915-_JM,39,19,3,0,1,#718864227,Philips,Series 1000,BT1209/15,BT1209/15,30,batería por usb,NA,NA
95, Cortabarba Multigroom Philips Mg7730/15 16 En 1 Ducha Wet ,3799,NA,31,11,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-779766806-cortabarba-multigroom-philips-mg773015-16-en-1-ducha-wet-_JM,NA,NA,NA,NA,NA,#779766806,Philips,Series 7000,MG7730/15,MG7730/15,NA,220v,Planos,NA
96, Recortador De Barba Philips Oneblade Qp2510/10 Tio Musa ,1099,NA,56,20,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,240,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-769181623-recortador-de-barba-philips-oneblade-qp251010-tio-musa-_JM,172,49,12,3,4,#769181623,Philips,OneBlade,QP2510/10,QP2510/10,30 m,220V,Planos,NA
97, Maquina Para Afeitar Y Rapar Teknikpro Fading Shaving Local ,1790,2740,31,69,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,36,https://perfil.mercadolibre.com.ar/TIENDADEPELUQUERIA,https://articulo.mercadolibre.com.ar/MLA-788833226-maquina-para-afeitar-y-rapar-teknikpro-fading-shaving-local-_JM,24,10,1,0,0,#788833226,Teknik Pro,Barber,Fading & Shaving,NA,NA,Batería,Planos,NA
98, Afeitadora Electrica Recargable Braun Series 3 310s ,3199,NA,9,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,26,https://perfil.mercadolibre.com.ar/AYJHOGAR,https://articulo.mercadolibre.com.ar/MLA-783119194-afeitadora-electrica-recargable-braun-series-3-310s-_JM,22,1,3,0,0,#783119194,Braun,serie 3,310S,NA,NA,Recargable,Flexibles,NA
99, Remington R0050 Afeitadora Rotativa Mygroom Titanium Bivolt ,899,NA,38,42,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,12,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-725932577-remington-r0050-afeitadora-rotativa-mygroom-titanium-bivolt-_JM,8,3,0,0,1,#725932577,Remington,Mygroom,R0050,NA,NA,Batería,NA,NA
100, Afeitadora Philips Aquatouch S1030/04 Uso En Seco/mojado ,1799,NA,40,26,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-732384815-afeitadora-philips-aquatouch-s103004-uso-en-secomojado-_JM,370,122,37,13,9,#732384815,Philips,AquaTouch,S1030/04,NA,40,NA,NA,NA
