search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material,Cor
1029, Capa Capinha P/ iPhone 8 Plus - Cristo Rio De Janeiro ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454141-capa-capinha-p-iphone-8-plus-cristo-rio-de-janeiro-_JM,NA,NA,NA,NA,NA,#1020454141,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1030, Capa Capinha P/ iPhone 8 Plus - Kombi Praia Vera~o ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454333-capa-capinha-p-iphone-8-plus-kombi-praia-verao-_JM,NA,NA,NA,NA,NA,#1020454333,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1031, Capa Capinha P/ iPhone 8 Plus - Casal I Love You ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454414-capa-capinha-p-iphone-8-plus-casal-i-love-you-_JM,NA,NA,NA,NA,NA,#1020454414,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1032, Capa Capinha P/ iPhone 8 Plus - Sereia 2 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454415-capa-capinha-p-iphone-8-plus-sereia-2-_JM,NA,NA,NA,NA,NA,#1020454415,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1033, Capa Capinha P/ iPhone 8 Plus - Renda E Flores ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454418-capa-capinha-p-iphone-8-plus-renda-e-flores-_JM,NA,NA,NA,NA,NA,#1020454418,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1034, Capa Capinha P/ iPhone 8 Plus - Flor Delicada ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454435-capa-capinha-p-iphone-8-plus-flor-delicada-_JM,NA,NA,NA,NA,NA,#1020454435,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1035, Capa Capinha P/ iPhone 8 Plus - Cruz Espirito Santo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454543-capa-capinha-p-iphone-8-plus-cruz-espirito-santo-_JM,NA,NA,NA,NA,NA,#1020454543,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1036, Capa Capinha P/ iPhone 8 Plus - Michael Jackson 1 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454617-capa-capinha-p-iphone-8-plus-michael-jackson-1-_JM,NA,NA,NA,NA,NA,#1020454617,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1037, Capa Capinha P/ iPhone 8 Plus - Passeando Pelo Arco-i´ris ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454621-capa-capinha-p-iphone-8-plus-passeando-pelo-arco-iris-_JM,NA,NA,NA,NA,NA,#1020454621,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1038, Capa Capinha P/ iPhone 8 Plus - Menino Jesus ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454664-capa-capinha-p-iphone-8-plus-menino-jesus-_JM,NA,NA,NA,NA,NA,#1020454664,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1039, Capa Capinha P/ iPhone 8 Plus - Ta Linda Miga ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454740-capa-capinha-p-iphone-8-plus-ta-linda-miga-_JM,NA,NA,NA,NA,NA,#1020454740,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1040, Capa Capinha P/ iPhone 8 Plus - Bichinhos 2 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454859-capa-capinha-p-iphone-8-plus-bichinhos-2-_JM,NA,NA,NA,NA,NA,#1020454859,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1041, Capa Capinha P/ iPhone 8 Plus - Eu Tinha Um Lado Doce ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457402-capa-capinha-p-iphone-8-plus-eu-tinha-um-lado-doce-_JM,NA,NA,NA,NA,NA,#1020457402,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1042, Capa Capinha P/ iPhone 8 Plus - Desenho Abstrato Ondas ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457411-capa-capinha-p-iphone-8-plus-desenho-abstrato-ondas-_JM,NA,NA,NA,NA,NA,#1020457411,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1043, Capa Capinha P/ iPhone 8 Plus - Enfermagem Si´mbolo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457459-capa-capinha-p-iphone-8-plus-enfermagem-simbolo-_JM,NA,NA,NA,NA,NA,#1020457459,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1044, Capa Capinha P/ iPhone 8 Plus - Tec Em Jogos Digitais ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457490-capa-capinha-p-iphone-8-plus-tec-em-jogos-digitais-_JM,NA,NA,NA,NA,NA,#1020457490,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1045, Capinha Armor Para iPhone 8 Plus - Gorila Shield ,90,NA,3,9996,12x,8.60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GORILASHIELD.COM.BR?brandId=1976,https://produto.mercadolivre.com.br/MLB-911936994-capinha-armor-para-iphone-8-plus-gorila-shield-_JM,NA,NA,NA,NA,NA,#911936994,Gorila Shield,Apple,iPhone 8 Plus,iPhone 8 Plus,Anti Impacto,Poliuretano,NA
1046, Capinha Silicone Ultra Fina Casca De Ovo iPhone 8 / 8 Plus ,11,NA,3,87,2x,5.90,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1189827983-capinha-silicone-ultra-fina-casca-de-ovo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1189827983,Hrebros,NA,NA,NA,NA,NA,NA
1047, Capinha Case iPhone 8 Plus Verde Água Com Película 5d ,37,NA,2,90,6x,7.01,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182584623-capinha-case-iphone-8-plus-verde-agua-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182584623,Cases e acessorios i.l,NA,NA,NA,NA,NA,NA
1048, Capinha Case iPhone 8 Plus Rosa Areia Com Película 5d ,35,NA,NA,96,6x,5.98,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182576592-capinha-case-iphone-8-plus-rosa-areia-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182576592,Cases e acessorios i.l,NA,NA,NA,NA,NA,NA
1049, Kit Capinha Ultra Fina E Película Gel iPhone 8 / 8 Plus ,19,NA,NA,86,3x,7.05,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1192432904-kit-capinha-ultra-fina-e-pelicula-gel-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1192432904,Hrebros,Apple,NA,NA,NA,Silicone,Transparente
1050, Capinha Case iPhone 8 Plus Rosa Bebê Com Película 5d ,37,NA,NA,95,6x,7.01,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182579870-capinha-case-iphone-8-plus-rosa-beb-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182579870,Cases e acessorios i.l,NA,NA,NA,NA,NA,NA
1051, Capinha Case iPhone 8 Plus Azul Royal Com Película 5d ,35,NA,NA,100,6x,6.64,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182583415-capinha-case-iphone-8-plus-azul-royal-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182583415,Cases e acessorios i.l,NA,NA,NA,NA,NA,NA
1052, Capa Capinha P/ iPhone 8 Plus - Po^nei Colorido Fofo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457556-capa-capinha-p-iphone-8-plus-ponei-colorido-fofo-_JM,NA,NA,NA,NA,NA,#1020457556,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1053, Capa Capinha P/ iPhone 8 Plus - Hommer Donuts ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457584-capa-capinha-p-iphone-8-plus-hommer-donuts-_JM,NA,NA,NA,NA,NA,#1020457584,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1054, Capa Capinha P/ iPhone 8 Plus - Glitter Corac¸a~o ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457661-capa-capinha-p-iphone-8-plus-glitter-coracao-_JM,NA,NA,NA,NA,NA,#1020457661,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1055, Capa Capinha P/ iPhone 8 Plus - Flor Lateral ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457717-capa-capinha-p-iphone-8-plus-flor-lateral-_JM,NA,NA,NA,NA,NA,#1020457717,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1056, Capa Capinha P/ iPhone 8 Plus - Tem Que Ser Voce^ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457875-capa-capinha-p-iphone-8-plus-tem-que-ser-voce-_JM,NA,NA,NA,NA,NA,#1020457875,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1057, Capa Capinha P/ iPhone 8 Plus - Lea~o Rei ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457937-capa-capinha-p-iphone-8-plus-leao-rei-_JM,NA,NA,NA,NA,NA,#1020457937,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1058, Capa Capinha P/ iPhone 8 Plus - Gatinho Fofo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457960-capa-capinha-p-iphone-8-plus-gatinho-fofo-_JM,NA,NA,NA,NA,NA,#1020457960,NA,Apple,NA,NA,NA,NA,NA
1059, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada ,32,NA,389,811,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,7,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=qAOkpT4SpNr1eAdvVBtdm9EbzX6fXb7HW98U8yMkUuB%2Bz8bPdn4WjXOSRLdG3eaJGmCwYcQu3L5jpvMVsJBMgv5bzv5rudZQjWopZXDZ41lAfPfHUpCeRb9kGuExx7%2FtEB1MR1BSQU0Ksd%2BzJAcCTaaaOHHunaGRNwnGNPCfTDIIHKJL63DKnWpVtffUVDDqrNORaz47Q5mb9GVRC4kISjdIbFxq%2Bd6jN%2F%2B%2F2WJw5slU%2FczjUh7zjFBa3k%2Frf1JTCSR34iXujdyuUXvwOItJMPvsS7W%2F6HOueajcHk8YDPKv%2BULQ8kQ0pEPvapKwKW%2FHGK2AvVPVhW3z3hLlfs0pevJg%2BUSU3bUCOyNps3I420wakhvztFm5T2U2nkA61zvDzHegh0blchbtpYaoXCe5Sa0bjks22G0tHqOx9lk7XSn4DVFisYDp2yIfu8fX%2FMlsY9OcYu1U1qVP07KJQu4mKpuasE2Sm5ZvbuMOD7nDCnBOi3Y0X5YK0h1ud2r0TyLvTrFymZVN552J0rrrAurJyB2uCtp0eWv%2F0NwwgDmV%2Bpgh615jrIJX93ejCJJcqBLu7tT6ofEmypNQDSPZV4n2Ys4P2gfXRP77rLWiUbmDH2sw7bp%2B%2BlzZjJoSIDhXw809UcDKx1rG60XGOQf7evYo2tlf3fEMk3eMAo8yx%2BuNS9pOqP6lgfH23IJRf70nRYdZqPf0PWFXGutpGGhuJrogAEMIP0XqBveE20bUjQNDddH4zwTTdJpSQV%2FIVqOvVuiebGp6Z9NzuXYYd8IwXYMOS3GhQy3cimE1w2dUoZPeLAWmzSMMZCtWd%2B2JFo3j3Y9niBgNUS3ScslpolVyyVwesE%2FZE2U7qyMAUxW7JoO%2BhG9oQltbXdRMRN5%2FFopmCY%2FKSh7AOqvp6u3t8hcZAR31hvRPoJX7cmMKJDV0AvCo8Vgc%2BAk59XtYCoO%2FtJqZbSkGfiYEhzJsOZp4JD3FfCV3uFhlhwReFV%2F%2FWaRUGh4tUbBYSoUj0Cf7mdyT2aoZf29ZwbPkhkhlnToZIfqu7vrMe4dAFS2mCVAongCFc7lZOLEr%2Ft7yrgxff4KrERv4WHye0YD%2Bkx2up7nKqTBJk%2FFz83Bk2bptnA%2F10vKQAIDd8kRdyV64khCwtOOK1QUVYqXhMrXcu1jHTcp5aIuKF%2Flgee1QQdqz9MlZyM%2FD4Bd2e1migYc17rnPDcMv4dED6M8w0Sa8RLKaJfy9tGrEREqI7U4FNQ2ohki4V0c1FgT01%2Bsj3l6rAZQSZTwHNFOm02mCCnnOI5efigc5zVJbz%2B5sq8abAy6v2hRDjYfmxxWYtKHpD2k4VXbyDUJXV7DuySmBQPxzVu73uWB7l1GlpTJr3sjbWvtHlElb54DNH0bABIS7nAagmtQOUBhHy25t8wUNKXhRMFOYRXw6h4%2FgwZaKk6ZhVGX3HOIbBW%2FqE2ZYo7%2BTAHebG4eTy5vnVfUBQth1ReEy8Mc235BJUrH3X%2B5X4qAL8JUweBlYdv3pN%2BSGHzX2fYWYOZO0QaoO0EcJuljaiv3%2B%2F0RnUv0OzKHtbhTXFKRZo6GRwTbzUxkgqwQ7KZMZtroO87AeQd%2BZWTVbj5xjUEz3s4LZMECJh3pii6HTdHnU0wOeIcwKA5fDGUlvGBieYJZupDUxyEZWFb3LTJEjD7Ad3NG91jt4MXA%3D,7,0,0,0,0,#1246923437,Silicone,Apple,iphone7 plus  iphone 8 plus,iPhone,Silicone,Silicone- Aveludada,NA
1060, Capa Capinha P/ iPhone 8 Plus - Unico´rnios Leitores ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020457986-capa-capinha-p-iphone-8-plus-unicornios-leitores-_JM,NA,NA,NA,NA,NA,#1020457986,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1061, Capa Capinha P/ iPhone 8 Plus - Cachorro Desenho 2 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020458032-capa-capinha-p-iphone-8-plus-cachorro-desenho-2-_JM,NA,NA,NA,NA,NA,#1020458032,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1062, Capa Capinha P/ iPhone 8 Plus - Flores Desenho 1 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020458112-capa-capinha-p-iphone-8-plus-flores-desenho-1-_JM,NA,NA,NA,NA,NA,#1020458112,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1063, Capa Capinha P/ iPhone 8 Plus - Coruja´ Copo De Cafe´ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020460710-capa-capinha-p-iphone-8-plus-coruja-copo-de-cafe-_JM,NA,NA,NA,NA,NA,#1020460710,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1064, Capa Capinha P/ iPhone 8 Plus - I Love Selfie ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020461059-capa-capinha-p-iphone-8-plus-i-love-selfie-_JM,NA,NA,NA,NA,NA,#1020461059,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1065, Capinha iPhone 8 Plus Apple 5.5 Poleg. Silicone Case Lacrada ,43,NA,64,5,6x,7.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/VITRINEDOSIMPORTADOS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=7Jo4F6FDuEtNXCPKGr2mV6diFT9EQq9g0uDFRQGy1pFV47VOpdj2KJ1%2BBM%2Fn3kN29G9pUVdOVKsejAmWyOyngFKarhMueAtGEwm5swONQTTaRdZ56Mnu5%2Btqc5%2B4Hm%2BllYSHzkEs6%2B%2BHkqEcM%2FqwDTcKKPqwuyDz5heXO2i4blWtnbp%2F266v%2FLQNLkGpXX%2Fq8SrqmjfZbIJvjXLnL%2Bh3aB22T60xNGUe5JLNL4i5dX%2BRR1BzFen3CUIerMfxCiWUwcjw%2BxG4kGAYw7qn9U0SzjrBJO%2BfMRn1m1fyDMgQ5CM44j7hAdehdGnmM31dqcnjQjtBusiDlw23xbQ7ekRR%2FJzzl%2FrMAU3e1UgzzJzc2gPgJWPVR%2BVKoVVrYG4jx5ILNE15GUSatxe3J4%2Fs19OnIl6rIgRbIbqyGnn1HkLMLblQXV2QKTsQdRN2ld77sMPswBiGsm28Bejp5vVzVZPPbB5pkie3xW9uFhy1cF8QqpzuZSSOnJ1lLGMZDYJUIvyWqHItdUiFx3eJb41Cqbp%2B4hr%2BG%2BirSsGMql2fzcFcuVccl4pIEs9U2hH3U63i0KnakCs%2BWXFz7AWMn55XmeAGEkHONnQPfNRKz015mjn19u0kpKGGQoas7Sg4DowXJrY6fmEMd%2F%2Fs5XfZbh4T0K1Qi13s1EOnicpG3VoFwtfnO%2BOBLGI24%2B6OaWlkzWI3F%2BAe5c%2BUFNt%2Fbt2S%2BB8MILGagCqhk%2B%2F6LQUqOtOKSuRgBA2unnmp%2FgkapcI2jLskMCOlkomabzMiH6X5D4f7mMMlBzF0DLZFu2%2BjVZiW%2BD45yi9Svy1cBiJgN%2FkMy2Ncu5QRQ9TDhBaYfwDO%2BTn8DE1XgNBsKPnlZYmy9LOUwetiRVjC22uceqjb6XtZUkRZ304jj3R9a6Ll9ftICdiVGQVhahNBRJIffjfni4ljxK5MIpjEIn1X1XdDZgS4Mkgfa8fEydwLOdDqGT6NDR4HTdeZ3Rvv7QSatuanOLKuiM2rvjq39nuvzOilyVSw%2B8AZE8tXXn8yvyYsUWn0ZbAInyHaJgMgjikGAe5p8XuBf4%2FGJDUBLNexMq8BaLYRnwkUdkZ9snlgeSoiD%2Fmh6Y3%2FHSLWuXvn3rIDI8okroDYJTnGw7qt6Z5L0Oi3H2AmS4aaWeqcgBxy1tctGGeYaeucxZ4E0omp0YtoVQT3lQPPQ6Lm4ZTy2WHQa3aAZ2ZuvDdzVwLRTs6VItu3pkjKFcZLZrkdIUxbPANqZpu19nv0A3qF4oAfHaWqCL5Dk0eAp2%2BdohVHxFEq9pFewf565jEZ8rteNwmTpEhxgVfoeRtT37y8SrN061vifP%2F5x4KHdgUFK4NlK6%2FgKzGNDMI2P%2FFFanQWe3z5hnLyOcDARTcjJnkVjQgS53xXtVZf8IgHPjkISINvuUJwtxKVknE2RwJBduIh%2BDb3DH75RTTWTPPksN5nKUMU2p0UwvuofcNYUzcjO8vdDOdrQJngjG8W8nHO2uxjT0B%2Fxo8%2FyKhfCXTpMqXguNuzNNiGla%2BpRs5hwcDHtopRjCGsXrmHRfOIQo8DIwh%2BJMVzOAw3Djnx9rX%2FBc8uOIoUtQmBp6o2m836XW9HZHDLA%2BRxYtHM3lPbpJealAKaf9M2ny4IqR444RV4%2B4AppJU%2FIWVH9zKpYPmdkY5K6qdytIVqtw916wiBamE%3D,1,0,0,0,0,#959015003,Apple Inc.,Apple,iPhone 8 Plus,Silicone Case,Silicone,Silicone,NA
1066, Capa Capinha P/ iPhone 8 Plus - Bichinhos Amigos ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020461083-capa-capinha-p-iphone-8-plus-bichinhos-amigos-_JM,NA,NA,NA,NA,NA,#1020461083,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1067, Capinha Case Silicone Tpu iPhone 4 4s 5 5se 5c 6 6s Plus ,14,NA,NA,847,2x,7.76,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MUSTANG.2017,https://produto.mercadolivre.com.br/MLB-1043512423-capinha-case-silicone-tpu-iphone-4-4s-5-5se-5c-6-6s-plus-_JM?searchVariation=24398872239,NA,NA,NA,NA,NA,#1043512423,Apple,Apple,Iphone,Silicone,NA,Emborrachada,NA
1068, Capinha Case Silicone Tpu iPhone 4 4s 5 5se 5c 6 6s Plus ,14,NA,NA,847,2x,7.76,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ADRIANATURCI,https://produto.mercadolivre.com.br/MLB-1043517881-capinha-case-silicone-tpu-iphone-4-4s-5-5se-5c-6-6s-plus-_JM?searchVariation=24398850107,NA,NA,NA,NA,NA,#1043517881,Apple,Apple,Iphone,Silicone,NA,Emborrachada,NA
1069, Capinhas Iphone 8 Plus Silicone Proteçao Proteger ,20,NA,NA,1,4x,5.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ENVIEIMAGAZINE,https://produto.mercadolivre.com.br/MLB-1155444761-capinhas-iphone-8-plus-silicone-protecao-proteger-_JM,NA,NA,NA,NA,NA,#1155444761,NA,NA,NA,NA,NA,NA,NA
1070, Capinhas Case Tpu Renda iPhone 7 / 8 + Película De Brinde ,27,NA,NA,5,5x,6.11,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/THIAGOF85,https://produto.mercadolivre.com.br/MLB-1165223939-capinhas-case-tpu-renda-iphone-7-8-pelicula-de-brinde-_JM?searchVariation=31903594395,NA,NA,NA,NA,NA,#1165223939,Apple,Apple,iPhone 8 / 8 Plus,iPhone 8 / 8 Plus,SILICONE,TPU/Policarbonato,NA
