search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Modelo,Marca
956, Ice-bingo Funda Para Batería Para iPhone 8 Plus6s Plus7 Pl ,168,NA,0,NA,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MAUJA.STORE,https://articulo.mercadolibre.com.co/MCO-502137909-ice-bingo-funda-para-bateria-para-iphone-8-plus6s-plus7-pl-_JM,NA,NA,NA,NA,NA,#502137909,NA,-,Apple
957, Funda iPhone 8 Plus Funda iPhone 7 Plus Billetera Flyee P... ,102.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014498-funda-iphone-8-plus-funda-iphone-8-plus-transparente-mosn-_JM,NA,NA,NA,NA,NA,#484014498,NA,NA,MOSNOVO
958, Funda Para iPhone 8 Plus iPhone 7 Plus Anuck Antideslizante ,274.99,NA,0,12,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/WAAW10,https://articulo.mercadolibre.com.co/MCO-525909088-funda-para-iphone-8-plus-y-iphone-7-plus-proteccion-contra-c-_JM,NA,NA,NA,NA,NA,#525909088,NA,NA,Sanxir
959, Funda iPhone 8 Plus Funda iPhone 8 Plus Transparente Mosn... ,71.999,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014615-funda-protectora-para-iphone-8-plus-airwee-funda-protecto-_JM,NA,NA,NA,NA,NA,#484014615,NA,NA,AIRWEE
960, Funda Para iPhone 8 Plus Y iPhone 7 Plus Proteccion Contra C ,79.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SKYJOB,https://articulo.mercadolibre.com.co/MCO-525946186-funda-iphone-7-plus-funda-iphone-8-plus-con-vidrio-a-prueba-_JM,NA,NA,NA,NA,NA,#525946186,NA,NA,NA
961, Lontect Compatible iPhone 8 Plus Funda Glitter Sparkle Bling ,104.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-485092140-lontect-compatible-iphone-8-plus-funda-glitter-sparkle-bling-_JM,NA,NA,NA,NA,NA,#485092140,iPhone,I7K0276-02,LONTECT
962, Funda Protectora Para iPhone 8 Plus Airwee Funda Protecto... ,87.999,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014636-funda-para-iphone-8-plus-funda-para-iphone-7-plus-crave-f-_JM,NA,NA,NA,NA,NA,#484014636,NA,NA,Crave
963, Funda iPhone 7 Plus Funda iPhone 8 Plus Con Vidrio A Prueba ,79.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SKYJOB,https://articulo.mercadolibre.com.co/MCO-526141889-bonita-funda-de-piel-para-iphone-7-plus-y-iphone-8-plus-dise-_JM,NA,NA,NA,NA,NA,#526141889,NA,NA,CYD-W
964," Funda Iphone 8 Plus, Funda Iphone 7 Plus, Soporte Magnético ",80.4,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDREMATE,https://articulo.mercadolibre.com.co/MCO-471721579-funda-iphone-8-plus-funda-iphone-7-plus-soporte-magnetico-_JM,NA,NA,NA,NA,NA,#471721579,NA,NA,NA
965, Bonita Funda De Piel Para iPhone 7 Plus Y iPhone 8 Plus Dise ,78.99,NA,0,12,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/WAAW10,https://articulo.mercadolibre.com.co/MCO-526340015-fundas-laterales-para-iphone-7-plus8-plus-funda-flamenco-de-_JM,NA,NA,NA,NA,NA,#526340015,NA,NA,Wingcases
966, Funda Para iPhone 8 Plus Funda Para iPhone 7 Plus Crave F... ,71.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014652-funda-iphone-8-plus-funda-iphone-7-plus-sakura-flowers-gi-_JM,NA,NA,NA,NA,NA,#484014652,NA,NA,Frepstudio
967, Funda De Carga De La Batería Del iPhone Para iPhone 8 Plus ,238,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MAUJA.STORE,https://articulo.mercadolibre.com.co/MCO-485198836-funda-de-carga-de-la-bateria-del-iphone-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#485198836,iPhone,4336745220,LAQUEEN
968, Fundas Laterales Para iPhone 7 Plus8 Plus Funda Flamenco De ,81.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526450568-funda-iphone-8-plus-funda-iphone-7-plus-funda-protectora-d-_JM,NA,NA,NA,NA,NA,#526450568,NA,NA,VoMoTec
969, Funda iPhone 8 Plus Funda iPhone 7 Plus Sakura Flowers Gi... ,76.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014712-funda-iphone-7-iphone-8-no-para-plus-afroamericano-afro-n-_JM,NA,NA,NA,NA,NA,#484014712,NA,NA,KITATA
970," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Funda Protectora D ",79.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526456065-speira-iphone-8-plus-iphone-7-plus-funda-transparente-con-_JM,NA,NA,NA,NA,NA,#526456065,NA,NA,Speira
971, Funda iPhone 7 iPhone 8 No Para Plus Afroamericano Afro N... ,66.999,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014718-funda-iphone-7-plus-funda-iphone-8-plus-funda-protectora--_JM,NA,NA,NA,NA,NA,#484014718,NA,NA,ACCBTECH
972, Funda iPhone 7 Plus Funda iPhone 8 Plus Funda Cartera Cue... ,76.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-483926311-funda-iphone-7-plus-funda-iphone-8-plus-funda-cartera-cue-_JM,NA,NA,NA,NA,NA,#483926311,NA,NA,FIVE CENTS
973, Speira iPhone 8 Plus / iPhone 7 Plus Funda Transparente Con ,87.99,NA,0,12,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/WAAW10,https://articulo.mercadolibre.com.co/MCO-526543266-vooii-iphone-8-plus-estuche-iphone-7-plus-estuche-funda-prot-_JM,NA,NA,NA,NA,NA,#526543266,NA,NA,Vooii
974, Funda iPhone 7 Plus Funda iPhone 8 Plus Funda Protectora ... ,54.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014778-funda-iphone-7-plus-funda-iphone-8-plus-clear-basketball--_JM,NA,NA,NA,NA,NA,#484014778,NA,NA,Candykisscase
975, Vooii iPhone 8 Plus Estuche iPhone 7 Plus Estuche Funda Prot ,53.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526657417-funda-para-iphone-7-plusiphone-8-plus-con-funcion-atril-y-so-_JM,NA,NA,NA,NA,NA,#526657417,NA,NA,Mr dud
976, Funda iPhone 7 Plus Funda iPhone 8 Plus Clear Basketball ... ,124.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014811-funda-iphone-8-plus-la-funda-pelican-adventurer-se-adap-_JM,NA,NA,NA,NA,NA,#484014811,NA,NA,Pelican
977, Funda De Batería Para El iPhone 8 Plus / 7 Plus / 6s Plus ,189,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MAUJA.STORE,https://articulo.mercadolibre.com.co/MCO-485198850-funda-de-bateria-para-el-iphone-8-plus-7-plus-6s-plus-_JM,NA,NA,NA,NA,NA,#485198850,iPhone,BC-55-7500BK,Tech Care
978, Funda Para iPhone 7 PlusiPhone 8 Plus Con Funcion Atril Y So ,68.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526657442-funda-para-iphone-7-plusiphone-8-plus-con-funcion-atril-y-so-_JM,NA,NA,NA,NA,NA,#526657442,NA,NA,Mr dud
979, Funda iPhone 8 Plus | La Funda Pelican Adventurer Se Adap... ,46.999,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484014827-funda-iphone-7-plus-funda-iphone-8-plus-funda-crystal-cle-_JM,NA,NA,NA,NA,NA,#484014827,NA,NA,Gruichi
980, Funda Con Batería Para iPhone 8 Plus 7 Plus 6 Plus 6s Plu... ,155.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487374321-funda-con-bateria-para-iphone-8-plus-7-plus-6-plus-6s-plu-_JM,NA,NA,NA,NA,NA,#487374321,NA,NA,Apple
981, Funda Para iPhone 7 PlusiPhone 8 Plus Con Funcion Atril Y So ,58.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526657450-funda-para-iphone-7-plusiphone-8-plus-con-funcion-atril-y-so-_JM,NA,NA,NA,NA,NA,#526657450,NA,NA,Mr dud
982, Funda iPhone 7 Plus Funda iPhone 8 Plus Funda Crystal Cle... ,147.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484087068-funda-impermeable-para-iphone-8-plus-funda-impermeable-para-_JM,NA,NA,NA,NA,NA,#484087068,NA,NA,GOCOOL
983, Funda Para iPhone 7 PlusiPhone 8 Plus Con Funcion Atril Y So ,58.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526657459-funda-iphone-8-plus-con-empunadura-de-apoyo-beisbol-en-la-_JM,NA,NA,NA,NA,NA,#526657459,NA,NA,Mr dud
984," Funda Impermeable Para Iphone 8 Plus, Funda Impermeable Para ",227.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484087125-lifeproof-fre-series-funda-impermeable-para-iphone-8-plus-y-_JM,NA,NA,NA,NA,NA,#484087125,NA,77-56981,LifeProof
985," Funda iPhone 8 Plus iPhone 7 Plus, Nueva Serie Fun Animal F ",82.9,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-485236785-funda-iphone-8-plus-iphone-7-plus-nueva-serie-fun-animal-f-_JM,NA,NA,NA,NA,NA,#485236785,iPhone,NA,FancyCase
986," Funda iPhone 8 Plus Con Empuñadura De Apoyo, Beisbol En La ",74.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526658884-iphone-8-plus-funda-iphone-7-plus-funda-leecoco-floral-con-c-_JM,NA,NA,NA,NA,NA,#526658884,NA,NA,LEECOCO
987," Funda Cartera Iphone 7 Plus, Funda Cartera Tarjeta Iphone 8 ",227.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484087125-lifeproof-fre-series-funda-impermeable-para-iphone-8-plus-y-_JM,NA,NA,NA,NA,NA,#484087125,NA,77-56981,LifeProof
988," Funda Para iPhone 8 Plus Fundas De Cotizacion, Reemplazo De ",74.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526658884-iphone-8-plus-funda-iphone-7-plus-funda-leecoco-floral-con-c-_JM,NA,NA,NA,NA,NA,#526658884,NA,NA,LEECOCO
989, iPhone 8 Plus 7 Plus Funda Impermeable Metal Resistente R... ,165.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487907573-iphone-8-plus-7-plus-funda-impermeable-metal-resistente-r-_JM,NA,NA,NA,NA,NA,#487907573,NA,NA,VanHai
990," Funda Iphone 8 Plus, Eraglow Funda Para Iphone 8 Plus Brillo ",114.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484087197-funda-cartera-iphone-7-plus-funda-cartera-tarjeta-iphone-8-_JM,NA,NA,NA,NA,NA,#484087197,NA,4336662355,ZVEdeng
991, Funda Spigen Thin Fit iPhone 8 Plus / iPhone 7 Plus Con Supe ,69.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA+MALU,https://articulo.mercadolibre.com.co/MCO-526658930-funda-para-iphone-8-plus-fundas-de-cotizacion-reemplazo-de-_JM,NA,NA,NA,NA,NA,#526658930,NA,NA,Hungo
992," Funda iPhone 8 Plus, Supcase Unicorn Beetle Series Premium ",64.9,NA,0,99,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484088582-funda-iphone-8-plus-eraglow-funda-para-iphone-8-plus-brillo-_JM,NA,NA,NA,NA,NA,#484088582,NA,EG-B23-RG,Eraglow
993," Funda Con Batería Para iPhone 8 Plus / 7 Plus 7200mah, Max ",212,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MAUJA.STORE,https://articulo.mercadolibre.com.co/MCO-485410652-funda-con-bateria-para-iphone-8-plus-7-plus-7200mah-max-_JM,NA,NA,NA,NA,NA,#485410652,iPhone,MAXT7PB,MAXBEAR
994," Funda iPhone 7 Plus 8 Plus, Diseño De Vrs Ranura Para Tarj ",82.65,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AJ.ONLINE,https://articulo.mercadolibre.com.co/MCO-489283800-funda-spigen-thin-fit-iphone-8-plus-iphone-7-plus-con-supe-_JM,NA,NA,NA,NA,NA,#489283800,NA,NA,NA
995, Funda De Bloques De Colores Jack Spade Para iPhone 8 Plus... ,114.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484089215-funda-iphone-8-plus-supcase-unicorn-beetle-series-premium-_JM,NA,NA,NA,NA,NA,#484089215,NA,SUP-iPhone8Plus-Unicorn-Frost/Black,SUPCASE
996," Funda Protectora Para iPhone 8 Plus Y iPhone 7 Plus, Se... ",284,NA,0,NA,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MAUJA.STORE,https://articulo.mercadolibre.com.co/MCO-502137927-funda-iphone-7-plus-8-plus-diseno-de-vrs-ranura-para-tarj-_JM,NA,NA,NA,NA,NA,#502137927,NA,NA,VRS DESIGN
997, Funda Con Batería Para iPhone 8 Plus 7 Plus 7200mah Carga... ,184.9,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TRAEDIRECTO365,https://articulo.mercadolibre.com.co/MCO-518155654-funda-protectora-para-iphone-8-plus-y-iphone-7-plus-se-_JM,NA,NA,NA,NA,NA,#518155654,NA,NA,X-Doria
998, Cocomii Divine Armor Funda iPhone 8 Plus 7 Plus Nuevo Hea... ,231.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484112392-funda-de-bloques-de-colores-jack-spade-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#484112392,NA,NA,Jack Spade
999, Funda Folio De Cuero Con Bolsillo Para iPhone 8 Plus 7 Pl... ,102.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487374364-funda-con-bateria-para-iphone-8-plus-7-plus-7200mah-carga-_JM,NA,NA,NA,NA,NA,#487374364,NA,NA,Apple
1000, Carcasa Para iPhone Funda Estuche Hermosos Diseños ,18,NA,6,3,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TRENDYNOVEDADES,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=d7Qqv%2BHGTyKilDm5yJIo7Rg2pCfdB%2B%2FspyfxnakwHY18dYWqHtTpqpsaKJweX05dOuh1BfN71yKFRfux9r0%2FJkLEdd7GzzK%2BNaliXXfdUbNLKL8eqkF532sQjmGNpYKnOFlDEqI2tEA5EQL389Qxutdxz%2F6OnNrWEKUW0Q%2BTJqjdNt4n%2FRBgA6vdspgXww0Pt6tt2ofudAQmaMNl1u%2BAmGpgRNvaFmQaUQWsO2nNPAcCeeA2QRiikNeI6ejWaEb8p1qgYNRIOVdzeS9lP6BvQLiDJUMynyIviwI7uMPHbTgcWc2smEux4K8Hyx4K1nbzpePfebEwewIDYgPB3v1Ht77OgrxXPMIAi2Zc36%2BSy4J2ZDlSXGFp%2BZ5AwicNi6jU5HY1fpmKQxRiIRbRUcauCGDEadTONi08EoEC6Mk3LTPuy%2BUT1iD2wmerBS%2FyrEBfj3rRUd0hbuhzl6Ebvqd5oRz%2ByTYmGV1CftA%2F3IhzU%2FWFVONp9MmQibRKHyJrTi3neqAysRPqso72ScyOW36hKrm0B%2FSZbzSSo0Qa17FvRUO6OIcB5R7FSLRlfLW8fp%2FjUrVQMxhcFO4LwamNbssu2JzKec8fyZsPhaUfnH69aBzYOPVPSqL9APdiPp1mA%2BQ6WX%2BoTfkqEFhJIDGCbwh23VOumAryDcylqnodV1YUFylweLYTQ1f4LSPWbW4rjMNI6xPHggTIMDUAnKuFXzffRNMatM1eAdTUiQEkO1S6J%2Bv%2BmjvYfY%2B4WIL6HoiUTMKsnnlswyr1IjRJs4IioW%2BN1f5T0KLnt3K8gURTG81HNyVoq45KYZgMXNtJF0EiksqBeMdt9VTqMMMNFnX%2BI2bTDZMs8WlSYnSsDbKdRw6LUHT9YOq%2BaM%2BhM2pCc5TWKYvxyDJZD6PcUkbZEKAgNdQxeZoUliNFsiFAsq9vRDKCEmp3OPtXG6ewtH%2FSn1OkIOPjd5QAU8%2BmbK1sfsn2t2k%2BiKa%2F%2BzLZFIoRCmmpV2%2FtS9bcs%2FvPRQsCRqe6NDr4GXIJ%2Be1TJQihZPbLIYqhQk7%2BQA0FbPxRP3Vw%2BNDM7F3Anyoej9Ve%2FQ8m8yP%2Bc6ufzzwK2i970izQ9YUExzX9zI5eXZEH7e3kMbvhFm6msKGX44knXdtjcGsfrwszTuc8%2Fd10216zyR%2FhqYgyZXnv4eWMxmM0NrbS8ZO1q%2BVddFRD8ncHJLYwPyvlD2KFl%2BWzjN57sNCk%2FIhXEIPCthjN272GDdJBpskiopbkeEH4i8L4hHij9cyJds%2BRHqtjh6rIeDjo8yjfYgf1DOwdGhtVKTpjI42MQG87f6O1nyz4PZvvSy4kyE%2BXGyLTTBZ%2BQMVoz7pARnsPHNkRegBPR9JZehX7ozcYlI%2FxphddSzReNq5DukZL9L%2Bnw2Hmq4Zrlzn4SyVlwLezg9MS5SrtqY%2B3CaMDNaZ6L%2FUrIqqzkkZFdTRe8c4o1sHE84CbjNuwB2uZqjgByNeSe%2Bkj9LUuHvGOaKYm5OOqmMQk9NQx2i0IYcOh0GsfPsRpqxoM531HbLoYZmMkT1czsRTFnRwjOZBXSivaEfGbmAlsep%2BS37En9HqaxJiPagJndbqzbdocfeRGhdC0GQrrgcIcE2%2BUg2oOtG49181E0OT0W%2Fry,NA,NA,NA,NA,NA,#510007912,iPhone,NA,NA
1001, Funda Snowlizard Slxtreme Para iPhone 8 Plus. Con Energía So ,387.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-491785225-funda-folio-de-cuero-con-bolsillo-para-iphone-8-plus-7-pl-_JM,NA,NA,NA,NA,NA,#491785225,NA,NA,Sena Cases
1002, Caserbay Funda iPhone 8 Plus Funda Con Teléfono iPhone 7 ... ,76.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-484112934-cocomii-divine-armor-funda-iphone-8-plus-7-plus-nuevo-hea-_JM,NA,NA,NA,NA,NA,#484112934,NA,NA,Cocomii
1003, Powerbear Funda Para Batería Para iPhone 7 Plus / iPhone 8 ,212,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MAUJA.STORE,https://articulo.mercadolibre.com.co/MCO-485410756-powerbear-funda-para-bateria-para-iphone-7-plus-iphone-8-_JM,NA,NA,NA,NA,NA,#485410756,iPhone,NA,PowerBear
1004, Fundas Apple Silicona Case iPhone 5s 6 6s 7 8 Plus + Templdo ,59.8,NA,117,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,11,https://perfil.mercadolibre.com.co/TECNO.GADGETS.CO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=ucbZYyDhWlumR3FHK5ixl6OMHLPqwpHlr69EYbf%2BDELxh8ua1Zxeyo3p6jPLiF%2BcARBQgTyHNtx9H9nDYIr8DzC9xOwWtMJlu9tajOu9tYwjhEhoLsFKVSrWHFAp%2BL%2BiM%2BvKtWaWhNfRipt%2F3qAn%2FiR%2BEKd%2FPbPBfd3g9CuUM9qdHV71keNn9erfgrYob040N3UEof0s4DjsfkymnW640ZUCGJZxunbMPP%2FnYQp4Ncgz%2FFLeWB3v2wrldBE6uIiR36nz7Gh%2BF04ixZscrKT8CiOpwyAIQNEqNy5maslIPRil2jLF4eRw6qLz7wj9W6x%2FUqZ8XQHDBYZDOISg7n44cG1nN9ntS8gqx7bq%2FGXnF8IFWAODqdtIKELeG6YRqlGnw%2BKNZoXzU6orMqu4U1g0oJYwdIfJnS%2BXOqctmyw%2Fv0%2Ba9J1APcDhLYIfDThkld%2BjP5c2G4I%2FkwhCWY0CUWM46PgLQBC2CAuu1Bsd02nf8PNGYvU9Lsj%2BvRDnZCtLB9QzB6mG2UEQxXY3ze0tm0Em7fFI7Hy10BOh2tE2mRV9ucFVexMjYbn27xG%2Fcxh2%2Fz3afxMQkkVFqw01MdfobM83zeP2%2BAa5vQmvHoYUlVqZuSjXzf113RpNfGdFDBa7ycLh15rPSAtETAhFfHxjx%2FlLe7naz%2FSGxYTGHiBjVTBxp5ift%2FxNbOLxRKf1UkAI6yHbbjXbb5FrsZwQ6At%2BANZvFm6fFEljlhUsc9aGG76J5l4HfWATuBCfWdyzHekO%2BNKsGwxj6uQKrnfFE%2FfaFntQ21OIpYmOVAHl3GJUriHvCnJLNYdnze7qCi9vVC7qmpG%2BGg%2Fsxifvz6tvnyXybZpHuN9bmxHAxOeXBJfSSjnI%2B%2BKwl6QnfdmRqtHO1ma0gTvVmGpwBoU6v%2FZz1jUhaQnqUMQKoivvCK0wfdRdYBXfiZjwIyJy7StyxTXIYM2gSjYBTkKtCpfQq3%2Fw9hmfWD6jAMdCc%2Bt%2Fb%2FnsVjYvg%2F%2BzgMrRaeN2bBnZU%2FzExaCZnCX1iMqRnVfKxoLNpwfbQ3I1gij64mTNjEzKwAHpwTgmqTOflo7JWIlc1vY%2ByGd5zUA%2FVDfolUm9PxxjC19jIOHARfC%2FnOF7aMO4ol2iNNcuqNNO%2FcROTCXSRWj2meEsXiLxZGXiqOHv%2B7An6u2HEWjby4QkK4dbBHKnl%2B7sJjOZkDbMZV0ixX%2FoSNHfzGBzjhGdCFLL7xIFqKH8xAMbdzBQVd1Tsj%2Bfr7Y5LkX150%2B7MfSrbIuOjsnb5NrDKwFxUhPBCP4ykryHzbBbltOaArxX2vf1F7dwTl9yQz96zHnmIhrqCGAtQOfTYDjAQGXGp1o8DeAR7C2Qx%2F87LdpM%2FKPec3W8Dn5ZXG169LhHTyCZ7OmTby%2B9WRpjsPhfFYCE5IkRu16yiREyE3p%2F96fxRp1EzD2%2Fs%2B6ADKByzshpi5WlA2yZLqwCEinfBOLGI8bqj99Ln51bh62%2B7%2FSq67nHLPiFmKMCEPO9%2BstZiOHf3tom8l6JRV8JWexl%2F1kfSe4OEw%2FlYaEv2hOvhkwhVWqzYkuNtXem1wPzHo1Fq714iHo6Q3ce45B5qJmEn88vuaqPxQwAYKyjRbDDGo%2BKzo%2F9fI0T3LWSU4CVJX1NbiDlXj%2BDpew%3D,9,2,0,0,0,#455553083,NA,NA,NA
