search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de parlante,Tipos de filtros del parlante,Lugares de colocación,Formato del parlante,Conectores de entrada,Peso,Línea,Configuración de canales,Voltaje,Ancho,Altura
21, Parlante Portatil Bluetooth Mini Hongo Manos Libre Usb 3w ,479,NA,"
			
				Nuevo
			
			
				
					 - 
				
				114
				vendidos
			
		",(135 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/UNIVERSALSHOPS,https://articulo.mercadolibre.com.ar/MLA-785706594-parlante-portatil-bluetooth-mini-hongo-manos-libre-usb-3w-_JM#position=21&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,NA,NA,NA,NA,NA,#785706594,UNIVERTSAL,Portatil,12 W,Bluetooth,Bluetooth,Cualquier superficie,Honguito,NA,80 g,NA,NA,NA,NA,NA
22, Parlante Portátil Karaoke Radio Fm + Bluetooth + Usb + Sd + Luces + Microfono Inalámbrico! Potencia! En Cuotas! ,6499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				132
				vendidos
			
		",(62 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,6,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-761047217-parlante-portatil-karaoke-radio-fm-bluetooth-usb-sd-luces-microfono-inalambrico-potencia-en-cuotas-_JM#position=22&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,3,1,0,2,0,#761047217,Otras Marcas,TAR-1512,NA,Subwoofer,NA,De piso,Caja,NA,NA,NA,NA,220,38.5 cm,57.5 cm
23, Sony Srs-xb01 Parlante Inalambrico Portatil Resiste Agua Bt! ,2679,NA,"
			
				Nuevo
			
			
				
					 - 
				
				307
				vendidos
			
		",(80 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,30,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-628486050-sony-srs-xb01-parlante-inalambrico-portatil-resiste-agua-bt-_JM#position=23&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,22,6,2,0,0,#628486050,Sony,SRS-XB01,10 W,portatil,Portátil,portatil,Caja,NA,160 g,SRS,si,USB,NA,NA
24, Parlante Bluetooth Jbl Flip 4 iPhone Android 100% Original ! ,7750,NA,"
			
				Nuevo
			
			
				
					 - 
				
				443
				vendidos
			
		",(15 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1963,https://perfil.mercadolibre.com.ar/TECNOPARAVOS,https://articulo.mercadolibre.com.ar/MLA-661330596-parlante-bluetooth-jbl-flip-4-iphone-android-100-original--_JM#position=24&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,1674,247,31,6,5,#661330596,JBL,Flip 4,16 W,Portatil,Portátil,NA,NA,NA,515 g,Flip Series 4,NA,NA,NA,NA
25, Parlante 105 Usb Sd Mp3 Bluetooth Radio Fm Luces + Microfono ,1500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1624
				vendidos
			
		",(14 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,148,https://perfil.mercadolibre.com.ar/ELECTROCENTER1,https://articulo.mercadolibre.com.ar/MLA-690848682-parlante-105-usb-sd-mp3-bluetooth-radio-fm-luces-microfono-_JM#position=25&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,96,37,12,2,1,#690848682,MS,105 107,10 W,Woofer,Activo,De piso,Columna,"Entrada para Micrófono, Auxiliar",NA,NA,1,USB 5V,NA,NA
26, Parlante Jbl Go 2 Original 100% Nuevo Modelo Garantía ,2679,NA,"
			
				Nuevo
			
			
				
					 - 
				
				491
				vendidos
			
		",(894 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,865,https://perfil.mercadolibre.com.ar/LMS-TIENDAVIRTUAL,https://articulo.mercadolibre.com.ar/MLA-732396927-parlante-jbl-go-2-original-100-nuevo-modelo-garantia-_JM#position=26&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,719,135,10,0,1,#732396927,JBL,GO 2,3 W,Tweeter,Pasivo,De piso,portatil,NA,184 g,GO,2.1,NA,NA,NA
27, Parlante Portatil Bluetooth Noblex Psb02 Adorable 3w ,649,NA,"
			
				Nuevo
			
			
				
					 - 
				
				533
				vendidos
			
		",(64 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,92,https://perfil.mercadolibre.com.ar/DISGLAS,https://articulo.mercadolibre.com.ar/MLA-763775279-parlante-portatil-bluetooth-noblex-psb02-adorable-3w-_JM#position=27&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,68,20,2,1,1,#763775279,Noblex,PSB02,3 W,NA,Activo,NA,NA,NA,NA,Adorable,NA,NA,NA,NA
28, Parlante Portátil Bluetooth Fm Usb Celular Computadora Tablet Control Remoto Diseño + Sonido Manos Libres Inalámbrico ,1390,1799,"
			
				Nuevo
			
			
				
					 - 
				
				1345
				vendidos
			
		",(28 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,163,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-739078010-parlante-portatil-bluetooth-fm-usb-celular-computadora-tablet-control-remoto-diseno-sonido-manos-libres-inalambrico-_JM#position=28&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,107,36,12,5,3,#739078010,Otras Marcas,ALIV-07,10 W,Subwoofer,Activo,NA,Caja,"Bluetooth, USB, microSD, AUX",NA,ALIV,NA,usb,NA,NA
29, Parlantes Bluetooth Thonet And Vander Frei Ideal Celulares ,3148,NA,"
			
				Nuevo
			
			
				
					 - 
				
				178
				vendidos
			
		",(31 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,325,https://perfil.mercadolibre.com.ar/ROITZSA,https://articulo.mercadolibre.com.ar/MLA-751396224-parlantes-bluetooth-thonet-and-vander-frei-ideal-celulares-_JM#position=29&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,199,90,26,6,4,#751396224,Thonet & Vander,Frei,16 W,Activo,Portable,Transportable,Caja,NA,NA,NA,1.0,NA,NA,NA
30, Parlante Jbl Go 2 Bluetooth Portátil Sumergible 3w Go2 Cuota ,3399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				141
				vendidos
			
		",(6 disponibles),6 cuotas sin interés,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,865,https://perfil.mercadolibre.com.ar/ITECOM+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-756256332-parlante-jbl-go-2-bluetooth-portatil-sumergible-3w-go2-cuota-_JM#position=30&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,719,135,10,0,1,#756256332,JBL,GO 2,3 W,Tweeter,Pasivo,Todos,Portátil,NA,186 g,GO,NA,NA,NA,NA
31, Parlante Portátil Karaoke Potente! Bluetooth - Sd - Radio Fm - Luces Led! Bateria Recargable! ,3999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				430
				vendidos
			
		",(13 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,48,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-762427109-parlante-portatil-karaoke-potente-bluetooth-sd-radio-fm-luces-led-bateria-recargable-_JM#position=31&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,30,11,4,0,3,#762427109,Otras Marcas,PBX-811,NA,Woofer,NA,"De piso, EXTERIORES",Caja,NA,NA,PBX-811,NA,110V/220V (Bivolt),24.5 cm,38 cm
32, Parlante Portátil Potente Bluetooth Fm Usb + Control Remoto Conexión Celular Computadora Mp3 Youtube Spotify Audios ,2789,3990,"
			
				Nuevo
			
			
				
					 - 
				
				63
				vendidos
			
		",(38 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,5,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-764724787-parlante-portatil-potente-bluetooth-fm-usb-control-remoto-conexion-celular-computadora-mp3-youtube-spotify-audios-_JM#position=32&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,4,1,0,0,0,#764724787,Dinax,SP-KJA16E,500 W,Subwoofer,Activo,NA,Caja,"USB, microSD, AUX, Micrófono.",NA,SP,NA,220,NA,NA
33, Parlante Kanji Harrison Acid 250w Fm Mic Karaoke Bluetooth ,3499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				407
				vendidos
			
		",(500 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,34,https://perfil.mercadolibre.com.ar/4KRC,https://articulo.mercadolibre.com.ar/MLA-745411755-parlante-kanji-harrison-acid-250w-fm-mic-karaoke-bluetooth-_JM#position=33&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,25,6,1,1,1,#745411755,Kanji,Acid,250 W,Tweeter,NA,"Salon, Fiestas",Caja,Plug,NA,HARRISON,NA,220V,NA,NA
34, Parlante Bluetooth Portatil Kolke Usb Sd Luces Led 30w ,1499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				88
				vendidos
			
		",(14 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,11,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-703708458-parlante-bluetooth-portatil-kolke-usb-sd-luces-led-30w-_JM#position=34&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,7,2,1,1,0,#703708458,Kolke,Kpm 273,30 W,NA,Portátil,NA,NA,NA,NA,NA,NA,5V,NA,NA
35, Parlante Portatil Bluetooth Noga Ngs-310 Usb Sd Fm Led Gtia ,279,NA,"
			
				Nuevo
			
			
				
					 - 
				
				619
				vendidos
			
		",(18 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,70,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-633579521-parlante-portatil-bluetooth-noga-ngs-310-usb-sd-fm-led-gtia-_JM#position=35&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,37,19,7,4,3,#633579521,Noganet,NGS-310USB,3 W,Tweeter,Pasivo,NA,Caja,Auxiliar,NA,Go!,1,NA,NA,NA
36, Parlante Grande 12 Pulgadas Karaoke Bluetooth Led Fiesta + Micrófono Luces Sonido Potente Interior Exterior Aux Sd Usb ,6490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1744
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,547,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-739077845-parlante-grande-12-pulgadas-karaoke-bluetooth-led-fiesta-microfono-luces-sonido-potente-interior-exterior-aux-sd-usb-_JM#position=36&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,362,135,31,10,9,#739077845,Otras Marcas,T152,NA,Subwoofer,Activo,NA,Caja,"Bluetooth, USB, microSD, AUX, Mic x2.",NA,T - 12 Pulgadas,NA,220,NA,NA
37, Parlante Portatil Jbl ® Flip 4 Bluetooth Sumergible Original Garantia Oficial ,8999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				127
				vendidos
			
		",(169 disponibles),6 cuotas sin interés,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1963,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-703685840-parlante-portatil-jbl-flip-4-bluetooth-sumergible-original-garantia-oficial-_JM#position=37&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,1674,247,31,6,5,#703685840,JBL,Flip 4,16 W,NA,Pasivo,NA,NA,NA,515 g,Flip,NA,NA,NA,NA
38, Parlante Portátil Bluetooth Usb Radio Fm Charge Mini ,799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				199
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,12,https://perfil.mercadolibre.com.ar/MWPRODUCTSARGENTINA,https://articulo.mercadolibre.com.ar/MLA-736936659-parlante-portatil-bluetooth-usb-radio-fm-charge-mini-_JM#position=38&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,8,1,1,2,0,#736936659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39, Parlante Bluetooth Proline Pr70-p 550w Mp3 Usb Bluetooth Sd ,2699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				178
				vendidos
			
		",(9 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,13,https://perfil.mercadolibre.com.ar/CASA-DEL-SONIDO,https://articulo.mercadolibre.com.ar/MLA-719254899-parlante-bluetooth-proline-pr70-p-550w-mp3-usb-bluetooth-sd-_JM#position=39&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,9,3,1,0,0,#719254899,Proline,PR70-P,9 W,NA,NA,interior,Caja,Auxiliar,NA,Hogar,NA,220,NA,NA
40, Parlante Portatil Jbl Flip 4 Bluetooth Android iPhone Origin ,7980,NA,"
			
				Nuevo
			
			
				
					 - 
				
				649
				vendidos
			
		",(995 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1963,https://perfil.mercadolibre.com.ar/LATITUDES+SUR,https://articulo.mercadolibre.com.ar/MLA-616568753-parlante-portatil-jbl-flip-4-bluetooth-android-iphone-origin-_JM#position=40&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,1674,247,31,6,5,#616568753,JBL,Flip 4,16 W,Tweeter,Subwoofer,"Pared, Techo, Poste, Piso",Line array,NA,515 g,Flip Series,7.1,220V,NA,NA
41, Parlante Bluetooth Recargable Para La Ducha Resistente Agua ,319,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2094
				vendidos
			
		",(6100 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,35,https://perfil.mercadolibre.com.ar/ELECTRO+KAMALEON,https://articulo.mercadolibre.com.ar/MLA-685066598-parlante-bluetooth-recargable-para-la-ducha-resistente-agua-_JM#position=41&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,13,14,4,2,2,#685066598,Genérico,SOPAPA DUCHA AGUA,3 W,"BLUETOOTH, APTO DUCHA, BAÑO, EXTERIOR",NA,"INTERIOR, BAÑO, ESCRITORIO, CARTERA",SOPAPA,NA,NA,NA,NA,NA,NA,NA
42, Parlante Portatil Bluetooth Bateria Interna Radio Fm Usb Sd ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1157
				vendidos
			
		",(86 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,96,https://perfil.mercadolibre.com.ar/DGO-TECH,https://articulo.mercadolibre.com.ar/MLA-611279687-parlante-portatil-bluetooth-bateria-interna-radio-fm-usb-sd-_JM#position=42&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,59,27,7,1,2,#611279687,Black Point,S12,3 W,Portatil,Portátil,"Parque, Living, Cocina, Aire Libre, Playa, Vacaciones",Caja,"USB, SD",NA,NA,2.1,NA,NA,NA
43, Parlante Karaoke Mp3 Sd Usb Bluetooth Luces ,1414,NA,"
			
				Nuevo
			
			
				
					 - 
				
				132
				vendidos
			
		",(996 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,6,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-748102013-parlante-karaoke-mp3-sd-usb-bluetooth-luces-_JM#position=43&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,3,3,0,0,0,#748102013,TECHNOLOGY LINE,Bronx,200 W,NA,Woofer,NA,Caja,NA,NA,NA,NA,NA,NA,NA
44, Parlante Portatil Jbl Go 2 Bluetooth iPhone Android Original ,2490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				149
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,865,https://perfil.mercadolibre.com.ar/OFERTAS+INFORMATICAS,https://articulo.mercadolibre.com.ar/MLA-783926087-parlante-portatil-jbl-go-2-bluetooth-iphone-android-original-_JM#position=44&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,719,135,10,0,1,#783926087,JBL,GO 2,3 W,no aplica,NA,NA,NA,NA,NA,GO,NA,NA,NA,NA
45, Parlante Bluetooth Jbl Flip 4 iPhone Android 100% Original ,7550,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1173
				vendidos
			
		",(10 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1963,https://perfil.mercadolibre.com.ar/OFERTAS+INFORMATICAS,https://articulo.mercadolibre.com.ar/MLA-619009022-parlante-bluetooth-jbl-flip-4-iphone-android-100-original-_JM#position=45&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,1674,247,31,6,5,#619009022,JBL,Flip 4,16 W,na,NA,NA,NA,NA,515 g,Flip Series,2,NA,NA,NA
46, Parlante Portatil Bluetooth Usb Microfono Sd 10w Radio Fm ,1595,NA,"
			
				Nuevo
			
			
				
					 - 
				
				156
				vendidos
			
		",(20 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,16,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-703708850-parlante-portatil-bluetooth-usb-microfono-sd-10w-radio-fm-_JM#position=46&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,12,3,0,0,1,#703708850,Unnic,sp02,10 W,NA,Portátil,NA,NA,Auxiliar,401 g,Parlante Portatil,NA,220V,NA,NA
47, Parlante Jbl Flip 4 Bluetooth Portátil Sumergible 100% Orig. ,8690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				237
				vendidos
			
		",(11 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1963,https://perfil.mercadolibre.com.ar/IGFSTORE,https://articulo.mercadolibre.com.ar/MLA-734569159-parlante-jbl-flip-4-bluetooth-portatil-sumergible-100-orig-_JM#position=47&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,1674,247,31,6,5,#734569159,JBL,Flip 4,16 W,Tweeter,Activo,Exterior o Interior,Caja,USB,515 g,Flip Series,NA,NA,NA,NA
48, Parlante Jbl Go 2 Bluetooth Portatil Nuevo Modelo Original ,2499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				407
				vendidos
			
		",(99 disponibles),12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,865,https://perfil.mercadolibre.com.ar/ELECTRO-SHOWS,https://articulo.mercadolibre.com.ar/MLA-779932908-parlante-jbl-go-2-bluetooth-portatil-nuevo-modelo-original-_JM#position=48&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,719,135,10,0,1,#779932908,JBL,GO 2,3 W,Super tweeter,Super tweeter,De piso,Caja,NA,NA,GO,Estereo,NA,NA,NA
49, Parlante Portátil 2500w Atr Daewoo Bluetooth Usb Aux Da-888 ,2199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				197
				vendidos
			
		",(12 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,25,https://perfil.mercadolibre.com.ar/OPENFACTORY,https://articulo.mercadolibre.com.ar/MLA-740275815-parlante-portatil-2500w-atr-daewoo-bluetooth-usb-aux-da-888-_JM#position=49&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,18,6,1,0,0,#740275815,Daewoo,ATR DA-888,NA,Subwoofer,NA,Portatil,Caja,Entrada para Micrófono,2.2 kg,NA,NA,NA,NA,NA
50, Parlante Portatil Therbuss Sp255p Bluetooth Portatil Negro ,699,NA,"
			
			
				
				29
				vendidos
			
		",(21 disponibles),6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,1,https://perfil.mercadolibre.com.ar/THONETANDVANDER?brandId=370,https://articulo.mercadolibre.com.ar/MLA-778058540-parlante-portatil-therbuss-sp255p-bluetooth-portatil-negro-_JM#position=50&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,NA,NA,NA,NA,NA,#778058540,Therbuss,Mini Speaker,7 W,Parlante Bluetooth,Parlante,Living,Caja,NA,NA,NA,1.0,NA,NA,NA
51, Parlante Portatil Bluetooth Daewoo Yuth 500 Watts Luces ! ,2399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				102
				vendidos
			
		",(15 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,9,https://perfil.mercadolibre.com.ar/OPENFACTORY,https://articulo.mercadolibre.com.ar/MLA-761016113-parlante-portatil-bluetooth-daewoo-yuth-500-watts-luces--_JM#position=51&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,5,2,2,0,0,#761016113,Daewoo,Yuth,50 W,NA,Woofer,Portatil,Caja,"Auxiliar, usb sd",2.95 kg,NA,NA,NA,NA,NA
52, Parlante Portatil Bluetooth Panacom Bateria Interna Karaoke Con Microfono Usb Sd ,2300,NA,"
			
				Nuevo
			
			
				
					 - 
				
				241
				vendidos
			
		",(36 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,6,https://perfil.mercadolibre.com.ar/DGO-TECH,https://articulo.mercadolibre.com.ar/MLA-614710514-parlante-portatil-bluetooth-panacom-bateria-interna-karaoke-con-microfono-usb-sd-_JM#position=52&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,4,2,0,0,0,#614710514,Panacom,3048,30 W,Portail,Portátil,"Living, Quincho, Casa, Donde quieras,",Portatil,"Auxiliar, USB, SD",NA,Trip Sound,NA,NA,NA,NA
53, Parlante Portatil Bluetooth Estereo Con Radio Usb Y Tarjeta ,1999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				71
				vendidos
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,8,https://perfil.mercadolibre.com.ar/TECNORIUM,https://articulo.mercadolibre.com.ar/MLA-762282514-parlante-portatil-bluetooth-estereo-con-radio-usb-y-tarjeta-_JM#position=53&type=item&tracking_id=6cfbb1a2-a86b-4a94-9351-435789693cc5,6,1,1,0,0,#762282514,Pcbox,ICE,5 W,NA,NA,NA,NA,NA,0.85 kg,NA,NA,NA,NA,NA
54, Parlante 12 Portatil Bateria Radio Bluetooth Potencia 2000w Inalambrico Recargable Y 220v + Microfono Y Control Remoto ,5499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				379
				vendidos
			
		",(393 disponibles),12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,19,https://perfil.mercadolibre.com.ar/BLUEWAYBLUE,https://articulo.mercadolibre.com.ar/MLA-704411448-parlante-12-portatil-bateria-radio-bluetooth-potencia-2000w-inalambrico-recargable-y-220v-microfono-y-control-remoto-_JM#position=1&type=item&tracking_id=831cac16-7fd4-4feb-89aa-304e0a59f45d,11,5,3,0,0,#704411448,Harlem Shuffle,LW12,80 W,Woofer,Woofer,Centro,Caja,Auxiliar Usb Mini Sd Plug Radio,NA,Multifuncion,FM,220v 12v,NA,NA
55, Parlante Bafle Panacom Sp3047 20w Bluetooth Sd Usb Radio Fm ,2399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				46
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,26,https://perfil.mercadolibre.com.ar/NIXOSHOP,https://articulo.mercadolibre.com.ar/MLA-660669428-parlante-bafle-panacom-sp3047-20w-bluetooth-sd-usb-radio-fm-_JM#position=2&type=item&tracking_id=831cac16-7fd4-4feb-89aa-304e0a59f45d,12,9,4,0,1,#660669428,Panacom,SP-3047,20 W,Portatil,Portátil,Todo,Portatil,USB,NA,NA,2.1,NA,22 cm,22 cm
56, Parlante Bluetooth Portátil Radio Usb Mp3 Doble 1500watts ,2345,NA,"
			
				Nuevo
			
			
				
					 - 
				
				125
				vendidos
			
		",(305 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,8,https://perfil.mercadolibre.com.ar/HELITEC,https://articulo.mercadolibre.com.ar/MLA-795247763-parlante-bluetooth-portatil-radio-usb-mp3-doble-1500watts-_JM#position=3&type=item&tracking_id=831cac16-7fd4-4feb-89aa-304e0a59f45d,6,2,0,0,0,#795247763,HE-SOUND,HE-710P,1500 W,CAJA POPRTATIL,Activo,NA,caja portatil,Auxiliar,NA,NA,NA,NA,NA,NA
57, Parlante Mini Bluetooth Portatil Recargablle Usb Micro Sd ,370,NA,"
			
				Nuevo
			
			
				
					 - 
				
				490
				vendidos
			
		",(8533 disponibles),12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,11,https://perfil.mercadolibre.com.ar/ELECTRO+KAMALEON,https://articulo.mercadolibre.com.ar/MLA-691148217-parlante-mini-bluetooth-portatil-recargablle-usb-micro-sd-_JM#position=4&type=item&tracking_id=831cac16-7fd4-4feb-89aa-304e0a59f45d,5,4,1,1,0,#691148217,la mejor,parlante oval bluetooth,NA,DE MESA,Portátil,NA,NA,USB,NA,NA,NA,NA,NA,NA
58, Parlante Jbl Go 2 Portátil Sumergible Bluetooth Original Usa ,2490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				154
				vendidos
			
		",(21 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,865,https://perfil.mercadolibre.com.ar/LATITUDES+SUR,https://articulo.mercadolibre.com.ar/MLA-780580065-parlante-jbl-go-2-portatil-sumergible-bluetooth-original-usa-_JM#position=5&type=item&tracking_id=831cac16-7fd4-4feb-89aa-304e0a59f45d,719,135,10,0,1,#780580065,JBL,GO 2,3 W,Tweeter,Tweeter,"Pared, Piso, Poste, Techo",Caja,USB,184 g,GO,5.1,NA,NA,NA
