search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material,Cor
1706," Capa Capinha P/ iPhone 8 Plus - Eng, Meca^nica Fem ",24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454287-capa-capinha-p-iphone-8-plus-eng-mecanica-fem-_JM,NA,NA,NA,NA,NA,#1020454287,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1707, Capinha Holográfica iPhone 6 6s Plus 7 8 Plus X Xr Xs Max ,55,NA,NA,10,10x,5.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EXTURO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=MDlm1%2FSeNSBkvM1n2%2BUbgd1xBsWXVzKblIN7Xv%2F1pHpgr1ZwAN3yHbmqCbd0fGUa%2B6Cm58CZcSGctEBEYaAVVTRhQtz2ilvKQUNrfFxO%2BJ%2BiU3Ksuoysc0%2FZdfrMDKZSTQk%2BhjJOlmTlQ6NrknyCacYZ1ertcyGZhUC4v6xBv9ytaojaq0gi353e4iWEkPMDbKvPgYU1jmUmlBT5t3s54jTGZdgj85JOuDS9UkUS7mvtjwESWL3VY6SnDCfmlCy1mC16uO770OLIk%2BLcik%2B6DPizhHfD5vDby6itP83RORsnoqQ7HZYNSiUWM0s%2BO4yewFjHk6L02InFAluA04xwmN1u88YwCJquhaTHMULQWROnP5ib%2B3ZWWN40IDQi2M%2FPZ%2B3oYdSu79XbbP7gzVZ0jj66Fxn9tnmrcOLpJbNhcy8O2hA50UW0HajT3J7YZ4fpReAulhfwwFiKLQ%2BhxUEdSoTud6KAmvPvefbSl744dDxo7Goc%2FEj7ywU59S0Af%2FhK2LHErmvTO7BJtG9T5yTChQnCwn%2BrVY4dUIEzt0h8NFDA%2FCQBHewcXur0KvFaHBeokplabZIHK58dw16N%2BpLUY2bPn1jaRx9noDffZkr%2Fh6qh4fSkomBEehuYkQCFsC6ArYf%2FyxL63OdoIxNbUat7FDK8KqLrHGNg%2BTezBk7co23wXtcmRELgcPB10tn%2BGFaJNogr8Uhm94j9YZmibZQpnTRpD7LeSHXEJ%2FF3dDNdUSDvP36RuS72r7xg0w%2B4B6ggsbQEqCC3bX7KWxbq4g4Y0HDoeO2C1nEz1LxVZHn%2BT%2FXaCeY6qnE1Ngigc29IgrXEcn0FHBGHq3%2B5Wj9stXTt3CzDjlNr7OelKsOAxAmpVx%2FUHEbrQXRkyiyQFX0hA%2BUqrQCXFsQCt2e6ZTIwVDHhZx%2FiX5JfeisoixOw5%2FIrFeYt04XnFJwQDAU9qcWMc5Ve%2FteabHv3Hg0qTRTDljoBVdG8O%2BZpD8jJHhJSwu9IRaWDWy6I7qXNAH4a5sbj48fQ0XBwhgR6%2B3%2BaeWkTljHl3fIEB1vTi2HGOBUO9r2bA8apKsqzCxp91KTFB9LjDkWDEOuxrDABi1vJ6Slwl3oHW1syMNUv3wzG%2FfzVOyKt0iMt%2FsJWo0yd9lTFQj53xPMn5osyTOB4YDpZ3hK5GxsFahS1XyojLFJeTxIzZLiU%2FQ%2B%2Fcm%2Fjl%2B2LyT%2BaNi8%2B%2BSlSwFcJcYZoIoM9aFVi69dboXxcaBulOXA2frDBIDAhAXNnVRyXaiHJ8XTu0UUJ5tUZVWr%2BoEn3YrEWRiirMbnWoHeFbnx5%2BOXxViaagPkXT5pllow4CuoTT5NdahisOnqfszjizygOjHPFGeNrn9FE9GQ9SgrQUTzhdD13HwMKwJmFMPaGuuFCDmKaXug6OQVMQXrbEhDPorA4DtcANXQvmdeawYOnOeFBfO34qpUyyOPcoWvZdJDafA1ptPacJep%2B318SIizCvsMgbwENStfTfk1XO3ZFzYU8hKLLrWtaFpACwYDzjBpFt8T0BS5%2FbsI7ySHtiUvava5B5oeivI5sA71wxj5cOeXa5045oLSBTvlfE%2BsZt4lPNskTWrS3GVDkpRA%2B2U3fv81o3r9xTEAuELQWjH3vTIeRcwsVycdJFFa1vcc4ZGzc7kihfKx9Y6aE28ah%2BkPh4w%3D%3D,NA,NA,NA,NA,NA,#1295280664,NA,Apple,Iphone,Holográfica,Holográfica,TPU/Policarbonato,NA
1708, Capa Capinha P/ iPhone 8 Plus - Radio E Tv ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454288-capa-capinha-p-iphone-8-plus-radio-e-tv-_JM,NA,NA,NA,NA,NA,#1020454288,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1709, Capa Capinha P/ iPhone 8 Plus - Eng. De Prod. Fem ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454291-capa-capinha-p-iphone-8-plus-eng-de-prod-fem-_JM,NA,NA,NA,NA,NA,#1020454291,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1710, Capa Capinha P/ iPhone 8 Plus - Estrelas Douradas ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454297-capa-capinha-p-iphone-8-plus-estrelas-douradas-_JM,NA,NA,NA,NA,NA,#1020454297,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1711, Capa Capinha P/ iPhone 8 Plus - Ma´scaras Batman ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454298-capa-capinha-p-iphone-8-plus-mascaras-batman-_JM,NA,NA,NA,NA,NA,#1020454298,NA,Apple,NA,NA,NA,NA,NA
1712, Capa Capinha P/ iPhone 8 Plus - Esferas ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454299-capa-capinha-p-iphone-8-plus-esferas-_JM,NA,NA,NA,NA,NA,#1020454299,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1713, Capa Case Capinha Anti Impacto iPhone 8 8 Plus ,23,NA,204,509,4x,5.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/UNIVERSOCAPAS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rEabZPfz0iMgErBdPy9%2FfuUNYSQheANiL4BDSVWnjiaZAFkC9b%2BFiIdPM7aPDfNFA%2FqepfzUCAoPRUu33jVXdFP4G232jfiBEJXYGI6sRUpmczlYuERWJZMQSWc%2FKpdQizpTc00Uldpt6PdiHF0OBVyYXelFwIBFg8dbIUbwvAdztXabZn8fjP7xFumLLBWql253Wq847PEDrNgh99CgfL3XDOiD1puDCvB6N%2BUwKzXe%2FCh1vQk0xWtd%2Bbx2Nr4uoRGNUcnYuxq3NaLK5U%2B20zBTeqsAfOde2cBcqO47GUFcC0kDUWWO8ONiqsLFr1Y9%2B0hdwlRR9BLGIzlKf0r4qKKrBsStgOF3HOJKzubkbi2T%2F0irARrbXgzQuw04SE8ZDmkWuF8cSUh8juiEzruSP%2FrxgoUkCtqoz5%2FF1apzONxqmVf1l%2Fr5fnAL%2Bic6Y33Bhu7PwoE1N%2BghjTfRHvd3c5BszL6LQeX1oxL3x61rzqbzcQrd6KotCqtsT7TkwFokD14zZ%2Bfs6FANdtQBde4dXZdoGN7IVtqKCEMVPFJ51NlM%2FalfTQTKOvk7SSSbf3ntaB%2FDhpTUDUdtCvtCUoK1%2F8dpwRhLcdNVMiCtu3CE2P2HlmbAKG0zJhO%2BZLSjv7fZHGyYjWmHwYEgRppFJTNRCnpNoE2QAddoTYVwIb6gsIHNU54vDhzSurE0vEJzUN4%2BRZwPQq3ZQIVR3T3l9gGjyDAx0SW%2FH73hIu8gQ4IQUmk65sPVVWzK0kkIP83%2Fs2JP4n4it6cKC2vmjsHq2iKz7a3oWYHoZAqjTDHhbBZea636VR3R%2BruNDuHNqiwxIBARWNskTjhkUiyI2IB07ho9C7AF%2BYDty017nzvuzR8A8qEqxvYjWMyWQi4SvKDYHtwIMQ2u6vqT33ZVe5Df1k8J46DNE13Kr%2BnBrFWPjv%2FdTzR9z959llSEjnFAfU5%2BQzP%2FvkX%2B4ct3G3OI%2BXw08aQfjl0SNXk3fTsFM0sR4ENb2GHIyHoV7XdQR22naqcS1tyZS%2FsH95yk3KZF%2Bet88s15VES4%2BKl26%2Fw5hf6KU0ZSuow4%2BekJMS4PG30pTA4M99I5tfs7G5r2wNqMm2VSqyvk2T7n0E7ay2sPVSGbPMjb5feWVIOxjn8kDgnw2Et9B6Br6jALbD2GsenpqS8OiI11z7acg4vJyrCKgw%2BuM%2BcU%2FQC1Ma7ljynpEi0jrYoQSw3AxZgnA2bipZd0y3je%2BQO9t2B6li3j3Wg%2B3Sxzbc%2BjrTg95U1gmuthvdPuUHF2u5B1QlHqBOzgF%2Bmet5vmjWfJvp3%2BMF8bcKygPF2PHtHHnkOifAPR9ADw%2B6a1UsXviH5Hdr%2BeRjnwxSvsWAlgn%2F8X0RvhSgDdOxuJ7Al9VPKB7j%2FzkK0py7TYJneZ4ImE4FZFRU4Ho8bgCGD1ZksAO8b4VYn%2B7YyOcAOX5TUsNwHSPiYS7dVr9%2Bowt3vdBvTGBDvmSM%2Fm25Z1wH0sA%2F2yaFJOqSZsjIPmy%2FP5P5eBjGN88JWs45JZComDS4%2BoYSrcnbbLcUwaTw1rr2MGY%2BgQwFNsjqwCZ2UdWs0XbpdQfizC%2F5tASLhKiuIiDvvuUsxuALuvDMOpkiQR3VdSO%2B%2Fg6CyEkPVEFBQFqg665rpvelOkoNsRYF2tj5cTsbuo,NA,NA,NA,NA,NA,#953143960,Apple,Apple,Iphone 8 8 Plus,Iphone 8 8 Plus,ANTI-IMPACTO,Acrílico,NA
1714, Capa Capinha P/ iPhone 8 Plus - Pattern Melancia ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454300-capa-capinha-p-iphone-8-plus-pattern-melancia-_JM,NA,NA,NA,NA,NA,#1020454300,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1715, Capa Capinha P/ iPhone 8 Plus - Fatias De Pizza ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454302-capa-capinha-p-iphone-8-plus-fatias-de-pizza-_JM,NA,NA,NA,NA,NA,#1020454302,NA,Apple,NA,NA,NA,NA,NA
1716, Capa Capinha P/ iPhone 8 Plus - Just A Dog ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454304-capa-capinha-p-iphone-8-plus-just-a-dog-_JM,NA,NA,NA,NA,NA,#1020454304,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1717, Capa Capinha P/ iPhone 8 Plus - Bulldog ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454308-capa-capinha-p-iphone-8-plus-bulldog-_JM,NA,NA,NA,NA,NA,#1020454308,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1718, Capa Capinha P/ iPhone 8 Plus - Unico´rnio Juba Arco-i´ris ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454309-capa-capinha-p-iphone-8-plus-unicornio-juba-arco-iris-_JM,NA,NA,NA,NA,NA,#1020454309,NA,Apple,NA,NA,NA,NA,NA
1719, Capa Capinha P/ iPhone 8 Plus - Never Stop Dreaming ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454310-capa-capinha-p-iphone-8-plus-never-stop-dreaming-_JM,NA,NA,NA,NA,NA,#1020454310,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1720, Capa Capinha P/ iPhone 8 Plus - Unico´rnio Nerd ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454311-capa-capinha-p-iphone-8-plus-unicornio-nerd-_JM,NA,NA,NA,NA,NA,#1020454311,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1721, Capa Capinha P/ iPhone 8 Plus - Fashion Girl ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454313-capa-capinha-p-iphone-8-plus-fashion-girl-_JM,NA,NA,NA,NA,NA,#1020454313,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1722, Capa Capinha P/ iPhone 8 Plus - Unico´rnio Aquarela 1 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454316-capa-capinha-p-iphone-8-plus-unicornio-aquarela-1-_JM,NA,NA,NA,NA,NA,#1020454316,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1723, Capa Capinha P/ iPhone 8 Plus - Draga~o Chine^s ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454318-capa-capinha-p-iphone-8-plus-dragao-chines-_JM,NA,NA,NA,NA,NA,#1020454318,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1724, Capa Capinha P/ iPhone 8 Plus - My Band ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454321-capa-capinha-p-iphone-8-plus-my-band-_JM,NA,NA,NA,NA,NA,#1020454321,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1725, Capa Capinha P/ iPhone 8 Plus - I Need More Space ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454322-capa-capinha-p-iphone-8-plus-i-need-more-space-_JM,NA,NA,NA,NA,NA,#1020454322,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1726, Capa Capinha P/ iPhone 8 Plus - Patch Jovem ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454323-capa-capinha-p-iphone-8-plus-patch-jovem-_JM,NA,NA,NA,NA,NA,#1020454323,NA,Apple,NA,NA,NA,NA,NA
1727, Capa Capinha P/ iPhone 8 Plus - I'm So Unicorn 2 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454326-capa-capinha-p-iphone-8-plus-im-so-unicorn-2-_JM,NA,NA,NA,NA,NA,#1020454326,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1728, Capa Capinha P/ iPhone 8 Plus - Carpa Peixe ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454327-capa-capinha-p-iphone-8-plus-carpa-peixe-_JM,NA,NA,NA,NA,NA,#1020454327,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1729, Capa Capinha P/ iPhone 8 Plus - Sexy And Know It ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454328-capa-capinha-p-iphone-8-plus-sexy-and-know-it-_JM,NA,NA,NA,NA,NA,#1020454328,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1730, Capa Capinha P/ iPhone 8 Plus - Girl Gang ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454329-capa-capinha-p-iphone-8-plus-girl-gang-_JM,NA,NA,NA,NA,NA,#1020454329,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1731, Capa Capinha P/ iPhone 8 Plus - Eu Na~o Pedi Sua Opinia~o 2 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454331-capa-capinha-p-iphone-8-plus-eu-nao-pedi-sua-opiniao-2-_JM,NA,NA,NA,NA,NA,#1020454331,NA,Apple,NA,NA,NA,NA,NA
1732, Capa Capinha P/ iPhone 8 Plus - Mama Dont Like You ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454334-capa-capinha-p-iphone-8-plus-mama-dont-like-you-_JM,NA,NA,NA,NA,NA,#1020454334,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1733, Capa Capinha P/ iPhone 8 Plus - Mandala Azul 3 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454336-capa-capinha-p-iphone-8-plus-mandala-azul-3-_JM,NA,NA,NA,NA,NA,#1020454336,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1734, Capa Capinha P/ iPhone 8 Plus - Mandala Azul ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454337-capa-capinha-p-iphone-8-plus-mandala-azul-_JM,NA,NA,NA,NA,NA,#1020454337,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1735, Capa Capinha P/ iPhone 8 Plus - I Love Games ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454344-capa-capinha-p-iphone-8-plus-i-love-games-_JM,NA,NA,NA,NA,NA,#1020454344,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1736, Capa Capinha P/ iPhone 8 Plus - Fac¸a Amor ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454346-capa-capinha-p-iphone-8-plus-faca-amor-_JM,NA,NA,NA,NA,NA,#1020454346,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1737, Capa Capinha P/ iPhone 8 Plus - Hoje Na~o ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454347-capa-capinha-p-iphone-8-plus-hoje-nao-_JM,NA,NA,NA,NA,NA,#1020454347,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1738, Capa Capinha P/ iPhone 8 Plus - Kombi Surf ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454349-capa-capinha-p-iphone-8-plus-kombi-surf-_JM,NA,NA,NA,NA,NA,#1020454349,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1739, Capa Capinha P/ iPhone 8 Plus - Ma´scara Samurai ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454362-capa-capinha-p-iphone-8-plus-mascara-samurai-_JM,NA,NA,NA,NA,NA,#1020454362,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1740, Capa Capinha P/ iPhone 8 Plus - Bocas Sexy ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454364-capa-capinha-p-iphone-8-plus-bocas-sexy-_JM,NA,NA,NA,NA,NA,#1020454364,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1741, Capa Capinha P/ iPhone 8 Plus - Mu´sica E Caveiras ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454368-capa-capinha-p-iphone-8-plus-musica-e-caveiras-_JM,NA,NA,NA,NA,NA,#1020454368,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1742, Capa Capinha P/ iPhone 8 Plus - Eu Te ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454369-capa-capinha-p-iphone-8-plus-eu-te-_JM,NA,NA,NA,NA,NA,#1020454369,NA,Apple,NA,NA,NA,NA,NA
1743, Capa Capinha P/ iPhone 8 Plus - Love 8 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454371-capa-capinha-p-iphone-8-plus-love-8-_JM,NA,NA,NA,NA,NA,#1020454371,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1744, Capa Capinha P/ iPhone 8 Plus - Kiss Me ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454374-capa-capinha-p-iphone-8-plus-kiss-me-_JM,NA,NA,NA,NA,NA,#1020454374,NA,Apple,NA,NA,NA,NA,NA
1745, Capa Capinha P/ iPhone 8 Plus - Garota E Gatinho. ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454375-capa-capinha-p-iphone-8-plus-garota-e-gatinho-_JM,NA,NA,NA,NA,NA,#1020454375,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1746, Capa Capinha P/ iPhone 8 Plus - Serpente ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454377-capa-capinha-p-iphone-8-plus-serpente-_JM,NA,NA,NA,NA,NA,#1020454377,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1747, Capa Capinha P/ iPhone 8 Plus - Motociclista ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454382-capa-capinha-p-iphone-8-plus-motociclista-_JM,NA,NA,NA,NA,NA,#1020454382,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
1748, Capa Capinha P/ iPhone 8 Plus - Caveira Bone´ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454386-capa-capinha-p-iphone-8-plus-caveira-bone-_JM,NA,NA,NA,NA,NA,#1020454386,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Silicone,Transparente
