search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Cor
21, Caixa Caixinha De Som Portátil Bluetooth Exbom M33bt Mp3 Fm ,49,NA,425,16,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,31,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-939772594-caixa-caixinha-de-som-portatil-bluetooth-exbom-m33bt-mp3-fm-_JM,20,8,3,0,0,#939772594,Exbom,CS-M33BT,10 W,Subwoofer,Ativo/Passivo,"Sala, Quarto, Cozinha, Praia, Sítio",Caixa,1.1,20 kHz,85 Hz,Bluetooth,110/220v Bi-volt ou 5v USB,2,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão",NA,NA,NA,NA,NA,NA
22, Caixa Som Musica Caixinha Smartphone Android Bluetooth ,39,NA,1681,38,6x,7.31,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,94,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-910970810-caixa-som-musica-caixinha-smartphone-android-bluetooth-_JM,85,8,1,0,0,#910970810,Wireless Speaker,HF-Q3,5 W,Woofer,Ativo/Passivo,Mesa,Caixa,2.1,NA,NA,Portátil,5V,1,USB,NA,9.5 cm,9.5 cm,10.8 cm,480 g,NA
23, Caixa De Som Speaker Google Home Mini Wi-fi Vitrine ,174,NA,799,30,12x,14.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,30,https://perfil.mercadolivre.com.br/CLICOU_TELECOM,https://produto.mercadolivre.com.br/MLB-1137932763-caixa-de-som-speaker-google-home-mini-wi-fi-vitrine-_JM,23,5,1,0,1,#1137932763,Google Home Mini,Google Home Mini,3 W,"Caixa de som, Speaker, Assistente Pessoal","Caixa de som, Speaker","Mesa, escritorio, sala, quarto",Caixa,5.1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
24, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,33,36,756,4,6x,6.16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,25,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190350399-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,19,0,2,2,2,#1190350399,Goldenultra,Torre,10 W,NA,Ativo/Passivo,NA,Caixa,NA,NA,NA,Caixa de Som,Bivolt,NA,USB,NA,NA,NA,NA,NA,NA
25, Caixa Som Portátil Recarregavel 2900w Multiuso Amvox ,529,NA,316,72,12x,50.65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,12,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1074171591-caixa-som-portatil-recarregavel-2900w-multiuso-amvox-_JM?searchVariation=31654758121,9,2,1,0,0,#1074171591,AMVOX,Caixa Amplificada Bluetooh Portátil,290 W,NA,Torre,NA,Torre,2.1,108 MHz,87.5 MHz,Caixa de som amplificada bluetooth,NA,NA,USB,NA,NA,NA,NA,NA,NA
26," Caixa De Som Jbl, Wind, Bluetooth, 3 Watts, Preto - Jblwind ",206,NA,1212,777,12x,17.25,NA,Envio para todo o país,NA,NA,4.7,240,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1068923654-caixa-de-som-jbl-wind-bluetooth-3-watts-preto-jblwind-_JM,199,26,10,1,3,#1068923654,JBL,28910851,3 W,Woofer,Ativo,"Moto, bicicleta",Caixa,.,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,340 g,NA
27, Caixa De Som Jbl Boombox Original 1 Ano De Garantia Com Nf ,1899,NA,264,210,12x,158.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,542,https://perfil.mercadolivre.com.br/DIRETOCOMVOCE?brandId=1328,https://produto.mercadolivre.com.br/MLB-1001522471-caixa-de-som-jbl-boombox-original-1-ano-de-garantia-com-nf-_JM,427,45,21,20,29,#1001522471,JBL,Boombox,60 W,Não se aplica,Portátil,Não se aplica,Não se aplica,não se aplica,20 kHz,20 Hz,Caixa Portátil,Bivolt,2, ,80 dB,NA,NA,NA,5.25 kg,NA
28, Caixa Caixinha Som Portátil Usb Bluetooth P2 Fm Mp3 ,28,NA,674,5,5x,6.35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,21,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191652215-caixa-caixinha-som-portatil-usb-bluetooth-p2-fm-mp3-_JM,18,2,0,1,0,#1191652215,Goldenultra,GT-356BT,8 W,NA, ,NA,Caixa,NA,NA,NA,NA, ,NA, ,NA,NA,NA,NA,NA,NA
29, Caixa De Som Bluetooth Amplificada Com Microfone Mp3 Usb ,189,NA,939,23,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,163,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097049569-caixa-de-som-bluetooth-amplificada-com-microfone-mp3-usb-_JM,113,26,14,6,4,#1097049569,IMPORTADO RPC,FBX-103,25 W,Subwoofer,Subwoofer Embutido,"Festas em Geral, Praia, Sítios, Eventos Diversos",Torre,BLUETOOTH,NA,NA,NA,NA,NA,"Entrada para Microfone P2 e P10, USB",NA,NA,NA,NA,2.4 kg,NA
30, Caixa Som Amplificada Bluetooth 290w Portátil Led Sub 12 Tws ,476,NA,283,8,12x,45.54,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,180,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1178843183-caixa-som-amplificada-bluetooth-290w-portatil-led-sub-12-tws-_JM,137,29,10,1,3,#1178843183,AMVOX,ACA 292 NEW X PRETO BIVOL,290 W,Subwoofer e Tweeter,Ativo,De piso,Caixa,2.1,NA,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,7.6 kg,Preto
31, Caixa De Som Bluetooth Amplificada Portátil Bateria Usb 700w ,184,NA,1045,145,12x,17.63,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,164,https://perfil.mercadolivre.com.br/A7NOVIDADES,https://produto.mercadolivre.com.br/MLB-1139499740-caixa-de-som-bluetooth-amplificada-portatil-bateria-usb-700w-_JM,120,23,9,8,4,#1139499740,Infokit,VC-M31BT,12 W,Woofer,Woofer,"Sala, Quarto, Festas, Eventos, Sítio, Praia",Torre,5.1,NA,NA,Bluetooth,NA,3,Entrada para Microfone,80 dB,NA,NA,NA,NA,NA
32, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,159,NA,471,2,12x,15.29,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,31,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,30,0,1,0,0,#1208611850,Goldenultra,Ws-887,3 W,NA, ,NA,NA,NA,NA,NA,NA, ,NA, ,NA,NA,NA,NA,NA,Pele
33, Caixa Som Amplificada Bluetooth Portátil Mp3 Rádio Fm Usb P2 ,71,74,2422,5,12x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,173,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1154336658-caixa-som-amplificada-bluetooth-portatil-mp3-radio-fm-usb-p2-_JM,142,18,9,2,2,#1154336658,Altomex,AL-M01,10 W,Tweeter,Tweeter,Portátil,Caixa,Não,NA,NA,Caixa de Som,NA,NA,USB,NA,NA,NA,NA,700 g,NA
34, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,199,NA,462,9,12x,16.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,163,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097032335-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,113,26,14,6,4,#1097032335,Briwax,FBX-103,25 W,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos, Conexões com Vilão",Torre,5.1 - Bluetooth,NA,NA,NA,NA,NA,Entrada para Microfone P2 e P10,NA,NA,NA,NA,2.4 kg,NA
35, Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd Rádio Fm ,19,NA,864,10,3x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,28,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1196773201-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-radio-fm-_JM,25,1,2,0,0,#1196773201,Goldenultra,Ws-887,3 W,NA, ,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA
36, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,24,NA,258,3,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,1,#1081373892,Importado,WS-887,5 W,Subwoofer,Subwoofer,Portatil,Caixa,7.1,NA,NA,Caixa De Som Portátil,110V/220V (Bivolt),NA,NA,NA,NA,NA,NA,249 g,NA
37," Caixa De Som Jbl, Wind, Bluetooth, 3 Watts, Preto - Jblwind ",159,NA,123,8,12x,15.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1152384588-caixa-de-som-jbl-wind-bluetooth-3-watts-preto-jblwind-_JM,1,0,0,0,0,#1152384588,JBL,Caixa de Som,3 W,Woofer,mono,moto,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340 g,Preto
38, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,189,NA,311,15,12x,18.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,12,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097047029-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,11,1,0,0,0,#1097047029,IMPORTADO RPC,FBX-103,25 W,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos",Torre,BLUETOOTH,NA,NA,BLIETOOTH,BIVOLT AUTOMÁTICO 110/220V,NA,Entrada para Microfone P2 e P10,NA,NA,NA,NA,2.4 kg,Preto
39, Caixa De Som Jbl Go 2 Portátil 3w Bluetooth Original ,179,NA,150,17,12x,14.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1544,https://perfil.mercadolivre.com.br/ELETROPRINTER,https://produto.mercadolivre.com.br/MLB-1243855044-caixa-de-som-jbl-go-2-portatil-3w-bluetooth-original-_JM,1415,99,19,5,6,#1243855044,JBL,GO 2,3 W,NA,NA,Portátil,Quadrado,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,184 g,NA
40, Caixa Som Bluetooth 5000w Potente Amplificada Amvox ,779,NA,158,53,12x,74.55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,167,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166277766-caixa-som-bluetooth-5000w-potente-amplificada-amvox-_JM,118,29,11,4,5,#1166277766,AMVOX,ACA 501,500 W,NA,NA,NA,Caixa,NA,NA,NA,NA,110V/220V (Bivolt),NA,USB,NA,NA,NA,NA,NA,NA
41, Kit Caixa Som Bluetooth Caixinha Usb Sd Rádio - Atacado 4 Un ,125,NA,344,67,12x,11.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,12,https://perfil.mercadolivre.com.br/TG-SANTOS,https://produto.mercadolivre.com.br/MLB-1078576031-kit-caixa-som-bluetooth-caixinha-usb-sd-radio-atacado-4-un-_JM,9,2,0,0,1,#1078576031,Grasep,D-BH1064,6 W,Subwoofer,Mini tweeter,Portátil,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,52,54,552,2,10x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,26,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,19,3,2,1,1,#1175966463,Goldenultra,GT-356BT,8 W,NA,Portátil ,NA,Caixa,NA,NA,NA,NA,Bivolt,NA,"P2, USB,Leitor SD, Auxiliar P2",NA,NA,NA,NA,518 g,Pele
43, Caixa Amplificada Ativa Edifier - R1700bt - Bluetooth 66w ,899,NA,77,5,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,24,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1000777273-caixa-amplificada-ativa-edifier-r1700bt-bluetooth-66w-_JM,23,1,0,0,0,#1000777273,Edifier,R1700BT,66 W,Woofer,Tweeter,"Estudios, Som Ambiente, Sala, Quarto",Caixa,2.0,NA,NA,NA,NA,NA,RCA,NA,NA,NA,NA,NA,NA
44, Caixinha Caixa De Som Usb Bluetooth Charge 2 Mini ,69,NA,294,111,12x,6.68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,9,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1170112341-caixinha-caixa-de-som-usb-bluetooth-charge-2-mini-_JM,3,3,2,1,0,#1170112341,Importado,MS-144BT,15 W,Super tweeter,Ativo,todos,Caixa,5.1,NA,NA,Top,NA,2,USB,80 dB,NA,NA,NA,NA,NA
45, Caixa Som Bluetooth Churrasco Festa 500w Rms Amvox ,749,NA,173,53,12x,71.68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,167,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166296703-caixa-som-bluetooth-churrasco-festa-500w-rms-amvox-_JM,118,29,11,4,5,#1166296703,AMVOX,ACA 501,500 W,NA,Ativo,NA,Caixa,NA,NA,NA,Caixa amplificada Bluetooth,110/220 V,NA,P2,NA,NA,NA,NA,NA,NA
46, Caixa Som Bluetooth Xtreme Mini Potente 40w Rms Radio Fm ,139,NA,389,739,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1918,https://perfil.mercadolivre.com.br/LACORTE+IMPORTS,https://produto.mercadolivre.com.br/MLB-1252145655-caixa-som-bluetooth-xtreme-mini-potente-40w-rms-radio-fm-_JM,1244,333,174,68,99,#1252145655,JBL,Com LED,40 W,Subwoofer,Subwoofer,Portatil,Caixa,5.1,20 kHz,70 Hz,NA,NA,1,USB,80 dB,NA,NA,NA,780 g,NA
47," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",339,NA,2418,865,12x,32.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,278,https://perfil.mercadolivre.com.br/PIU+SHOP?brandId=1849,https://produto.mercadolivre.com.br/MLB-680896899-caixa-multiuso-amplificada-50-rms-8-bluetoothusbsdfmcont-_JM,190,57,24,3,4,#680896899,Datrel,DMU-8.50 BLUETOOTH,50 W,Woofer,Caixa,De piso,Caixa,NA,NA,NA,Multiuso,110V/220V (Bivolt),1,RCA,NA,NA,NA,NA,NA,NA
48, Caixa Caixinha Som Bluetooth Portátil Mp3 Fm Am Retrô 550w ,59,NA,346,3,10x,6.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191675274-caixa-caixinha-som-bluetooth-portatil-mp3-fm-am-retr-550w-_JM,20,1,1,0,1,#1191675274,Grasep,Df-6,8 W,Subwoofer,Subwoofer,"Portátil, De piso",Caixa,5.1,NA,NA,NA,NA,NA,"USB, Leitor SD, Auxiliar",NA,NA,NA,NA,NA,NA
49, Caixa Som Bluetooth Retrô Vintage Rádio Am Fm Sw Mp3 Usb Aux ,59,NA,640,3,10x,6.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,47,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1187248263-caixa-som-bluetooth-retr-vintage-radio-am-fm-sw-mp3-usb-aux-_JM,37,4,4,1,1,#1187248263,Grasep,D-F6,8 W,Subwoofer,Subwoofer,Portátil,Caixa,5.1,NA,NA,NA,NA,NA,"USB, Leitor SD, Auxiliar",NA,NA,NA,NA,NA,NA
50, Caixa Amplificada Multi Connect 120w Mco-06 Mondial Bivolt ,349,NA,225,30,12x,29.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,19,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064889332-caixa-amplificada-multi-connect-120w-mco-06-mondial-bivolt-_JM,15,3,1,0,0,#1064889332,Mondial,MCO-06,120 W,NA,NA,NA,Caixa,NA,NA,NA,Multi Connect,(Bivolt),NA,NA,NA,43 cm,NA,30 cm,2.75 kg,Preto
51," Caixa Amplificadora Mondial Mco-07,usb, Bluetooth, 80w Rms ",168,NA,507,51,12x,16.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,120,https://perfil.mercadolivre.com.br/EFACILOFICIAL?brandId=752,https://produto.mercadolivre.com.br/MLB-1074194401-caixa-amplificadora-mondial-mco-07usb-bluetooth-80w-rms-_JM,75,26,8,3,8,#1074194401,Mondial,MCO-07,80 W,NA,Ativo,NA,Caixa,NA,NA,NA,Multi Connect,NA,NA,NA,NA,32 cm,12 cm,22 cm,2.2 kg,NA
52, Caixa Som Soundbar Bluetooth Mts-2018 Tomate Tv Celular 120w ,489,NA,511,805,12x,40.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,28,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1029365629-caixa-som-soundbar-bluetooth-mts-2018-tomate-tv-celular-120w-_JM,21,7,0,0,0,#1029365629,RCA,MTS2018,120 W,imbutido,Subwoofer,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 cm,NA,NA
53, Caixa De Som Portátil Jbl Wind P/ Moto E Bike P2 E Bluetooth ,186,NA,584,120,12x,15.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,899,https://perfil.mercadolivre.com.br/FASTBUYBRASIL,https://produto.mercadolivre.com.br/MLB-959398145-caixa-de-som-portatil-jbl-wind-p-moto-e-bike-p2-e-bluetooth-_JM,725,119,37,6,12,#959398145,JBL,Wind,3 W,NA,Ativo,Capacete,NA,NA,20 kHz,120 Hz,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
54, Caixa Som Bluetooth Amplificada 1800w Pmpo Karaokê Mp3 Fm Sd ,250,NA,475,7,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066259-caixa-som-bluetooth-amplificada-1800w-pmpo-karaok-mp3-fm-sd-_JM,6,1,1,0,0,#1131066259,Briwax,FBX-108,40 W,Woofer,Subwoofer,De piso,Torre,2.1,80 kHz,18 kHz,NA,Bivolt,2,Entrada para Microfone,NA,NA,NA,NA,NA,NA
55, Caixa Som Bluetooth Amplificada 65w Rms Mp3 Fm Usb Microfone ,179,NA,948,1,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,100,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-998492307-caixa-som-bluetooth-amplificada-65w-rms-mp3-fm-usb-microfone-_JM,67,20,4,3,6,#998492307,Briwax,FBX-105,65 W,Woofer,Ativo/Passivo,De piso,Caixa,5.1,NA,NA,Premium+,NA,NA,"Pendrive, Microfone, MicroSD, P2, Auxiliar, P10",NA,NA,NA,NA,NA,NA
56, Caixa De Som Bluetooth Amplificada 40w Rms Karaokê Mp3 Fm Sd ,214,NA,174,17,12x,20.55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,9,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066256-caixa-de-som-bluetooth-amplificada-40w-rms-karaok-mp3-fm-sd-_JM,7,0,0,0,2,#1131066256,Briwax,FBX-107,40 W,Tweeter,Tweeter,De piso,Caixa,2.1,80 kHz,18 kHz,NA,Bivolt,2,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA
57, Caixa Som Bluetooth Amplificada 40w Rms Usb Radio Controle ,224,NA,113,2,12x,21.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,7,https://perfil.mercadolivre.com.br/POWER+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1164624221-caixa-som-bluetooth-amplificada-40w-rms-usb-radio-controle-_JM,5,2,0,0,0,#1164624221,Briwax,FBX-107,40 W,Tweeter,Tweeter,De piso,Caixa,5.1,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA
58, Bazooquinha Pulse 3 + Bluetooth Caixa De Som Usb Sd Mp3 Fm ,72,NA,115,31,12x,6.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,9,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-1043853042-bazooquinha-pulse-3-bluetooth-caixa-de-som-usb-sd-mp3-fm-_JM,5,2,2,0,0,#1043853042,A Importes,Pulse 3,20 W,Woofer,Subwoofer,portátil,Caixa,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59, Caixa Caixinha Som Portátil Bluetooth Mp3 Pen Drive 200w E83 ,35,NA,7091,6,6x,6.64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,649,https://perfil.mercadolivre.com.br/FLATSHOP,https://produto.mercadolivre.com.br/MLB-755110784-caixa-caixinha-som-portatil-bluetooth-mp3-pen-drive-200w-e83-_JM,424,134,60,12,19,#755110784,Altomex,Não Descrito,6 W,Subwoofer,Woofer,Casa / Parque / Praia / Viagem / etc,Caixa,NA,NA,NA,Caixa de Som portátil,Alimentação USB,1,USB,NA,NA,NA,NA,300 g,NA
60, Caixa Caixinha Som Portátil 5w Mp3 Micro Sd Usb Radio Fm Ws ,24,NA,824,4,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,37,https://perfil.mercadolivre.com.br/CONNECT+PLANET,https://produto.mercadolivre.com.br/MLB-765776943-caixa-caixinha-som-portatil-5w-mp3-micro-sd-usb-radio-fm-ws-_JM,23,8,2,0,4,#765776943,Importado,WS-887,5 W,Subwoofer,Subwoofer,Portatil,Caixa,7.1,16 kHz,280 Hz,Caixa De Som Portátil,110V/220V (Bivolt),NA,USB,NA,NA,NA,NA,249 g,NA
