search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante
1834, Minicomponente Equipo De Sonido Parlante Akx300 Bluetooth ,549,NA,"
			
				Nuevo
			
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RAGIMPORT,https://articulo.mercadolibre.com.pe/MPE-433647869-barra-de-sonido-sony-ht-s100f-bluetooth-usb-new-tienda-_JM,NA,NA,NA,NA,NA,#433647869,Sony,NA,NA,NA
1835, Barra De Sonido Sony Ht-s100f / Bluetooth / Usb / New Tienda ,392,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MECSOFT-EIRL,https://articulo.mercadolibre.com.pe/MPE-431830193-equipo-de-sonido-halion-300w-bt-woofer-12-karaoke-nuevo-_JM,NA,NA,NA,NA,NA,#431830193,NA,NA,NA,NA
1836, Cornetas Jbl Charge 3 Excelente Sonido Y Precio!! ,392,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MECSOFT-EIRL,https://articulo.mercadolibre.com.pe/MPE-431830193-equipo-de-sonido-halion-300w-bt-woofer-12-karaoke-nuevo-_JM,NA,NA,NA,NA,NA,#431830193,NA,NA,NA,NA
1837, Blunote Ii | Bluetooth Portable Minispeaker ,115,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SAMCESMIGUEL,https://articulo.mercadolibre.com.pe/MPE-431167467-cornetas-jbl-charge-3-excelente-sonido-y-precio-_JM,NA,NA,NA,NA,NA,#431167467,JBL,Charge 3,20 W,Pasivo
1838," Ihome Ibtw38 Reloj Despertador Bluetooth, Altavoz,puerto Usb ",50,NA,NA,"
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-436145041-blunote-ii-bluetooth-portable-minispeaker-_JM,NA,NA,NA,NA,NA,#436145041,NA,NA,NA,NA
1839, Bose Altavoz Inalambrico Soundwear Companion Bluetooth ,623,779,NA,(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PUNTOSOUTLET?brandId=168,https://articulo.mercadolibre.com.pe/MPE-436247789-ihome-ibtw38-reloj-despertador-bluetooth-altavozpuerto-usb-_JM,NA,NA,NA,NA,NA,#436247789,NA,NA,NA,NA
1840, Bose Altavoz De Casa 500 Negro Home Speaker 500 Black ,1399,NA,NA,(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-434071363-bose-altavoz-inalambrico-soundwear-companion-bluetooth-_JM,NA,NA,NA,NA,NA,#434071363,Bose,SoundWear,NA,NA
1841," Radio Fm Y Am Bluetooth Recargable Corriente ,pila Entra Usb ",2099,NA,NA,(47 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-435876938-bose-altavoz-de-casa-500-negro-home-speaker-500-black-_JM,NA,NA,NA,NA,NA,#435876938,Bose,Speaker 500,NA,Activo
1842, Gratis!!! Parlante Bluetooth 4.1 Logitech G560 Lightsync ,799,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434462337-gratis-parlante-bluetooth-41-logitech-g560-lightsync-_JM,NA,NA,NA,NA,NA,#434462337,Logitech,NA,NA,NA
1843, Amazon Echo Dot 3ra Gen Altavoz Inteligente Alexa Sellado ,68,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRODUCTOSRS,https://articulo.mercadolibre.com.pe/MPE-428666478-radio-fm-y-am-bluetooth-recargable-corriente-pila-entra-usb-_JM,NA,NA,NA,NA,NA,#428666478,NA,NA,NA,NA
1844, Equipo De Sonido Halion Woofer 8' Rms 200w Bluetooth Nuevo ,185,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-437115924-amazon-echo-dot-3ra-gen-altavoz-inteligente-alexa-sellado-_JM,NA,NA,NA,NA,NA,#437115924,Amazon,Echo  Dot 3era Gen,NA,NA
1845, Altavoz Harman Kardon Esquire Mini Bluetooth Inalambrico. ,269,NA,"
			
				Nuevo
			
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MECSOFT-EIRL,https://articulo.mercadolibre.com.pe/MPE-434831876-equipo-de-sonido-halion-woofer-8-rms-200w-bluetooth-nuevo-_JM,NA,NA,NA,NA,NA,#434831876,NA,NA,NA,NA
1846, Soundbar Samsung Hw-j250 Nuevo ,390,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LEONSHOGUM,https://articulo.mercadolibre.com.pe/MPE-434993952-altavoz-harman-kardon-esquire-mini-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#434993952,Harman Kardon,NA,NA,NA
1847," B&o Play Bang & Olufsen A2 Altavozbluetooth,no Bose,jbl,sony ",280,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PROCOVENTAS,https://articulo.mercadolibre.com.pe/MPE-432349951-soundbar-samsung-hw-j250-nuevo-_JM,NA,NA,NA,NA,NA,#432349951,Samsung,NA,NA,NA
1848," Peavey, Escort 5000, Sistema Pa De 8 Canales Mixer ",1200,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LEONSHOGUM,https://articulo.mercadolibre.com.pe/MPE-433000680-bo-play-bang-olufsen-a2-altavozbluetoothno-bosejblsony-_JM,NA,NA,NA,NA,NA,#433000680,Bang & Olufsen,NA,NA,NA
1849, Luces Sicodelias Y Parlante Bluetooth Usb Luces Led ,45,NA,"
			
				Nuevo
			
			
		",(99999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SELLMERX+SAC,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=R1ad4EkSqlC5T6GYksU0xA2APNkqk7IQjuPdTxG4b%2FeIKFvb%2FHE9IZQAplWgUq9FS3DNjevp%2FsF7qJXkj0g%2Fdup6Q4xXrYEDd1MbKJi%2FM1rgAIufrHk6o77r9PV%2B%2B3nH%2BX96Z7HqU43VRRRgPbcAPnQkHW8oGr7BpEZ34%2FD4q3fJhQMwVYjbLaXlyba7ToQThF4OPL8d0LB8O2mbcVEkFoPqMZS6%2FHrUOEtXX9yaHsdWzf5NRI%2B8lDh%2BakE1SrqpkWFKXDajjbjts%2BIWZ3KE9%2F%2BXp%2FmXsRTcvaIosbupBi25MJXB9gKkzFpPd0YCsd6OI927eEpOX%2Flt0hjB5oLVCoeVbkDG79KGFktyA%2BtY5UiKJQIfZZOzQQIjwxdGJTSIJYO8KPimv%2B1%2Bl4BSVhaTo9u0B3FtI1%2BvvluQmhcuukQSeL2CVMvOI6R1znOHI5HD1x%2FiMl675BmpTafpdwbrRd8eW2eFWP0IK0dsbt%2Fnx90vBn3ZVEo5VPoo5LJg7ZX8eDlLEqjppwDPk2g6oweFs%2BvmJ9RTL4x1LJlw085ZwfthuU3SsnfsBjPCCZ5GS8BG2TDQdScmkL5QU9%2FWeWrJ%2BZJN7%2BYk3ld8N1iknWXlMEZ%2BT5XMBl3U6ssgSUE1TXDBEIDf7TuQEGUW8JQ9gKqj3gGYKSBmgstfj9UT7ZiOs3N1ajo%2BANiaVl3Wv7Z5092%2BIoGvrqma7wibKJIq46uyJuB850Z6QoJ5u%2FmEUicc4C8wzQpUDGj0uaK%2BmoLhdZFWFqANYZ7e%2FhzAXCVhXpE8TaGRpi9Kh9B8iHf%2F8JPy%2FYJS10y4uh6mfem%2FxH0IEHtNH09nozshNof9RgzvrnXqw6bR30XLCLaCfEJp4nDpjoyQUGEtthp8U6lyuYDP%2BzOYCbW1wWpZNGcbJ3f3rzn1nxU2k1UvjxZVfp7q4etBvr7PMBc9EJU7LBCsGnejzdMF%2Bt%2FCpA7zOTBgYA3gkQJ%2FpAJ5somlin9XWX6EqRefU4cJFEVUExKbUeRpSTcYa99pa6XG2XC3O8qEARkQTglld9NrlsfjsSnUyKCxtWKBn9XUiTy%2FDKPh2cg7D%2BtOF1Yn%2B2XR6mrdrAyRkaF1bNKVL6YBHK%2BE23AJSlTcci0%2FF%2BU9Kut0QW%2FTeHxlY%2FbeCYuX57ECXmKYEJPNSg0pGso0fnPIYCeZ3HoWzbqOozjrbGaHo%2BG53w6zdXzH2kfPcv2SV8kft2GHHwSipVOzwA6vAU9lcsnb8s9UhjwTOkftOqB%2FgGZ1mi5nBjdwNf7zqzDQ%2F7Bnc54BGXUky7%2BnePnLc3fb%2BqSDYsjrIBui7XEmB9b4mff5KHBLsupVeJLN8%2BnyyubLJ82FFnACMLAS5ps%2BfJsXEZAl87Y%2BcI3ztzbOkTxLTpNzDjrZBVsaPChKPxalF4lzVawARNyu17bC8%2BR7ywadDI9Ms9QSq%2Bw%2FjkwLzfyb4MQViAwBtyGboReCNLv11VyoD1k0HFrwe%2FWPpg6zn2E6bv%2Bon8JJUhnrNQmkEQsOtPhLA9WXGTfdklFKXefMUyaXX6kPPRDu1iwegHGtC8MN1ZICq56kzP9irVT7Vt7G%2FwFqFWgiChNtuNePzb%2FEge5L9ymwR5Thy7rWrVCKe3yLZFmeeng7KkYMCg%3D%3D,NA,NA,NA,NA,NA,#433789260,NA,NA,NA,NA
1850, Tronsmart Element Force 40 Watts Ipx7 Bluetooth 5.0 Y Nfc ,6219,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OPSHOPPER,https://articulo.mercadolibre.com.pe/MPE-434571623-peavey-escort-5000-sistema-pa-de-8-canales-mixer-_JM,NA,NA,NA,NA,NA,#434571623,Peavey,Escort 5000,5000 W,8 canales
1851, Tronsmart Elemen Force Altavoz Inalámbrico 40 W Bluetooth ,260,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/COJO469538,https://articulo.mercadolibre.com.pe/MPE-436539375-tronsmart-element-force-40-watts-ipx7-bluetooth-50-y-nfc-_JM,NA,NA,NA,NA,NA,#436539375,NA,NA,40 W,NA
1852, Equipo De Sonido Multimedia 2.1 Bluetooth De 200 Watts ,300,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AVY-BELLA,https://articulo.mercadolibre.com.pe/MPE-436586174-tronsmart-elemen-force-altavoz-inalambrico-40-w-bluetooth-_JM,NA,NA,NA,NA,NA,#436586174,NA,NA,NA,NA
1853, Altavoz Bluetooth Jbl Go 2 Original Negro ,289,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-429697807-equipo-de-sonido-multimedia-21-bluetooth-de-200-watts-_JM,NA,NA,NA,NA,NA,#429697807,Cafini,NA,NA,NA
1854," Bose S1 Pro, Mochila Oferta ",99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(48 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,14,http://perfil.mercadolibre.com.pe/CABEPERU,https://articulo.mercadolibre.com.pe/MPE-432446620-altavoz-bluetooth-jbl-go-2-original-negro-_JM,12,1,1,0,0,#432446620,JBL,GO 2,3 W,Activo
1855, Parlantes Subwoofer Thanos Halion 200w Usb Sd Fm Bluet Karok ,360,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436242894-parlantes-subwoofer-thanos-halion-200w-usb-sd-fm-bluet-karok-_JM,NA,NA,NA,NA,NA,#436242894,NA,NA,NA,NA
1856, Altavoz Con Bluetooth Bose Soundlink Iii Altavoz Bose No Cov ,580,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOPORTEMULTIMEDIA,https://articulo.mercadolibre.com.pe/MPE-434269270-bose-s1-pro-mochila-oferta-_JM,NA,NA,NA,NA,NA,#434269270,Bose,S1 Pro,NA,Activo
1857," Barra De Sonido Lg 320w, Bluetooth - Sellado ",1584,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Envío gratis a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436566307-altavoz-con-bluetooth-bose-soundlink-iii-altavoz-bose-no-cov-_JM,NA,NA,NA,NA,NA,#436566307,Bose,III,NA,Pasivo
1858, Jbl Xtreme 2 Altavoz Bluetooth Inalámbrico Portátil Resisten ,679,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CYBER+ELEVIL,https://articulo.mercadolibre.com.pe/MPE-425880686-barra-de-sonido-lg-320w-bluetooth-sellado-_JM,NA,NA,NA,NA,NA,#425880686,LG,NA,NA,NA
1859, Jbl Barra De Sonido 2.0 Bluetooth ,999,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DAVIDANDAEL,https://articulo.mercadolibre.com.pe/MPE-436375731-jbl-xtreme-2-altavoz-bluetooth-inalambrico-portatil-resisten-_JM,NA,NA,NA,NA,NA,#436375731,NA,NA,NA,NA
1860, Altavoz Bluetooth C/radio Fm Marca Yolo Mod. Ybts6518 ,460,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-435324628-jbl-barra-de-sonido-20-bluetooth-_JM,NA,NA,NA,NA,NA,#435324628,JBL,NA,NA,NA
1861, Altavoz Bluetooth Tronsmart Blaze Con Luces ,99,NA,NA,(15 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PUNTOSOUTLET?brandId=74,https://articulo.mercadolibre.com.pe/MPE-432404233-altavoz-bluetooth-cradio-fm-marca-yolo-mod-ybts6518-_JM,NA,NA,NA,NA,NA,#432404233,NA,NA,NA,NA
1862," Sound Bar Lg 4.1 Canales De Audio,300w.bluetooth,wifi Nuevo ",199,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHBOSSPERU,https://articulo.mercadolibre.com.pe/MPE-434243064-altavoz-bluetooth-tronsmart-blaze-con-luces-_JM,NA,NA,NA,NA,NA,#434243064,NA,NA,NA,NA
1863, Barra De Sonido Subwoofer Inalámbrico Philips 320w Htl5140b ,749,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CYBER+ELEVIL,https://articulo.mercadolibre.com.pe/MPE-435016185-sound-bar-lg-41-canales-de-audio300wbluetoothwifi-nuevo-_JM,NA,NA,NA,NA,NA,#435016185,NA,NA,NA,NA
1864," Soundbar Samsung 250watts,5.1 Ch,bluetooth,wifi Sellado ",1039,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-428711055-barra-de-sonido-subwoofer-inalambrico-philips-320w-htl5140b-_JM,NA,NA,NA,NA,NA,#428711055,Philips,NA,NA,NA
1865, Altavoz Harman Kardon Onyx Studio 4 Inalámbrico Bluetooth ,999,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CYBER+ELEVIL,https://articulo.mercadolibre.com.pe/MPE-435274684-soundbar-samsung-250watts51-chbluetoothwifi-sellado-_JM,NA,NA,NA,NA,NA,#435274684,Samsung,NA,NA,NA
1866, Parlante Bluetooth Edicion Guerro De La Marca Black Sheep ,31,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436664013-parlante-bluetooth-edicion-guerro-de-la-marca-black-sheep-_JM,NA,NA,NA,NA,NA,#436664013,NA,NA,NA,NA
1867, Parlantes Subwoofer Icaro Halion 200w Usb Sd Fm Blueto Karao ,255,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436242028-parlantes-subwoofer-icaro-halion-200w-usb-sd-fm-blueto-karao-_JM,NA,NA,NA,NA,NA,#436242028,NA,NA,NA,NA
1868, Bose Soundlink Iii ,880,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LEONSHOGUM,https://articulo.mercadolibre.com.pe/MPE-435448956-altavoz-harman-kardon-onyx-studio-4-inalambrico-bluetooth-_JM,NA,NA,NA,NA,NA,#435448956,Harman Kardon,Onyx Studio 4,NA,NA
1869, Barra De Sonido Samsung Soundbar Hw-m360 Bluetooth 200w ,899,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/SANCHEZ_ANTONIO,https://articulo.mercadolibre.com.pe/MPE-436684278-bose-soundlink-iii-_JM,NA,NA,NA,NA,NA,#436684278,Bose,III,NA,Pasivo
1870," Ihome Ibt29bc Altavoz Bluetooth, Radio Fm Y Alarma ",420,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CONSORCIOLINEAHOGAR,https://articulo.mercadolibre.com.pe/MPE-432907237-barra-de-sonido-samsung-soundbar-hw-m360-bluetooth-200w-_JM,NA,NA,NA,NA,NA,#432907237,Samsung,NA,NA,NA
1871, Barra De Sonido Prolink Soundbar Sb-2170 Watts Bluetooth ,367,459,NA,(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PUNTOSOUTLET?brandId=168,https://articulo.mercadolibre.com.pe/MPE-436216047-ihome-ibt29bc-altavoz-bluetooth-radio-fm-y-alarma-_JM,NA,NA,NA,NA,NA,#436216047,NA,NA,NA,NA
1872, Altavoz Bluetooth Jbl Go 2 Original Azul ,150,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SENDS_VICTOR2010,https://articulo.mercadolibre.com.pe/MPE-436923183-barra-de-sonido-prolink-soundbar-sb-2170-watts-bluetooth-_JM,NA,NA,NA,NA,NA,#436923183,NA,NA,NA,NA
1873, Minicomponente Panasonic Bluetooth Sc-ua3pu 300w One Box ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(47 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,14,http://perfil.mercadolibre.com.pe/CABEPERU,https://articulo.mercadolibre.com.pe/MPE-434040108-altavoz-bluetooth-jbl-go-2-original-azul-_JM,12,1,1,0,0,#434040108,JBL,GO 2,3 W,Activo
1874, Anker Soundcore Altavoz Bluetooth Con 24 Horas De Tiempo De ,479,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435131991-minicomponente-panasonic-bluetooth-sc-ua3pu-300w-one-box-_JM,NA,NA,NA,NA,NA,#435131991,Panasonic,NA,NA,NA
1875, Bose Altavoz De Casa 500 Plata Home Speaker 500 Silver ,179,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSDA6454778,https://articulo.mercadolibre.com.pe/MPE-436465746-anker-soundcore-altavoz-bluetooth-con-24-horas-de-tiempo-de-_JM,NA,NA,NA,NA,NA,#436465746,Anker,A3102011,NA,NA
1876, Ihome Ibt62b - Altavoz Portátil Con Bluetooth ,2099,NA,NA,(33 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-435876965-bose-altavoz-de-casa-500-plata-home-speaker-500-silver-_JM,NA,NA,NA,NA,NA,#435876965,Bose,Speaker 500,NA,Activo
1877, Parlante Logitech Ue Roll Bluetooth Blue ,234,NA,"
			
				Nuevo
			
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-432429036-parlante-logitech-ue-roll-bluetooth-blue-_JM,NA,NA,NA,NA,NA,#432429036,Logitech,NA,NA,NA
1878, Caja Acustica Amplificada 12 Usb Sd Fm Bluetooth Francys Pro ,159,199,NA,(15 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PUNTOSOUTLET?brandId=168,https://articulo.mercadolibre.com.pe/MPE-436216149-ihome-ibt62b-altavoz-portatil-con-bluetooth-_JM,NA,NA,NA,NA,NA,#436216149,NA,NA,NA,NA
1879, Soundbar Philips Subwoofer Inalambrico Bluetooth Htl3140b ,633,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SAMPLES+MUSICALES,https://articulo.mercadolibre.com.pe/MPE-436131851-caja-acustica-amplificada-12-usb-sd-fm-bluetooth-francys-pro-_JM,NA,NA,NA,NA,NA,#436131851,NA,NA,NA,NA
1880, Bose Soundlink Color Ii Portable Wireless Speaker ,629,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-432512415-soundbar-philips-subwoofer-inalambrico-bluetooth-htl3140b-_JM,NA,NA,NA,NA,NA,#432512415,Philips,NA,NA,NA
1881," Soundbar Samsung 250watts,5.1 Ch,bluetooth,wifi Nuevo ",729,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MZWATCHES.SRL,https://articulo.mercadolibre.com.pe/MPE-433504981-bose-soundlink-color-ii-portable-wireless-speaker-_JM,NA,NA,NA,NA,NA,#433504981,Bose,Color II,NA,NA
1882, Soundbar Philips Htl3140b Barra De Sonido Bluetooth ,1049,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BUSINESS_ONLINE+BENJA,https://articulo.mercadolibre.com.pe/MPE-435274658-soundbar-samsung-250watts51-chbluetoothwifi-nuevo-_JM,NA,NA,NA,NA,NA,#435274658,Samsung,NA,NA,NA
1883, Contraentrega Domicilio Pk08 Karaoke Bluetooth 8 Pulgadas ,649,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO-PERU,https://articulo.mercadolibre.com.pe/MPE-432856608-soundbar-philips-htl3140b-barra-de-sonido-bluetooth-_JM,NA,NA,NA,NA,NA,#432856608,Philips,NA,NA,NA
1884, Sistema De Sonido Bluetooth 56w Klip Xtreme Kws-640 Negro ,179,NA,"
			
				Nuevo
			
			
		",(87 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VELBRO+PERU,https://articulo.mercadolibre.com.pe/MPE-434664107-contraentrega-domicilio-pk08-karaoke-bluetooth-8-pulgadas-_JM,NA,NA,NA,NA,NA,#434664107,NA,NA,NA,NA
1885, Barra De Sonido Samsung Hw-j250 A 200 Soles ,265,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-431771984-sistema-de-sonido-bluetooth-56w-klip-xtreme-kws-640-negro-_JM,NA,NA,NA,NA,NA,#431771984,Klip Xtreme,NA,56 W,NA
