search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Peso,Linha,Voltagem,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Resposta máxima em frequência,Resposta mínima em frequência,Cor
1755, Caixa Amplificada Bluetooth Multi-uso Nks Pk550 100w ,425,NA,4,5,12x,35.44,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETROCLASSE+COMERCI,https://produto.mercadolivre.com.br/MLB-1185187325-caixa-amplificada-bluetooth-multi-uso-nks-pk550-100w-_JM,NA,NA,NA,NA,NA,#1185187325,NKS,PK550,100 W,NA,NA,NA,NA,NA,NA,3.155 kg,NA,NA,NA,NA,23 cm,NA,33 cm,NA,NA,Preto
1756, Caixa Som Speaker Philco Pbs50 Extreme 50 W Bivolt+n/fis ,319,NA,4,4,12x,26.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COGO+VARIEDADES,https://produto.mercadolivre.com.br/MLB-1236700942-caixa-som-speaker-philco-pbs50-extreme-50-w-bivoltnfis-_JM,NA,NA,NA,NA,NA,#1236700942,Philco,PBS50 Speaker Extreme,50 W,NA,NA,NA,NA,NA,NA,1.12 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757, Caixa De Som Amplificadora Bluetooth Usb Pen Drive Aux.30rms ,66,NA,10,27,12x,5.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-925231544-caixa-de-som-amplificadora-bluetooth-usb-pen-drive-aux30rms-_JM,NA,NA,NA,NA,NA,#925231544,Yes,MS-144BT,15 W,NA,Redondo,De parede,Caixa,NA,1,NA,Reader Speaker,Bivolt,USB,NA,NA,NA,NA,80 kHz,18 kHz,NA
1758, Caixa Multiuso 10 Pol 120w Oneal Ocm 2910 Bluetooth Bateria ,17,NA,10,92,3x,6.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FREEWAY+DIGITAL,https://produto.mercadolivre.com.br/MLB-1280918943-mini-caixinha-som-bluetooth-prova-agua-para-banheiro-ventosa-_JM,NA,NA,NA,NA,NA,#1280918943,Universal,VENTOSA,0 W,0,0,De parede,0,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
1759, Mini Caixinha Som Bluetooth Prova Água Para Banheiro Ventosa ,155,NA,7,294,12x,14.90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RRBBAPPEPEREIRA,https://produto.mercadolivre.com.br/MLB-1126451634-jbl-g2-31w-caixa-de-som-speaker-bluetooth-original-_JM,NA,NA,NA,NA,NA,#1126451634,JBL,GO 2,3 W,3.1w,Passivo,portátil,3.1w,NA,1,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,180 Hz,Vibrant
1760," Jbl G2 3,1w Caixa De Som Speaker Bluetooth Original ",499,NA,7,2,12x,47.78,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/EMUSIC103,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Sk5RqDvRInzgM3tTv4QqfZ6sktezhvq7EpieYkaPRLHdJSEpC94cLaiALETRTXQXXzApnx%2FaID7IRD79ggDCSJXc%2BVZL%2FEgMWvdgy%2FEOGXSRupUFFJtNqCApfHKR35oBk%2BJr7k3NyfRYaq%2BcwcyVBbGmXy4AwC2XqwTPfaohr%2FM7ODxGmceM1IDfgjSumiG3Fay6vTHIX2Sm%2F17vhuPrHYj47TzWL1xaNFpFamuju%2F0JhdnYO70jw%2Flu0MgfiHUnpiteWW5zW4d%2BF6bvgkvfsD8%2Btx5u6bpQqShUfn53jqkzTXxE3I35wWqTyh%2BcEpfG00JOjUuP%2F%2Bxc%2BFWy%2Bcd4v4AtbRIi%2Fm0NqSd0SJhauQkUP%2BJOGNhsQik%2B3qUQUVjp9o3o%2FWjIGCbHU9x%2Fy5n6UNGFD3Xvtl%2BebhBOEmMnTeEutq75ZIUadmx5HLdz97S5bZIWsNYEIv3iGaVmO98VEFlHynmunwUx8XdIlEmTCmJveFXN5fYtuZ4OhlmnL020Djx1t990oa893lh5IyjuEccYRrv5bO2iVU9aDc73v6V%2BKCpEklHsK4ARRXuhhocrigoNLrh5RssKW2wJDtmhtAixhP78o%2BAeTw2ka5udrdt9GXtFOCxzjo54U7%2Bn%2FWSRQ8s%2FCM4wWTgGDGD4MJnTNXQvwCwvc25T9c2pKvns3XJBqSHzH1avmDD7Zkjmsqm2c7yjvOdRiDP7%2FZcisQmlmrGlswgJYOakXA5DvKh9X7pIXr1v4A8Rx%2FHO8E7xdEBF%2B78qkW5cHqd04NVFRHqwEKNZdtPreOq5ei0%2Bk2kBVIFBlvjt0aKPtf12ZbGo0yfH5yqMEzE843CIIsxws3g4Q5PxxVKGQl8bRlCHTaVA60mVv39LY5uWn42aEn%2FzVuxj15jV%2B7IW%2Bi52XkB8HsCrh9uYlv1g94EbReBNJjmXT%2BL%2BUkBUiv3c%2Fd0Ipj%2BMEjSuSv3jJGWKl8pVQ6rYa2fdRELxsWZtkNVTXAkjP1eUF8yTzaaSRhQ6%2BOCNEcsJw8NZ01X9NAYxzKGbr4s3PfNwufGBlfqALbB8pJXgveMozmOE7owoIhyRbpUhTiyl2%2BYkgQQJAhjg%2BJ23J1wkCqUAma%2FKMhqMjXndvv5GzFU%2FstbbZ9%2FmpWqacis%2BvSTfoNfjjjNtS5iRJiHzGijE4LXlof42gzt8g9i6YPGKbpzGkvdFAZgGY%2B%2FtWU49D0SUBVJW2prsGKyvz2uTxV6FPu7Iyk%2Fv2U4wYjvwbSAqtw7JFXCyAYTdcT7Ln6Lxn5hXI5%2BkNtDsBsIU570Zwg9tP%2FZl0M5ISGzuNS7fmNsZwceENNHAkczZcxnN5UW8MRi9aWxHynGvXgjY9UY7%2BTYtzoPDIFaoLyM7XmZy%2Ffohn8ML5L4L%2BKeeXMWRkXw51y8tMUcJur2Kbx6PVz7XaC%2Ba4olpbCrBf%2FpW0AtufTpmiP90L4gQgOpd01yTyAcdmeaJ1pv22Ar%2FY2jQ84L0q5dEW%2BNDIqvh8X6%2BdUEH1%2FL27cCpdgy8Cbn9cS76L4gQACyNA3fCasbm9Mn5h2GAipLcGL9HlJycS2HqaR89Ed3YPoyui%2B8HPEwGbdAPlGant1ZBagnQMP%2B4z6urfwWiYqMGeseDhMKGkFFbJJ0ORDwQbZ6drJ%2F4uT8Rc6MkY0eP2GXnM9XOChpqt52M9pQ0Rke75encMfxeOiTVRjYWfp7sHfv6tiZwrCLy1FFHROnKUexv7eLC5d%2FLUf5c6b7p76SO0jbe07HiRUmKHMsiT0L7dxn8b2FP0cAm3NLDkxFWkxzS1VE8z3tfB2rr%2Fqbt6Iw12NsxQt0abPwnt8Uyr0rGHT0zTm1%2FA8x%2BwUasRyyU8Cvq8%2FCHEzyFIZYx5ZjL4Zu972V0ac2sXzUdUlq0m8RH2yhdyno0J3JB8XHK0IBv73seb%2BOTMcA%3D,NA,NA,NA,NA,NA,#1129238360,O'Neal,OCM 2910,120 W,Caixa,NA,De piso,Caixa,NA,NA,4.75 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1761, Caixa Som Amplificada Portátil Cm 300 Bt Usb Fm 300w - Frahm ,522,NA,2,9999,12x,43.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FRASSATTOIMPORTS,https://produto.mercadolivre.com.br/MLB-1039830121-caixa-som-amplificada-portatil-cm-300-bt-usb-fm-300w-frahm-_JM,NA,NA,NA,NA,NA,#1039830121,Frahm,Frahm Cm 300 Bt,300 W,NA,Ativo/Passivo,Portátil,NA,NA,NA,3.9 kg,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762, Kit 10 Caixa Som Bluetooth Caixinha Prova Agua Banheiro Atac ,169,NA,4,995,12x,14.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELLECTRO.COM.BR,https://produto.mercadolivre.com.br/MLB-1234692784-kit-10-caixa-som-bluetooth-caixinha-prova-agua-banheiro-atac-_JM,NA,NA,NA,NA,NA,#1234692784,CYC,BTS-06,5 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,Branca
1763, Caixa De Som Bluetooth Usb Micro Sd Fm Aux Potente Home ,129,NA,4,22995,12x,10.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RELU+MAGAZINE,https://produto.mercadolivre.com.br/MLB-990056658-caixa-de-som-bluetooth-usb-micro-sd-fm-aux-potente-home-_JM,NA,NA,NA,NA,NA,#990056658,H'maston,B28S,10 W,NA,Woofer,NA,NA,NA,NA,800 g,CAIXA DE SOM HMASTON,NA,"USB, p2, bluetooth",NA,NA,NA,NA,NA,NA,NA
1764, Caixa Som Bluetooth Portátil Pen Drive Usb D-p2 Canhão Alça ,219,NA,1,99,12x,18.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,241,https://perfil.mercadolivre.com.br/BLACK+ONECARROS,https://produto.mercadolivre.com.br/MLB-1261575072-caixa-de-som-portatil-taramps-bt12-bt-12-bluetooth-e-p2-_JM,218,20,2,0,1,#1261575072,Taramps,BT 12,16 W,Caixa Portátil,Ativo,Portátil,Caixa,2.1,2,0.676 kg,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
1765, Caixa De Som Portatil Taramps Bt12 Bt-12 Bluetooth E P2 ,38,NA,9,4,6x,6.42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IMPORT+SPACE,https://produto.mercadolivre.com.br/MLB-1140848227-mini-caixa-som-bluetooth-portatil-radio-fm-usb-micro-sd-8w-_JM,NA,NA,NA,NA,NA,#1140848227,Grasep,BH1064,6 W,Woofer,Ativo/Passivo,Mesa,Caixa,2.1,1,465 g,Portatil,DC5V,USB,NA,12 cm,9 cm,14 cm,22000 Hz,120 Hz,NA
1766, Mini Caixa Som Bluetooth Portátil Rádio Fm Usb Micro Sd 8w ,174,NA,9,7,12x,16.72,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CRSPSHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Yw9nhB7AVeISZuON57F3OLm9fCcFnikqLVF6gP8oiWDRs4KAr6FxJHBOGsmjeYj5rCbGKQcVBkKnXr754wh%2BAHd32OfXqdJZTYKJ02RvdNuQJNzlZ92nbFGmMnACBQ4ixkdjeUM7o%2BtOWLe3FMddXIIM1NVwQklJHS6Md%2FQrcMRW6Q6G8bggiAqpthGtSYlgvs%2BkDEWH9edZdrACBrbegOEkqnZvJ6vnJqI1idT8QK3O92gZd9oy%2F6GhS7P9aAVJg2QcPqD02Ra0NoIi2P5fACXgCiacJwaE9CzXlHzlni6CXKwZ9S0zM%2BbD9yCqTdzotAkDQnKmGCVVcZzirin0qpK%2F7Fq4X%2Fe7wW1xdVndrP73QsMKkrMaWbjxJX3vruj5h9hp8MIf9XnE%2FpFWuWl%2BKrXGsfdUt02h8AUnVsQxIRkedIiVyoNfkxQbobsydn90t9GuJ3IhAts6OW8Ac8KaaNwcLxat48cE2lrJKYfduxMojE9RSx0R7r5OjccyPP3nKNCD1WrmpHoQFO0Zm5mZj9Ep1vDESN%2FBksoGkerMQ%2FXvSV3Gli8wESHtpD9xCbbKThWZ3TkM2aVmuJ20z%2Bi1O7nzmeJzq%2BW5PR5cLq8ngXW81BAWh2eOaVDGXLYFcimhoAR79QUmKwiiIiuLNiHr36mwRelBiyYxCx41%2Fqr4%2FgZKzAWVxTibnYP38G7cJgtnUC1WcmgivMhpWioN1c231oKs8w6b%2Bt1n4q8O%2Bii9G59ro4tmJTTlu9%2FuVnwawXnVVkWkR5jKaA0nhYKxwk8oWvlwyMjPer51Uhj9tiFriQEoiEbmgeIIzhqLL3DZ6H9M%2BehoyLsFbaKfcrrajdchXjk%2FJ%2BqSnSWVkuIu1W%2Bd%2FTOzi7ijJzYS%2FknyVJvCgbFGoOvTe5yauJjysMz1ALUqAl5lKApbHqQ8nfoHM6X%2FlLnBjeEcgqx94iPt9blXGep05mZd0XiUBjBvIuRkbQH9HgYpC7ZRUJ5XrqL9pyj4g0SjGY%2Fq61vQJyCXUpC0tfsFMxzroQAXIMAv8cedYukjVYbQwry3i6Jk9mZ21m05bFmsAa3UgyjKZoN0I8ViWNpksvX6HX78lZCd54YfLezbOPDwXdWvCHZsmYE4pk62IJ0YVMaq3PLfXiW0G%2FgCrHl3qMdG0Njf1VvxhwHAsXSh%2BaGvPqkDZkR87jbNa94%2BnwN4dxb9IKfh49dwMJix2GZK2KUS%2B90lT7aswWS1%2FhuXwdTEu4ApJwx40mOpDZDVw77wrHCcHYnGYNjOOavILfjp9Flzqu2WT%2FGiSN%2FJFDfueX%2BF8nOwvJCsOCGo6V7gdsTZhnilFWvMe0dukL82mSk7OJ51%2F0GjjiLUjszq9YeDoX8pEzEFu77gP5V7qb%2BSXX%2F3qWKw9suvCThHplf4OktRv9X5TgS27P3CGttaHKeOBSbdt6ahIsZaUEpebKYEP7hwBLW%2FJmXUTE69uLoFEKnCAaV6SVWYkTWDa5kK6RB1KdBwcExZHk%2FsfuXFWfvTmRLtogETTOAwWCKTEdSD%2BFNpiBPf5My02w%2FYMPTpNGMci4Sb%2BgMwtrLNZULxQnkQyDKzBKNUk5DJ%2BIEWCaxHJ7l%2FzdBf3XdnUcUOrLMXsv%2F6e6OMJqESad0DFbedtkcn0YnaQSAZ30z8C6pQRArsrP0CW3nQ%2FPkRjwsWfmmwbGFNFbHDjxd7e8kZOplcQ3bXPpjN9kj6GQg9nQNXUkZXeENRkOPM%2FTIuFCoR82GiYdr1pG3MVGIDSYXccVrxB%2FzDR2g4w%2F9vQCJIG0YShBpkyi8K8prG0PR%2FIRogCLjKapFtz9tAmpLhk3vF2BfadgSelMhCgvOkNWgJ%2Bzqadg7MRU7BOTbsVpC%2FRpJuHoI8O7VusKD93hENm4Jd73Bvm1lgKOfrwb%2FbnpY0h%2B7bDPs0G9kKNg%3D%3D,NA,NA,NA,NA,NA,#1274988746,Grasep (Knup),DP-2,24 W,REDONDO,Ativo,"PRAIA , BALADA , CASA , SITIO",REDONDO,2.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
1767, Caixa De Som Bluetooth 120w Rms Partybox 300 Jbl Oficial Nf ,2598,NA,1,1,12x,216.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,34,https://perfil.mercadolivre.com.br/RON_LANARAMALHO,https://produto.mercadolivre.com.br/MLB-1201953612-caixa-de-som-bluetooth-120w-rms-partybox-300-jbl-oficial-nf-_JM,29,4,0,0,1,#1201953612,JBL,PartyBox 300,120 W,Tweeter,Woofer,Portatil,Caixa,NA,1,15.84 kg,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
1768, Caixa Som Jbl Blutooth Partybox 300 Preta ,2699,NA,1,3,12x,224.92,NA,Entrega a combinar com o vendedor,NA,NA,4.8,34,https://perfil.mercadolivre.com.br/TOPSERRANA,https://produto.mercadolivre.com.br/MLB-1189626309-caixa-som-jbl-blutooth-partybox-300-preta-_JM,29,4,0,0,1,#1189626309,JBL,PartyBox 300,120 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 kHz,20 Hz,NA
1769, Caixa Musica Som Bluetoot Amplificadora Spotify Youtube 316 ,65,NA,36,48,12x,5.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,2,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-935369771-caixa-musica-som-bluetoot-amplificadora-spotify-youtube-316-_JM,0,1,1,0,0,#935369771,Yes,MS-316BT,8 W,NA,Ativo,NA,Caixa,NA,2,NA,Mobile Multimedia Speaker,NA,Auxiliar,NA,NA,NA,NA,108 MHz,87.5 MHz,NA
1770, Caixa De Som Bluetooth Q3 Pendrive Wireless Speaker Ruize ,40,NA,8,93,6x,7.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VIVA+COMERCIOS,https://produto.mercadolivre.com.br/MLB-980012179-caixa-de-som-bluetooth-q3-pendrive-wireless-speaker-ruize-_JM,NA,NA,NA,NA,NA,#980012179,WM,Q3+,NA,NA,Mini tweeter,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
1771, Kit 10 Caixa De Som Bluetooth Atacado Aprova Dagua Banheiro ,210,NA,22,7,12x,17.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-918579087-kit-10-caixa-de-som-bluetooth-atacado-aprova-dagua-banheiro-_JM,1,0,0,0,0,#918579087,Yes,BTS-06,3 W,NA,NA,NA,Caixa,NA,NA,NA,Portatil,(Bivolt),Auxiliar,80 dB,NA,NA,NA,NA,NA,Branca
1772, Speaker Anker Soundcore 2 Bluetooth Original *envio Imediato ,279,NA,10,3,12x,23.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/RAMONTECCHIO,https://produto.mercadolivre.com.br/MLB-1217284050-speaker-anker-soundcore-2-bluetooth-original-envio-imediato-_JM,1,0,0,0,0,#1217284050,Anker,SoundCore 2,12 W,NA,NA,NA,NA,NA,NA,414 g,SoundCore,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773, Jbl Xtreme 2 Original 100% - Pronta Entrega Lacrada ,1349,NA,1,1,12x,112.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1871,https://perfil.mercadolivre.com.br/CHERRY+IMPORT,https://produto.mercadolivre.com.br/MLB-1173128134-jbl-xtreme-2-original-100-pronta-entrega-lacrada-_JM,1217,321,170,67,96,#1173128134,JBL,Extreme2,40 W,Subwoofer,-1,-1,Caixa,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774, Caixa De Som Portátil Mifa A Prova D'àgua Bluetooth 4.0 ,120,NA,9,17,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NANDOALEM%C3%83O2010,https://produto.mercadolivre.com.br/MLB-1015858519-caixa-de-som-portatil-mifa-a-prova-dgua-bluetooth-40-_JM,NA,NA,NA,NA,NA,#1015858519,MIFA,F-1,3 W,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
1775, Caixa De Som Portátil Aca 200 Turbo 200w Bluetooth Amvox ,469,NA,2,3,12x,39.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1201280432-caixa-de-som-portatil-aca-200-turbo-200w-bluetooth-amvox-_JM,NA,NA,NA,NA,NA,#1201280432,Amvox,ACA 200 Turbo,200 W,NA,NA,NA,Caixa,NA,NA,5.75 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1776, Mini Caixa Som Portatil 5w Ultrapotent Bluetooth Mp3 Usb Fm ,25,NA,43,252,5x,5.64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,2,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-868684996-mini-caixa-som-portatil-5w-ultrapotent-bluetooth-mp3-usb-fm-_JM,0,1,1,0,0,#868684996,Beats,WS-887,5 W,NA,NA,NA,NA,NA,1,NA,Bluetooth Speaker,Bivolt,USB,80 dB,NA,NA,NA,NA,NA,NA
1777, Mini Caixinha Som Bluetooth Portátil Prova De Água Ventosa ,20,NA,20,3,4x,5.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MANIC+STORE,https://produto.mercadolivre.com.br/MLB-1254711254-mini-caixinha-som-bluetooth-portatil-prova-de-agua-ventosa-_JM,NA,NA,NA,NA,NA,#1254711254,Importado,BTS-06,NA,mini Tweeter,Mini tweeter,De parede,Caixa,NA,1,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
1778, Auto Falante Caixa De Som Jbl - Xtreme - Original (2 Peças) ,380,NA,5,2,12x,36.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1871,https://perfil.mercadolivre.com.br/PRODUTOS+PREMIUM,https://produto.mercadolivre.com.br/MLB-1158419643-auto-falante-caixa-de-som-jbl-xtreme-original-2-pecas-_JM,1217,321,170,67,96,#1158419643,JBL,Xtreme,40 W,NA,Passivo,NA,NA,NA,1,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
1779, Caixa De Som Bluetooth 3w Com Suporte Celular Mp3 Usb Sd ,31,NA,5,4,6x,5.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SITA+ELETRONICS,https://produto.mercadolivre.com.br/MLB-987980603-caixa-de-som-bluetooth-3w-com-suporte-celular-mp3-usb-sd-_JM,NA,NA,NA,NA,NA,#987980603,SM,Q3,3 W,NA,Subwoofer,mesa,Caixa,5.1,NA,360 g,NA,NA,Auxiliar,NA,NA,NA,6 cm,NA,NA,NA
1780, Caixa Acústica Jbl Bluetooth Ativa Js15bt 200w Usb Sd Card ,1446,NA,3,77,12x,120.54,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,65,https://perfil.mercadolivre.com.br/STORECAR+02,https://produto.mercadolivre.com.br/MLB-1188561313-caixa-acustica-jbl-bluetooth-ativa-js15bt-200w-usb-sd-card-_JM,49,9,5,0,2,#1188561313,JBL,JS-15BT,200 W,Woofer,Ativo,NA,Caixa,NA,NA,NA,NA,NA,"USB, Plug, Leitor SD",NA,NA,NA,NA,NA,NA,NA
1781, Caixa De Som Ecopower Ep-s308 - 8 Polegadas -- Bluetooth ,357,NA,4,13,12x,34.21,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,3,https://perfil.mercadolivre.com.br/APTA1529163,https://produto.mercadolivre.com.br/MLB-1198868092-caixa-de-som-ecopower-ep-s308-8-polegadas-bluetooth-_JM,2,0,0,1,0,#1198868092,Ecopower,Ep-308,300 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA,NA,NA
1782, Caixa Caixinha Som Amplificada Bluetooth Mp3 Usb Cartao E83 ,82,NA,11,18,12x,7.90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BRANCASHOP,https://produto.mercadolivre.com.br/MLB-941498748-caixa-caixinha-som-amplificada-bluetooth-mp3-usb-cartao-e83-_JM,NA,NA,NA,NA,NA,#941498748,Yes,MS-188BT,NA,NA,NA,NA,NA,NA,1,300 g,Caixa De Som Bluetooth Amplificada,BI-VOLT 110/220,Auxiliar,NA,NA,NA,NA,NA,NA,NA
1783, Conector Usb Caixa Som Jbl Charge 3 Original C/ Placa ,179,NA,22,9,12x,17.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2376,https://perfil.mercadolivre.com.br/PRODUTOS+PREMIUM,https://produto.mercadolivre.com.br/MLB-1150101563-conector-usb-caixa-som-jbl-charge-3-original-c-placa-_JM,1764,336,136,53,87,#1150101563,JBL,Charge 3,20 W,NA,NA,NA,NA,NA,2,NA,NA,NA,USB,80 dB,NA,NA,NA,20 kHz,65 Hz,NA
1784, Caixa Som Portátil Taramps Bt-10 Bluetooth Semelhante Jbl ,115,NA,3,9999,12x,9.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,51,https://perfil.mercadolivre.com.br/FRASSATTOIMPORTS,https://produto.mercadolivre.com.br/MLB-1029188028-caixa-som-portatil-taramps-bt-10-bluetooth-semelhante-jbl-_JM,43,7,1,0,0,#1029188028,Taramps,Caixa de Som Bt-10 3wrms Bluetooth,9 W,Caixa,Ativo,NA,Caixa,7.1,NA,NA,NA,NA,Auxiliar,NA,8.5 cm,4.3 cm,7.8 cm,NA,NA,NA
1785," System Lg Torre Xboom Ok75, 1.000w Rms - Bluetooth ",1590,NA,2,30,12x,151.96,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJAS+MULTISOM?brandId=972,https://produto.mercadolivre.com.br/MLB-1172568625-system-lg-torre-xboom-ok75-1000w-rms-bluetooth-_JM,NA,NA,NA,NA,NA,#1172568625,LG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786, 5 Unidades Caixinha De Som Bluetooth Atacado Revenda Barato ,120,NA,17,2,12x,11.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JAGUAR+IMPORT,https://produto.mercadolivre.com.br/MLB-1150792962-5-unidades-caixinha-de-som-bluetooth-atacado-revenda-barato-_JM,NA,NA,NA,NA,NA,#1150792962,Mini Speaker ws 887,Ws 887,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
1787, Caixa Jbl Flip 4 Camuflada Bluetooth Original Pronta Entrega ,489,NA,50,9,12x,46.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2909,https://perfil.mercadolivre.com.br/PRIMOS+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1016257320-caixa-jbl-flip-4-camuflada-bluetooth-original-pronta-entrega-_JM,2642,188,38,11,30,#1016257320,JBL,Flip 4,16 W,Ativos,Subwoofer,NA,Caixa,5.1,NA,515 g,Flip Series,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788, Caixa De Som Jbl Extreme Original Nota Fiscal Garantia 1 Ano ,1269,NA,3,4,12x,105.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1871,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1046835581-caixa-de-som-jbl-extreme-original-nota-fiscal-garantia-1-ano-_JM,1217,321,170,67,96,#1046835581,JBL,Xtreme,40 W,NA,Passivo,NA,Caixa,NA,1,2.112 g,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
