search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Linha,Voltagem,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Quantidade de alto-falantes,Resposta máxima em frequência,Resposta mínima em frequência
21, Mini Caixa De Som Rádio Fm Am Sw Portátil Mp3 Player Usb Sd ,55,NA,382,3,10x,6.36,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/PLACECOMPRAS,https://produto.mercadolivre.com.br/MLB-1189229037-mini-caixa-de-som-radio-fm-am-sw-portatil-mp3-player-usb-sd-_JM,20,2,0,0,1,#1189229037,Briwax,BX-667 / BX-670,NA,3 W,Caixa,USB,NA,NA,NA,NA,830 g,NA,NA,Tweeter,Tweeter,De piso,2.1,NA,NA,NA
22, Caixa De Som Speaker Google Home Mini Wi-fi Vitrine ,174,NA,805,28,12x,14.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,30,https://perfil.mercadolivre.com.br/CLICOU_TELECOM,https://produto.mercadolivre.com.br/MLB-1137932763-caixa-de-som-speaker-google-home-mini-wi-fi-vitrine-_JM,23,5,1,0,1,#1137932763,Google Home Mini,Google Home Mini,NA,3 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,"Caixa de som, Speaker, Assistente Pessoal","Caixa de som, Speaker","Mesa, escritorio, sala, quarto",5.1,1,NA,NA
23, Caixa Som Bluetooth Jbl Xtreme 2 40w Preta Jblxtreme2pto ,1039,NA,253,237,12x,86.67,NA,Envio para todo o país,NA,NA,4.6,157,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1182693732-caixa-som-bluetooth-jbl-xtreme-2-40w-preta-jblxtreme2pto-_JM,118,24,9,1,4,#1182693732,JBL,Xtreme,NA,40 W,NA,NA,80 dB,136 mm,132 mm,288 mm,NA,NA,NA,NA,Passivo,NA,NA,1,NA,NA
24, Caixa Som Portátil Recarregavel 2900w Multiuso Amvox ,529,NA,338,35,12x,50.65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,12,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1074171591-caixa-som-portatil-recarregavel-2900w-multiuso-amvox-_JM?searchVariation=31654758121,9,2,1,0,0,#1074171591,AMVOX,Caixa Amplificada Bluetooh Portátil,NA,290 W,Torre,USB,NA,NA,NA,NA,NA,Caixa de som amplificada bluetooth,NA,NA,Torre,NA,2.1,NA,108 MHz,87.5 MHz
25, Caixa De Som Bluetooth Amplificada Portátil Bateria Usb 700w ,184,NA,1083,118,12x,17.63,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,167,https://perfil.mercadolivre.com.br/A7NOVIDADES,https://produto.mercadolivre.com.br/MLB-1139499740-caixa-de-som-bluetooth-amplificada-portatil-bateria-usb-700w-_JM,123,23,9,8,4,#1139499740,Infokit,VC-M31BT,NA,12 W,Torre,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão, P10 Microfone, P10 Instrumento Musicais, Violão, Guitarra, Baixo",80 dB,NA,NA,NA,NA,Bluetooth,NA,"Subwoofer, Twitter",Ativo/Passivo,"Festas, Eventos, Sala, TV, Notebook, PC, Computador, Celular",5.1,3,NA,NA
26, Caixa Som Musica Caixinha Smartphone Android Bluetooth ,39,NA,1702,23,6x,7.31,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,105,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-910970810-caixa-som-musica-caixinha-smartphone-android-bluetooth-_JM,96,8,1,0,0,#910970810,Wireless Speaker,HF-Q3,NA,5 W,Caixa,USB,NA,9.5 cm,9.5 cm,10.8 cm,480 g,Portátil,5V,Woofer,Ativo/Passivo,Mesa,2.1,1,NA,NA
27, Caixa De Som Jbl Boombox Original 1 Ano De Garantia Com Nf ,1899,NA,267,190,12x,158.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,552,https://perfil.mercadolivre.com.br/DIRETOCOMVOCE?brandId=1328,https://produto.mercadolivre.com.br/MLB-1001522471-caixa-de-som-jbl-boombox-original-1-ano-de-garantia-com-nf-_JM,434,47,21,21,29,#1001522471,JBL,Boombox,NA,60 W,Não se aplica, ,80 dB,NA,NA,NA,5.25 kg,Caixa Portátil,Bivolt,Não se aplica,Portátil,Não se aplica,não se aplica,2,20 kHz,20 Hz
28, Caixa Som Bluetooth Portátil Amplificada Mp3 Usb 2 Microfone ,224,NA,197,6,12x,21.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,12,https://perfil.mercadolivre.com.br/GOLD_TECH,https://produto.mercadolivre.com.br/MLB-1228293421-caixa-som-bluetooth-portatil-amplificada-mp3-usb-2-microfone-_JM,9,3,0,0,0,#1228293421,Briwax,FBX-107,NA,40 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA,NA,Tweeter,Tweeter,NA,2.1,NA,NA,NA
29, Caixa Caixinha Som Portátil Usb Bluetooth P2 Fm Mp3 ,28,NA,694,5,5x,6.35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,22,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191652215-caixa-caixinha-som-portatil-usb-bluetooth-p2-fm-mp3-_JM,18,3,0,1,0,#1191652215,Goldenultra,GT-356BT,NA,8 W,Caixa, ,NA,NA,NA,NA,NA,NA, ,NA, ,NA,NA,NA,NA,NA
30," Caixa De Som Jbl, Wind, Bluetooth, 3 Watts, Preto - Jblwind ",206,NA,1212,779,12x,17.25,NA,Envio para todo o país,NA,NA,4.7,251,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1068923654-caixa-de-som-jbl-wind-bluetooth-3-watts-preto-jblwind-_JM,210,26,11,1,3,#1068923654,JBL,28910851,NA,3 W,Caixa,NA,NA,NA,NA,NA,340 g,NA,NA,Woofer,Ativo,"Moto, bicicleta",.,1,NA,NA
31, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,36,NA,776,5,6x,6.84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,30,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190350399-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,21,2,3,2,2,#1190350399,Goldenultra,Torre,NA,10 W,Caixa,USB,NA,NA,NA,NA,NA,Caixa de Som,Bivolt,NA,Ativo/Passivo,NA,NA,NA,NA,NA
32, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,159,NA,483,2,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,31,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,30,0,1,0,0,#1208611850,Goldenultra,Ws-887,Pele,3 W,NA, ,NA,NA,NA,NA,NA,NA, ,NA, ,NA,NA,NA,NA,NA
33, Caixa Caixinha Som Portátil Bluetooth Mp3 Pen Drive 200w E83 ,31,NA,7100,2,6x,5.90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,649,https://perfil.mercadolivre.com.br/FLATSHOP,https://produto.mercadolivre.com.br/MLB-755110784-caixa-caixinha-som-portatil-bluetooth-mp3-pen-drive-200w-e83-_JM,424,134,60,12,19,#755110784,Altomex,Não Descrito,NA,6 W,Caixa,USB,NA,NA,NA,NA,300 g,Caixa de Som portátil,Alimentação USB,Subwoofer,Woofer,Casa / Parque / Praia / Viagem / etc,NA,1,NA,NA
34, Caixa Som Amplificada Bluetooth Portátil Mp3 Rádio Fm Usb P2 ,71,74,2464,5,12x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,175,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1154336658-caixa-som-amplificada-bluetooth-portatil-mp3-radio-fm-usb-p2-_JM,144,18,9,2,2,#1154336658,Altomex,AL-M01,NA,10 W,Caixa,USB,NA,NA,NA,NA,700 g,Caixa de Som,NA,Tweeter,Tweeter,Portátil,Não,NA,NA,NA
35, Caixa De Som Jbl Go 2 Portátil 3w Bluetooth Original ,179,NA,171,3,12x,14.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1569,https://perfil.mercadolivre.com.br/ELETROPRINTER,https://produto.mercadolivre.com.br/MLB-1243855044-caixa-de-som-jbl-go-2-portatil-3w-bluetooth-original-_JM,1439,100,19,5,6,#1243855044,JBL,GO 2,NA,3 W,Quadrado,NA,80 dB,NA,NA,NA,184 g,NA,NA,NA,NA,Portátil,NA,NA,NA,NA
36, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,199,NA,467,4,12x,16.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,166,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097032335-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,115,27,14,6,4,#1097032335,Briwax,FBX-103,NA,25 W,Torre,Entrada para Microfone P2 e P10,NA,NA,NA,NA,2.4 kg,NA,NA,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos, Conexões com Vilão",5.1 - Bluetooth,NA,NA,NA
37, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,189,NA,317,9,12x,18.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,12,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097047029-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,11,1,0,0,0,#1097047029,IMPORTADO RPC,FBX-103,Preto,25 W,Torre,Entrada para Microfone P2 e P10,NA,NA,NA,NA,2.4 kg,BLIETOOTH,BIVOLT AUTOMÁTICO 110/220V,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos",BLUETOOTH,NA,NA,NA
38, Caixa Som Bluetooth Xtreme Mini Potente 40w Rms Radio Fm ,139,NA,522,659,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1933,https://perfil.mercadolivre.com.br/LACORTE+IMPORTS,https://produto.mercadolivre.com.br/MLB-1252145655-caixa-som-bluetooth-xtreme-mini-potente-40w-rms-radio-fm-_JM,1250,334,181,68,100,#1252145655,JBL,Com LED,NA,40 W,Caixa,USB,80 dB,NA,NA,NA,780 g,NA,NA,Subwoofer,Subwoofer,Portatil,5.1,1,20 kHz,70 Hz
39, Caixa Bluetooth Jbl Go2 Original Lacrada Várias Cores ,148,NA,614,112,12x,12.39,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1569,https://perfil.mercadolivre.com.br/VRJ+IMPORTS,https://produto.mercadolivre.com.br/MLB-1222327188-caixa-bluetooth-jbl-go2-original-lacrada-varias-cores-_JM,1439,100,19,5,6,#1222327188,JBL,GO 2,NA,3 W,Caixa,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,NA,Caixa bluetooth,Woofer,De piso,5.1,1,NA,NA
40, Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd Rádio Fm ,19,NA,882,10,3x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,30,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1196773201-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-radio-fm-_JM,26,1,2,0,1,#1196773201,Goldenultra,Ws-887,NA,3 W,NA, ,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA
41, Caixa Caixinha De Som Portátil Bluetooth Exbom M33bt Mp3 Fm ,49,NA,462,37,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,34,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-939772594-caixa-caixinha-de-som-portatil-bluetooth-exbom-m33bt-mp3-fm-_JM,23,8,3,0,0,#939772594,Exbom,CS-M33BT,NA,10 W,Caixa,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão",NA,NA,NA,NA,NA,Bluetooth,110/220v Bi-volt ou 5v USB,Subwoofer,Ativo/Passivo,"Sala, Quarto, Cozinha, Praia, Sítio",1.1,2,20 kHz,85 Hz
42, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,24,NA,265,7,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,1,#1081373892,Importado,WS-887,NA,5 W,Caixa,NA,NA,NA,NA,NA,249 g,Caixa De Som Portátil,110V/220V (Bivolt),Subwoofer,Subwoofer,Portatil,7.1,NA,NA,NA
43, Kit Caixa Som Bluetooth Caixinha Usb Sd Rádio - Atacado 4 Un ,125,NA,348,63,12x,11.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,12,https://perfil.mercadolivre.com.br/TG-SANTOS,https://produto.mercadolivre.com.br/MLB-1078576031-kit-caixa-som-bluetooth-caixinha-usb-sd-radio-atacado-4-un-_JM,9,2,0,0,1,#1078576031,Grasep,D-BH1064,NA,6 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Subwoofer,Mini tweeter,Portátil,2.1,NA,NA,NA
44, Caixa Som Bluetooth 5000w Potente Amplificada Amvox ,779,NA,163,28,12x,74.55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,168,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166277766-caixa-som-bluetooth-5000w-potente-amplificada-amvox-_JM,119,29,11,4,5,#1166277766,AMVOX,ACA 501,NA,500 W,Caixa,USB,NA,NA,NA,NA,NA,NA,110V/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA
45, Caixa De Som Grande Amplificada Via Bluetooth Grave Karaoke ,250,NA,125,7,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/HDV.VENDAS,https://produto.mercadolivre.com.br/MLB-1188152243-caixa-de-som-grande-amplificada-via-bluetooth-grave-karaoke-_JM,3,0,0,0,0,#1188152243,Briwax,BX-668,NA,20 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,Woofer,NA,Portátil,NA,NA,NA,NA
46, Caixa Amplificada Ativa Edifier - R1700bt - Bluetooth 66w ,899,NA,78,4,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,26,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1000777273-caixa-amplificada-ativa-edifier-r1700bt-bluetooth-66w-_JM,25,1,0,0,0,#1000777273,Edifier,R1700BT,NA,66 W,Caixa,RCA,NA,NA,NA,NA,3.3 kg,NA,NA,Woofer,Tweeter,"Estudios, Som Ambiente, Sala, Quarto",2.0,NA,NA,NA
47, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,54,NA,563,2,10x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,26,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,19,3,2,1,1,#1175966463,Goldenultra,GT-356BT,Pele,8 W,Caixa,"P2, USB,Leitor SD, Auxiliar P2",NA,NA,NA,NA,518 g,NA,Bivolt,NA,Portátil ,NA,NA,NA,NA,NA
48, Mini Caixinha Som Bluetooth Portátil Prova Água Ventosa ,22,NA,261,5,4x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,8,https://perfil.mercadolivre.com.br/DIGITAL+JE,https://produto.mercadolivre.com.br/MLB-1049750580-mini-caixinha-som-bluetooth-portatil-prova-agua-ventosa-_JM,6,0,1,0,1,#1049750580,Importado,BTS-06,NA,3 W,Redondo,NA,80 dB,NA,NA,NA,NA,NA,NA,Tweeter,Woofer,"Vidro, Azulejo",2.1,NA,NA,NA
49, Caixinha Caixa De Som Usb Bluetooth Charge 2 Mini ,69,NA,306,99,12x,6.68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,9,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1170112341-caixinha-caixa-de-som-usb-bluetooth-charge-2-mini-_JM,3,3,2,1,0,#1170112341,Importado,MS-144BT,NA,15 W,Caixa,USB,80 dB,NA,NA,NA,NA,Top,NA,Super tweeter,Ativo,todos,5.1,2,NA,NA
50," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",339,NA,2425,858,12x,32.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,281,https://perfil.mercadolivre.com.br/PIU+SHOP?brandId=1849,https://produto.mercadolivre.com.br/MLB-680896899-caixa-multiuso-amplificada-50-rms-8-bluetoothusbsdfmcont-_JM,191,58,24,3,4,#680896899,Datrel,DMU-8.50 BLUETOOTH,NA,50 W,Caixa,RCA,NA,NA,NA,NA,NA,Multiuso,110V/220V (Bivolt),Woofer,Caixa,De piso,NA,1,NA,NA
51, Caixa Caixinha Som Bluetooth Portátil Mp3 Fm Am Retrô 550w ,59,NA,357,3,10x,6.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191675274-caixa-caixinha-som-bluetooth-portatil-mp3-fm-am-retr-550w-_JM,20,1,1,0,1,#1191675274,Grasep,Df-6,NA,8 W,Caixa,"USB, Leitor SD, Auxiliar",NA,NA,NA,NA,NA,NA,NA,Subwoofer,Subwoofer,"Portátil, De piso",5.1,NA,NA,NA
52, Caixa Som Bluetooth Churrasco Festa 500w Rms Amvox ,749,NA,174,28,12x,71.68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,168,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166296703-caixa-som-bluetooth-churrasco-festa-500w-rms-amvox-_JM,119,29,11,4,5,#1166296703,AMVOX,ACA 501,NA,500 W,Caixa,P2,NA,NA,NA,NA,NA,Caixa amplificada Bluetooth,110/220 V,NA,Ativo,NA,NA,NA,NA,NA
53, Caixa De Som Portatil Jbl Boombox Original Bluetooth Usb ,1847,NA,177,19,12x,154.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,552,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1061725482-caixa-de-som-portatil-jbl-boombox-original-bluetooth-usb-_JM,434,47,21,21,29,#1061725482,JBL,Boombox,Preto,60 W,Caixa,USB,80 dB,NA,NA,NA,5.25 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
54, Caixa Som Bluetooth Amplificada 1800w Pmpo Karaokê Mp3 Fm Sd ,250,NA,516,2,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066259-caixa-som-bluetooth-amplificada-1800w-pmpo-karaok-mp3-fm-sd-_JM,6,1,1,0,0,#1131066259,Briwax,FBX-108,NA,40 W,Torre,Entrada para Microfone,NA,NA,NA,NA,NA,NA,Bivolt,Woofer,Subwoofer,De piso,2.1,2,80 kHz,18 kHz
55, Caixa Som Bluetooth Amplificada 65w Rms Mp3 Fm Usb Microfone ,179,NA,957,14,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,100,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-998492307-caixa-som-bluetooth-amplificada-65w-rms-mp3-fm-usb-microfone-_JM,67,20,4,3,6,#998492307,Briwax,FBX-105,NA,65 W,Caixa,"Pendrive, Microfone, MicroSD, P2, Auxiliar, P10",NA,NA,NA,NA,NA,Premium+,NA,Woofer,Ativo/Passivo,De piso,5.1,NA,NA,NA
56, Caixa De Som Bluetooth Amplificada 40w Rms Karaokê Mp3 Fm Sd ,212,NA,180,13,12x,20.36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,9,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066256-caixa-de-som-bluetooth-amplificada-40w-rms-karaok-mp3-fm-sd-_JM,7,0,0,0,2,#1131066256,Briwax,FBX-107,NA,40 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA,Bivolt,Tweeter,Tweeter,De piso,2.1,2,80 kHz,18 kHz
57, Caixa Amplificada Multi Connect 120w Mco-06 Mondial Bivolt ,108,NA,280,86,12x,10.32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,22,https://perfil.mercadolivre.com.br/TEEMDOBRASIL,https://produto.mercadolivre.com.br/MLB-903132850-caixa-som-bluetooth-fm-auxiliar-compre-1-e-leve-2-_JM,19,1,0,0,2,#903132850,Teem,TM 5002,NA,40 W,EMBUTIDO,Auxiliar,NA,NA,NA,NA,NA,SPEAKER,NA,Estéreo,STÉREO,MESA,88-110,NA,NA,NA
58," Caixa Amplificadora Mondial Mco-07,usb, Bluetooth, 80w Rms ",448,NA,2980,1366,12x,37.33,NA,Envio para todo o país,NA,NA,4.9,516,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-914225881-caixa-som-bluetooth-jbl-potncia-16w-ios-android-preto-flip4-_JM,463,38,7,3,4,#914225881,JBL,Flip 4,NA,16 W,NA,NA,80 dB,175 mm,66 mm,66 mm,NA,Flip Series,NA,NA,Ativo,NA,NA,NA,NA,NA
59, Caixa Som Bluetooth Retrô Vintage Rádio Am Fm Sw Mp3 Usb Aux ,1158,NA,29,22,12x,96.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,157,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1225797213-caixa-de-som-jbl-xtreme-2-preto-40w-original-c-nota-fiscal-_JM,118,24,9,1,4,#1225797213,JBL,Xtreme 2,NA,40 W,Caixa,NA,80 dB,NA,NA,NA,2.393 kg,NA,NA,NA,Tweeter,NA,NA,1,20 kHz,70 Hz
60, Mini Caixinha Som Bluetooth Portátil Prova De Água Ventosa ,149,NA,128,3,12x,14.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,39,https://perfil.mercadolivre.com.br/CLGARCIAGARCIA,https://produto.mercadolivre.com.br/MLB-1218294568-jbl-go-2-original-a-prova-de-agua-3-wats-apenas-preta-_JM,36,2,1,0,0,#1218294568,JBL,GO 2,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,184 g,NA,NA,Subwoofer,s,De piso,NA,NA,NA,NA
