search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Modelo alfanumérico,Voltagem,Tipos de alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Cor,Peso
1859, Caixa De Som Bluetooth Gêmeas Magnética Com Base Carregadora ,159,NA,3,4,12x,13.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALTIVA+SHOP,https://produto.mercadolivre.com.br/MLB-1257274934-caixa-de-som-bluetooth-gmeas-magnetica-com-base-carregadora-_JM,NA,NA,NA,NA,NA,#1257274934,Tomate,MTS-8889,3 W,40MM L6 CORE,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,80 g
1860, Caixa De Som Portátil Frahm Sb215 Bt Vermelha ,1899,NA,5,5,12x,158.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,544,https://perfil.mercadolivre.com.br/RW-CAR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=HnxO%2FxwsJospI2ioOAZiyvu4yBOZIUTfBfUTl5XiES1kvhk2ru%2Ff8cQHmJHgpOzT0KvT0XXgO16hmwU3%2B%2BToc7EVHToNhmsAv43mwW6T64GXJFrWfJUSVSYvdKdFvFzERQT%2BlP1amoYL5%2BuHJtCw61yz6K1r9zfmi%2BNfsgepImVzw7M5wYqKNQQ5xbbMAUfmde3mvwkDaXYQhDwkOjkY1%2F%2B8%2BnfvvmeVJfu1HrqPWPe2LOl%2F1EZTFyHoSPDR5ByqXL3rq3yqjBUNEE5OQGtPb0Yd%2FaHeMGQLBL%2FnLFSjqaP3wsf6QqU9K0agTOn520sdVLbCHW0guR3wrSjuWSl3Wst3hKGbBo6Wr7D066oN8yNDuOs1WGhD%2Bw%2FRKXfshnoOXIj%2FLn%2BAPcoxAmpEaSG5JiXCkUJooqPZx%2FvptOg6RdvCVY8OWAs6pRHZx46WmAfCaWo5SDtRfA3WNK3eFBkL2FCDbXjxWHwGYNx0xFVVJOAhtE24MZPJP9WGjejteJg2xJQATBJ9TaAy0fjHW0kChzLGi7QIa6RgI%2FCS7WRc7TtvKtRDasRoYOeaxupAOFGgZ7niK3SegfrIfXjfieFmv0dMK8%2B7zIy2pWRIh5OgK6EXfNFLfwEvFfultDZOgfBMPsTXN3rt%2BgsO3AMaCvUGrPbIpkaWMtDSNkrpUKXW9C5cT8t0wbLUt2GV58bG8hM%2B9j0Y%2Faov9giInd5%2BTG1RNufb%2BaLNp%2BWqab4oRzHeb1Q3aSsUXqb38NB6Tdm0xAmdLdK%2BcKs8KjdV91TiwgDPBN7IdxvZhMsxQIKdCtFVPCOS2znW2xlu0HszVK2f97ogk94AOTr42thMeO4xuey1GhmdI7nzv987GCt%2FnkAgv5%2BN7ES7hr2Uf2S7JT1aYh0TgskAAG4%2FKk2HOs88mSt%2F%2FD50KpImhbCHY%2BeZ6cbFbl6XZ8Ubi6aJL5Qc2PKmADiygj%2FeGeIaXNSw9jBgSFaU5fkcmtZPCM6r2awJyGJ5HQGD4VEa70Or5tzd6lE4iCp7STWKjt3S70sp0MDXQZJH1fUcNiAV0uRqv4rtmhyLTnbLWcEMbbp0clD9%2BuKRZjHrEBwtr62BevQRS2lNcNsz5igBgPSLemFLeuvgUMaCMlCRbQAZELGvhjFskZuyOM2PyhGypVnqiqfJdrpmBw8c3VoNP8yw43WoBeQhha%2BqGNgei0LlcqaDJFpnJ7g6zpB%2F03g1QQRYyVlTp7fvVGy4dxb3m9STyzkkpbny%2FbWp8GepfepMyMPb4eNk%2Bx%2FAC1Fnoi%2B5dzPkxyy2rrYU%2BTlYZA7dGdK7GNektfO3uJhiN8yjMBQYnHoX8lEFyWjoyTkN2nxRAB%2FDtlo6dVoto5qNeKxYw3qa3%2BEuXwkFCnqy4tc1fXaCHwCmGygOv1bx0f0wQ1TIfamMI9etHV4UFscLoZaIALgATfRFA1BynJf3kY1b%2BoHe0Go%2BChL7bz%2FZlapXpbi0teTAarRYJIAihG4SHVKSw49FLhL%2Fg1oSD%2BShoJJ7p3MwzXE3%2FJPkMS2MUGY%2FRkyHN4YfN%2Bxfj8WyAUSPCIpvyMGoaY0ioTZ9N%2F1yRvm6HloLUsO5e%2BJfhJ%2BmAK2BlnXBPkbNF3q%2B5tZjv6r36peDSfUc4cv2JYuSpERpYOwDu78uR6T1OsKhQTT8j85PS1Dpq0XBQEITmo6Ft4HBCOhrqS9bsBAFYLLQO7H11SVp2gvQjn1HY26r3QpKUx2Rwf2a8dy%2Bts62jOWlQwoouev%2Bc2Gc0iJG7FmhlYczbIVo6zwrdvgb3PpWt%2F2GqFCClp5OVKNdc%2FsbirT1h%2F2HHQdIwqyIRkm0auLBOChNUS3w2eDvjqOMkpQlU%2B16V%2FTtq0T902Zh%2Bxt71Pwm23eVLyFuDhVIpVj%2BvYBnR2thXlhd%2FNRBfmyT,426,46,22,20,30,#1069479413,JBL,Boombox,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861, Caixa De Som Bluetooth Amplificada Bateria Portátil Rádio Fm ,269,NA,3,7,12x,22.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAXIMA.SHOP,https://produto.mercadolivre.com.br/MLB-1259023243-caixa-de-som-bluetooth-amplificada-bateria-portatil-radio-fm-_JM,NA,NA,NA,NA,NA,#1259023243,Kimiso,QS-804,NA,Woofer,NA,NA,NA,NA,NA,Woofer,Portátil,Caixa,NA,NA,"Auxiliar, P10, USB, P2, SD, BLUETOOTH",NA,NA,NA,NA,NA,3.2 kg
1862, Caixa Som Amplificada Portátil Frahm Cm 300 Bt Usb Fm 300w ,486,NA,10,5,12x,40.57,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1032020603-caixa-som-amplificada-portatil-frahm-cm-300-bt-usb-fm-300w-_JM,1,0,0,0,0,#1032020603,Frahm,CM 300 BT,NA,NA,NA,NA,CM,NA,NA,NA,NA,Não se aplica,NA,NA,NA,NA,NA,NA,NA,NA,3.9 kg
1863, Tronsmart Element T6 Bluetooth Speaker 25w Vermelha ,298,NA,8,1,12x,28.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CRIST_004,https://produto.mercadolivre.com.br/MLB-1053398978-tronsmart-element-t6-bluetooth-speaker-25w-vermelha-_JM,NA,NA,NA,NA,NA,#1053398978,Tronsmart,Element T6,25 W,Subwoofer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.2 g
1864, Caixa Som Amplificada Portatil Bluetooth 8w A-28 ,36,NA,6,109,6x,6.02,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-931641292-caixa-som-amplificada-portatil-bluetooth-8w-a-28-_JM,NA,NA,NA,NA,NA,#931641292,Yes,RD-506,8 W,NA,NA,NA,Caixa de Som Portátil,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
1865, Caixa De Som Bluetooth/fm/sd Azul Csp1301 Sumay ,190,NA,22,10,12x,15.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/MULTIFORCE,https://produto.mercadolivre.com.br/MLB-1020611769-caixa-de-som-bluetoothfmsd-azul-csp1301-sumay-_JM,2,1,0,0,0,#1020611769,Sumay,CSP1301,40 W,portatil,NA,NA,NA,NA,NA,portatil,interno externo,conico,fm,NA,Entrada para Microfone,60 dB,NA,NA,NA,NA,NA
1866, Caixa De Som Portátil Frahm Sound Box One Azul ,1749,NA,2,6,12x,145.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,100,https://perfil.mercadolivre.com.br/STOCKCARNET,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=16Rq2x3XLf%2FMFvpTa60%2Fwqc5%2BBG3F3dZ3JFBm%2BG6hMUqTLK5GYqESuw3PwFV5GJqfolv01V2iM6LKEgbBL9ee8SzNKPDUaypgpNlISMTVVOdsSMPUtfVlFB5Pr%2BqhLhWFTWjWatSz55k%2F2K67MuostVZg1nhnHKa8UEDP6pG93EImWNjHbV8oXOgivlskP27Y1VJD5VkXHuC9lBfWr%2Fc3PGjkKYVQz%2Frw3m9kUz4a67Fu%2FFCGqwoyurcnIm5q1UHpd%2BGD8r%2BUhRXHcd0SN5%2BwnSVjsEUQNnJ%2FqSM4zaB2Bg1vluBYu%2B7uyrGTR2iQ8LxzUZbQcBQxBAg0CnyAlEYCfaBeeqYWcWlnWXA%2BTFCrdvKEvdbfeShALyA8pJkLcdTj3kF5ty0TXeJG9NLvu%2Bvs%2Bf8gueGjMPS%2FhQLmZvnPDuyuyeUya4Vsi4GS%2FpsmaBE3VqEnpZV9gK53Q3nu96rDbvaEIvGHERc%2BmWRDkwcNKo%2Bwz9iBgnia%2BLAQki6d%2FEx8MuVWLsNNMnxG2K3Mp%2FP5UvZMDT8shx%2FXWoaJxAtz9cZG1AKd%2BuhBVefxV7y1TkN9PhPqcAF9zq7RIDhF9O7YTwah0AmtDCI1zI0nrZ%2B6coSFE2P%2BIe56PRFZKLYZ5q03%2FtGYP3Ly%2Buek5cjecvBW3973I7l0HNf9446%2Bh8MVPE2UrJxEpCgMt%2BCRqO%2FR5GIxuf%2FY4tJnO3MYANW3AKHwfzJALG9lWCzXl7wTZ%2Bxn04b25GokL6vPr2hrXf5Bgcizl4R1vPChqKmaZqjmAuyS5N4XPc9wxr6E0HZr7v4VaURhEwtV2MtHmfn5HQI%2B6qkcZuugopex0m%2BBRhBYjNLG0bf557K0CCWlZ33didHkXvmkjnTftUSJ02vJ7O1o5zF9s9c9NJUk0ELcCcAPlTPJFpY1f1bC6XBDYKjulJpBgJqZxv2yRoryElF6wol%2FLwvP9uvWYyYHkCY1UcKqaP4%2FrKexSWXlSgKfjnE4z6%2BHmwOy9BcA2nfEGJdCSG%2BAmh4y8AM8%2F2WnPBCKLHNjTtyo2U%2BJQNRe%2BDdHim%2BBkANVz3sOYWut4vQ2Sc2mY5buflF6d8q%2BM3w8eG4UzTsFP2GF%2BDnSLqYfp205aGh7zmgVIFIyyuyzj2tZe86ExyAI0FhiR7nh3lUlIb9AUyfkjuri%2BRTrTItrZkv0n4d2vtqhtlzC1o5HER%2Fv98OgnZ11ZXBjeEEXX%2B2eGI6BMDlV27W5efjUv80xjLinrFG7qnDhVZxuR27S6A1vz57NNVzMwxsauS%2Fu%2FeWb3XmiltBf%2F3KDVUd5aV8oQlnij%2B8OCiCguS%2Brp4cD6kypnPdt3m8VBK5tKrJFQPIC2HhgUjHz%2BQckHV7u6nVnT%2F2DDBoSGxYB0AK%2BWxVqd6xW%2BTdoYrN2Ll%2B33wCzu9Af8dLhh5F8%2FKQDqphdADW6ZzlQfb0gbspCYybK2QDtoyIjtAa3EQnRX7QKOaTKPHcIzwYTrKKyJQrdFH9TpSM043Qk6wun3DUuoDPbjkI%2BAe3bGSm9MU%2FXiJIR9hRgoCSB%2FN9KP6vN%2FYYZhvtrb114zH8UGtw1e8GH19DEYD9831%2Fs4%2BSuA2k%2BGG2QJL2YBFMetHKlcfakPSGd1yI7mNgW0AbfY2L7Yzpfv2kwuhsT1G%2FrNz4A9kzge4e8j5koPtbXy%2BKkzh77paCdh9%2FeKu28uNkxYTAXJQbf0q1VssfKGriz89QOLRoavcgzGEBerSJ5EV5dqzbWhWjbVqwHEF6UmPiM0HtYtr2kkrj4F23VIyqf5vUS8AhF4MHi8xpTyZHnUGF6SlAiNZI%2BEMbrL%2BskGwvh0VEH6KEA9CnzuIDk800hiQdA%2FUEIKPDusTeAtrl35v5LtUzGfTc4HY%2F4SBwMEwR147j0PJaqsVT4d4hIgA6,87,5,1,3,4,#1069498708,JBL,Boombox,60 W,Ativo,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,Preto,NA
1867, Mini Caixa De Som Bluetooth Hopestar H27 30w Potente Speaker ,176,NA,6,44,12x,16.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPRAS+MTGM,https://produto.mercadolivre.com.br/MLB-1108465736-mini-caixa-de-som-bluetooth-hopestar-h27-30w-potente-speaker-_JM,NA,NA,NA,NA,NA,#1108465736,HOPESTAR,H27,30 W,NA,NA,NA,NA,NA,NA,NA,Base Mesa,Redondo,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868, Caixinha Som Portátil Mp3 Sd Usb Bluetooth Aux Visor Mic Fm ,139,NA,87,932,12x,13.37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.6,8,https://perfil.mercadolivre.com.br/PEREGRINUS_OFICIAL,https://produto.mercadolivre.com.br/MLB-905461583-caixinha-som-portatil-mp3-sd-usb-bluetooth-aux-visor-mic-fm-_JM,2,3,2,0,1,#905461583,Grasep,BH2054,20 W,NA,18000 Hz,150 Hz,NA,NA,NA,NA,NA,Caixa,NA,NA,USB,NA,NA,NA,NA,Pele,1 kg
1869, Mini Caixa De Som Portátil Speaker Ws-887 - Preto ,19,NA,5,989,3x,6.63,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-900075249-mini-caixa-de-som-portatil-speaker-ws-887-preto-_JM,NA,NA,NA,NA,NA,#900075249,Ws-887,Ws-887,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA
1870, Caixa Som Banheiro Prova Dágua Bluetooth Rec. Ventosa + Nf ,24,NA,61,45,4x,6.22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,3,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-930976846-caixa-som-banheiro-prova-dagua-bluetooth-rec-ventosa-nf-_JM,1,2,0,0,0,#930976846,Altomex,BTS-06,3 W,Ativo/Passivo,20000 Hz,100 Hz,Portatil,BTS-06,Bivolt,Woofer,De parede,Caixa,2.1,1,Bluetooth,80 dB,9 cm,5 cm,9 cm,NA,140 g
1871, Caixa De Som Amplificada Bluetooth 5000w Aca501 Amvox C/micr ,799,NA,2,18,12x,76.46,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,162,https://perfil.mercadolivre.com.br/SANBOX-SHOP,https://produto.mercadolivre.com.br/MLB-1186757925-caixa-de-som-amplificada-bluetooth-5000w-aca501-amvox-cmicr-_JM,115,27,11,4,5,#1186757925,AMVOX,ACA 501,500 W,NA,NA,NA,Caixa Amplificada,NA,NA,NA,NA,Caixa,2.1,01,RCA,NA,NA,NA,NA,NA,NA
1872, Bateria Recarregável Para Caixa De Som Jbl Xtreme Original ,399,NA,14,4,12x,33.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NAVEGUE+FACIL,https://produto.mercadolivre.com.br/MLB-1048240196-bateria-recarregavel-para-caixa-de-som-jbl-xtreme-original-_JM,NA,NA,NA,NA,NA,#1048240196,JBL,3.6V,NA,NA,NA,NA,NA,NA,NA,Bateria,Caixa de Som,Bateria,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873, Caixa De Som Bluetooth Jbl Go 3w Original Nova Lacrada Speak ,179,NA,13,4,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,1136,https://perfil.mercadolivre.com.br/ALEXSIMPORTS,https://produto.mercadolivre.com.br/MLB-941565350-caixa-de-som-bluetooth-jbl-go-3w-original-nova-lacrada-speak-_JM,1017,89,15,3,12,#941565350,JBL,GO,3 W,Passivo,20 kHz,180 Hz,NA,NA,NA,NA,NA,NA,NA,1,NA,80 dB,NA,NA,NA,NA,NA
1874, Kit 03 Caixa De Som Speaker Bluetooth Wireless Promoção ,180,NA,4,96,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GEOVANERODRIGUES1536,https://produto.mercadolivre.com.br/MLB-1178237243-kit-03-caixa-de-som-speaker-bluetooth-wireless-promoco-_JM,NA,NA,NA,NA,NA,#1178237243,GSM,S207,30 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875, Mini Caixa De Som Á Prova D'água Bluetooth Piscina Banho Mp3 ,29,NA,23,9976,5x,6.35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGGACENTERSHOP,https://produto.mercadolivre.com.br/MLB-777662318-mini-caixa-de-som-a-prova-dagua-bluetooth-piscina-banho-mp3-_JM,NA,NA,NA,NA,NA,#777662318,Edge,Bluetooth,5 W,NA,NA,NA,NA,NA,NA,Portatil,Portatil,Redondo,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1876, Caixa De Som Q3 Bluetooth Fm Aux Pen Drive Cartao Memoria ,104,NA,4,32,12x,8.69,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BRANCASHOP,https://produto.mercadolivre.com.br/MLB-932949522-caixa-de-som-q3-bluetooth-fm-aux-pen-drive-cartao-memoria-_JM,NA,NA,NA,NA,NA,#932949522,Sony,HF-Q3,5 W,NA,20 kHz,150 Hz,Primeira,NA,DC5V,NA,NA,Caixa,NA,NA,Auxiliar,NA,NA,NA,NA,NA,457 g
1877," Caixa Amplificadora Mondial Conect Party Cm-14, Usb ",513,NA,2,5,12x,42.83,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/EFACILOFICIAL?brandId=752,https://produto.mercadolivre.com.br/MLB-1242420723-caixa-amplificadora-mondial-conect-party-cm-14-usb-_JM,NA,NA,NA,NA,NA,#1242420723,Mondial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59 cm,31.5 cm,37 cm,Preto,8.85 kg
1878, Caixa Som 1000w Rms Led Bluetooth Ativa Passiva 2 Microfones ,1288,NA,1,2,12x,107.36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-1236768515-caixa-som-1000w-rms-led-bluetooth-ativa-passiva-2-microfones-_JM,NA,NA,NA,NA,NA,#1236768515,Amvox/Knup,ACA1010TWIN/KP-M0001 PRETO,1000 W,Ativo/Passivo,NA,NA,NA,NA,110/220V (Bivolt),Subwoofer e Tweeter,"De piso, De mesa",Caixa,2.1,NA,Entrada para Microfone,NA,NA,NA,NA,Preto,28.04 kg
1879, Caixa Caixinha Som Portatil Via Bluetooth Usb Fm C/microfone ,149,NA,50,6,12x,12.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,156,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-986253864-caixa-caixinha-som-portatil-via-bluetooth-usb-fm-cmicrofone-_JM,85,32,18,7,14,#986253864,Goldenultra,BT-1728,8 W,Ativo,18 Hz,150 Hz,Caixa de Som Portátil Com Microfone,NA,NA,Ativo,Portátil,Torre,Digital,2,Auxiliar,NA,17.5 cm,8.5 cm,27.3 cm,NA,951 g
1880, Caixa De Som Ativa 12 Amplificada Bluetooth Usb Multi Funcão ,880,NA,1,27,12x,73.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RCP+AUTOMOTIVE,https://produto.mercadolivre.com.br/MLB-1142490231-caixa-de-som-ativa-12-amplificada-bluetooth-usb-multi-funco-_JM,NA,NA,NA,NA,NA,#1142490231,XLounge,XL-12,30 W,Ativo,18 kHz,80 Hz,NA,NA,110V/220V,NA,NA,Caixa,NA,NA,RCA,95 dB,NA,NA,NA,NA,NA
1881, Caixa De Som Bluetooth Blitzwolf Bw-as1 20w ,309,NA,4,1,12x,25.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEOCARDOSOEXPRESS,https://produto.mercadolivre.com.br/MLB-1207889164-caixa-de-som-bluetooth-blitzwolf-bw-as1-20w-_JM,NA,NA,NA,NA,NA,#1207889164,BlitzWolf,BW-AS1,20 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882, Bateria Caixa De Som Jbl Flip 4 3000 Mah Modelo Gsp872693 ,189,NA,4,6,12x,15.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2914,https://perfil.mercadolivre.com.br/QUEEN+IMPORT,https://produto.mercadolivre.com.br/MLB-1251305476-bateria-caixa-de-som-jbl-flip-4-3000-mah-modelo-gsp872693-_JM,2647,188,38,11,30,#1251305476,JBL,GSP872693,NA,-1,NA,NA,Flip Series,NA,NA,NA,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
1883, Caixa De Som Portátil Bluetooth 40w Amplificada Usb Mp3 Fm ,250,NA,5,25,12x,23.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RINFO19,https://produto.mercadolivre.com.br/MLB-1094285589-caixa-de-som-portatil-bluetooth-40w-amplificada-usb-mp3-fm-_JM,NA,NA,NA,NA,NA,#1094285589,Importada,40W - BH-2705,40 W,Caixa Amplificada,NA,NA,NA,NA,Bivolt,Subwoofer,Qualquer lugar,Caixa,2.1,NA,USB,NA,NA,NA,NA,Vermelha,NA
1884, Mini Caixa Caixinha De Som Prova D'água Bluetooth Preto ,24,NA,4,96,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ISSOOUAQUILO,https://produto.mercadolivre.com.br/MLB-1237653716-mini-caixa-caixinha-de-som-prova-dagua-bluetooth-preto-_JM,NA,NA,NA,NA,NA,#1237653716,PG,Cs1220,4 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885, Mini Caixa Caixinha De Som Portátil Bluetooth Mp3 Sd Usb Fm ,26,NA,8,131,5x,5.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EDS+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1197675728-mini-caixa-caixinha-de-som-portatil-bluetooth-mp3-sd-usb-fm-_JM,NA,NA,NA,NA,NA,#1197675728,Mini Speaker,WS-887,15 W,Comun,NA,NA,NA,NA,NA,Subwoofer,Pc Cel Outros,Redondo,7.1,NA,NA,NA,NA,NA,NA,NA,NA
1886, Caixa De Som Portátil Trc 336 Bluetooth 290w Iluminação Led ,529,NA,2,1,12x,44.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DELOX+OFICIAL?brandId=1640,https://produto.mercadolivre.com.br/MLB-1235330082-caixa-de-som-portatil-trc-336-bluetooth-290w-iluminaco-led-_JM,NA,NA,NA,NA,NA,#1235330082,TRC,336,290 W,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA,NA
1887, Mini Caixa Caixinha Som Portatil Bluetooth Mp3 Fm Sd Usb Hi ,27,NA,1,252,5x,5.55,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-868690099-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,NA,NA,NA,NA,NA,#868690099,Beats,WS-887,5 W,NA,NA,NA,Bluetooth Speaker,WS-887,Bivolt,NA,NA,NA,NA,1,USB,80 dB,NA,NA,NA,NA,NA
1888, Caixa De Som Amplificadora Frahm Usb Sd-card Fm E Bluetooth ,396,NA,5,8,12x,37.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJASDULAR?brandId=1801,https://produto.mercadolivre.com.br/MLB-1116763070-caixa-de-som-amplificadora-frahm-usb-sd-card-fm-e-bluetooth-_JM,NA,NA,NA,NA,NA,#1116763070,Frahn,31265,NA,Woofer,NA,NA,NA,NA,NA,Woofer,NA,Caixa,NA,NA,NA,NA,28 cm,21 cm,34 cm,NA,4.5 kg
1889, Caixa De Som Portatil Jbl Wind ,159,NA,3,2,12x,15.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,891,https://perfil.mercadolivre.com.br/MD2SOM,https://produto.mercadolivre.com.br/MLB-1276775106-caixa-de-som-portatil-jbl-wind-_JM,720,119,35,6,11,#1276775106,JBL,Wind,3 W,Ativo,NA,NA,NA,NA,NA,NA,SIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34 kg
1890, Caixa Som 1000w Rms Led Bluetooth Ativa Passiva 2 Microfones ,1221,NA,NA,2,12x,116.71,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1236768714-caixa-som-1000w-rms-led-bluetooth-ativa-passiva-2-microfones-_JM,NA,NA,NA,NA,NA,#1236768714,Amvox/Knup,ACA1010TWIN/KP-M0001 PRETO,1000 W,Ativo/Passivo,NA,NA,NA,NA,110/220V (Bivolt),Subwoofer e Tweeter,"De piso, De mesa",Caixa,2.1,NA,Entrada para Microfone,NA,NA,NA,NA,Preto,28.04 kg
1891, Caixa De Som Amplificada Sumay Cap12t - 400w Rms Bluetooth ,825,NA,10,2,12x,68.75,NA,Entrega a combinar com o vendedor,NA,NA,5,1,https://perfil.mercadolivre.com.br/MULTIFORCE,https://produto.mercadolivre.com.br/MLB-979612997-caixa-de-som-amplificada-sumay-cap12t-400w-rms-bluetooth-_JM,1,0,0,0,0,#979612997,Sumay,CAP12T,400 W,portatil,NA,NA,NA,NA,NA,portatil,externo,portatil,fm,NA,USB,NA,NA,NA,NA,NA,11.2 kg
1892, Caixa De Som A Prova D Agua Banho - Rosa ,22,NA,4,25,4x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUMIXSHOP,https://produto.mercadolivre.com.br/MLB-1159461282-caixa-de-som-a-prova-d-agua-banho-rosa-_JM,NA,NA,NA,NA,NA,#1159461282,Importado,Importado,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,130 g
