search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material
1889, Capa Case Capinha 360 Graus Frente Verso Iphone 8 ,19,NA,"
			
				Novo
			
			
		",(498 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 534

			 sem juros
			
		
	


	
		",34,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CORONITASCOMERCIOLTDA,https://produto.mercadolivre.com.br/MLB-938390961-capa-case-capinha-360-graus-frente-verso-iphone-8-_JM,NA,NA,NA,NA,NA,#938390961,Apple,Apple,Apple iPhone (ver anúncio),Silicone,Protetora Anti Riscos,Silicone
1890, Capinha Tpu Silicone Apple iPhone 8 Tela (4.7) + Pel Vidro ,76,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(999 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 726

			 sem juros
			
		
	


	
		",26,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PEREGRINUS_OFICIAL,https://produto.mercadolivre.com.br/MLB-941170569-capinha-tpu-silicone-apple-iphone-8-tela-47-pel-vidro-_JM,NA,NA,NA,NA,NA,#941170569,Importada,Apple,Iphone 8,Silicone,Protetora,Silicone
1891, Capa Capinha Case Carteira Iphone 8 Plus (5.5) + Pelicula ,37,NA,"
			
				Novo
			
			
		",(20 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 703

			 sem juros
			
		
	


	
		",03,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-944941345-capa-capinha-case-carteira-iphone-8-plus-55-pelicula-_JM,NA,NA,NA,NA,NA,#944941345,H'maston,Apple,iPhone 7 Plus,Capa Carteira,Capa Carteira,Couro
1892, Capinha Marrom Iphone 8 Plus Carteira Cartao Envio Imediato ,120,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 1003

			 sem juros
			
		
	


	
		",03,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-955214765-capinha-marrom-iphone-8-plus-carteira-cartao-envio-imediato-_JM,NA,NA,NA,NA,NA,#955214765,Outros,Apple,iphone,Plus,Carteira,Couro
1893, Capa Capinha P/ Apple Iphone 8 Plus - Moto Radical ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095672-capa-capinha-p-apple-iphone-8-plus-moto-radical-_JM,NA,NA,NA,NA,NA,#967095672,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1894, Capa Capinha P/ Apple Iphone 8 Plus - Pedagogia ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095786-capa-capinha-p-apple-iphone-8-plus-pedagogia-_JM,NA,NA,NA,NA,NA,#967095786,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1895, Capa Capinha P/ Apple Iphone 8 Plus - Fisioterapia ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095787-capa-capinha-p-apple-iphone-8-plus-fisioterapia-_JM,NA,NA,NA,NA,NA,#967095787,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1896, Capa Capinha P/ Apple Iphone 8 Plus - Nossa Sra. Terço ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099282-capa-capinha-p-apple-iphone-8-plus-nossa-sra-terco-_JM,NA,NA,NA,NA,NA,#967099282,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1897, Capa Capinha P/ Apple Iphone 8 Plus - Biologia Masc ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967100503-capa-capinha-p-apple-iphone-8-plus-biologia-masc-_JM,NA,NA,NA,NA,NA,#967100503,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1898, Capa Capinha P/ Apple Iphone 8 Plus - Administração ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967103055-capa-capinha-p-apple-iphone-8-plus-administraco-_JM,NA,NA,NA,NA,NA,#967103055,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1899, Capa Capinha P/ Apple Iphone 8 Plus -tec Jogos Digitais ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104336-capa-capinha-p-apple-iphone-8-plus-tec-jogos-digitais-_JM,NA,NA,NA,NA,NA,#967104336,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1900, Capa Capinha P/ Apple Iphone 8 Plus - Biomedicina Fem ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105126-capa-capinha-p-apple-iphone-8-plus-biomedicina-fem-_JM,NA,NA,NA,NA,NA,#967105126,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1901, Capa Capinha P/ Apple Iphone 8 Plus - Letra \\ F\ \ ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105248-capa-capinha-p-apple-iphone-8-plus-letra-f--_JM,NA,NA,NA,NA,NA,#967105248,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1902, Capa Capinha P/ Apple Iphone 8 Plus - Odonto ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967106036-capa-capinha-p-apple-iphone-8-plus-odonto-_JM,NA,NA,NA,NA,NA,#967106036,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1903, Capa Capinha P/ Apple Iphone 8 Plus - Letra \\ K\ \ ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967108662-capa-capinha-p-apple-iphone-8-plus-letra-k--_JM,NA,NA,NA,NA,NA,#967108662,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1904, Capa Capinha P/ Apple Iphone 8 Plus - Mandala Color ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967109034-capa-capinha-p-apple-iphone-8-plus-mandala-color-_JM,NA,NA,NA,NA,NA,#967109034,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1905, Capa Capinha P/ Apple Iphone 8 Plus - Patchs Fashion ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967109071-capa-capinha-p-apple-iphone-8-plus-patchs-fashion-_JM,NA,NA,NA,NA,NA,#967109071,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1906, Capa Capinha P/ Apple Iphone 8 Plus - Flamingo ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967109208-capa-capinha-p-apple-iphone-8-plus-flamingo-_JM,NA,NA,NA,NA,NA,#967109208,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1907, Capa Capinha P/ Apple Iphone 8 Plus - Unicórnio Fabulo. ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967109221-capa-capinha-p-apple-iphone-8-plus-unicornio-fabulo-_JM,NA,NA,NA,NA,NA,#967109221,Quark,Apple,iPhone 8 plus,iPhone 8 plus,NA,Gel
1908, Capa Capinha P/ Apple Iphone 8 - Letra \\ R\ \ ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967110982-capa-capinha-p-apple-iphone-8-letra-r--_JM,NA,NA,NA,NA,NA,#967110982,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1909, Capa Capinha P/ Apple Iphone 8 Plus - Cachorros ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967112824-capa-capinha-p-apple-iphone-8-plus-cachorros-_JM,NA,NA,NA,NA,NA,#967112824,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1910, Capa Capinha P/ Apple Iphone 8 Plus - Bull Terrier ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967112861-capa-capinha-p-apple-iphone-8-plus-bull-terrier-_JM,NA,NA,NA,NA,NA,#967112861,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1911, Capa Capinha P/ Apple Iphone 8 Plus - Punisher 2 ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967112885-capa-capinha-p-apple-iphone-8-plus-punisher-2-_JM,NA,NA,NA,NA,NA,#967112885,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1912, Capa Capinha P/ Apple Iphone 8 Plus - Pedagogia 2 ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967112918-capa-capinha-p-apple-iphone-8-plus-pedagogia-2-_JM,NA,NA,NA,NA,NA,#967112918,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1913, Capa Capinha P/ Apple Iphone 8 Plus - Cabeleireira ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967112925-capa-capinha-p-apple-iphone-8-plus-cabeleireira-_JM,NA,NA,NA,NA,NA,#967112925,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1914, Capa Capinha P/ Apple Iphone 8 Plus - Nutricionista ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967113242-capa-capinha-p-apple-iphone-8-plus-nutricionista-_JM,NA,NA,NA,NA,NA,#967113242,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1915, Capa Capinha P/ Apple Iphone 8 - Cabeleireira ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967115623-capa-capinha-p-apple-iphone-8-cabeleireira-_JM,NA,NA,NA,NA,NA,#967115623,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
1916," Capinha Capa Iphone 7 8 (4,7) Mickey Minnie + Película Vidro ",64,NA,"
			
				Novo
			
			
		",(10 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 621

			 sem juros
			
		
	


	
		",21,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-997242094-capinha-capa-iphone-7-8-47-mickey-minnie-pelicula-vidro-_JM,NA,NA,NA,NA,NA,#997242094,H'maston,Apple,"iPhone 7 Iphone 8 (4,7)",Capa em TPU - Flexível,Capa em TPU - Flexível,Silicone
1917, Capa Tpu Capinha Silicone Iphone 7 8 Minnie Mouse + Pelicula ,32,NA,"
			
				Novo
			
			
		",(50 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 610

			 sem juros
			
		
	


	
		",10,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-997260466-capa-tpu-capinha-silicone-iphone-7-8-minnie-mouse-pelicula-_JM,NA,NA,NA,NA,NA,#997260466,H'maston,Apple,"iPhone 7 ou Iphone 8 4,7""",Capa em silicone / TPU,Capa em silicone / TPU,Silicone
1918, Capinha Capa Iphone 7 Mickey Mouse ,2.370,NA,"
			
				Novo
			
			
		",(10 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 22651

			 sem juros
			
		
	


	
		",51,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-997265283-capinha-capa-iphone-7-mickey-mouse-_JM,NA,NA,NA,NA,NA,#997265283,H'maston,Apple,"iPhone 7 ou Iphone 8 4,7""",Capa em TPU - Flexível,Capa em TPU - Flexível,Silicone
1919, Capa Case Capinha Iphone 7 E 8 Silicone Colors Top ,1.047,NA,"
			
				Novo
			
			
		",(10 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 10016

			 sem juros
			
		
	


	
		",16,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-998713500-capa-case-capinha-iphone-7-e-8-silicone-colors-top-_JM,NA,NA,NA,NA,NA,#998713500,H'maston,Apple,"iPhone 7 ou Iphone 8 4,7""",Capa em Silicone / TPU,Capa em Silicone / TPU,Silicone
1920, Capa Capinha Personalizada Iphone 8 Com A Sua Foto ,75,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,NA,Frete grátis,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/BENPICSCAPASDECELULARES,https://produto.mercadolivre.com.br/MLB-1011844774-capa-capinha-personalizada-iphone-8-com-a-sua-foto-_JM,NA,NA,NA,NA,NA,#1011844774,Benpics,LG,iPhone 8,iPhone 8,Silicone,Silicone
1921, Capinha Serie Stranger Things Dustin - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017491177-capinha-serie-stranger-things-dustin-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017491177,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1922, Capinha Serie Got Lannister Baratheon - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017495594-capinha-serie-got-lannister-baratheon-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017495594,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1923, Capinha Serie Game Of Thrones Daenerys - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017497625-capinha-serie-game-of-thrones-daenerys-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017497625,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1924, Capinha Harry Potter Plataforma 9 3/4 - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017526427-capinha-harry-potter-plataforma-9-34-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017526427,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1925, Capinha Harry Potter Alvo Dumbledore - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017563330-capinha-harry-potter-alvo-dumbledore-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017563330,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1926, Capinha Anime Naruto Itachi Kakashi - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017888190-capinha-anime-naruto-itachi-kakashi-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017888190,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1927, Capinha Anime Naruto Akatsuki - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(96 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 661

			 sem juros
			
		
	


	
		",61,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017894360-capinha-anime-naruto-akatsuki-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017894360,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1928, Capinha Anime Nanatsu No Taizai Meliodas - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1018082861-capinha-anime-nanatsu-no-taizai-meliodas-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1018082861,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1929, Capa Capinha P/ Iphone 8 Plus - Coisas De Mulher ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020454700-capa-capinha-p-iphone-8-plus-coisas-de-mulher-_JM,NA,NA,NA,NA,NA,#1020454700,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Silicone
