search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Formato do alto-falante,Largura,Profundidade,Altura,Voltagem,Tipos de alto-falante,Lugares de colocação,Configuração de canais,Conectores de entrada,Linha,Quantidade de alto-falantes,Sensibilidade de entrada,Cor,Resposta máxima em frequência,Resposta mínima em frequência,Peso
1758," Caixa De Som Com Bluetooth 20 W Amplificada Fm, Usb, Sd ",120,NA,"
			
				Novo
			
			
				
					 - 
				
				140
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,14,https://perfil.mercadolivre.com.br/GGEELETRONICNET,https://produto.mercadolivre.com.br/MLB-883414142-caixa-de-som-com-bluetooth-20-w-amplificada-fm-usb-sd-_JM,9,3,1,1,0,#883414142,Grasep,dbh2815,20 W,DINAMICO,DINAMICO,-15 cm,NA,16 cm,NA,dinamico,FRENTE,NA,USB,GRASEP,NA,NA,NA,NA,NA,NA
1759, Caixa Som Bluetooth Amplificada Bateria Recarregável 100wrms ,358,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2987
		
		 sem juros
		
	

	
		",87,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HIVEMARKET,https://produto.mercadolivre.com.br/MLB-1188708102-caixa-som-bluetooth-amplificada-bateria-recarregavel-100wrms-_JM,NA,NA,NA,NA,NA,#1188708102,AMVOX,ACA 150,100 W,NA,NA,NA,NA,NA,110V/220V (Bivolt),NA,NA,NA,USB,ACA,2,NA,Preto/Vermelho,NA,NA,NA
1760, Caixa Caixinha Som Portatil Via Bluetooth Mp3 Pendrive Pc ,44,NA,"
			
				Novo
			
			
				
					 - 
				
				49
				vendidos
			
		",(30 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 744
		
		 sem juros
		
	

	
		",44,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/BRANCASHOP,https://produto.mercadolivre.com.br/MLB-922167699-caixa-caixinha-som-portatil-via-bluetooth-mp3-pendrive-pc-_JM,NA,NA,NA,NA,NA,#922167699,Yes,MS-193BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,300 g
1761, Caixa Som Portátil Bluetooth Mp3 Usb Fm Xtrad Ms-185bt ,79,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 764
		
		 sem juros
		
	

	
		",64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PAIZ%C3%83O+STORE,https://produto.mercadolivre.com.br/MLB-1177009338-caixa-som-portatil-bluetooth-mp3-usb-fm-xtrad-ms-185bt-_JM,NA,NA,NA,NA,NA,#1177009338,XTrad,MS-185BT,15 W,Woofer,Cone Seco,NA,NA,NA,NA,NA,Ambientes fechados e abertos,1,USB,NA,NA,80 dB,NA,NA,NA,300 g
1762, Caixa De Som Bluetooth 4.1 Portátil Mp3 Sd Aux Wireless Pubg ,35,NA,"
			
				Novo
			
			
		",(99999 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 666
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/WUXINZHENG,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=uDUaa1LjBtgN%2BUF3xn7fSuh3gTojNYG7iD%2Fa3l8qrdbJIdXCeRYbDLhdDbcp6fR7l60K3lHQJXzCSytxiZruftLVldA2QiDTcRA4mHJUhRErbF6lvIFsJ9wg2v%2BhhGhGMQ4MYaXQo6pKw2ez4ott9OLrWVC0ROFbNExs%2FfFi3G1Jr7iL%2FWdlm78piiMo%2B1rBpMpe%2F97Bvy8rUQxV8jSVoMMc90KcRDm9N%2F685WwqEEVlV0uWLT9444oBOxzNbYkQf9o1s1miqtI2X0dvmwLv%2FIbBVbjncUfFQyjGrj%2FHV2sLmY0b%2FFmaIfP7%2FmpdyB5BT8qKQD01jSN%2FdLFpso3E7GGKRSPC7LxqQSbAeH54knIaTub3Ws5zH8r1oMl2Lz6GLlAJgH3RQkCpeXrWbl9frLxGqGcdvKJ5cK2JMrlXHT%2Fyvs4lZ83bljxgnmu8XydWbPNuFUMEeMj63ZTXyw2FbmiZpRgFrYy90LvArb0hdhk%2BzqTaRpswY9oPF4s2265FhIclqAvOVRRcyTAfZBM8K5YQo9I84GKZb6JPLcUlhnrGjfkXYR4ZsTqzGboPHsgaFy5uP1gnxH59ck31%2B3IC0iTv%2BTpWOcRgpmxTfuz9iNq2vJWBev7jFgK1ygmUMBGm%2FV%2FaXN0%2F65llGZRnGIAhkhjbxfq3FaQdoAPc4fNg%2BMtpxj%2Fv7kZTLaaRANQq0iPdPo8ZX%2BKh2ODFoDE9yQl6RLpn79QDFCHhbyTm%2Bly95tFvTwutG3sl4zSatm6V4G%2BdGXpezhpk%2FgM1Rhep%2BJpG6jBwACYS%2FXoEpb7REjsmKqD%2FO6EqSUxw9Hf3x%2BFJuoVFSkqhBP%2FYIeuAramAXvCRotBbwzNgSGDytON7t5QdyANv4zv9jDPWTX%2FABy7ZuqsUilg1GrVoOPNkskBN%2FxwYRiIaUKrbGOT2RBpS8UpqD17zP79BaLH6hC4y%2FHzuz9vrQxwEgA6hN9G3lZkoNOBlDny7XBiaEUK018VZrN6SgRccR%2FLrhspvrCVcPMwMcKpEnYe9%2FOM1uE1bFduQEcYMuCJ6cYFAjQSCguNyawN%2BamwyZgBliAov%2FQolc4kHgTAmjXApIxzII9QmYlyQ4VeuEmlrr4z3O15TtYX88YzPvJ36xVOhjEjI4cqcR6OlFllGaryDgJ0mdI1xMj1vpCypcnOenLQRiGD3v3WWUWswbYvRnqYx3n865XKtjcoroTVDXfGaDc5alzrH7GMPquziP%2FZ7ra%2FYU0EL0%2FV5V8sE%2BXlADw2fBub8d%2FGNmYLV7qqWHQojazB1OwuZsbzwg0Zx1kXVgDPJGNdwhEHy98lNMHBD7i4gUIWP086vhTuZqlqg9YZKr%2F8FNpl7hI0QFRng1G6i%2BMykXhOMk4XRH7aI6iXUZ1AGAaA03UD6t4uzlnUEhottx%2FHyVjNHQzHewm0VmQJO1xIRquVWoXU2fcZ%2BHbQ207XHnvXNHd2QNhawv5lzb0e7dtz7f3m%2BxUVmWkuyxAuw7AkYL7GYxBgTkJTFjHgVdDYHGDXrFpwX0T%2BdRuMJ1FbnPzL7V7mT07aPF0WXVaiZM1GFJf0q0tGOSASfVCG%2FQtSMlBtGGvr%2BfRXiy0H9KvLRwtPiHux3Qx81IcXAE4lbfWWrL5s5D8oVsaG5RmNLuFFS5vqR8BxDM96ZcplryLhoNF9dBa2IOXFmbyWe7f2aIDy4agHP4bg5Le1jcs3D5MrfsTQZvFNeoqPmyDkBYWsfpkY8NrrtGQzzF3yT2oFV%2BeVe5SCZWjtABw%2FJHCNVZzmyEJWm%2FfiGvBS8%2BXEOWK%2BMnc3ADT1gXFUHGzvDEthDo5TQO718WsnyoAcD29S9byJXLQ7elrjcC4Utx4rdnfGeyPPk6bj%2FMJwtLf2%2Fscgwzs5qXHrqQZIu7ZEJ32yBKXErGpWAYhUgor6Yzzma2g%3D%3D,NA,NA,NA,NA,NA,#1276644780,WM,Airdrop,5 W,NA,NA,NA,NA,NA,NA,bass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763, Caixa De Som Bluetooth Jbl Clip 2 De 3w Preta Original ,230,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1924
		
		 sem juros
		
	

	
		",24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,21,https://perfil.mercadolivre.com.br/SQICOMERCIOESERVICOSLTDA,https://produto.mercadolivre.com.br/MLB-983107487-caixa-de-som-bluetooth-jbl-clip-2-de-3w-preta-original-_JM,18,2,0,0,1,#983107487,JBL,Clip 2,3 W,Ativo,NA,143 mm,94 mm,94 mm,NA,NA,NA,NA,Auxiliar,Control,NA,80 dB,Preto,NA,NA,NA
1764," Caixa De Som Jbl, Boombox, 60 Watts, Camuflada ",2344,NA,"
			
			
				
				1
				vendido
			
		",(23 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 22412
		
		 sem juros
		
	

	
		",12,NA,Envio para todo o país,NA,NA,4.5,536,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1075126426-caixa-de-som-jbl-boombox-60-watts-camuflada-_JM,421,46,20,20,29,#1075126426,JBL,Boombox,60 W,Ativo,Caixa,25.4 cm,19.5 cm,45.8 cm,NA,Tweeter,Portátil,0,NA,NA,NA,NA,NA,NA,NA,5.25 kg
1765, Caixa De Som Torre Bluetooth Fm Tf Card Usb Mp3 ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				59
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/GGEELETRONICNET,https://produto.mercadolivre.com.br/MLB-848159565-caixa-de-som-torre-bluetooth-fm-tf-card-usb-mp3-_JM,5,3,0,0,0,#848159565,Grasep,D-BH2815,20 W,DINAMICO,DINAMICO,NA,NA,NA,NA,Dinamico,FRENTE,NA,USB,GRASEP,NA,NA,NA,NA,NA,1100 kg
1766, Caixa Som Amplificada Bluetooth Microfone Radio Fm Usb ,209,NA,"
			
				Novo
			
			
				
					 - 
				
				75
				vendidos
			
		",(33 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1742
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,34,https://perfil.mercadolivre.com.br/SANTECH+INFORMATICA,https://produto.mercadolivre.com.br/MLB-979480573-caixa-som-amplificada-bluetooth-microfone-radio-fm-usb-_JM,23,8,0,0,3,#979480573,Taicon,TA-S2018,50 W,Woofer,Caixa,NA,NA,NA,NA,NA,portatil,NA,"USB, bluetooth, microfone",Line In,NA,NA,NA,NA,NA,2.4 kg
1767, Caixa De Som Anker Soundcore Motion B Bluetooth Original 12w ,248,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2370
		
		 sem juros
		
	

	
		",70,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/GRLSIMPORTS,https://produto.mercadolivre.com.br/MLB-1165986594-caixa-de-som-anker-soundcore-motion-b-bluetooth-original-12w-_JM,NA,NA,NA,NA,NA,#1165986594,Anker,Motion B,12 W,Passivo,Caixa,NA,NA,NA,NA,full range,NA,2,NA,SoundCore,NA,80 dB,NA,NA,NA,0.4 kg
1768, Caixa De Som 1014 Portátil Mp Entrada Usb Pen Drive Rádio ,49,NA,"
			
				Novo
			
			
		",(50 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 925
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJADOCHICO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=i4Kdqg0fKf%2B4aBSFcSOmQzRSus6XFVTbgQUy7ahzhMqJaafTHGO3ruZrpykK%2BJ%2BkiQYauyGSllBVkT7h9TySJ2Jep7r3ofx4tO2cKCbYLs1wtvEbr8lzGw%2FcVLX9IWWSQVp2MTc6Quykl89YhKR5%2F%2F3vUhg0qiUcFuNDM99RMeqUXqzFyaXKaPJdQr86BP25oisM5RawcFidNfKM4dAYZHMTjdlNl60i2OijxUN5VGbHTz%2FSQFfvQqJMvCqyZ2QYqw0Y5%2B%2ByphVU2ndhbGTEK2bbQUkYw9or0j5%2FlOcZhALYmSDw%2BkG%2BgVAQ9%2BYtX9IqQxwhvyAeAbt%2F6WMXUztDrgU19BEUVBIKqq7xeqQRXqln9H6YsGo8ZPbXHki9qNPHu%2F%2F6m4cQxuRGLvbGXYZrj7a1hYvmN9l2OeJFqB%2BJsLckoOigX2WtJoRTr6Q%2Fig9lpGosH2bajlL57p%2BeY1hbH0ld3J8VfhS5CioTpXLoFbQploDS7ZZ5ddgZPlhODzXwwCXN2d2ZAo8Rffr1TOL82CFAFQGnjrtkUDKKZE1048ptcPWBkmxAWi7EKSybvsvqJI1H8kVmDDCV2k5PuSTQFBncde9ZzcNegc3b%2B8SGGNPbAzXAkxc8ONOMdGLxOXJavV9cdNrs%2FXIQFXlh8oUHCsWlQNXjLh2O6ehwv8anFPvEG%2BdYw3n7%2B9%2BlcDuNb%2BR9LYfUzUhk32T%2BeSf%2BknqKJ%2B47wjjceztxo0kgsvF1wq4VIgnF45CRlHXnVhlL4XCSjFY%2FW4yhKEbj697GoFQ7s%2BnCbdXVYAahZj9h7nNLJoT4t9bBe8BZirnkn2YdUz6SNPWRYO6BfLV0vCjw2qZCrPBIe3bWJCKjTNhglaCkF91S10eqVbQxFYV0GIyHIWTgIDu%2B%2FwqdnIFFTis%2FmfekQDiY5zUz9HX7MLcFDKNdCwnKXXRCH%2BnaC0oarLz1yOXsmPVvfco8kJ%2FuatxS%2FNQdkv1iZOjOuUqh0uS3OQoEDYNwt%2FjFm8mPBrMjj3jiak0Ux5fGJ7nmRaRafst6mss5ErWy3RNTpsGhuEjmTonhtpgiOcio0wzspUUjImeJB7iqR9RrQEdItT%2F3yuVRMBr7xYfD3dBMLsCBguAtG2oeaqecKrdmLtb0dYDu1KLRThciOrE1c%2Fd0RHya%2FEA%2FDgByLGlBV3yxpXInZS%2BNQv%2FIjmo6JUcv%2FikaaNKJyo1IaOqziP%2FCo3Sol1PEYIJ46fhfMsZ%2FLU3%2BCVdvqOw8RsApg%2Fv9FWR80uAUxVjnIvBylNpbJEPY09Hw6vW4IHeJXep5YKz22cCbLF%2FCZOmSJeh8R23DyRYDNB52oaXmIkbl3tBkFxEb49AeqIHIm0f7dr58mJxfx97KG79Ka6HvZXyBHJIhHK5bmdnKNAGKI6TRp0RWAD9W5o438lPOuXsctZ3BHjn8i1eZtS3loKsl3uBCH9XTv9oAu7qnG%2FEYA7x%2BhhCLZpPa142sE9qyaPmEcsb3Ymks5hI4bRLH6%2BmLNpCMLypIqhTbyNBp%2BBN2Y%2BqzI2r6b5cFGwpt%2FUND%2F4GiVEaROQ3UYQFxVGfaBQTOyQaYQZVMN8SQy%2FvYeZcH%2BFjOVnfLyLck62UaY1MHJWVZuZzzAzmpoyHcwtCX2fWpbBEJDDJdRGFDAPLjAPyQleVHqpD%2B8V3t2il%2F0XaG%2FfAz1Ma%2BHZmziUUA9Sg1xG7AJnyfeG3DNmXIQDPjcr6ft6N59OdhWPB6D8JQ26%2BrR%2F7P5a85V3i579YoiAf67%2FQbeKCZMqk%2BVK1sj2jDI1VI8Ixph9RmPIaaoq68oUO5TpIohxrMVrkwcvTitFovkh8gIJUKkO3tJ0%2FysEcGsJ9MaVVbyvBy5y%2Blm29G33TkJEm%2FPVWjkIelN53qF%2FR3Inkm109zYhiyJOqxDlYNATchduvlFio%3D,NA,NA,NA,NA,NA,#1273944780,grazep,1014,8 W,fixo,Caixa,NA,NA,NA,NA,Tweeter,universal,2.1,USB,NA,NA,NA,NA,NA,NA,NA
1769, Jbl Charge 4 Caixa Bluetooth Bateria 20 Hrs Revenda Oficial ,1099,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10504
		
		 sem juros
		
	

	
		",04,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,87,https://perfil.mercadolivre.com.br/IDM+SHOP,https://produto.mercadolivre.com.br/MLB-1183999432-jbl-charge-4-caixa-bluetooth-bateria-20-hrs-revenda-oficial-_JM,60,11,9,1,6,#1183999432,JBL,Charge 4,30 W,Ativo,Caixa,NA,NA,NA,NA,Woofer,De piso,NA,USB,NA,NA,80 dB,NA,NA,NA,965 g
1770, Caixa De Som Bluetooth Cartao De Memoria Radio Pendrive 3un ,88,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(13 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 846
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1215118157-caixa-de-som-bluetooth-cartao-de-memoria-radio-pendrive-3un-_JM,NA,NA,NA,NA,NA,#1215118157,Altomex,A-6039,8 W,Ativo/Passivo,Caixa,13 cm,11 cm,15 cm,110V/220V (Bivolt),Woofer,Mesa,2.1,USB,Portátil,1,NA,Sortidas,NA,NA,440 g
1771, Caixa De Som Bluetooth Canhão Portátil 40w Mp3 Fm Usb Sd Aux ,229,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1916
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRONICOS+PLAY,https://produto.mercadolivre.com.br/MLB-1160697851-caixa-de-som-bluetooth-canho-portatil-40w-mp3-fm-usb-sd-aux-_JM,NA,NA,NA,NA,NA,#1160697851,Briwax,FBX-106,40 W,Tweeter,Portátil,NA,NA,NA,NA,ATIVO,"FESTAS, CASA, COMERCIO",5.1,USB,BLUETOOTH,NA,80 dB,NA,150 kHz,20 kHz,NA
1772, Caixa Amplificada Multiuso Bluetooth 1800w Cm 1800 Bt 31405 ,1597,NA,"
			
			
				
				2
				vendidos
			
		",(35 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15267
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,NA,NA,4.6,7,https://perfil.mercadolivre.com.br/GAZINSHOP?brandId=1117,https://produto.mercadolivre.com.br/MLB-1067295778-caixa-amplificada-multiuso-bluetooth-1800w-cm-1800-bt-31405-_JM,5,1,1,0,0,#1067295778,Frahm,31405,600 W,Ativo,Caixa,44 cm,30 cm,92 cm,NA,NA,NA,NA,NA,CM,NA,NA,NA,NA,NA,13.6 kg
1773, Caixa Caixinha De Som Portatil Bluetooth Prova De Aguá Iphon ,21,NA,"
			
				Novo
			
			
				
					 - 
				
				37
				vendidos
			
		",(963 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 594
		
		 sem juros
		
	

	
		",94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACMN.VENDAS,https://produto.mercadolivre.com.br/MLB-1108292592-caixa-caixinha-de-som-portatil-bluetooth-prova-de-agua-iphon-_JM,NA,NA,NA,NA,NA,#1108292592,DHJ,BTS-06,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA
1774, Caixa De Som Bluetooth Mp3 Usb Micro Sd 800w Pmpo Amvox ,219,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2102
		
		 sem juros
		
	

	
		",02,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1201281439-caixa-de-som-bluetooth-mp3-usb-micro-sd-800w-pmpo-amvox-_JM,NA,NA,NA,NA,NA,#1201281439,Amvox,ACA 110,80 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,2.35 kg
1775, Caixa De Som Bluetooth Portátil Canhão 40w Mp3 Fm Usb Sd ,224,NA,"
			
				Novo
			
			
		",(50 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1874
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,101,https://perfil.mercadolivre.com.br/MERCADO.ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1237884764-caixa-de-som-bluetooth-portatil-canho-40w-mp3-fm-usb-sd-_JM,64,18,5,8,6,#1237884764,Briwax,FBX-106,40 W,Ativo,portátil,NA,NA,NA,NA,Super tweeter,"BAR, CASA, LOJAS",5.1,USB,Caixa de Som Portátil,NA,80 dB,NA,NA,NA,1.645 kg
1776, Caixa Caixinha Som Portatil Bluetooth Mp3 Usb Cartao Fm E13 ,75,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",(270 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 633
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-883486021-caixa-caixinha-som-portatil-bluetooth-mp3-usb-cartao-fm-e13-_JM,NA,NA,NA,NA,NA,#883486021,Yes,MS-230BT,8 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,Mobile Speaker,1,NA,NA,NA,NA,NA
1777, Caixa De Som Digital Bluetooth Com Suporte Celular Oferta!!! ,55,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PETIT+BRINQUEDOS,https://produto.mercadolivre.com.br/MLB-1186870459-caixa-de-som-digital-bluetooth-com-suporte-celular-oferta-_JM,NA,NA,NA,NA,NA,#1186870459,Inova,RAD 386Z,5 W,"40hns,5watts,100mm",Caixa,NA,NA,NA,NA,"40hnns,5watts,100mm",NA,radio-FM 87.5-108MHz,NA,NA,NA,NA,NA,NA,NA,NA
1778, Caixa De Som Portatil Bluetooth 20w Shocker M90 ,330,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2750
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DCA+BIKES,https://produto.mercadolivre.com.br/MLB-1073165515-caixa-de-som-portatil-bluetooth-20w-shocker-m90-_JM,NA,NA,NA,NA,NA,#1073165515,Jonter,M90 Speaker,20 W,Subwoofer Robust Sound,5w*2,NA,NA,NA,NA,Subwoofer,"Bluetoofh Connection, Bluetooth Speaker",5.1,NA,NA,NA,NA,NA,NA,NA,NA
1779, Caixinha De Som Bluetooth Jbl Clip 2 - A Prova Dágua ,250,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2389
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,349,https://perfil.mercadolivre.com.br/AMEW3358062,https://produto.mercadolivre.com.br/MLB-1192656748-caixinha-de-som-bluetooth-jbl-clip-2-a-prova-dagua-_JM,312,25,5,1,6,#1192656748,JBL,Clip 2,3 W,Ativo,NA,143 cm,94 cm,94 cm,NA,NA,NA,NA,Auxiliar,NA,NA,80 dB,NA,NA,NA,NA
1780, Caixinha Som Bluetooth Portátil De 8w Rms Ms-242bt Barato ,46,NA,"
			
				Novo
			
			
				
					 - 
				
				103
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 855
		
		 sem juros
		
	

	
		",55,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,8,https://perfil.mercadolivre.com.br/APOLUM_INFO,https://produto.mercadolivre.com.br/MLB-798552820-caixinha-som-bluetooth-portatil-de-8w-rms-ms-242bt-barato-_JM,5,3,0,0,0,#798552820,XTrad,MS-242BT,8 W,Ativo/Passivo,Caixa,NA,NA,NA,NA,Tweeter,Piso,Estéreo,USB,Caixa de Som Portátil com Bluetooth,1,NA,NA,108 MHz,88 MHz,NA
1781, Caixinha Pequena De Som Festa A Prova D'agua Potente Mp3 ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(491 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 713
		
		 sem juros
		
	

	
		",13,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/XVENDASNOWONLINE,https://produto.mercadolivre.com.br/MLB-1175098474-caixinha-pequena-de-som-festa-a-prova-dagua-potente-mp3-_JM,NA,NA,NA,NA,NA,#1175098474,Importado,Caixa,5 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA
1782, Caixa Som Portatil Bluetooth 20w iPhone iPad Sd Usb Radio Fm ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				1987
				vendidos
			
		",(9989 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 600
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,52,https://perfil.mercadolivre.com.br/ODETEX10,https://produto.mercadolivre.com.br/MLB-686058520-caixa-som-portatil-bluetooth-20w-iphone-ipad-sd-usb-radio-fm-_JM,23,19,8,0,2,#686058520,Universal 5,beats,20 W,Universal 5,Caixa,NA,NA,NA,NA,NA,NA,NA,USB,Imput,NA,NA,NA,NA,NA,NA
1783, Caixa Som Amplificada Bluetooth 200w Portátil Microfone Led ,518,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4322
		
		 sem juros
		
	

	
		",22,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1184954096-caixa-som-amplificada-bluetooth-200w-portatil-microfone-led-_JM,NA,NA,NA,NA,NA,#1184954096,Amvox,ACA 252 PRETO BIVOLT,200 W,Ativo,Caixa,NA,NA,NA,110/220V (Bivolt),Subwoofer e Tweeter,"De piso, De mesa",2.1,NA,NA,NA,NA,Preto,NA,NA,8.6 kg
