search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Línea,Tipos de parlante,Peso,Conectores de entrada,Color,Tipos de filtros del parlante
46, Micrófono Bluetooth Con Parlante Integrado. / Entrada Usb ,949,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(14 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-437719606-parlante-jbl-xtreme-2-bluetooth-harman-40w-impermeable-15hor-_JM#position=46&type=item&tracking_id=b7510433-e85c-4a67-be85-41cc2a52f3db,NA,NA,NA,NA,NA,#437719606,JBL,Xtreme,40 W,NA,Woofer,2.4 kg,USB,NA,Pasivo
47, Parlante Acuatico Bluetooth Manos Libres Microfono Ducha ,259,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VERTICELL+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-436996662-parlante-tronsmart-t6-plus-40w-oferta-estuche-_JM#position=47&type=item&tracking_id=b7510433-e85c-4a67-be85-41cc2a52f3db,NA,NA,NA,NA,NA,#436996662,Tronsmart,T6 Plus,40 W,NA,Bluetooth,NA,NA,NA,NA
48, Bose Parlante Inalambrico Soundlink Revolve Bluetooth Negro ,34,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(84 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/SHOPOPERU,https://articulo.mercadolibre.com.pe/MPE-427736137-parlante-bluetooth-acuatico-para-ducha-portatil-regalo-_JM#position=48&type=item&tracking_id=b7510433-e85c-4a67-be85-41cc2a52f3db,NA,NA,NA,NA,NA,#427736137,NA,NA,NA,NA,NA,NA,NA,NA,NA
49, Parlante Jbl Xtreme 2 Bluetooth Harman 40w Impermeable 15hor ,139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(97 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-435898068-parlante-karaoke-90w-incluye-microfono-ev1000-ever-sound-_JM#position=49&type=item&tracking_id=b7510433-e85c-4a67-be85-41cc2a52f3db,NA,NA,NA,NA,NA,#435898068,NA,NA,90 W,NA,NA,NA,Auxiliar,NA,NA
50, Parlante Tronsmart T6 Plus 40w Oferta + Estuche ,290,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-436529376--parlante-portatil-micronics-sound-master-bluethoot-micro-_JM#position=50&type=item&tracking_id=b7510433-e85c-4a67-be85-41cc2a52f3db,NA,NA,NA,NA,NA,#436529376,NA,NA,NA,NA,NA,NA,NA,Negro brillante,NA
51, Gratis!!! Parlante Logitech Ue Wonderboom Bluetooth Ipx7 ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(1 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434462022-gratis-parlante-logitech-ue-wonderboom-bluetooth-ipx7-_JM#position=1&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#434462022,Logitech,NA,NA,NA,NA,NA,NA,NA,NA
52, Soundbar Samsung Con Woofer M360 Nuevos Sellados 200w ,399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-436238066-soundbar-samsung-con-woofer-m360-nuevos-sellados-200w-_JM#position=2&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#436238066,Samsung,M360,200 W,NA,Woofer,1.5 kg,Auxiliar,NA,Pasivo
53, Parlante Bluetooth + Subwoofer De 70 Watts Karaoke ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				42
				vendidos
			
		",(191 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,3.3,4,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-421436494-parlante-bluetooth-subwoofer-de-70-watts-karaoke-_JM#position=3&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,1,1,1,0,1,#421436494,Cafini,NA,70 W,NA,Subwoofer,NA,"USB, sd, bluetooth, fm, mic",NA,NA
54, Receptor Usb Aux Bluetooth Auto Equipo Sonido Parlante ,24,NA,"
			
				Nuevo
			
			
				
					 - 
				
				118
				vendidos
			
		",(882 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/GRUPONATIC+TIENDA,https://articulo.mercadolibre.com.pe/MPE-419751157-receptor-usb-aux-bluetooth-auto-equipo-sonido-parlante-_JM#position=4&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#419751157,NA,NA,NA,NA,NA,NA,NA,NA,NA
55, Bola Con Luces Sicodelicas Con Parlante Bluetooth Celular Pc ,38,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(97 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+HIBRIDA,https://articulo.mercadolibre.com.pe/MPE-436226416-bola-con-luces-sicodelicas-con-parlante-bluetooth-celular-pc-_JM#position=5&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#436226416,NA,NA,NA,NA,NA,NA,NA,NA,NA
56, Parlante Bluetooth 3000w Klip Xtreme Radio Micrófono Kls-750 ,799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-433927289-parlante-bluetooth-3000w-klip-xtreme-radio-microfono-kls-750-_JM#position=6&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#433927289,NA,NA,360 W,NA,Subwoofer,13.5 kg,RCA,NA,NA
57, Amazon Echo Dot 3ra Gen Español Alexa Tienda En San Isidro ,238,NA,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(11 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/DIGITALZ+PERU,https://articulo.mercadolibre.com.pe/MPE-434754150-amazon-echo-dot-3ra-gen-espanol-alexa-tienda-en-san-isidro-_JM#position=7&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#434754150,Amazon,NA,NA,NA,NA,300 g,NA,NA,NA
58, P Parlante Bluetooth Philips Sb300 Shoqbox Stereo Resiste Ag ,165,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-426007156-p-parlante-bluetooth-philips-sb300-shoqbox-stereo-resiste-ag-_JM#position=8&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#426007156,Philips,SB300,4 W,ShoqBox,Subwoofer,0.23 kg,NA,NA,Activo
59, P Parlante Logitech Z337 Bluetooth 4.1 Potencia 40 Watts Rms ,259,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-432769541-p-parlante-logitech-z337-bluetooth-41-potencia-40-watts-rms-_JM#position=9&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#432769541,Logitech,NA,40 W,NA,NA,NA,RCA,NA,NA
60, Jbl Pulse 3 Parlante Bluetooth 20w Luces Led Acuatico Tienda ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432853236-jbl-pulse-3-parlante-bluetooth-20w-luces-led-acuatico-tienda-_JM#position=10&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#432853236,JBL,Pulse 3,20 W,NA,NA,NA,NA,NA,NA
61, Parlante Cafini Bluetooh Recargable Con Migrofono Vincha Isc ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-432430252-parlante-cafini-bluetooh-recargable-con-migrofono-vincha-isc-_JM#position=11&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#432430252,Cafini,ISC,NA,NA,NA,NA,NA,Verde lima,NA
62, Parlante Bluetooth Perrito Snoopy C/bateria Tflash (20w) ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(17 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243280-parlante-bluetooth-perrito-snoopy-cbateria-tflash-20w-_JM#position=12&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#436243280,NA,NA,20 W,NA,NA,NA,USB,NA,NA
63, Parlante Google Home Mini Asistente Voz 2018 Sellado Español ,184,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-435231077-parlante-google-home-mini-asistente-voz-2018-sellado-espanol-_JM#position=13&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#435231077,Google,NA,NA,NA,NA,NA,USB,NA,NA
64, Parlante Jbl Charge 4 Acuatico Bluetooth Portatil By Harman ,529,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(293 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=SmWQ0mdgwVMmzgid2oMHJDqGKKPwdGC0rroWi5mnAVV%2Fz1ATEzODl7zZXahIbyTuP0BWyE%2FVsgUUuHCgV8IaDxygoNUSYB%2FfhkB5T%2Fn9c%2BkPi5h1jcRo%2FtG1PLlFd5OM1EdohB2XencEFrgNDlZFwDbQSes5QZkIS%2BQGih33Nnq685wN5iUDdyf9Mtu0aVljWGOsMcvGLoKhTxb76S4d%2FEqoJ1R2QXT%2FjWQzbUkfJzwlr3iIDf9q5PuD9Ja3NNY7bGVIdC8SKOP8MjomBQMrDNvGUTaReE7Fq%2BXAUF3tr589VIL8OeWjr1DLCCGISB4eAc1uJJhRkTvtuLxl82iFn20vQfMWwG7KcriVtHc9GHrNkBpC4PMyWfVLqa7OymwZAam0S2IP1717dlkW2211eFKXhNwtSPIkqWhbis41TOkK3dM4hS22rd82fvPwMcFuGFUxEyn45Z%2Fc%2BOwMza%2BnQ7DFV39zdC1YHykKgBQv1%2F2%2Bt8tu1VM9Y%2BA%2Bc%2BslZTqIqw6LNXLMIhfFSMMKDjG%2FTSMuRWrlemUqqDqdQAAj4mTn7flxn8%2FEMaoD1irXpvrGBCcp2AwafqPhuU6NV%2FhY0%2FClMQG%2F%2FKVSD24mOwrhwHjxsTNO07Bua4SGmA6rtZII5dvPdcHoYo9GjbMtKDNjtpN7oAzfZsyzLwvfjIXc9DSJnuc1Pshz15kuJhFhc%2FpCT4yaGYsJc6YvHrLP5WKBShAmWfD493zatYpHReBEsEtNnwnL3f5OqMuTOXNu89j0WgIL56qXuXsIyUjsdxNYiO8k6zyfilRsLQpfnEMXeI5TVvg8WsXc8Zg7CV50lRPLRuFtSZvrIKX3B7lqbiILV7hDikxfgWCXUGaKi%2FJSyZP34J01tQZCz6vxGVdo9tvs5ahtyTGk1UrYLtUPmVrk1TFTI6G166KftwpflqNmnvVf5mKvx4bvA42iMYG7sz8NMNiTLz%2FRtPx3HGAjiW3GSquv21dciVVG20KeoFRwEJGOsIcDO2pN3uJpOz57m%2BHQdA6VroPJNK7btntfeUiEvJzciWcoHhsKlV2DUJfWun%2BdZocan6GfubU0B0ly%2BG8jE6zqjeTrO1m9eJPOCrguJ80HOrNMsdPBbP4MbKcuexi4R3WZi3zFgSftIy3MtmwVvukIsQjIwZ1o7u%2BN1ulvrn63LnjNS79uVKFIFmLJoGk3oyCY%2FaGu21NslVtAltfPKvXIPcaJ44k7G8WgG9AAF1hAm7fMA9s5KRlcoDLoi6YNDrjVJGLlHFwpkdOSOkjx6IJmWE7S5vvfw9fbyZjwaGyyZiH0d4895J3NLdVwVE5VDXA%2BfXUrJIFAQHRUTsxf1o09C0GWq52PGykKsbJiWNGmPQy8veuZtV4P1sMUygoTFIKL2gwHjUycTkDQ4r1zQiNzYuE6tHjjzBNarkTuiuwaDyJACThY8qXC%2BDAgCiuzPOERPUi97jfKGqghN8SqiBBnXlALWuEkoVaUsLZlg%2Fzfw2ON4oemzZfrYKHXHnVmMdEQL4uqAQnMoEJPNnASsU%2BhqAGh0jtm9Wv42RmY2GeyB87SR6Igs6%2BHkMIVIKW1fhVJUdRd0x6mmIYCJK7t6B8LaohoLctiEMSfGWFmqswpnGjzjvK%2FhSI1uZPndRrdIprFq5GVzKn68VwoPV2Vrfu9k%2FNJeGs0sHoO9mctEa%2BCwrouvgCx3aWRu3BQFg0uIFza4hNyvAV65mcPcP4vARMoFl9xWFebio79Fn9n2g%3D%3D,NA,NA,NA,NA,NA,#437378262,JBL,Charge 4,30 W,NA,Woofer,NA,NA,NA,Activo
65, Parlante Fiddler Fd-p08 Soundbar Bluetooth ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(222 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACROTELSTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-434653611-parlante-fiddler-fd-p08-soundbar-bluetooth-_JM#position=15&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#434653611,NA,NA,NA,NA,NA,0.7 kg,USB,Negro,NA
66, Lg Parlantes Bluetooth Pk7 40w Calidad Sonido Nuevo ,669,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-433443995-lg-parlantes-bluetooth-pk7-40w-calidad-sonido-nuevo-_JM#position=16&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#433443995,LG,NA,40 W,NA,NA,NA,NA,NA,NA
67, Parlante Micronics Jazz 1 70w Bluetooth Radio Usb Sd -negro ,159,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-431001610-parlante-micronics-jazz-1-70w-bluetooth-radio-usb-sd-negro-_JM#position=17&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#431001610,NA,NA,70 W,NA,NA,NA,NA,NA,NA
68, Parlante Jbl Xtreme 2 Resistente Al Agua ,899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(198 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=yxsg6erKN1Lvs7KW0vqYefHSqwgRfhQQUYv3k1u%2BCCqghCoDWWhSsXMmD8ig8G%2FGV96V%2FEFthJk14gE%2BpCqb41MPxmwOUsuO2m3pVAZOxhwY%2Bs8n%2BeTareg8EtxIMN2OQEpbyz7BbeWZPmwby7XQsWDF3zcKohzuuC4GBhxHyR0m6Mxo%2Fkt2ntq8m3jlOB4LxP7ynD7rhXZ4ReiRDqqC0B7y1raJXWxZ%2BHM9DRcDhiuzp347YBuCagI4EkqcLaEANdyzMzxhoEbf5MrUCWSUz6WI%2FN987wLfaP%2BSFzndB4RKqI16%2BWJWATncFfqEn%2BwPmOluClu3o54HDZoMT5Kj7q927RkXaQpm3Dpsm%2F82pJrVRgQelTrmtok1Q%2BPn0AeqBBE3D1Ba0OkiOMhGwkNZ00zo5tT9MQB8Wm1UG7nFbd7oCSQ5NzyJOVH5OKVbGiChj5GjUV5d7mBKfmakVdLR8vGcff%2Fybz6FW9xr%2FP4JdQeKL%2BsRwYT0zcXgQKXeOQ3nTFgmtykLibzmmY%2F2pTip4BtiogU2nvPLqPaT%2B98jk99ryJeTZdMgWUpo15xfFc77r9KAMqqlTOL5yRPSy%2FGE63cM1%2Fjzh%2FmaHApTwqytA5z8HATIDCbg6lv6uNwj8PY8P%2Flb%2BFKceAaxcq108aWwQuGW5DMxwOMoTWEcqqCA2%2BiHRIXoT3DkmlwS9XQcrsj4Sxu3e21FMgjNW6uOpkpwN%2FTVv3TejnAS6ucCod6CgjkYSwa3n0YKr8f3mlDz5qn0onPTMKqz2LEZLaFaDuiFsqwxaVs9Hdwa7wxRHuE595SrVN%2BTM4jewEL7nqrKmxBMXuhzoHSlj%2BdIsq8w1Kp5kTT3XEMRsC1iXFCGSCZ%2FwAchYkJbciChOowqecKQwsFrlFfDWLZ3Amjwv8CzNBGZXOS0OhGNp0M10OnZW1QYeWvVbEam%2FdwZJe%2BVb9PYFSyF93GGpFULNoD5NZbimADAUa1TVD%2BpTVWskXgQQSjw0YjwT8OLhy7EiXpXx1OcGY20M09r40bGVhIYlWHttO%2FYE%2BdkIz4dwdWkeuD%2BHWDEPvsC5hODYzELOTyqGGl8in5keIcbE07M3rbfY%2FcNZ6wKooAmc5Dw%2BTOTfmpUamtaTvko2tediunD%2BW1f3IdLD1o0JZX7sa%2BHUBxLnEiFPGdwwhsLh8d37PduqUs8pgzU6GHM5UwZS324mSrcOlqnDEFhtxxE8FYMfswtUd6mx%2BhOWDqiqvg%2BBspoOjycW%2BoqPnyq4Ao50jJAMuWXXfoGUXaBYmQcGcu%2B1i0Ke3e8y1%2FG1IcOAgX2Jry8NkquGibDM3kf%2FFAaxPUoU0UCszzkC1JLMPi16g2hblzi3qCEpYj7KqcNrdp8mmIq0MfzUGWEmKoXHSyJuQVSzhixWnjhvKDJ%2BtBD4kPwsmgQGNZClRO8E2XkVK3OTAaRFMcIWSiPmtFxchxroeC21IqXKk22lyTVdnNe6KuuA%2FrT8RGIXxEYWOlJm7kdzPmi3xY2gzPTpKr6QloiFeClZ0qkr%2BVsTn7LoPvfoz3YRQGUwEWNxLnwUfregMF7XbF9aT%2FLP%2FD8bCS3ibObpociCehOAssFvMHaHGak0j5c8NozIn8Gc%2Fpv%2BY6JbLmfks%2FwXKKhTh0A%2Fxe2yh5yzVfA7%2BesQKCJOHz4%2Fm856HWAeApqwrOx%2BDezWb4LySueUoGg7yrIB2Vnby%2BEDOvDvwVDEfxMDQ0J,NA,NA,NA,NA,NA,#437812603,JBL,Xtreme 2,40 W,NA,Woofer,NA,NA,NA,Activo
69, Soundbar Samsung Curvo Ms6500 Wifi Hdmi 450w Nuevo Sellados ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-436657284-soundbar-samsung-curvo-ms6500-wifi-hdmi-450w-nuevo-sellados-_JM#position=19&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#436657284,Samsung,ms6500,450 W,NA,Woofer,NA,NA,NA,9
70, Bose Parlante Soundlink Color Ii Bluetooth Negro ,599,NA,"
			
			
				
				2
				vendidos
			
		",(139 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-434071199-bose-parlante-soundlink-color-ii-bluetooth-negro-_JM#position=20&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#434071199,Bose,Color,NA,NA,NA,NA,NA,NA,NA
71, Google Home Mini Asistente Smart - Negro ,130,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(13 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTVENTASPERU,https://articulo.mercadolibre.com.pe/MPE-436425802-google-home-mini-asistente-smart-negro-_JM#position=21&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#436425802,NA,NA,NA,NA,NA,173 g,NA,Charcoal,NA
72, Parlante Portatil Lg Xboom Go Pk5 Negro 20w Bluetooh Origina ,469,516,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-436450909-parlante-portatil-lg-xboom-go-pk5-negro-20w-bluetooh-origina-_JM#position=22&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#436450909,LG,NA,20 W,XBOOM Go,NA,NA,NA,NA,NA
73, Parlantes Bluetooth Inalámbricos ,19,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PATRICIAEGOVIL,https://articulo.mercadolibre.com.pe/MPE-436628686-parlantes-bluetooth-inalambricos-_JM#position=23&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#436628686,NA,NA,NA,NA,NA,143 g,NA,NA,NA
74, Logitech Sistema De Altavoces Z537 Con Subwoofer Bluetooth ,372,NA,"
			
			
				
				2
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+MESAJILHNOSSAC?brandId=145,https://articulo.mercadolibre.com.pe/MPE-435136565-logitech-sistema-de-altavoces-z537-con-subwoofer-bluetooth-_JM#position=24&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#435136565,Logitech,NA,NA,NA,NA,NA,RCA,NA,NA
75, Parlantes Jbl Boombox Bluetooth Originales ,1520,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-429132611-parlantes-jbl-boombox-bluetooth-originales-_JM#position=25&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#429132611,JBL,Boombox,60 W,NA,bluetooth,NA,NA,NA,Activo
76, Parlante Logitech Megaboom 3 Bluetooth Azul Negro Impermeabl ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-436653903-parlante-logitech-megaboom-3-bluetooth-azul-negro-impermeabl-_JM#position=26&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#436653903,Logitech,MEGABOOM 3,40 W,NA,NA,925 g,NA,Negro,NA
77, Parlante Logitech Bluetooth Ue Megaboom Electric 984-000511 ,817,NA,"
			
			
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435552165-parlante-logitech-bluetooth-ue-megaboom-electric-984-000511-_JM#position=27&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#435552165,Logitech,NA,NA,NA,NA,877 g,Auxiliar,NA,NA
78, Philips Parlante Bluetooth Inalambrico Portatil Recargable ,89,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434301995-philips-parlante-bluetooth-inalambrico-portatil-recargable-_JM#position=28&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#434301995,Philips,NA,2 W,NA,Portatil,NA,NA,Como,NA
79, Parlante Marshall Acton M-accs-10126 50w Bluetooth Negro ,749,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(9 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/UNALUKA,https://articulo.mercadolibre.com.pe/MPE-427454401-parlante-marshall-acton-m-accs-10126-50w-bluetooth-negro-_JM#position=29&type=item&tracking_id=725e72f1-6fab-4181-b683-5eca4ad89f3d,NA,NA,NA,NA,NA,#427454401,NA,NA,NA,NA,NA,NA,NA,NA,NA
