search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso
1084, Andis Profoil Lithium Titanium Foil Shaver Afeitadora ,6890,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(15 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,44,https://perfil.mercadolibre.com.ar/E-SHOP+PELUQUERIA,https://articulo.mercadolibre.com.ar/MLA-666316180-andis-profoil-lithium-titanium-foil-shaver-afeitadora-_JM,37,6,0,0,0,#666316180,Andis,Barber,Profoil Lithium Titanium,TS-1,80 min,Eléctrica,NA,NA
1085, Afeitadora Philips S5420/02 Aquatec ,4500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,84,https://perfil.mercadolibre.com.ar/NATASADANTE,https://articulo.mercadolibre.com.ar/MLA-766989626-afeitadora-philips-s542002-aquatec-_JM,57,19,4,2,2,#766989626,Philips,AquaTouch,S5420/02,S5420,45 min,voltaje universal,Flexibles,NA
1086, Repuesto Afeitadora Braun 92s Serie 9 Foil 9240s Aleman ,5500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,26,https://perfil.mercadolibre.com.ar/BUHODIGITAL2012,https://articulo.mercadolibre.com.ar/MLA-769860113-repuesto-afeitadora-braun-92s-serie-9-foil-9240s-aleman-_JM,19,5,2,0,0,#769860113,Braun,Series 9,9240S,NA,NA,NA,NA,NA
1087, Afeitadora Serie 5 Flexmotiontec Braun 5030sn ,9349,NA,NA,(98 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,33,https://perfil.mercadolibre.com.ar/NEW-VENTURES?brandId=1372,https://articulo.mercadolibre.com.ar/MLA-770011949-afeitadora-serie-5-flexmotiontec-braun-5030sn-_JM,27,4,2,0,0,#770011949,Braun,Serie 5,5030SN,NA,NA,NA,NA,NA
1088, Maquina Afeitadora Profesional Finale Wahl ,6249,NA,"
			
			
				
				2
				vendidos
			
		",(998 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,46,https://perfil.mercadolibre.com.ar/-LASMARGARITAS-?brandId=556,https://articulo.mercadolibre.com.ar/MLA-730085622-maquina-afeitadora-profesional-finale-wahl-_JM,29,11,4,1,1,#730085622,Wahl,Five Star,Finale,NA,80 Minutos Continuos,Batería,Ergónomicos,NA
1089, Shaver Gemei Nuevas En Caba Cerrada ,1500,NA,"
			
				Nuevo
			
			
		",(100 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NIQOLASMOSQUERA,https://articulo.mercadolibre.com.ar/MLA-783649894-shaver-gemei-nuevas-en-caba-cerrada-_JM,NA,NA,NA,NA,NA,#783649894,Gemei,Rechargeable shaver,GM-6100,NA,NA,corriente directa y batería,Removibles,NA
1090, Mujeres Usb Mini Vibrador Solo Salto Huevos Estimulador De B ,356,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(988 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/BANGBANGAR,https://articulo.mercadolibre.com.ar/MLA-794433353-mujeres-usb-mini-vibrador-solo-salto-huevos-estimulador-de-b-_JM,NA,NA,NA,NA,NA,#794433353,NA,NA,NA,NA,NA,NA,NA,NA
1091, Cortabarba Philips Oneblade Qp2510/10 Oferta Dia Del Padre¡ ,1899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/UKELELESHOPMUSIC,https://articulo.mercadolibre.com.ar/MLA-788270834-cortabarba-philips-oneblade-qp251010-oferta-dia-del-padre-_JM,NA,NA,NA,NA,NA,#788270834,Philips,OneBlade,QP2510/10,QP2521/10,NA,220V,ÁCERO,NA
1092, Máquina De Afeitar Eléctrica De Uso Recíproco Con Cuchillas ,769,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(15 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/LANLINGXINAR,https://articulo.mercadolibre.com.ar/MLA-788056186-maquina-de-afeitar-electrica-de-uso-reciproco-con-cuchillas-_JM,NA,NA,NA,NA,NA,#788056186,NA,NA,NA,NA,NA,NA,NA,NA
1093, Afeitadora Philips S1310/02 Recargable ,1899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,56,https://perfil.mercadolibre.com.ar/PANA5222628,https://articulo.mercadolibre.com.ar/MLA-791589139-afeitadora-philips-s131002-recargable-_JM,32,16,5,2,0,#791589139,Philips,Shaver Series,S1310/02,NA,NA,220v,Flexibles,NA
1094, Afeitadora Gama Gsh-860 Recargable Inalambrica Cortapatilla. ,1528,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(97 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,95,https://perfil.mercadolibre.com.ar/EMPAKEWEB,https://articulo.mercadolibre.com.ar/MLA-707635639-afeitadora-gama-gsh-860-recargable-inalambrica-cortapatilla-_JM,47,34,12,2,0,#707635639,GA.MA,Gama Gsh-860,GSH 860,NA,50 minutos,NA,NA,144 g
1095, Philips Qp6510 Oneblade Pro Afeitadora Modeladora Delineador ,2799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				20
				vendidos
			
		",(8 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-721199583-philips-qp6510-oneblade-pro-afeitadora-modeladora-delineador-_JM,NA,NA,NA,NA,NA,#721199583,Philips,OneBlade,QP6510,QP2520/20,60 minutos,Batería,Flexibles,NA
1096, Afeitadora Philips Aquatouch At760 Recargable Humedo Y Seco ,2919,NA,"
			
				Nuevo
			
			
		",(2 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SHOPPINGNETARG,https://articulo.mercadolibre.com.ar/MLA-761927398-afeitadora-philips-aquatouch-at760-recargable-humedo-y-seco-_JM,NA,NA,NA,NA,NA,#761927398,Philips,Afeitadora,AT760,NA,40 min,NA,NA,NA
1097, Afeitadora Remington ,1600,NA,"
			
				Nuevo
			
			
		",(1 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/MARCELO+LALLI,https://articulo.mercadolibre.com.ar/MLA-797195259-afeitadora-remington-_JM,3,1,0,0,0,#797195259,Remington,Hyperseries,XR1400,XR1400,NA,Batería,Removibles,NA
1098, Afeitadora Recargable Braun Serie 3 310s Wet Dry Para Ducha ,3599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,26,https://perfil.mercadolibre.com.ar/ELECTROYHOGAR1,https://articulo.mercadolibre.com.ar/MLA-790993730-afeitadora-recargable-braun-serie-3-310s-wet-dry-para-ducha-_JM,22,1,3,0,0,#790993730,Braun,Series 3,310S,NA,NA,220v,Flexibles,NA
1099, Nuevo Afeitadora Eléctrico Para Mujeres - Damas Afeitar Eléc ,896,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/3CELECTRONICSSTOREAR,https://articulo.mercadolibre.com.ar/MLA-797863349-nuevo-afeitadora-electrico-para-mujeres-damas-afeitar-elec-_JM,NA,NA,NA,NA,NA,#797863349,NA,NA,NA,NA,NA,NA,NA,NA
1100, Afeitadora Philips Hq6998 Seco Recargable 3 Cuchillas ,4399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/SHOPPINGNETARG,https://articulo.mercadolibre.com.ar/MLA-792171358-afeitadora-philips-hq6998-seco-recargable-3-cuchillas-_JM,NA,NA,NA,NA,NA,#792171358,Philips,Cuidado,HQ6998,NA,NA,Batería,Giratorios,NA
1101, Cortabarba Philips Bt3206/14 ,1185,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(5 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,47,https://perfil.mercadolibre.com.ar/ARTICULOS-EXCLUSIVOS,https://articulo.mercadolibre.com.ar/MLA-751908772-cortabarba-philips-bt320614-_JM,31,13,2,0,0,#751908772,Philips,Series 3000,BT3206/14,BT3206/14,45 min.,Batería,Cuchilla acero inoxidable,NA
1102, Afeitadora Philips Eléctrica S5070/02 ,3939,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,217,https://perfil.mercadolibre.com.ar/MASTRONARDIHOGAR,https://articulo.mercadolibre.com.ar/MLA-749248117-afeitadora-philips-electrica-s507002-_JM,143,57,13,0,3,#749248117,Philips,AquaTouch,S5070/02,NA,40,Batería,NA,NA
1103, Afeitadora Electrica Philips S1310/02 ,3110,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,56,https://perfil.mercadolibre.com.ar/MASTRONARDIHOGAR,https://articulo.mercadolibre.com.ar/MLA-738118343-afeitadora-electrica-philips-s131002-_JM,32,16,5,2,0,#738118343,Philips,philips,S1310/02,NA,NA,Corriente directa,NA,NA
1104, Afeitadora Cruzer 6 Clean Shave ,2000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,9,https://perfil.mercadolibre.com.ar/CONFORT+INTEGRAL,https://articulo.mercadolibre.com.ar/MLA-804719599-afeitadora-cruzer-6-clean-shave-_JM,8,0,1,0,0,#804719599,Braun,Cruzer,cruzer 6 clean shave,5414,NA,Eléctrica/bateria,Planos,525 g
1105, Afeitadora Eléctrica Philips S9031/12 Inalambrica Recargable ,9500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(10 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.6,5,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-614047798-afeitadora-electrica-philips-s903112-inalambrica-recargable-_JM,3,0,0,1,1,#614047798,Philips,Afeitadora,S9031/12,S9031/12,NA,NA,NA,NA
1106, Combo Afeitadora Pr1235 Remington + Kit Corte 5 En 1 Pg181 ,1998,NA,"
			
			
				
				15
				vendidos
			
		",(88 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,3,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-667563774-combo-afeitadora-pr1235-remington-kit-corte-5-en-1-pg181-_JM,1,1,1,0,0,#667563774,Remington,Kit,PR1235 + PG181,NA,Utiliza la afeitadora inalámbrica por 40 minutos,Batería,Giratorios,NA
1107," Philips Norelco Multigroom Serie 7000, Mg7750/49 , Equipo Gr ",3905,NA,"
			
				Nuevo
			
			
		",(100 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-792346301-philips-norelco-multigroom-serie-7000-mg775049-equipo-gr-_JM,NA,NA,NA,NA,NA,#792346301,Philips Norelco,NA,MG7750/49,MG7750/49,NA,NA,NA,NA
1108, Afeitadora Philips S1520/42 ,2499,NA,"
			
			
				
				3
				vendidos
			
		",(7 disponibles),12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.6,51,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-725242237-afeitadora-philips-s152042-_JM,37,10,3,0,1,#725242237,Philips,S1520/02,S1520/02,S1520/02,45 minutos,NA,NA,NA
1109, Afeitadora Corporal Resistente Al Agua Philips Bg3005 ,3250,NA,"
			
			
				
				6
				vendidos
			
		",(14 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,57,NA,https://articulo.mercadolibre.com.ar/MLA-756900369-afeitadora-corporal-resistente-al-agua-philips-bg3005-_JM,34,17,5,1,0,#756900369,Philips,Bodygroom,BG3005,BG3005/15,40,Eléctrica,Planos,NA
1110, Maquina De De Afeitar Usb Recargable Yoko 3 In 1 ,875,NA,"
			
				Nuevo
			
			
		",(100 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/AMSTERDAM_IMPORTADOR_DIRECTO,https://articulo.mercadolibre.com.ar/MLA-771376058-maquina-de-de-afeitar-usb-recargable-yoko-3-in-1-_JM,NA,NA,NA,NA,NA,#771376058,Yoko,NA,YK-6558,NA,60min,Batería,NA,NA
1111, Remington Afeitadora Rotary Power ,1500,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ANIKASHOP,https://articulo.mercadolibre.com.ar/MLA-696309563-remington-afeitadora-rotary-power-_JM,NA,NA,NA,NA,NA,#696309563,Remington,NA,Rotary Power,NA,NA,NA,NA,NA
1112, Afeitadora Cortabarba Philips One Blade Pro Qp6510 Cortadora ,2999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(999 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,248,https://perfil.mercadolibre.com.ar/BAZA+10,https://articulo.mercadolibre.com.ar/MLA-742796650-afeitadora-cortabarba-philips-one-blade-pro-qp6510-cortadora-_JM,158,66,18,3,3,#742796650,Philips,OneBlade Pro,One Blade Pro,QP6510/20,Cortabarba,Corriente directa,Giratorios,NA
1113, Cortadora Philips Bt1209 Afeitadora Inalambrica Recargable ,1499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(499 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,23,https://perfil.mercadolibre.com.ar/MEIMPORTOEMPRESA,https://articulo.mercadolibre.com.ar/MLA-676359184-cortadora-philips-bt1209-afeitadora-inalambrica-recargable-_JM,13,5,3,0,2,#676359184,Philips,Series 1000,BT1209/15,BT1209/15,8hs,Batería,Removibles,NA
1114, Afeitadora Philips Qc5130/15 11 Posiciones Uso Con/sin Cable ,1850,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(30 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LAFRANCO+PERFUMERIA,https://articulo.mercadolibre.com.ar/MLA-728148768-afeitadora-philips-qc513015-11-posiciones-uso-consin-cable-_JM,NA,NA,NA,NA,NA,#728148768,Philips,Qc5130/15,QC5130/15,NA,NA,NA,Removibles,NA
1115, Afeitadora Philips S-7310-12 ,5599,NA,NA,(26 disponibles),12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.2,26,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-659246174-afeitadora-philips-s-7310-12-_JM,14,7,3,1,1,#659246174,Philips,NA,S7310/12,NA,NA,NA,NA,NA
1116, Afeitadora Philips S1310/02 ,2999,NA,"
			
			
				
				9
				vendidos
			
		",(10 disponibles),12 cuotas,NA,NA,Retiro gratis en local de Garbarino,NA,NA,4.4,56,https://perfil.mercadolibre.com.ar/GARBARINO?brandId=738,https://articulo.mercadolibre.com.ar/MLA-684974718-afeitadora-philips-s131002-_JM,32,16,5,2,0,#684974718,Philips,NA,S1310/02,S1310/02,NA,NA,NA,NA
1117, Body Groomer Gama Sport Gr500 Afeitadora Cuerpo Inalambrica ,1850,NA,"
			
				Nuevo
			
			
		",(4 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/-MILYON-,https://articulo.mercadolibre.com.ar/MLA-778626436-body-groomer-gama-sport-gr500-afeitadora-cuerpo-inalambrica-_JM,NA,NA,NA,NA,NA,#778626436,GA.MA,GROOMER,GR500A,NA,NA,Batería,NA,119 g
1118, Afeitadora Rotativa Power Series Aqua Remington Pr1342 ,1599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(16 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELECTROANDPOWER,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=75VBcH5xhfyr%2BAzYWRONJdx3H8Zb9I87AmGEmPFJlAA0K8D1Ol03F0wNJ3rOhdoBhl0IYU4ae2wJ8TnpapALsp93h4ivt5Pywd%2F2UC3DfE1eQxPAgyyu5WW0V5Sr3%2F8%2B0gHMKOt8wEOBpiEJDlXde3V2VQQ6MoCGXRiMDJ6aaZIOguT%2FCh6j8b6WcU7QKfkS4o9lmmjcPusdFlwXunSynuGh3cJj4B%2BTYHk58KjIp5EcOEzV8WjM%2FSWseBmR%2B47HBZGu7CAItmkVm2JqwtR3Y%2FyiWNpfvegMAAGXPDiTAd%2FwUYx1yJ4x4OPBricyUt0IBULmW2%2Bm%2Ffa6D1o1uE5HZJUQsfeww9HasWhtyU3SzBKv0Mu4BHDgNliwwlR%2FaYUbjMiIsUEL8J%2BKiLureRscnqyFT31iHK6xOStsnoggWYuk8AUgMpJXueFc0P2A%2BzUm9Pml3EOtsrW34AUjQW9F2%2Bhf8hVfe4fd%2BSUN3GId%2B3TxqwxFrljhaUL9w869jn%2Bv%2Fjx4o1zTkmA6psu%2BmG9M7Pff2widlz5IVXaGNR5ssN%2Bi418%2BvoM4R7UsbgwQV8lJaXuQIHblUQ5KA7GhVkfkinR9bFAkDXYFeCan2bQNNX8jBOmiuhvxt5WCpyKzYrA35qtRN1IzsH6JnLm0ZC9l3BDeTuTdlehY0%2FqYPWRuZGW26HSHGgtUeNJFVbs5UK434x%2BapekivTXcg1FbGmHxoOjv4U%2FpJVk%2B5Yw6SRVFxk5Z906U8tdWwk5R5vJRJ%2BM37aRV7iU6li6m2FmatEpFJGdKt3O97kJHGMUkcyyjfIZZyoJfNw3B3vBMu4uEBawATpLseaW8iMxzJOsI33%2F5SNaquoGB4rtTo3ZAG2D9vRbDwBQYUE3OlFLpscDNX%2BNtv%2FeyP%2Fa7wF8NKsMaoTvkEITkfibUkR4JarFkFXkUOczbC%2F6Yq%2BiAUyuDrdcXNjUpVJDLVEnziudsw6gQ62N9JoJJGk%2FA6ZYeaxukBuJnFAd1XaCFCZbJcNneHsTp3E9bkRoxTqKL%2B%2BkLIwSyRUXiGjZrSWc3qFEWTWVbnMIfwwpNMQ9wGq1AoZk4z4i0%2BlchGQ75Ep5yYhHrxV7UKHBSOsDNVsaQ2j7lxyozHEoAP7R96iaBNKUNK%2FJSpw0AKLswPpSIPRoMISVVGz5a2o9kgfxh9R648HiwJkkuspLtDPPnAk464tiTNlnaZPwYL81bBqrs32kpxYlYieDD%2BAGBCaOp9tecpaYedKQjyht1tvsDytw%2FHkL%2BkKcagtuiT4qg5dvt%2Ff1X1jW3JCUbwBV9RPksOaSk1uMwRoVVY%2F4S6m3x%2FtmDwE8%2BvNYuOjiqHxuptHjjQQ7bsGKfbBdsc4ofQVSoUwwhpjWBlusKmRFgr4Ok4K2vEFNb8ObKq5NNh4i2pZIXdj30eRAaXzbNa25wVTXRFNRxIDybcYdzUjhe%2B%2Fx7kIBfnEJMYcwg6jqv0%2Bv84Cr14n5JAb%2F0YI2sFw399LuVLYWP1tKPovR8%2BBSkfJZQDBZDO%2F2RsW95YZfsnAPNu4Z%2BhyM2nYrIRYGkcFyqxvNq571GXaNixd7utseJTdKpHo%2BCegTamRgWP7iEjsLSBhGuCXzScrMl9ZI5YC40qNAXuYm8VgjtPJagL0Us2fFNtNbdxJ5kF7U1Tqc267T%2FwxdILHLNWOmq%2FdwrGdYE6URpQ0Tqeigsvg1DocvQk4h3I%2FFK5OhP%2FCMZj6qdGchDCUip8imKopRtptKHXrHjfs5DbMNkVB4YfmfsUphHqvNscMgO56I6swvPWe%2B7LDHgdVax8IJpjZaYw5bQOkt5PRsJbX86vm6k,NA,NA,NA,NA,NA,#739702390,Remington,Lithium Power Series,PR1342,NA,NA,Batería,Ergónomicos,NA
1119, Máquina De Afeitar Remington Pf7200 F2 Comfort Series Negro ,1602,NA,"
			
				Nuevo
			
			
		",(100 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,3.8,25,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-747121771-maquina-de-afeitar-remington-pf7200-f2-comfort-series-negro-_JM,10,8,3,0,4,#747121771,Remington,NA,PF7200,NA,NA,NA,NA,NA
1120, Afeitadora Philips Shaver S9031 Recargable Espuma Lavable ,10799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(888 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,81,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-612739209-afeitadora-philips-shaver-s9031-recargable-espuma-lavable-_JM,57,16,5,0,3,#612739209,Philips,Shaver Series 9000,S9031,S9031/12,50 min,Batería,Pivotantes,NA
1121, Afeitadora Portatil Rca R6r002 Con Carga Usb ,1010,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		","
		
			¡Último disponible!
		
	",12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DESPENSADIGITAL,https://articulo.mercadolibre.com.ar/MLA-628151257-afeitadora-portatil-rca-r6r002-con-carga-usb-_JM,NA,NA,NA,NA,NA,#628151257,RCA,Afeitadora,R6r002,NA,Afeitadora,NA,NA,NA
1122, Maquina Afeitadora Remington Xr1330 Hyperseries Recargable ,3490,NA,"
			
			
				
				10
				vendidos
			
		",(991 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,5,https://perfil.mercadolibre.com.ar/IPFIJO?brandId=573,https://articulo.mercadolibre.com.ar/MLA-614648831-maquina-afeitadora-remington-xr1330-hyperseries-recargable-_JM,3,2,0,0,0,#614648831,Remington,HyperFlex,XR1330,NA,Hasta 50 minutos de uso inalámbrico,Batería,NA,NA
1123, Braun Cruzer 6 Afeitadora Eléctrica Modeladora Recortado ,2299,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MANURODML,https://articulo.mercadolibre.com.ar/MLA-769597439-braun-cruzer-6-afeitadora-electrica-modeladora-recortado-_JM,NA,NA,NA,NA,NA,#769597439,Braun,Cruzer 6,Cruzer6,NA,50 minutos,Batería,NA,NA
