search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Peso,Marca,Modelo,Tipos de filtros del parlante,Conectores de entrada,Tipos de parlante,Color,Potencia de salida (RMS)
42, Autoradio Pioneer Dxt-s4069bt Bluetooth + 4 Parlante Pioneer ,569,NA,5,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-434645186-autoradio-pioneer-dxt-s4069bt-bluetooth-4-parlante-pioneer-_JM,NA,NA,NA,NA,NA,#434645186,NA,NA,NA,NA,NA,NA,NA,NA
43, Parlante Bluetooth 6000w Microfono Ruedas Klip Xtreme Kws920 ,999,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-431951347-parlante-bluetooth-6000w-microfono-ruedas-klip-xtreme-kws920-_JM,NA,NA,NA,NA,NA,#431951347,12.5 kg,NA,NA,NA,NA,NA,NA,NA
44, Parlante Jbl Original Modelo Flip 4 Color Negro. ,330,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IPLUS_STORE,https://articulo.mercadolibre.com.pe/MPE-436597165-parlante-jbl-original-modelo-flip-4-color-negro-_JM,NA,NA,NA,NA,NA,#436597165,NA,JBL,Flip 4,NA,NA,Acuatico,NA,16 W
45, Jbl Charge 3 Parlante Bluetooth Acuatico Sumergible Portatil ,529,NA,3,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432339590-jbl-charge-3-parlante-bluetooth-acuatico-sumergible-portatil-_JM,NA,NA,NA,NA,NA,#432339590,NA,JBL,Charge 3,Pasivo,NA,NA,Como,20 W
46, Microfono Bluetooth Karaoke Parlanrte Inalambrico Delivery ,99,NA,8,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/IMPORTACIONESMYJASOCIADOS,https://articulo.mercadolibre.com.pe/MPE-434083302-microfono-bluetooth-karaoke-parlanrte-inalambrico-delivery-_JM,0,1,0,0,0,#434083302,NA,NA,NA,NA,NA,NA,NA,NA
47, Bose Parlante Inalambrico Soundlink Revolve Bluetooth Negro ,899,NA,1,159,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,0,1,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-434071230-bose-parlante-inalambrico-soundlink-revolve-bluetooth-negro-_JM,0,0,0,0,0,#434071230,660 g,Bose,Revolve,Activo,NA,NA,NA,NA
48, [ ] Parlante Portatil Micronics Sound Master Bluethoot Micro ,290,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-436529376--parlante-portatil-micronics-sound-master-bluethoot-micro-_JM,NA,NA,NA,NA,NA,#436529376,NA,NA,NA,NA,NA,NA,Negro brillante,NA
49, Parlante Bluetooth + Subwoofer De 70 Watts Karaoke ,169,NA,42,191,NA,NA,NA,Envío gratis a todo el país,NA,NA,3.3,4,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-421436494-parlante-bluetooth-subwoofer-de-70-watts-karaoke-_JM,1,1,1,0,1,#421436494,NA,Cafini,NA,NA,"USB, sd, bluetooth, fm, mic",Subwoofer,NA,70 W
50, Gratis!!! Parlante Logitech Ue Wonderboom Bluetooth Ipx7 ,269,NA,3,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434462022-gratis-parlante-logitech-ue-wonderboom-bluetooth-ipx7-_JM,NA,NA,NA,NA,NA,#434462022,NA,Logitech,NA,NA,NA,NA,NA,NA
51, Parlante Activo Bluetooth 12 Pulgadas +microfono Inalambrico ,395,NA,4,96,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-428023951-parlante-activo-bluetooth-12-pulgadas-microfono-inalambrico-_JM,NA,NA,NA,NA,NA,#428023951,NA,NA,NA,NA,NA,NA,NA,NA
52, Parlante Logitech Bluetooth Mx Sound 2.0 (980-001281/000382) ,330,NA,2,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435550606-parlante-logitech-bluetooth-mx-sound-20-980-001281000382-_JM,NA,NA,NA,NA,NA,#435550606,NA,Logitech,NA,NA,NA,NA,NA,NA
53, Parlante Karaoke Bluetooth + Microfono Y Entrada Guitarra ,120,NA,4,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIBERVENTAS4000,https://articulo.mercadolibre.com.pe/MPE-431844087-parlante-karaoke-bluetooth-microfono-y-entrada-guitarra-_JM,NA,NA,NA,NA,NA,#431844087,NA,NA,NA,NA,USB,NA,Cartón,NA
54, Parlante Bluetooth 3000w Klip Xtreme Radio Micrófono Kls-750 ,799,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-433927289-parlante-bluetooth-3000w-klip-xtreme-radio-microfono-kls-750-_JM,NA,NA,NA,NA,NA,#433927289,13.5 kg,NA,NA,NA,RCA,Subwoofer,NA,360 W
55, P Parlante Bluetooth Philips Sb300 Shoqbox Stereo Resiste Ag ,165,NA,5,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-426007156-p-parlante-bluetooth-philips-sb300-shoqbox-stereo-resiste-ag-_JM,1,0,0,0,0,#426007156,0.23 kg,Philips,SB300,Activo,NA,Subwoofer,NA,4 W
56, Parlante Micronics Jazz 1 70w Bluetooth Radio Usb Sd -negro ,159,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-431001610-parlante-micronics-jazz-1-70w-bluetooth-radio-usb-sd-negro-_JM,NA,NA,NA,NA,NA,#431001610,NA,NA,NA,NA,NA,NA,NA,70 W
57, Jbl Pulse 3 Parlante Bluetooth 20w Luces Led Acuatico Tienda ,699,NA,1,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432853236-jbl-pulse-3-parlante-bluetooth-20w-luces-led-acuatico-tienda-_JM,NA,NA,NA,NA,NA,#432853236,NA,JBL,Pulse 3,NA,NA,NA,NA,20 W
58, Amazon Echo Dot 3ra Gen Altavoz Inteligente Alexa Sellado ,169,NA,3,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-437115986-amazon-echo-dot-3ra-gen-altavoz-inteligente-alexa-sellado-_JM,NA,NA,NA,NA,NA,#437115986,300 g,Amazon,Echo  Dot 3era Gen,"SMART, WIFI, BLUETOOTH, SALIDA 3.5MM",NA,Wifi,NA,10 W
59, Parlante Google Home Mini Asistente Voz 2018 Sellado Español ,184,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-435231077-parlante-google-home-mini-asistente-voz-2018-sellado-espanol-_JM,NA,NA,NA,NA,NA,#435231077,NA,Google,NA,NA,USB,NA,NA,NA
60, Lg Parlantes Bluetooth Pk7 40w Calidad Sonido Nuevo ,669,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-433443995-lg-parlantes-bluetooth-pk7-40w-calidad-sonido-nuevo-_JM,NA,NA,NA,NA,NA,#433443995,NA,LG,NA,NA,NA,NA,NA,40 W
61, Parlante Portatil Bluetooth Recargable 8 Pulgadas + Pedestal ,285,NA,8,95,NA,NA,NA,Envío gratis a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-425798995-parlante-portatil-bluetooth-recargable-8-pulgadas-pedestal-_JM,0,1,0,0,0,#425798995,NA,NA,NA,NA,NA,NA,NA,NA
62, Pioneer Parlante Monitor De Escritorio Dj Dm-40bt - Negro ,709,NA,1,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=82,https://articulo.mercadolibre.com.pe/MPE-435480798-pioneer-parlante-monitor-de-escritorio-dj-dm-40bt-negro-_JM,NA,NA,NA,NA,NA,#435480798,NA,Pioneer DJ,DM-40BT,NA,NA,NA,NA,NA
63, Bose Parlante Soundlink Color Ii Bluetooth Negro ,599,NA,2,106,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-434071199-bose-parlante-soundlink-color-ii-bluetooth-negro-_JM,NA,NA,NA,NA,NA,#434071199,540 g,Bose,Color,NA,NA,Inalámbrico,NA,NA
64, Parlante Cafini Bluetooh Recargable Con Migrofono Vincha Isc ,59,NA,10,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-432430252-parlante-cafini-bluetooh-recargable-con-migrofono-vincha-isc-_JM,NA,NA,NA,NA,NA,#432430252,NA,Cafini,ISC,NA,NA,NA,Verde lima,NA
65, Parlante Bluetooth Perrito Snoopy C/bateria Tflash (20w) ,59,NA,3,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243280-parlante-bluetooth-perrito-snoopy-cbateria-tflash-20w-_JM,NA,NA,NA,NA,NA,#436243280,NA,NA,NA,NA,USB,NA,NA,NA
66, Soundbar Samsung Curvo Ms6500 Wifi Hdmi 450w Nuevo Sellados ,599,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-436657284-soundbar-samsung-curvo-ms6500-wifi-hdmi-450w-nuevo-sellados-_JM,NA,NA,NA,NA,NA,#436657284,NA,Samsung,ms6500,9,NA,Woofer,NA,450 W
67, Parlante Jbl Charge 4 Acuatico Bluetooth Portatil By Harman ,499,NA,1,298,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=3ftrcUwrggvgZuUGegb53NLRhFkEyUhfME%2FDrYE3qGGdgFPBLW14YomKqfpau5Xnsd12ZUrZctUrvVf7xt1bIpyJhpW0Okci%2BaeEIlI5o6TgBBo1%2F4HGoqCgzReiLLYcSVIYKVL1eH4dcewOS6feAXBPc%2FSIEYNSVn6Qt%2BOVhfzOxlAGQfmlvvPsrvLjkNCnnnb1l0EStpG3PEl81TWE8LII%2Fe53%2FCH5nOySfDYkdZv6gWaMpcAFH4FVPRQbnyC3U%2Bwq3heTPfMp%2FIcXxnBOCq9fAckvHggBo%2FJOjV53oo6dhlG8JU81ya8idxCF0QiFBR406y%2F6%2ByRIxBXESCGr%2FqxM%2BxkmQpZhUz1dFQebkAXRZ72MeIqg89tjJXxNsbYFZ690ZkcecaWY4VKKzPOtq2WEk%2Ft1U6U%2Fevdga4j8TfmxcR9nNRrDkqzA%2FSi%2BhBNS8INPuCOUhc6uQ%2FfRvFnzx13iFmicqoZ0C05HQQIStpOU3lDpDNiBqF%2B2k%2FZYrIJotcjxoYvNyw41VoMe0geM6iDew228jXF7JVrpsvmnlG701uE4%2BeuJls%2F7125KYDNy9EFEAFFf5%2B2JXqZ2VSqj%2BRGV23C%2Faw8p1ZBekJ4SXX7J7AWWDhPE2iv2xaf4M1f%2Fxf0qEsmgW9%2BkEfZrkCZ1r%2F0PgLir9y4eaNW8yO5nV3jg8kVQEWJPiTm1lQQnFuG5poIpOdflwwfpqimXF5wam9fOKEZPCvKKrzTCdecnEnPheA9AOmo0VaNTfCNiCPC99tw4TjobcX4N5Wh0IHiuq%2BBFF24GaKPt26l9Pr4nrBXoVXA93erTOgXvV3CuTa4sYMZWQ1xFH9epqrt8%2FEIC3W6CbbYBp1kDiE4pGMyqAYV%2BvhvfbrrZTEONwd7D7l19CM3SO62Cv60RmRM0uZaElYdyy0TLLkAmBpFYPlmLlPVr7AlHnAf9%2BEy70PIgM1HJ865h%2B9Pld8mwjTNhqmTpstmwmmqcVpj9YgsEQm%2B0ZcJuaQox5TJEsJDKd%2BK7djQEmU2vx6RS8s8VkJnZPf3anLdx2gT5smXKLa1AmcCOvGVcyx%2BsQTDHHaiXiykSNw3LZ7MI%2Fvt4Mdodtex%2Fb6nE42SJsGogNnrGLgIBIyHARdcbm6u5lRFUVwCZDrF0d%2FEajIbG76PBCeqy7TCWWS2eUb%2BYn5xIBC8aWXhmc9akE0CBvc6YMBiQJdpG9lOioci1R5ZDMzQ%2BnLe3RA1T8a7CH6kg89sUFyRkn2C3TKNrGq%2B9l3bvMin4SSnJMVXvPSPkTtmYs1Wi%2F0L9JOcVBx%2FbdsFH8TiQy1%2F6MXJkh%2Ba0CLANZ3aDy2B0NWWN7xdbAG24liVV3wganVxeVYa93t06rzkmR%2FepxrwQHa5ETE016ezoGtrKF%2FSxzdZ%2FOjEIegy58mNrEURnSQdrr0I0pQdqqhW%2F9ziBqdg%2BC%2FldUeKld7M3y26qLG4ifjuY6j8FbwwlsWOeVwaGsZFgddpTivWgs3gbks22wzQANDrkWFGfZf9tKkKEC2sswPX93UFqVNHBprSrNw32eiRxlLyPFI7nI0InTdepoiLyuEXoGCnSJF5i%2FUAD%2FmHK%2BpHWK4S%2Feh6bmJhKGxZCkOzsbJV0%2FhRQe6h%2FvQUfyERPSSqY,NA,NA,NA,NA,NA,#437378262,NA,JBL,Charge 4,Activo,NA,Woofer,NA,30 W
68, Parlante Bluetooth Acuatico Para Ducha Portatil + Regalo ,34,NA,15,85,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/SHOPOPERU,https://articulo.mercadolibre.com.pe/MPE-427736137-parlante-bluetooth-acuatico-para-ducha-portatil-regalo-_JM,0,1,1,0,0,#427736137,NA,NA,NA,NA,NA,NA,NA,NA
69, Parlante Sony Srs-xb41 Bluetooth Inalámbrico ,599,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-432534821-parlante-sony-srs-xb41-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#432534821,NA,Sony,SRS-XB41,bluethoo,NA,Inalambrico,NA,50 W
70, Receptor Usb Aux Bluetooth Auto Equipo Sonido Parlante ,24,NA,118,882,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/GRUPONATIC+TIENDA,https://articulo.mercadolibre.com.pe/MPE-419751157-receptor-usb-aux-bluetooth-auto-equipo-sonido-parlante-_JM,1,0,0,0,0,#419751157,NA,NA,NA,NA,NA,NA,NA,NA
71, Parlante Jbl Boombox Resistente Al Agua Bluetooth Nuevo ,1439,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=hbZcUzQGBvxO%2B%2Bmndpu2Q1%2BFE6wwJ4US236GgHh8Q3Px53rcs8Y9XjhkFqVTTrmSgNi4caomxe4eSLTQpGAS3s%2F0wKI4kTy5WVcDoPPU292A%2BQu%2FC35A5BcR5b4cuUJzzDGkTkDDzPflxjCAfBuoDz3pmv7N0A68C%2Bif9w%2BYMmV4KaAnsn%2F4f6WFI9YASD2XUGE%2B5nIpQNpbKw9I8eGcN1%2BWM3G46xmE79bh6IlJ4SayxFuZhS6%2FDPJp7pxXdQKKpw6Wpjc6%2BIPjYpD2Se%2FUxh%2F065zz433W3D%2F30O81HWjvShLs63yL%2By%2F4FBAVOb3bEE3rT9%2FZMKVfEiVZsc%2BzfWXokIDSPvSBkXQKemhZ7DfAMtZQ14kL%2BtS21Vz8M1EYKdaIJJHmC47J%2B7cJ97jnkw9hauG98MFSylNzJa2m3vjMJ8nDUZIvcs8vuOox85Bu3lFXQU4HusdHts4ewux4yVs3qYLvHZtEOES75pCKvaSisIRO0pfbT63%2BLWyIBqB3sSpCbAZxD2v0vmuRSdBRYRZa2bbw%2FAmywdQy7O6IEzjA9MmbldiCTC7mvpQcVh6Wa4tr1U1Yv6F8nFuOZ%2FSHeFAQbM6689VEjs31a4X63OAyDW9xb%2FjVmIPYQbHj3LT3fgu8JKFr7R8LxuwtSLacCJOM1GQwTex%2FpJgHjGgVAjrF5UaadulTC3EzLOgyFCrUCXOmIFanAxepjn5%2BG8xnTrlcPs3AAVGRU3LhIDFn2aX552MutgjZipuKVOkxVD%2B4b4Fa2brrphMnYqjH6QqCiZ6ZlGdGhfM%2FV34knPzTWAmmyc234Ih0f%2FvKcrKa8zkXmqHWdT0pRJv9WzmGF9lSw9Cwh2fIWFXkCwt87CM6Y3azRTC3NnmW5QFnHBSMcGshThsSA%2BIlN2tMIY5StEUUmdyVvVBtlHcgs4%2By7KdN4c%2FBwtkmNcz9Ff%2FHbDg2E4aVY%2BPP7nyfKI8jcTG6NNaUi12wVFhRFbFe6aQFKUcjyobYuZDvcw29VYEuIFbbmE8ju26%2BrmH60Yk2TzGd6f1LQ%2BgM20LD7x4Mhm1RiXQvqUeEz6tu34j4KUuRpdyKEgyFwYeYXZhpvbJi97zPN8tLaNkVc9ch7442FTcnz28DOWplAMikpFjmKjGJNUwGCPyWqW4HojKBEssVze9eWHFJ%2BKBmt%2BbTwvGTFtYPXJI7c9lzlULE2QhZA5u5gNG1Rn7HTVw9XDB8BaADO9DQ%2F6Pm4KRVBvfT8BPitpZJP5kpvwVwUW4iPwI0fXPgavb2sspeXBT%2BeDsUqu5LFAeZ9VbOZoX1b%2BN%2BZbCRzqyfSN3db1QvgIDh%2FXtte7CXotqPP43UYcMngvrxyL%2B4c9RXU8AXvWw5F%2BqclH5bVHDTESzsYZAzth0S2gvqsW8%2FsvwHotmNOKs24rRXv32WpqohllKY8AK%2B8%2BE%2BPIdaofuVPtR27Onc%2BOJdyfqm4Vzs2IQoIfpyeUClI6tkbW3dH%2BY2rFk9CGMRsQPOn4ID4qK%2B6xWZ9nOs7QvW7%2F3cb5Pnt5XmpV%2BaCnWEpcqIIzdYYdZkxI04QHWZRujVSB8pxFaspZO6YvtLYuHEEDm%2FOVggrh2m7rmnD0lqAcXqI4eF6Ij%2BNXKK4lTqytEFx20%3D,NA,NA,NA,NA,NA,#435772155,NA,JBL,Boombox,Activo/Pasivo,NA,Tweeter,NA,60 W
72, Parlante Bluetooth Power Bank Usb Radio Fm Aux Sd ,54,NA,5,94,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SPORTECH+BALHER,https://articulo.mercadolibre.com.pe/MPE-433385771-parlante-bluetooth-power-bank-usb-radio-fm-aux-sd-_JM,NA,NA,NA,NA,NA,#433385771,NA,NA,NA,NA,NA,NA,Simple,NA
73, Parlante Logitech Bluetooth Ue Megaboom Electric 984-000511 ,817,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435552165-parlante-logitech-bluetooth-ue-megaboom-electric-984-000511-_JM,NA,NA,NA,NA,NA,#435552165,877 g,Logitech,NA,NA,Auxiliar,NA,NA,NA
74, Philips Parlante Bluetooth Inalambrico Portatil Recargable ,89,NA,4,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434301995-philips-parlante-bluetooth-inalambrico-portatil-recargable-_JM,NA,NA,NA,NA,NA,#434301995,NA,Philips,NA,NA,NA,Portatil,Como,2 W
75, Combo Google Home Mini Con Google Chromecast 3 ,299,NA,5,16,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-434966967-combo-google-home-mini-con-google-chromecast-3-_JM,NA,NA,NA,NA,NA,#434966967,NA,NA,NA,NA,NA,NA,NA,NA
76, Bola Parlante Bluetooth Usb Luces Led Sicodelicas Ritmica ,50,NA,8,92,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/PLAZATECH,https://articulo.mercadolibre.com.pe/MPE-426129584-bola-parlante-bluetooth-usb-luces-led-sicodelicas-ritmica-_JM,0,2,0,0,0,#426129584,NA,NA,NA,NA,NA,NA,NA,NA
77, [ ] Parlante Logitech Ue Megaboom 40 Watts Bluetooth Wireles ,699,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-433923775--parlante-logitech-ue-megaboom-40-watts-bluetooth-wireles-_JM,NA,NA,NA,NA,NA,#433923775,NA,Logitech,NA,NA,NA,NA,NA,40 W
78, Parlante Bluetooth Portátil Marshall Stockwell Con Case ,769,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIRAFLORES+STORE,https://articulo.mercadolibre.com.pe/MPE-433090838-parlante-bluetooth-portatil-marshall-stockwell-con-case-_JM,NA,NA,NA,NA,NA,#433090838,NA,Marshall,Stockwell,Activo,NA,NA,NA,20 W
79, Parlante Bluetooth Klip Xtreme Kws-602wh Altavoz Acuatico ,59,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-421807319-parlante-bluetooth-klip-xtreme-kws-602wh-altavoz-acuatico-_JM,NA,NA,NA,NA,NA,#421807319,NA,NA,NA,NA,NA,NA,NA,NA
80, Parlante Sony Wifi Bluetooth Con Google Home Assistant ,449,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-437045425-parlante-sony-wifi-bluetooth-con-google-home-assistant-_JM,NA,NA,NA,NA,NA,#437045425,NA,Sony,LF50G,NA,NA,"WIFI, BLUETOOTH, TOUCH",NA,18 W
81, Parlante Tronsmart T6 Oferta Plus 40w Bluetooth 5.0 ,279,NA,2,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PULSE+TEC,https://articulo.mercadolibre.com.pe/MPE-436996662-parlante-tronsmart-t6-oferta-plus-40w-bluetooth-50-_JM,NA,NA,NA,NA,NA,#436996662,NA,Tronsmart,T6 Plus,NA,NA,Bluetooth,NA,40 W
82, Parlante Marshall Acton M-accs-10126 50w Bluetooth Negro ,749,NA,2,10,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/UNALUKA,https://articulo.mercadolibre.com.pe/MPE-427454401-parlante-marshall-acton-m-accs-10126-50w-bluetooth-negro-_JM,NA,NA,NA,NA,NA,#427454401,NA,NA,NA,NA,NA,NA,NA,NA
83," Parlante Micronics Atlantis Pc,laptop,smartphone,dvd Y Tv ",160,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LACASADIGITALYAGA,https://articulo.mercadolibre.com.pe/MPE-430606946-parlante-micronics-atlantis-pclaptopsmartphonedvd-y-tv-_JM,NA,NA,NA,NA,NA,#430606946,NA,NA,NA,NA,NA,NA,NA,NA
84, Micrófono Parlante Bluetooth Ld Canta Tus Canciones Favorita ,39,NA,3,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FROG_PEOPLE+_IMPORT,https://articulo.mercadolibre.com.pe/MPE-436998978-microfono-parlante-bluetooth-ld-canta-tus-canciones-favorita-_JM,NA,NA,NA,NA,NA,#436998978,NA,NA,NA,NA,NA,NA,Disco,NA
85, Bose Parlante Soundlink Micro Bluetooth Sellado Nuevo ,589,648,1,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TOUCHKING+PERU,https://articulo.mercadolibre.com.pe/MPE-436222440-bose-parlante-soundlink-micro-bluetooth-sellado-nuevo-_JM,NA,NA,NA,NA,NA,#436222440,NA,Bose,Micro,Activo,NA,NA,NA,NA
86, Bose Soundlink Micro Bolso Protector Estuche ,33,NA,5,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTA_ONLINE_PERU,https://articulo.mercadolibre.com.pe/MPE-432595079-bose-soundlink-micro-bolso-protector-estuche-_JM,NA,NA,NA,NA,NA,#432595079,NA,Bose,Micro,Activo,NA,NA,NA,NA
87, Home Theater Sony 5.1 canales Con Barra De Sonido Ht-rt40 ,1079,NA,7,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SONYPERUSRL?brandId=25,https://articulo.mercadolibre.com.pe/MPE-427444688-home-theater-sony-51canales-con-barra-de-sonido-ht-rt40-_JM,NA,NA,NA,NA,NA,#427444688,NA,Sony,HT-RT40,NA,NA,NA,NA,NA
