search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Tipos de filtros del parlante,Conectores de entrada,Altura
1658, Parlante Led Portatil Bluetooth Mp3 Usb Micro Sd Fm Radio ,99.990,119.990,NA,(16 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 16.665
			
		
		 sin interés
		
	

	
		","
				$ 16.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-491022160-parlante-portatil-extra-bass-xb31-con-bluetooth-_JM,NA,NA,NA,NA,NA,#491022160,NA,NA,NA,NA,NA,NA,NA
1659, Parlante Portátil Extra Bass Xb31 Con Bluetooth ,17.500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(98 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.458
			
		
		 sin interés
		
	

	
		","
				$ 1.458
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-463160496-parlante-recargable-bluetoothe-radio-usb-mp3-ka-16bt-_JM,NA,NA,NA,NA,NA,#463160496,NA,NA,NA,NA,NA,NA,NA
1660, Parlante Recargable Bluetoothe Radio Usb Mp3 Ka-16bt ,79.990,NA,"
			
				Nuevo
			
			
		",(925 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 13.332
			
		
		 sin interés
		
	

	
		","
				$ 13.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-479285644-parlante-bluetooth-jbl-flip-4-blanco-prophone-_JM,NA,NA,NA,NA,NA,#479285644,JBL,NA,NA,NA,NA,NA,NA
1661, Parlante Bluetooth Mutone Lector Micro Sd Gris Rock Space ,94.990,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 7.916
			
		
		 sin interés
		
	

	
		","
				$ 7.916
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-456031156-akixno-bluetooth-sound-bar-wireless-and-wired-audio-home-the-_JM,NA,NA,NA,NA,NA,#456031156,NA,NA,NA,NA,NA,NA,NA
1662, Parlante Bluetooth Jbl Flip 4 Blanco - Prophone ,99.990,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 16.665
			
		
		 sin interés
		
	

	
		","
				$ 16.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ME+TINCA.CL,https://articulo.mercadolibre.cl/MLC-464976668-parlante-karaoke-12-bluetooth-fujitel-_JM,NA,NA,NA,NA,NA,#464976668,Fujitel,I160KARAOKEBT12L,NA,NA,NA,NA,NA
1663, Akixno Bluetooth Sound Bar Wireless And Wired Audio Home The ,74.990,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 12.498
			
		
		 sin interés
		
	

	
		","
				$ 12.498
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-465126448-parlante-karaoke-microlab-n-bluetooth-microfono-proglobal-_JM,NA,NA,NA,NA,NA,#465126448,Microlab,NA,NA,NA,NA,NA,NA
1664, Parlante Karaoke 12 Bluetooth Fujitel ,12.255,NA,"
			
				Nuevo
			
			
		",(200 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.021
			
		
		 sin interés
		
	

	
		","
				$ 1.021
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CIMAALEGRIACL,https://articulo.mercadolibre.cl/MLC-460639663-sardine-hogar-sin-hilos-bluetooth-estereo-altavoz-_JM,NA,NA,NA,NA,NA,#460639663,SARDiNE,NA,NA,NA,NA,NA,NA
1665, Parlante Karaoke Microlab N Bluetooth Micrófono Proglobal ,4.000,NA,"
			
				Nuevo
			
			
		",(10 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 333
			
		
		 sin interés
		
	

	
		","
				$ 333
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FEIYICL,https://articulo.mercadolibre.cl/MLC-480091554-parlante-bluetooth-fm-modelo-y-4-feiyi-_JM,NA,NA,NA,NA,NA,#480091554,NA,NA,NA,NA,NA,NA,NA
1666, Sardine Hogar Sin Hilos Bluetooth Estéreo Altavoz ,182.170,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 30.362
			
		
		 sin interés
		
	

	
		","
				$ 30.362
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480661542-parlante-bluetooth-altec-lansing-imt804-sonic-boom-ultimate-_JM,NA,NA,NA,NA,NA,#480661542,NA,NA,NA,NA,NA,NA,NA
1667, Parlante Bluetooth Fm Modelo Y-4 // Feiyi ,141.990,NA,"
			
				Nuevo
			
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 23.665
			
		
		 sin interés
		
	

	
		","
				$ 23.665
			",NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/TECHBOX_CHILE,https://articulo.mercadolibre.cl/MLC-490257031-parlante-jbl-charge-4-bluetooth-azul-techbox-_JM,NA,NA,NA,NA,NA,#490257031,JBL,Parlante Jbl Charge 4 Bluetooth Azul - Techbox,30 W,0.5 kg,Activo,USB,12 cm
1668, Parlante Bluetooth Altec Lansing Imt804 Sonic Boom Ultimate ,6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(11 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-449600650-parlante-bazooka-bluetooth-fm-micro-sd-usb-ekipofertas-_JM,NA,NA,NA,NA,NA,#449600650,NA,NA,NA,NA,NA,NA,NA
1669, Parlante Jbl Charge 4 Bluetooth Azul - Techbox ,29.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				13
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.998
			
		
		 sin interés
		
	

	
		","
				$ 4.998
			",NA,Envío gratis a todo el país,NA,NA,3.0,3,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-452182375-pack-x2-parlante-bluetooth-karaoke-757-10w-aux-fm-usb-mic-_JM,0,2,0,0,1,#452182375,NA,NA,NA,NA,NA,USB,NA
1670, Parlante Bazooka Bluetooth Fm Micro Sd Usb / Ekipofertas ,14.990,NA,NA,(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-460224668-parlante-bluetooth-prosound-px75-mobilehut-_JM,NA,NA,NA,NA,NA,#460224668,mobileHUT,Px75,NA,NA,NA,Auxiliar,NA
1671, Pack X2 Parlante Bluetooth Karaoke 757 10w Aux Fm Usb Mic ,29.769,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 4.962
			
		
		 sin interés
		
	

	
		","
				$ 4.962
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-468779211-receptor-bluetooth-golvery-advanced-bluetooth-41-a2dp-_JM,NA,NA,NA,NA,NA,#468779211,Bose,NA,NA,NA,NA,NA,NA
1672, Parlante Bluetooth Prosound Px75 - Mobilehut ,17.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(20 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.499
			
		
		 sin interés
		
	

	
		","
				$ 1.499
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-463985430-parlante-bluetooth-zukabass-4-microlab-sk8-mundo-electro-_JM,NA,NA,NA,NA,NA,#463985430,Microlab,Zukabass 4 SK8,20 W,NA,Activo,Auxiliar,15 cm
1673," Receptor Bluetooth Golvery (advanced Bluetooth 4.1, A2dp) ",234.932,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 39.155
			
		
		 sin interés
		
	

	
		","
				$ 39.155
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-469262812-parlante-bluetooth-ultimate-ears-megaboom-3-portable-wirele-_JM,NA,NA,NA,NA,NA,#469262812,NA,NA,NA,NA,NA,NA,NA
1674, Parlante Bluetooth Zukabass 4 Microlab Sk8 / Mundo Electro ,332.990,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 27.749
			
		
		 sin interés
		
	

	
		","
				$ 27.749
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-456001611-edifier-r1850db-altavoces-de-estanteria-activos-con-bluetoot-_JM,NA,NA,NA,NA,NA,#456001611,Edifier,NA,NA,NA,NA,NA,NA
1675, Parlante Bluetooth Ultimate Ears Megaboom 3 Portable Wirele ,25.990,29.990,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 4.332
			
		
		 sin interés
		
	

	
		","
				$ 4.332
			",NA,Envío gratis a todo el país,NA,NA,4.8,46,https://perfil.mercadolibre.cl/PROUTDOOR,https://articulo.mercadolibre.cl/MLC-491880670-parlante-jbl-go-2-mint--_JM,39,6,0,1,0,#491880670,JBL,GO 2,3 W,NA,Activo,NA,NA
1676, Edifier R1850db Altavoces De Estantería Activos Con Bluetoot ,64.990,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 5.416
			
		
		 sin interés
		
	

	
		","
				$ 5.416
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-474578109-funda-de-la-marca-bose-modelo-soundlink-iii-para-parlante-c-_JM,NA,NA,NA,NA,NA,#474578109,Bose,III,NA,NA,Pasivo,"Auxiliar, USB",NA
1677, Parlante Jbl Go 2 Mint . ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(69 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,3.0,2,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-466510487-lampara-luna-3d-usb-parlante-bluetooth-cod-30337-fernapet-_JM,NA,NA,NA,NA,NA,#466510487,NA,NA,NA,NA,NA,NA,NA
1678, Parlante Bluetooth Inalámbrico Qcy B900 Envío Gratis ,208.551,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 34.758
			
		
		 sin interés
		
	

	
		","
				$ 34.758
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480665097-parlante-bluetooth-echo-plus-2nd-gen-premium-sound-with-_JM,NA,NA,NA,NA,NA,#480665097,NA,NA,NA,NA,NA,NA,NA
1679," Funda De La Marca Bose, Modelo Soundlink Iii Para Parlante C ",535.694,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 89.282
			
		
		 sin interés
		
	

	
		","
				$ 89.282
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480687286-parlante-bluetooth-sony-mhc-v71-high-power-home-audio-system-_JM,NA,NA,NA,NA,NA,#480687286,NA,NA,NA,NA,NA,NA,NA
1680, Lampara Luna 3d Usb Parlante Bluetooth Cod 30337 / Fernapet ,273.186,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 45.531
			
		
		 sin interés
		
	

	
		","
				$ 45.531
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480688429-parlante-bluetooth-superstar-monster-blaster-high-performanc-_JM,NA,NA,NA,NA,NA,#480688429,NA,NA,NA,NA,NA,NA,NA
1681, Parlante Bluetooth Echo Plus (2nd Gen) - Premium Sound With ,647.990,NA,"
			
				Nuevo
			
			
		",(9999 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 107.998
			
		
		 sin interés
		
	

	
		","
				$ 107.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463450827-marshall-altavoz-con-bluetooth-stanmore-negro-04091627-_JM,NA,NA,NA,NA,NA,#463450827,Bose,Stanmore Bluetooth,NA,NA,NA,NA,NA
1682, Parlante Bluetooth Sony Mhc-v71 High Power Home Audio System ,139.990,149.990,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 23.332
			
		
		 sin interés
		
	

	
		","
				$ 23.332
			",NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/ONDAPROCL,https://articulo.mercadolibre.cl/MLC-492548480-jbl-parlante-bluetooth-charge-4-gris-_JM,NA,NA,NA,NA,NA,#492548480,JBL,Charge 4,30 W,NA,Activo,NA,NA
1683, Parlante Bluetooth Superstar Monster Blaster High Performanc ,144.990,189.990,NA,(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 24.165
			
		
		 sin interés
		
	

	
		","
				$ 24.165
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=471,https://articulo.mercadolibre.cl/MLC-486734481-parlante-ultimate-ears-ue-megaboom-3-violeta-ultimate-ears-_JM,NA,NA,NA,NA,NA,#486734481,Logitech,UE Megaboom 3 Violeta,NA,925 g,NA,NA,225 mm
1684," Marshall Altavoz Con Bluetooth Stanmore, Negro (04091627) ",25.173,NA,"
			
				Nuevo
			
			
		",(200 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.098
			
		
		 sin interés
		
	

	
		","
				$ 2.098
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-463985583-lp-09-barra-de-sonido-subwoof-altavoz-bluetooth-home-tv-echo-_JM,NA,NA,NA,NA,NA,#463985583,Andoer,NA,NA,NA,NA,NA,NA
1685, Jbl Parlante Bluetooth Charge 4 - Gris ,39.990,NA,"
			
				Nuevo
			
			
		",(976 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.665
			
		
		 sin interés
		
	

	
		","
				$ 6.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-438082571-parlante-bazooka-bluetooth-karaoke-microfono-prophone-_JM,NA,NA,NA,NA,NA,#438082571,NA,NA,NA,NA,NA,NA,NA
1686, Parlante Ultimate Ears Ue Megaboom 3 Violeta - Ultimate Ears ,27.990,NA,"
			
				Nuevo
			
			
		",(15 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.332
			
		
		 sin interés
		
	

	
		","
				$ 2.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAENCHILESANCHEZ,https://articulo.mercadolibre.cl/MLC-479714655-parlante-bluetooth-usb-_JM,NA,NA,NA,NA,NA,#479714655,NA,NA,NA,NA,NA,NA,21 cm
1687, Lp-09 Barra De Sonido Subwoof Altavoz Bluetooth Home Tv Echo ,9.990,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 832
			
		
		 sin interés
		
	

	
		","
				$ 832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-468586643-foco-par-led-6-rgb-luz-disco-fiesta-con-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#468586643,NA,NA,NA,NA,NA,NA,NA
1688, Parlante Bazooka Bluetooth Karaoke Microfono - Prophone ,69.990,89.990,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.665
			
		
		 sin interés
		
	

	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,4.8,31,https://perfil.mercadolibre.cl/MALLCONNECTION.CL,https://articulo.mercadolibre.cl/MLC-497757860-jbl-flip-4-parlante-bluetooth-negro-resistente-al-agua-_JM,28,2,0,0,1,#497757860,JBL,Flip 4,16 W,NA,Activo,NA,NA
1689, Parlante Bluetooth Usb ,8.790,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.465
			
		
		 sin interés
		
	

	
		","
				$ 1.465
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOCENTERCURICOSPA,https://articulo.mercadolibre.cl/MLC-481878170-parlante-aiwa-portatil-bluetooth-impermeable-flag-_JM,NA,NA,NA,NA,NA,#481878170,NA,NA,NA,NA,NA,NA,NA
1690, Foco Par Led 6 Rgb Luz Disco Fiesta Con Parlante Bluetooth ,85.990,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 7.166
			
		
		 sin interés
		
	

	
		","
				$ 7.166
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470903527-smalody-hogar-tv-barra-de-sonido-20w-super-bass-altavoz-blu-_JM,NA,NA,NA,NA,NA,#470903527,NA,NA,NA,NA,NA,NA,NA
1691, Jbl Flip 4 Parlante Bluetooth Negro Resistente Al Agua ,249.990,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 41.665
			
		
		 sin interés
		
	

	
		","
				$ 41.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PEPITA_2010,https://articulo.mercadolibre.cl/MLC-492335020-parlante-marshall-stanmore-bluetooth-altavoz-_JM,NA,NA,NA,NA,NA,#492335020,Marshall,Stanmore Bluetooth,80 W,NA,Activo,NA,NA
1692, Parlante Aiwa Portatil Bluetooth Impermeable Flag ,13.990,NA,"
			
				Nuevo
			
			
		",(10 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.166
			
		
		 sin interés
		
	

	
		","
				$ 1.166
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALEXZCC,https://articulo.mercadolibre.cl/MLC-495721077-parlante-bluetooth-samsung-scoop-_JM,NA,NA,NA,NA,NA,#495721077,Samsung,Scoop,NA,151 g,NA,NA,NA
1693, Smalody Hogar Tv Barra De Sonido 20 w Super Bass Altavoz Blu ,59.990,79.990,NA,(17 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 9.998
			
		
		 sin interés
		
	

	
		","
				$ 9.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-491022152-parlante-portatil-extra-bass-xb21-con-bluetooth-_JM,NA,NA,NA,NA,NA,#491022152,NA,NA,NA,NA,NA,NA,NA
1694, Huawei Parlante Bluetooth Modelo Am08 Blanco - Prophone ,17.990,24.990,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(985 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.998
			
		
		 sin interés
		
	

	
		","
				$ 2.998
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-444181099-huawei-parlante-bluetooth-modelo-am08-blanco-prophone-_JM,NA,NA,NA,NA,NA,#444181099,Huawei,Swan,NA,0.25 kg,Activo,NA,NA
1695, Parlante Jbl Go 2 Naranja ,26.990,NA,NA,(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.498
			
		
		 sin interés
		
	

	
		","
				$ 4.498
			",NA,Envío gratis a todo el país,NA,NA,4.8,46,https://perfil.mercadolibre.cl/ADMINISTRADORA+ADP?brandId=209,https://articulo.mercadolibre.cl/MLC-499479392-parlante-jbl-go-2-naranja-_JM,39,6,0,1,0,#499479392,JBL,GO 2,3 W,0.184 kg,Activo,NA,71.2 mm
1696, Parlante Bluetooth Ihome Star Wars Death Star Li-b18.fx ,44.933,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 7.489
			
		
		 sin interés
		
	

	
		","
				$ 7.489
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-469222716-parlante-bluetooth-ihome-star-wars-death-star-li-b18fx-_JM,NA,NA,NA,NA,NA,#469222716,NA,NA,NA,NA,NA,NA,NA
1697, Befree Bfs-440 de Sonido Surround De 5.1 canales Sistema De ,123.990,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 10.332
			
		
		 sin interés
		
	

	
		","
				$ 10.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470954799-befree-bfs-440de-sonido-surround-de-51canales-sistema-de-_JM,NA,NA,NA,NA,NA,#470954799,NA,NA,NA,NA,NA,NA,NA
1698, Pack X35 Mini Parlante Bluetooth Usb Sd Con Luces Led ,89.990,136.000,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(98 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 14.998
			
		
		 sin interés
		
	

	
		","
				$ 14.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-472738719-pack-x35-mini-parlante-bluetooth-usb-sd-con-luces-led-_JM,NA,NA,NA,NA,NA,#472738719,NA,NA,NA,NA,NA,NA,NA
1699, Parlante Bluetooth Yamaha Wx-021bl Musiccast 20 Wireless S - ,617.345,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 102.891
			
		
		 sin interés
		
	

	
		","
				$ 102.891
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480692327-parlante-bluetooth-yamaha-wx-021bl-musiccast-20-wireless-s--_JM,NA,NA,NA,NA,NA,#480692327,Yamaha,NA,NA,NA,NA,NA,NA
1700, Hifi Walker Hx Sport High Resolution Dap Bluetooth Flac Wav ,150.990,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 12.582
			
		
		 sin interés
		
	

	
		","
				$ 12.582
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-472766246-hifi-walker-hx-sport-high-resolution-dap-bluetooth-flac-wav-_JM,NA,NA,NA,NA,NA,#472766246,JBL,NA,NA,NA,NA,NA,NA
1701, Parlante Bluetooth Soundlink Bose Color Blanco ,119.990,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 19.998
			
		
		 sin interés
		
	

	
		","
				$ 19.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/USA--IMPORTADORA,https://articulo.mercadolibre.cl/MLC-486783369-parlante-bluetooth-soundlink-bose-color-blanco-_JM,NA,NA,NA,NA,NA,#486783369,Bose,NA,NA,NA,NA,NA,NA
1702, Parlante Jbl Xtreme Negro Sellado ,179.990,NA,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 29.998
			
		
		 sin interés
		
	

	
		","
				$ 29.998
			",NA,Envío gratis a todo el país,NA,NA,5.0,3,https://perfil.mercadolibre.cl/ANTONIO_DMJ,https://articulo.mercadolibre.cl/MLC-497531930-parlante-jbl-xtreme-negro-sellado-_JM,3,0,0,0,0,#497531930,JBL,Xtreme,40 W,NA,Pasivo,NA,NA
1703, Parlante Activo Novik Evo 250a - 101db ,154.990,188.990,"
			
				Nuevo
			
			
		",(15 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 25.832
			
		
		 sin interés
		
	

	
		","
				$ 25.832
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-434525446-parlante-activo-novik-evo-250a-101db-_JM,NA,NA,NA,NA,NA,#434525446,Novik,NA,NA,NA,NA,NA,NA
1704, Parlante Perro Bailarín Bluetooth Colores Puntostore B205 ,10.700,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.783
			
		
		 sin interés
		
	

	
		","
				$ 1.783
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://articulo.mercadolibre.cl/MLC-462480042-parlante-perro-bailarin-bluetooth-colores-puntostore-b205-_JM,NA,NA,NA,NA,NA,#462480042,DBLUE,NA,3 W,NA,NA,NA,NA
1705, Parlante Portátil C/batería Prosound Inalámbrico Bluetooth ,18.500,NA,"
			
				Nuevo
			
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.083
			
		
		 sin interés
		
	

	
		","
				$ 3.083
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPAEICOM,https://articulo.mercadolibre.cl/MLC-470158521-parlante-portatil-cbateria-prosound-inalambrico-bluetooth-_JM,NA,NA,NA,NA,NA,#470158521,NA,NA,NA,NA,NA,USB,NA
