search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Marca,Material
151, Case Ring Grip iPhone 6s Plus 7 8 X Funda Con Soporte Aro ,20,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/921489126,https://articulo.mercadolibre.com.pe/MPE-437414354-case-ring-grip-iphone-6s-plus-7-8-x-funda-con-soporte-aro-_JM?searchVariation=41430370988,NA,NA,NA,NA,NA,#437414354,iPhone,NA,IPhone,IPhone
152, Vidrio Templado 6d + Funda Case iPhone 7 8 Plus iPhone Xs Ma ,33,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+TALLER.DE.CHARLY,https://articulo.mercadolibre.com.pe/MPE-437447814-vidrio-templado-6d-funda-case-iphone-7-8-plus-iphone-xs-ma-_JM,NA,NA,NA,NA,NA,#437447814,NA,NA,NA,NA
153," Fundas Silicona iPhone 7 Plus, iPhone 8 Plus, iPhone 7, ",60,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-429757047-fundas-silicona-iphone-7-plus-iphone-8-plus-iphone-7-_JM,NA,NA,NA,NA,NA,#429757047,Apple,NA,NA,Silicona
154, Funda Para iPhone 7/8 Plus | Geometric Premium ,38,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KINZESHOP,https://articulo.mercadolibre.com.pe/MPE-435471044-funda-para-iphone-78-plus-geometric-premium-_JM,NA,NA,NA,NA,NA,#435471044,NA,NA,NA,NA
155, Funda Estuche Evutec iPhone 6 6s 7 8 Plus Nueva Sin Caja ,100,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALMACENERO+08,https://articulo.mercadolibre.com.pe/MPE-437345077-funda-estuche-evutec-iphone-6-6s-7-8-plus-nueva-sin-caja-_JM,NA,NA,NA,NA,NA,#437345077,NA,Negro,NA,NA
156, Protector Case Funda Yes iPhone 6 7 8 Plus X ,30,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LINESSTORE,https://articulo.mercadolibre.com.pe/MPE-437410888-protector-case-funda-yes-iphone-6-7-8-plus-x-_JM,NA,NA,NA,NA,NA,#437410888,Apple,NA,Apple,NA
157, Funda Silicona Antigolpes Para iPhone 6 / 6plus / 7 / 8 Plus ,22,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+TALLER.DE.CHARLY,https://articulo.mercadolibre.com.pe/MPE-437431538-funda-silicona-antigolpes-para-iphone-6-6plus-7-8-plus-_JM,NA,NA,NA,NA,NA,#437431538,NA,NA,NA,TPU
158, Funda iPhone 7 Plus D30 / iPhone 8 Plus Case D30 ,65,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-430155602-funda-iphone-7-plus-d30-iphone-8-plus-case-d30-_JM,NA,NA,NA,NA,NA,#430155602,Apple,NA,NA,NA
159, Funda iPhone 5s/se/6/6plus/7/7plus/8/8plus King Case Carcasa ,45,NA,28,47,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430662838-funda-iphone-5sse66plus77plus88plus-king-case-carcasa-_JM,NA,NA,NA,NA,NA,#430662838,Apple,NA,NA,NA
160, Funda Case Protector Aluminio iPhone 8/plus/x Anti Shock ,119,NA,0,10,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-429823420-funda-case-protector-aluminio-iphone-8plusx-anti-shock-_JM,NA,NA,NA,NA,NA,#429823420,Apple,NA,NA,Aluminio
161, Funda Case Bumper Aluminio Espejo iPhone Se 5s 6s 7 8 Plus ,35,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPERUCASE,https://articulo.mercadolibre.com.pe/MPE-421213280-funda-case-bumper-aluminio-espejo-iphone-se-5s-6s-7-8-plus-_JM,NA,NA,NA,NA,NA,#421213280,Apple,NA,NA,Aluminio
162, Funda Case De Silicona Para iPhone 7 Plus-8 Plus ,20,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+BELEN,https://articulo.mercadolibre.com.pe/MPE-431128633-funda-case-de-silicona-para-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#431128633,Apple,NA,NA,NA
163, Lensun Vidrio Protector Pantalla 360 iPhone 7/8/plus/x/r/ma ,129,NA,3,19,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-427694168-lensun-vidrio-protector-pantalla-360-iphone-78plusxrma-_JM,NA,NA,NA,NA,NA,#427694168,NA,NA,NA,NA
164, Case Protector Funda Vans Original iPhone 7 Plus / 8 Plus ,34,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-432341812-case-protector-funda-vans-original-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#432341812,Apple,NA,NA,NA
165, Protector Case Funda iPhone 7/8/plus/x+ Vidrio Original ,59,NA,34,92,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-426433037-protector-case-funda-iphone-78plusx-vidrio-original-_JM,1,0,0,0,0,#426433037,Apple,Roja,NA,NA
166, Protector Funda Star Wars Darth Vader iPhone 7 Plus / 8 Plu ,34,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-430352642-protector-funda-star-wars-darth-vader-iphone-7-plus-8-plu-_JM,NA,NA,NA,NA,NA,#430352642,Apple,Negro,NA,NA
167," Case Funda Silicona Corazón iPhone 8, 8 Plus, 7, 7+, 6, 6s ",14,NA,0,8,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434564498-case-funda-silicona-corazon-iphone-8-8-plus-7-7-6-6s-_JM,NA,NA,NA,NA,NA,#434564498,Apple,Negro,NA,NA
168, Protector 360º Case iPhone 8 8 Plus Super Delgado + Cristal ,34,NA,1,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNUEVAERA,https://articulo.mercadolibre.com.pe/MPE-427032441-protector-360-case-iphone-8-8-plus-super-delgado-cristal-_JM,NA,NA,NA,NA,NA,#427032441,Apple,NA,NA,NA
169," Flip Cover iPhone 5, 6, 7 , 8, S,se,x,plus + Vidrio ",39,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROMCSR,https://articulo.mercadolibre.com.pe/MPE-432279598-flip-cover-iphone-5-6-7-8-ssexplus-vidrio-_JM,NA,NA,NA,NA,NA,#432279598,Apple,NA,NA,Vidrio
170, Case Protector Para iPhone 6/7/8/x/plus/ De Goma Tipo Cuero ,19,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNO-ACCESORIOS-PERU,https://articulo.mercadolibre.com.pe/MPE-433397242-case-protector-para-iphone-678xplus-de-goma-tipo-cuero-_JM,NA,NA,NA,NA,NA,#433397242,Apple,Roja,NA,Cuero
171, Protector Funda Case Bumper Auminio S9/plus/note8/9 ,55,NA,69,36,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979840-protector-funda-case-bumper-auminio-s9plusnote89-_JM,0,1,0,0,0,#422979840,NA,NA,NA,NA
172, Case iPhone Fresco 6/6plus 7/8 7/8plus X/xs Max /xr / Xs /6s ,29,NA,1,23,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAROLD25X,https://articulo.mercadolibre.com.pe/MPE-436848356-case-iphone-fresco-66plus-78-78plus-xxs-max-xr-xs-6s-_JM,NA,NA,NA,NA,NA,#436848356,Apple,NA,NA,NA
173, Funda Case Protector Todo Terreno iPhone 7/8plus Metal ,249,NA,1,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-428831131-funda-case-protector-todo-terreno-iphone-78plus-metal-_JM,NA,NA,NA,NA,NA,#428831131,Apple,NA,NA,NA
174, Case Funda Protector Silicona iPhone 7/8plus ,69,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-428001986-case-funda-protector-silicona-iphone-78plus-_JM,NA,NA,NA,NA,NA,#428001986,Apple,NA,NA,NA
175," Case Funda Goma Gato iPhone 8plus,6plus,7plus,iPhone 6,7,8 ",38,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOSE+GOGOME,https://articulo.mercadolibre.com.pe/MPE-431096327-case-funda-goma-gato-iphone-8plus6plus7plusiphone-678-_JM,NA,NA,NA,NA,NA,#431096327,Apple,NA,NA,NA
176, iPhone 8 / 8 Plus / 7 Plus - Soporte Movil Coche Auto Funda ,27,NA,27,16,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBILE+CONNECT,https://articulo.mercadolibre.com.pe/MPE-418811806-iphone-8-8-plus-7-plus-soporte-movil-coche-auto-funda-_JM,NA,NA,NA,NA,NA,#418811806,NA,NA,Apple,NA
177, Funda Case Anti Impacto + Parante iPhone 7 8 7 Plus 8 X ,35,NA,0,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CASE-COVERS,https://articulo.mercadolibre.com.pe/MPE-425006882-funda-case-anti-impacto-parante-iphone-7-8-7-plus-8-x-_JM,NA,NA,NA,NA,NA,#425006882,Apple,Negro,NA,NA
178," Funda Cases Protector 360 + Mica iPhone 7, 7 Plus 8, 8 Plus ",45,NA,1,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-427816611-funda-cases-protector-360-mica-iphone-7-7-plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#427816611,Apple,NA,NA,NA
179, Funda Cases Protector 360 + Mica De Vidrio iPhone 8 & 8 Plus ,30,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-432015205-funda-cases-protector-360-mica-de-vidrio-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#432015205,Apple,NA,NA,NA
180, Protector Bumper Funda Case iPhone 6 / 6s 7 / 8plus Aluminio ,75,NA,1,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434400438-protector-bumper-funda-case-iphone-6-6s-7-8plus-aluminio-_JM,NA,NA,NA,NA,NA,#434400438,NA,NA,NA,NA
181," Silicone Case Protector iPhone 5s, 6, 6s, 7, 8, 8 Plus, X ",34,NA,6,1000,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-427852567-silicone-case-protector-iphone-5s-6-6s-7-8-8-plus-x-_JM,NA,NA,NA,NA,NA,#427852567,Apple,NA,Silicone,Cuero
182, Funda Case Protector Todo Terreno iPhone 7/8/plus/x Metal ,149,NA,79,21,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,7,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979831-funda-case-protector-todo-terreno-iphone-78plusx-metal-_JM,7,0,0,0,0,#422979831,Apple,NA,NA,NA
183, Case Otterbox iPhone 7 8 Plus Estuche Protector Antigolpe ,59,NA,11,82,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-429538702-case-otterbox-iphone-7-8-plus-estuche-protector-antigolpe-_JM,NA,NA,NA,NA,NA,#429538702,Apple,NA,OtterBox,NA
184," Forros Renzo Costa Para iPhone 7,8,x,xs, Plus,max ",35,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OASIS+TECNOLOGICO.PE,https://articulo.mercadolibre.com.pe/MPE-436735962-forros-renzo-costa-para-iphone-78xxs-plusmax-_JM,NA,NA,NA,NA,NA,#436735962,Apple,NA,renzo costa,Cuero
185, Case iPhone X Xs Max Xr 7 8 Y Plus Silk Grip Protector Usa ,109,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990415-case-iphone-x-xs-max-xr-7-8-y-plus-silk-grip-protector-usa-_JM,NA,NA,NA,NA,NA,#435990415,Apple,Negro,NA,Silicona
186, Case De Silicona Rugosa Silk iPhone X Xs Max Xr 7 8 Y Plus ,109,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990417-case-de-silicona-rugosa-silk-iphone-x-xs-max-xr-7-8-y-plus-_JM,NA,NA,NA,NA,NA,#435990417,Apple,Negro,NA,Silicona
187, Case Mate Estuche Flip 100% Cuero iPhone X Xs 8 7 6 6s Plus ,149,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436147651-case-mate-estuche-flip-100-cuero-iphone-x-xs-8-7-6-6s-plus-_JM,NA,NA,NA,NA,NA,#436147651,Apple,Black,NA,Cuero
188, Smart Flip Cover Para Samsung Y iPhone ,45,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MRL+IMPORT,https://articulo.mercadolibre.com.pe/MPE-436222621-smart-flip-cover-para-samsung-y-iphone-_JM,NA,NA,NA,NA,NA,#436222621,Huawei,NA,Genérico,Silicona
189, Protector Funda Case Bumper Auminio S7edge/s8/plus Antishock ,79,NA,1,51,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-432578451-protector-funda-case-bumper-auminio-s7edges8plus-antishock-_JM,NA,NA,NA,NA,NA,#432578451,NA,NA,NA,NA
190, Case Spigen Apple iPhone 8 / 7 Plus Ultra Hybrid 2 Masplay ,109,NA,7,992,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-427761860-case-spigen-apple-iphone-8-7-plus-ultra-hybrid-2-masplay-_JM,NA,NA,NA,NA,NA,#427761860,Apple,NA,Spigen,Acrílico
191, Case Silicona iPhone 8 / 8plus + Mica De Vidrio / Colores ,39,NA,4,900,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MALUPHONE,https://articulo.mercadolibre.com.pe/MPE-430652602-case-silicona-iphone-8-8plus-mica-de-vidrio-colores-_JM,NA,NA,NA,NA,NA,#430652602,Apple,NA,NA,Silicona
192, Flip Cover Original Goospery Mansoor Diary iPhone 7 8 Plus ,49,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-423693636-flip-cover-original-goospery-mansoor-diary-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#423693636,Apple,NA,NA,Cuero
193," Case iPhone 6,7, 7plus,8, 8 Plus,x,xs,xr ",30,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNO-ACCESORIOS-PERU,https://articulo.mercadolibre.com.pe/MPE-433397160-case-iphone-67-7plus8-8-plusxxsxr-_JM,NA,NA,NA,NA,NA,#433397160,Apple,Roja,NA,Acrílico
194, Case Ringke Fusion Para iPhone 8 Plus A Prueba Golpes Clear ,49,NA,2,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-436061210-case-ringke-fusion-para-iphone-8-plus-a-prueba-golpes-clear-_JM,NA,NA,NA,NA,NA,#436061210,Sony,NA,Ringke,Silicona
195, Case iPhone 7 7+ 8 Plus 8+ 5.5 Protector Supcase Extremo Pro ,149,NA,6,24,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-421273231-case-iphone-7-7-8-plus-8-55-protector-supcase-extremo-pro-_JM,NA,NA,NA,NA,NA,#421273231,Apple,NA,NA,NA
196, Case Personalizados Para Ellos iPhone 4 5 6 7 8 Plus ,45,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZABIVAKA,https://articulo.mercadolibre.com.pe/MPE-428428987-case-personalizados-para-ellos-iphone-4-5-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#428428987,Apple,NA,NA,NA
197, Lunatik Taktik iPhone 5/6/6s/plus 7/7plus 8/8plus D Aluminio ,135,NA,45,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/ALBERTOPP75,https://articulo.mercadolibre.com.pe/MPE-428540359-lunatik-taktik-iphone-566splus-77plus-88plus-d-aluminio-_JM,1,0,0,0,0,#428540359,Apple,Negro,NA,Aluminio
198, Case iPhone 8 Plus 7 Plus Bumper Espejo Elegante ,29,NA,16,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/YAJOMATECH,https://articulo.mercadolibre.com.pe/MPE-423191621-case-iphone-8-plus-7-plus-bumper-espejo-elegante-_JM,2,0,0,0,0,#423191621,Apple,NA,Apple,Aluminio
199, Protector Otterbox Simmetry Para iPhone 7 Plus Y 8 Plus ,120,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HIPERCELLVENTASONLINE,https://articulo.mercadolibre.com.pe/MPE-425826903-protector-otterbox-simmetry-para-iphone-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#425826903,Apple,NA,OtterBox,NA
200, Estuche De Goma 3d Para iPhone X 8 7 6 7 Plus ,30,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MVH+STORE,https://articulo.mercadolibre.com.pe/MPE-428548641-estuche-de-goma-3d-para-iphone-x-8-7-6-7-plus-_JM,NA,NA,NA,NA,NA,#428548641,Apple,NA,NA,Silicona
201, Case Bumper Protector Ringke Maximo iPhone 7/8 & 7/8 Plus ,85,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-429724857-case-bumper-protector-ringke-maximo-iphone-78-78-plus-_JM,NA,NA,NA,NA,NA,#429724857,NA,NA,NA,NA
202, Case Flipcover iPhone 7 8 Plus Rock Tapa Transparente ,60,NA,3,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421263018-case-flipcover-iphone-7-8-plus-rock-tapa-transparente-_JM,NA,NA,NA,NA,NA,#421263018,Apple,NA,Rock,NA
203, Case Personalizado Para Ellas iPhone 4 5 6 7 8 Plus ,45,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZABIVAKA,https://articulo.mercadolibre.com.pe/MPE-427602423-case-personalizado-para-ellas-iphone-4-5-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#427602423,Apple,NA,NA,Acrílico
204, Lunatik iPhone 6/6s Plus 7/7 Plus 8/8 Plus De Aluminio ,140,NA,3,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTOPP75,https://articulo.mercadolibre.com.pe/MPE-428313360-lunatik-iphone-66s-plus-77-plus-88-plus-de-aluminio-_JM,NA,NA,NA,NA,NA,#428313360,Apple,Negro,NA,Aluminio
205, Lensun Vidrio Protector Pantalla 360 iPhone 7/8/plus/x/r ,139,NA,0,8,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-434239903-lensun-vidrio-protector-pantalla-360-iphone-78plusxr-_JM,NA,NA,NA,NA,NA,#434239903,Apple,NA,NA,NA
206, Estuche Case Gel iPhone 7 8 Plus Apple Autofocus Tipo Cuero ,19,NA,5,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-431453335-estuche-case-gel-iphone-7-8-plus-apple-autofocus-tipo-cuero-_JM,NA,NA,NA,NA,NA,#431453335,Apple,NA,Apple,Gel
207, Protector Laut Exoframe Rosado Para iPhone 7 Plus Y 8 Plus ,120,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HIPERCELLVENTASONLINE,https://articulo.mercadolibre.com.pe/MPE-425692793-protector-laut-exoframe-rosado-para-iphone-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#425692793,Apple,NA,NA,NA
208, Case Mate Brilliance iPhone 6 6s 7 8 Y Plus + Mica Glass 3d ,109,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436283280-case-mate-brilliance-iphone-6-6s-7-8-y-plus-mica-glass-3d-_JM,NA,NA,NA,NA,NA,#436283280,Apple,NA,NA,Silicona
209," Lunatik iPhone 7/7 Plus, 8/8 Plus Armadura Original ",140,NA,16,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTOPP75,https://articulo.mercadolibre.com.pe/MPE-428313368-lunatik-iphone-77-plus-88-plus-armadura-original-_JM,NA,NA,NA,NA,NA,#428313368,Apple,NA,NA,Aluminio
210," Protector Silicona Original iPhone 6/6s, 7/8 & Plus, Xr, Xs ",35,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437017398-protector-silicona-original-iphone-66s-78-plus-xr-xs-_JM?searchVariation=39963309842,NA,NA,NA,NA,NA,#437017398,Apple,NA,Original,Silicona
211, Estuche Armor Gancho Correa iPhone 8plus 7 Plus 6 Plus ,52,NA,10,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ACCESORIOS+SB,https://articulo.mercadolibre.com.pe/MPE-431921505-estuche-armor-gancho-correa-iphone-8plus-7-plus-6-plus-_JM,NA,NA,NA,NA,NA,#431921505,Apple,NA,NA,NA
212, Protector Laut Exoframe Gris Para iPhone 7 Plus Y 8 Plus ,120,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HIPERCELLVENTASONLINE,https://articulo.mercadolibre.com.pe/MPE-426199675-protector-laut-exoframe-gris-para-iphone-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#426199675,Apple,NA,NA,NA
213, Case iPhone 7 8 Y Plus Protector Resistente C/ Mica Y Gancho ,129,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990428-case-iphone-7-8-y-plus-protector-resistente-c-mica-y-gancho-_JM,NA,NA,NA,NA,NA,#435990428,Apple,Negro,NA,NA
214, Protector Cover Softek Negro Para iPhone 7 Plus Y 8 Plus ,110,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HIPERCELLVENTASONLINE,https://articulo.mercadolibre.com.pe/MPE-426549618-protector-cover-softek-negro-para-iphone-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#426549618,Apple,NA,NA,NA
215, Protector 360 iPhone Y Samsung S8 Y S8 Plus ,38,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-425957619-protector-360-iphone-y-samsung-s8-y-s8-plus-_JM,NA,NA,NA,NA,NA,#425957619,Samsung,NA,Samsung,NA
216," Case Transparente iPhone 6, 7, 8, X Y Plus + Vidrio ",24,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-431770899-case-transparente-iphone-6-7-8-x-y-plus-vidrio-_JM,NA,NA,NA,NA,NA,#431770899,Apple,NA,NA,Gel
217," Case Silicone iPhone 5s, Se, 6, 6s, 6 Plus, 7, 7 Plus, 8, X ",39,NA,2,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNOLOGIAS_AQP,https://articulo.mercadolibre.com.pe/MPE-432334911-case-silicone-iphone-5s-se-6-6s-6-plus-7-7-plus-8-x-_JM,NA,NA,NA,NA,NA,#432334911,Apple,NA,Silicone,Silicona
