search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda,Color
1059, Loacy iPhone 8-plus Funda Bateria 7200mah Portable Protectiv ,50.542,NA,0,NA,12,4.212,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487114362-loacy-iphone-8-plus-funda-bateria-7200mah-portable-protectiv-_JM,NA,NA,NA,NA,NA,#487114362,Apple,Loacy,NA,NA
1060," iPhone 8-plus Wallet Funda, iPhone 7-plus Wallet Funda, Smal ",29.784,NA,0,NA,12,2.482,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487122356-iphone-8-plus-wallet-funda-iphone-7-plus-wallet-funda-smal-_JM,NA,NA,NA,NA,NA,#487122356,Apple,Small Knife,Carcasa,NA
1061, Uarmor Wallet Funda Para Apple iPhone 7-plus / iPhone 8-plus ,37.912,NA,0,NA,12,3.159,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487128341-uarmor-wallet-funda-para-apple-iphone-7-plus-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#487128341,Apple,UARMOR,Carcasa,NA
1062," iPhone 8-plus Funda, iPhone 7-plus Funda, Doramifer Funny Se ",32.505,NA,0,NA,12,2.709,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487143957-iphone-8-plus-funda-iphone-7-plus-funda-doramifer-funny-se-_JM,NA,NA,NA,NA,NA,#487143957,NA,NA,NA,NA
1063, Carved | iPhone 8-plus | Luxury Protective Traveler Funda | ,86.875,NA,0,NA,12,7.240,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487152622-carved-iphone-8-plus-luxury-protective-traveler-funda--_JM,NA,NA,NA,NA,NA,#487152622,Apple,CARVED,Carcasa,NA
1064, Peyou 5500mah Funda Bateria Compatible For iPhone 8-plus/7-p ,62.644,NA,0,NA,12,5.220,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487155172-peyou-5500mah-funda-bateria-compatible-for-iphone-8-plus7-p-_JM,NA,NA,NA,NA,NA,#487155172,Apple,Peyou,NA,NA
1065," iPhone 7-plus Funda/iPhone 8-plus Funda, Tough Pc Ultra Slim ",50.542,NA,0,NA,12,4.212,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487155548-iphone-7-plus-fundaiphone-8-plus-funda-tough-pc-ultra-slim-_JM,NA,NA,NA,NA,NA,#487155548,Apple,Perfectmiaoxuan,Carcasa,NA
1066," iPhone 8-plus Funda, iPhone 7-plus Funda, Gorilla Glass Alum ",65.588,NA,0,NA,12,5.466,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487162857-iphone-8-plus-funda-iphone-7-plus-funda-gorilla-glass-alum-_JM,NA,NA,NA,NA,NA,#487162857,NA,LOVE MEI,NA,NA
1067, iPhone 8-plus/iPhone 7-plus Funda Disney Cute Slim Slider Co ,62.491,NA,0,NA,12,5.208,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487173395-iphone-8-plusiphone-7-plus-funda-disney-cute-slim-slider-co-_JM,NA,NA,NA,NA,NA,#487173395,Apple,WiLLBee,Carcasa,NA
1068, Puluz Para iPhone 7 Plus Y 8 Plus 40m / 130ft Funda ,21.345,NA,0,200,12,1.779,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/RCMOMENTCL,https://articulo.mercadolibre.cl/MLC-487255417-puluz-para-iphone-7-plus-y-8-plus-40m-130ft-funda-_JM,NA,NA,NA,NA,NA,#487255417,NA,PULUZ,NA,NA
1069, Otterbox Commuter Series Funda Para iPhone 8-plus & iPhone 7 ,56.437,NA,0,NA,12,4.703,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487306448-otterbox-commuter-series-funda-para-iphone-8-plus-iphone-7-_JM,NA,NA,NA,NA,NA,#487306448,Apple,OtterBox,Carcasa,NA
1070, Otterbox Strada Series Funda Para iPhone 8-plus & iPhone 7-p ,78.608,NA,0,NA,12,6.551,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487306637-otterbox-strada-series-funda-para-iphone-8-plus-iphone-7-p-_JM,NA,NA,NA,NA,NA,#487306637,Apple,OtterBox,Carcasa,NA
1071, Otterbox Commuter Series Funda Para iPhone 8-plus & iPhone 7 ,72.811,NA,0,NA,12,6.068,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALWAREHOUSECL,https://articulo.mercadolibre.cl/MLC-487306876-otterbox-commuter-series-funda-para-iphone-8-plus-iphone-7-_JM,NA,NA,NA,NA,NA,#487306876,Apple,OtterBox,Carcasa,NA
1072, Duck S5-buffy Para iPhone 7plus / 8plus Silicona Suave Funda ,13.431,NA,0,200,12,1.119,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-487680119-duck-s5-buffy-para-iphone-7plus-8plus-silicona-suave-funda-_JM,NA,NA,NA,NA,NA,#487680119,NA,NA,NA,NA
1073, Funda Protectora De Telfono Para iPhone 8 Plus Funda 5.5 ,7.811,NA,0,200,12,651,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-487684933-funda-protectora-de-telfono-para-iphone-8-plus-funda-55-_JM,NA,NA,NA,NA,NA,#487684933,Apple,No Brand,Carcasa,NA
1074, Apple iPhone 7/8 Plus Tpu Premium Nillkin - Webphone ,9.990,NA,5,3,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=hs46Itwm2IeejzDBc7Fb2m80WNKis05dS5evLMDAWlSnhmUCZ6iECcAL6usVGyBks7ZsfDLuazZl6sBADzb9dVG6en9KyjxcT2FaPdPhAemrxkHVXojshHjxAlEk%2FfkqlNDPwLmknK4KcCkHOKEH9h0QrRNilKDBT6BfXFfJY1f3GIiA%2FYgm4UPhXtV8iuHQsMBtXoPq39%2B4utEh%2FHlRRN%2FMIbgwxGHK2THFBFGmcZClEXZcCQAFVqToWUrBjXkMgzNwq742po3uC%2B7yDT6m6fAf4SiW1L7ZCk5p45DXXUWyucjcTNSGBU6crAoeTwf82eUHZ0xqiqLzFiN9bZZ22WnhSYJTCZjSoVt3pE3vsuQx8xXtVt0kDLul%2B7iGKDdNyab6%2BtNm815CVgtlH0WRTlfYvUcqOLdJ9aqWfQeVDoM%2BMMVJWNZoycmV4544m8LMHMdu%2Fv%2BhKw8MaxN6%2BNqQCa50C4fXMj0zgd5wV8%2BZxe2HYX3khZZ25Ih9AY0S7QSuVrqsz94TLMm%2BQKvNrEp9AsM%2F%2FRC28wZkucu4PeORBehJlifzylXbGNHbfwo0FVtUM23wEz8mVvJOoXIK99OXrQNzOaMMYQRqGIh16Yi90He7mtjGid%2FA4fW7VGpqceE8AM3U0J%2B2cXAYDKekf8XLXWzrOQHwLFA0W5Ln4bc8xi%2BwF%2F3zPGzB6rCAiKlN3BS8%2Ffyo%2BCsLN0xBHMGrUTeKl03hL6yn4FmdUwSDbMf%2FpeIqxvU7U7zDMFUMrHfp0SxcUT0CAMlfwPZWz%2B3Mh37YE%2FSK0pN99VymV7t4CaK%2B%2FOqO3ksrsFrYcB2w55MQu6v5p4ELqB20fzHFt%2FUxncbT6Ba4Jyfga%2FLKEageyAbB3JZADTaVcu4JGuB6X%2BfAPFJExKpcZYBw%2BSZIUpZ7e3uYQp%2B1ppbgAq3oHD4BwTRYGFx176Zynwrl0ZyK6mXGQcfjPevYHXoaDVZCaDhXoh6%2Fx5TdeCMkCQ4pEV5zEby0AgCK%2FVIEoIN850JfqqMG%2BAYdFu8h3rypBe4jn1F6XLfPfGninTVXr9jqhDGIdhtol3DOGEzaHWwDOKcyO9d1%2Bvv8d9BTqEwTHa0yUJ1brFpqpA9X9SE%2Be6rC4%2FEbHIbdHqrjToiqjzlV53gRVzVLKhHAWC%2B9D2iBW4nXsJ7PfFM1RqMADqfbGcAlBBApS1GqLSXW%2FSj%2BLWTgFGzAKGki0pQIjsb8lbpdUh%2ByXfhdIHm3KJvl5S0pibi6RDxRCL4slYSkqp%2F%2F3zFN%2FVZZhbRxF85fbBjdAPgQ9ZAfr1NMUiYEuJRdEE6EVTfmkDzK%2FortVigIKcvTEmbb50EaVcsqa7eObhCd%2FxQ5qbpc5X433wQaHU962ByA%2Fhi9pIcQrsNs%2Fcd2DKwWpuI0wq%2FwvsXRjYnZ91%2BpJeCFK5UK0%2FavStqfRz%2BiFJ5bEB6m%2FTWY3xdZ8yI4cdae7QmOmELpH1Nec0wHpQ%3D%3D,NA,NA,NA,NA,NA,#468866299,Apple,NA,Carcasa,NA
1075, Funda Protectora De Telefono Para iPhone 8 Plus Funda 5.5 ,7.811,NA,0,200,12,651,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-487685264-funda-protectora-de-telefono-para-iphone-8-plus-funda-55-_JM,NA,NA,NA,NA,NA,#487685264,Apple,No Brand,Carcasa,NA
1076, Para iPhone 5 5se 5s 6 6s Plus 7 8 Plus X Funda Protectora ,14.813,NA,0,3,12,1.234,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BESTDISCOUNTSTORECL,https://articulo.mercadolibre.cl/MLC-490381694-para-iphone-5-5se-5s-6-6s-plus-7-8-plus-x-funda-protectora-_JM,NA,NA,NA,NA,NA,#490381694,Apple,NA,Carcasa,NA
1077, Funda De Silicona Suave Duck S5-buffy P/iPhone 7plus/8plus ,11.427,NA,0,21,12,952,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BESTDISCOUNTSTORECL,https://articulo.mercadolibre.cl/MLC-490388674-funda-de-silicona-suave-duck-s5-buffy-piphone-7plus8plus-_JM,NA,NA,NA,NA,NA,#490388674,Apple,B.Duck,Carcasa,NA
1078, Carcasa 360 iPhone 7 Plus Y iPhone 8 Plus - Tecnostrike ,15.000,NA,3,17,6,2.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=k8%2BgfqhX82koGu8Ny7ketISNLF9n2j0zrYATw6vH%2BTuf7OKjyUdAdSMFC5Vnb8eBWduUZtBUxVgBfNYg%2Fj96FZ3DwQeCuKzV%2F46Yv961BBVgS2z4txfsao2EA0fFU1LTcEi5Isk2IfNs9XQdbWJftzyMEEpvSmkT9Bg81ccLTPo1PPwgZ1%2BL1wExszOREIsEkFK4KTcElrj6KVQfBeyv9t3rbSsdJaOw3zJ56yfd1nEbnBnQpENfFxvY%2FC%2FiaVY5YIq5h36utCcET2Vl0as5zDZo%2BLNLkkM2C957fhsNwkdQQv2ixrh5mhcwiT4OTX2sFDl1I8KgnwCxZapxqXjyADralLFRSlA7j0CfumvM651KDkMWlHOuu8DYGLPSMmh4f%2BXp8wP8kexEMffUhBNqXocatO8DOSFMwmAgTICg1FhnplDgOLouJhuQ8y5Tv%2FdSiT3GWEEih71XcbZa42IZJ7dwm6ok4B08OKV0NuVVSnS8nuTemH5fEPp1NaeowXgWcCUJN6Y%2FCpPOVDBcwLrScpI0X79J961pqKSQhKBTXg0RxU%2BCj6Uj81cQGcPt2DqpBdre0X%2Bv4q%2B8fUkNe6tp1TIFNBlbbepy140VUhxmpUn4BXvwVfXn1%2B4todUMAJ%2FtT64JPdoj4yCFX3xEnHGyxk5LWDVG8lbLDL7HlKlo99JooEQRh97IZr%2B8%2BRii2G5OT9KjSRo%2FAnGmk%2FYq9O3LlWBjEFdHTMhi1JYiAhZ9oWpm66mcTIHhGJtqcy9eYQTLJoGDNm0NVD1%2BXgDVX8AsSnj4Iijps7GfypoGNckeKAi1MOtM5KveRDff51YR1wx3M5XpLTDz0BZjx9obXHwj7nl8%2FOmjAIAyLA%2BLUaHL1cT4wB%2B4JtcTIwG2wWEKuR3RAxvEVCZFvhKNVIjamR2n74HkTxp%2B0eDTKJijFU0%2Fiz5mxbQg57H3h3ClGgwokh7lG7teey04eVrd04Ry4yO75ete36i4Em3nP%2FU%2FInwt3BNUYZED8JvH%2BTNUgXUM9VkEZ%2BpUhFyC6Q%2BpI6%2FBw%2FlZajgQvKTA96xD0rL9qe5XtE1ePDFn4trNTUqrYY%2BiU3ekrAepUIeESySTb4%2FP%2Byn7t%2BVgzxDkDpsOW4Q%2FbiF5P6EpBSi63GwOQ7vt%2FO%2Bv1q%2FAcL2CH03oYBrIcYB3c9TaomAUUkzJobzVC9RGaxYbNnukP8B3g0gyH3CU%2FMgUsWPaouNLg%2B%2F55%2BfeGQy6ZBqFdA7KsW7bz2lGxmLigjM9rDPvkuIZfLEXHo9FwwBNHfjMIdJSQ5F8JpAg7%2F%2FGS0DUXBaepNnuY7JaoofXxgZ0tbc%2B0d%2FgcIhTgGSDLXutFh6v0Mk6N3IVdb%2BcWnBjmxcDyp3%2F4SBQieAfw%2FS8kJHt7%2BqeGMTL6336ftAsuBELp3bgbunZ4Wm8rObzC4kwcVbyr5BEzKxCFmu%2FvXDumNXF3sARSMfQyVSisiH90eHpZTZ9O8usajo%3D,NA,NA,NA,NA,NA,#470876449,Apple,NA,Carcasa,NA
1079, Compatible Para [4-pack] Funda De iPhone 8/7 Plus De 5.... ,24.000,NA,0,999,6,4.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-490631443-compatible-para-4-pack-funda-de-iphone-87-plus-de-5-_JM,NA,NA,NA,NA,NA,#490631443,Apple,ANOLE,Carcasa,NA
1080," Funda Híbrida A Prueba De Golpes Para iPhone 8 Plus, 2 ... ",20.000,NA,0,999,6,3.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-490634834-funda-hibrida-a-prueba-de-golpes-para-iphone-8-plus-2--_JM,NA,NA,NA,NA,NA,#490634834,Apple,Inspirationc,NA,NA
1081," Meme Funda Para iPhone 8 Plus, Verde Pepe La Rana Funda... ",29.000,NA,0,999,6,4.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-490638302-meme-funda-para-iphone-8-plus-verde-pepe-la-rana-funda-_JM,NA,NA,NA,NA,NA,#490638302,Apple,Keklle,Carcasa,NA
1082," Funda iPhone 8 Plus / Funda iPhone 7 Plus, Estuche Tpu ... ",24.000,NA,0,999,6,4.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-490640920-funda-iphone-8-plus-funda-iphone-7-plus-estuche-tpu--_JM,NA,NA,NA,NA,NA,#490640920,Apple,Go Link,Bumper,NA
1083," Funda Para iPhone 7 Plus / iPhone 8 Plus, Niñas Mujeres... ",24.000,NA,0,999,6,4.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-490641574-funda-para-iphone-7-plus-iphone-8-plus-ninas-mujeres-_JM,NA,NA,NA,NA,NA,#490641574,Apple,Frepstudio,Carcasa,NA
1084," Funda Slim Fit Para iPhone 8 Plus, Ultrafina [sensación... ",23.000,NA,0,999,6,3.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491266963-funda-slim-fit-para-iphone-8-plus-ultrafina-sensacion-_JM,NA,NA,NA,NA,NA,#491266963,Apple,Heyqie,Carcasa,NA
1085," Funda De Cuero Para iPhone Xs Max, 8 Plus Y Otros Teléf... ",24.000,NA,0,999,6,4.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491267896-funda-de-cuero-para-iphone-xs-max-8-plus-y-otros-telef-_JM,NA,NA,NA,NA,NA,#491267896,Apple,Tapp Collections,Flip Cover,NA
1086," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda N520 Fu... ",24.000,NA,0,999,6,4.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491270870-funda-iphone-7-plus-funda-iphone-8-plus-funda-n520-fu-_JM,NA,NA,NA,NA,NA,#491270870,Apple,Novo Icon,Flip Cover,NA
1087, iPhone 8 Plus / iPhone 7 Plus Clear Slim Funda Protecto... ,23.000,NA,0,999,6,3.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491272182-iphone-8-plus-iphone-7-plus-clear-slim-funda-protecto-_JM,NA,NA,NA,NA,NA,#491272182,Apple,Shock Tech,Flip Cover,NA
1088, Funda De Cuero Para Hombres Para iPhone 8 Plus / iPhone... ,23.000,NA,0,999,6,3.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491273933-funda-de-cuero-para-hombres-para-iphone-8-plus-iphone-_JM,NA,NA,NA,NA,NA,#491273933,Apple,WaterFox,Carcasa,NA
1089," Funda Para iPhone 8 Plus / iPhone 7 Plus, [bumper De Bo... ",25.000,NA,0,999,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491274746-funda-para-iphone-8-plus-iphone-7-plus-bumper-de-bo-_JM,NA,NA,NA,NA,NA,#491274746,Apple,Elago,Bumper,NA
1090, Funda Verde Y Negra Para iPhone 7/8 Plus Â¿® Armadura R... ,25.000,NA,0,999,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491275159-funda-verde-y-negra-para-iphone-78-plus-armadura-r-_JM,NA,NA,NA,NA,NA,#491275159,Apple,Pelotek,Carcasa,Granada
1091," Funda De Cuero Para iPhone 8 Plus, [vluxe] [parte Poste... ",25.000,NA,0,999,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491278095-funda-de-cuero-para-iphone-8-plus-vluxe-parte-poste-_JM,NA,NA,NA,NA,NA,#491278095,Apple,Vena,Flip Cover,NA
1092," Funda iPhone 7 Plus 8 Plus, Mandala Personalizada Unico... ",25.000,NA,0,999,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491491609-funda-iphone-7-plus-8-plus-mandala-personalizada-unico-_JM,NA,NA,NA,NA,NA,#491491609,Apple,POKABOO,Bumper,Unicornio
1093, iPhone 7 Plus / 8 Plus Funda Protectora Contra Anillos ... ,29.000,NA,0,999,6,4.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491498909-iphone-7-plus-8-plus-funda-protectora-contra-anillos--_JM,NA,NA,NA,NA,NA,#491498909,NA,All Sorts,NA,NA
1094, Puluz Para iPhone 7 Plus Y 8 Plus 40m / 130ft Funda ,18.502,NA,0,500,12,1.542,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TOMTOPWHOLESALECL,https://articulo.mercadolibre.cl/MLC-492429285-puluz-para-iphone-7-plus-y-8-plus-40m-130ft-funda-_JM,NA,NA,NA,NA,NA,#492429285,NA,PULUZ,NA,NA
1095, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,8,8,6,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=di9hADf6%2Fy9iniDDscR7ls9wytjkP0DIN3AB3o%2BF5VClehNsOFdi7HFceayzjktaDtnZjWoWO25GS12mY%2BLEAw5kPCoolH3jXIjJC5xbaYWTtBYYjZkUgABTEUuAhI0cH7pO%2B55KWy9aOOCsyqkAIxYIZyz1daQrntfgjV%2Bl5LA8vHIzi%2Fk%2B2hlhr%2BSXaUwzACW0Ep5bLLVdeNBr2PnpeLQd1BDAHO35iow9d1EZ2%2BfsY2eoy1wGd6qWvPjzhO9pEXJ3dZgsr%2FsWfKo8TyrzflrXib%2B0XG4hYj8MoaFSNGGdX2aqeHde%2BCt%2F1htHir32lc37Y1x72TxSDQtH1DHWhh%2FxjwIqepwMH5zDYY6LODEgHLPR5T3AGkbK%2Ffb2ekNrc1h0lWlA0z9Pekvvy7NdUHiz0OfGg4rM9Y%2BYuUB%2BNM6rDGqaUcn4XD7CfZn%2BzcbL%2BIwViaXncsOYBcfRUdXKIOKji3hJSa65ThTk2ZJXsDdMGDAiCfctH84cMfdX92kYHrIdcGJtqO1JR9xOSFoLQzgPWKLx7h1AflHwNakkyp5PD9X1BLldpG2mShhvn8aKADZ0r7uLdK4Jcffs0Snn1rDulmIGhdLONf0cxYbHtEqiJzAn%2BWvKWyfFY%2Bs8v4wKXGfXLVHI%2FZHqPoMGYQAj3TbHfcjD8cEJKOHDkZDBujJarbdziRPownJKtyNedU8DSX9ddF5fR9fIDb7lSimnbBdmkwxXFF%2F%2FO1yWjBQzbsK3lQKD%2FIZDCvoVDwIVBkPkqEihm8EjnMR%2BRRMjHj%2BZIBnWndylIS70%2BMhV3AXi4OPjeXlVUiqAIqT0HaEHrMgTOpfIJ1Odab0%2FuMHp8mRS9h%2FAizcfIp9rL4FenytVH%2Fz0KJyetudGioA2ksiMBFGDkuqhuKr%2BOyfD8Fn1dTKam1iqvZWUpnAc99%2FoDk0YZirXx3o%2F5NONsXru%2B8K0NyBG7qnoH6sESgO4EjAM9pK4heTBRFo7pJtp5S8YqCamjvXL5Wedhw5FO904uTBKl30Jmj32UqQYBbQllcsXwQBrHI5joYAPQrMjivz0by%2BAwrUYU5HsNxHVb9QiX1xwessn4Y0LxW6vGFex2mEOLAIsYuwe0Rx7QkKhpB8Kv6IkcCCTzlkb0EkPgZLuELB6jJt5mWwM3xqlqIbjm99P%2Fvbkg%2FQz4K%2BqZR74GXlw4V2gXrb8ojUylY57vUO%2FRUSei1NvdVvOeoCIM9WP1hZC97%2B6DbNPIyIRgo191zNnzh12RZlxHXeeJqm6nEDU91pIa2eUK8uKR6Ep4nYPBD6UY7F%2BIH9i84C9fJy6X2u%2BTqXbK4g%2FZ%2Fh4lfeSxfWN1zQmQaeRAp%2BXTvy5J2JS6a8QpkVyEPLHLavDibCWBvEQ0FO4lzorkFyqJWc4FhMEkzAUXRmZuE2egGCqR4qCUVWp4zZdAYuCF1UFH12s4IjHuJ2SdbQbVsUXrJi7fUcb7Ijn9QYfOvVw16uv%2BA%3D%3D,NA,NA,NA,NA,NA,#452825550,Apple,NA,Carcasa,NA
1096, Funda Protectora De Telefono Para iPhone 8 Plus Funda 5.5 ,1.166,NA,0,200,12,97,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASAFELIZCL,https://articulo.mercadolibre.cl/MLC-493207411-funda-protectora-de-telefono-para-iphone-8-plus-funda-55-_JM,NA,NA,NA,NA,NA,#493207411,Apple,No Brand,Carcasa,NA
1097, Funda Protectora De Telfono Para iPhone 8 Plus Funda 5.5 ,8.205,NA,0,200,12,684,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BUENSUERTECL,https://articulo.mercadolibre.cl/MLC-494019743-funda-protectora-de-telfono-para-iphone-8-plus-funda-55-_JM,NA,NA,NA,NA,NA,#494019743,Apple,No Brand,Carcasa,NA
1098," Funda Cartera iPhone 8 Plus, Funda Cartera iPhone 7 Plus,... ",47.862,NA,0,NA,6,7.977,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILE.,https://articulo.mercadolibre.cl/MLC-453187404-funda-cartera-iphone-8-plus-funda-cartera-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#453187404,NA,NA,NA,NA
1099," Para iPhone 7/8 Plus 5.5 Funda Goma Tpu... (black, Fo.) ",33.990,NA,0,4,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454015452-para-iphone-78-plus-55-funda-goma-tpu-black-fo-_JM,NA,NA,NA,NA,NA,#454015452,NA,NA,NA,Black black
1100," Para iPhone 7/8 Plus 5.5 Funda Goma Tpu... (white, Fo.) ",33.990,NA,0,6,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454015457-para-iphone-78-plus-55-funda-goma-tpu-white-fo-_JM,NA,NA,NA,NA,NA,#454015457,NA,NA,NA,White
1101," Para iPhone 7/8 Plus 5.5 Funda Goma Tpu... (pink, For.) ",33.990,NA,0,6,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454015463-para-iphone-78-plus-55-funda-goma-tpu-pink-for-_JM,NA,NA,NA,NA,NA,#454015463,NA,NA,NA,Pink
1102, 360° Funda Para El iPhone 6 6s 7 8 Plus A... (for Iphon.) ,33.990,NA,0,5,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454092689-360-funda-para-el-iphone-6-6s-7-8-plus-a-for-iphon-_JM,NA,NA,NA,NA,NA,#454092689,NA,NA,NA,Grey
1103, Funda De Cuero Color Café Para iPhone 8 Plus ,37.990,NA,1,25,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454162200-funda-de-cuero-color-cafe-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#454162200,iPhone,NA,NA,NA
1104, Para iPhone 8/8 Plus Real Vertical Funda... (for Iphon.) ,31.990,NA,0,8,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454321385-para-iphone-88-plus-real-vertical-funda-for-iphon-_JM,NA,NA,NA,NA,NA,#454321385,NA,NA,NA,Brown
