search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material
813, Capa Case Capinha Homem Aranha Spiderman iPhone 8 Plus ,32,NA,NA,297,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937412182-capa-case-capinha-homem-aranha-spiderman-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937412182,Apple,iPhone,Fanatic Store,iPhone 8,capinha,Emborrachada
814, Capinha Celular Iphone 8 Plus Carteira P. Cartão Importada ,121,NA,1,1,12x,10.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-955208570-capinha-celular-iphone-8-plus-carteira-p-carto-importada-_JM,NA,NA,NA,NA,NA,#955208570,Apple,iphone,Outros,Plus,Carteira,Couro
815, Capa Capinha iPhone 7 / 8 4.7 Caseology Vault ,49,NA,3,20,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECASE-BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=nQLeAEK9vo4YR79akOQXKHl1MIkuExLoI0d1ZQoysZyRZDAOkoiybSzr9KXgEQrUfb0FQPsKNdGIhiacX4KvMrq9g4QhwUZ1%2FvwayJGGlMhaGJu3bg0rsqTAtDIfOvLULS7aKOcob9Gs7VwbtAxcTNOStsE4JHW9I6P6NIysYb7dIv5ZowIqlp1vxxbFMlxxloAnAawG5baUwjmhe0uQC1nqi7vLlxhPz3Mu6z83hxDAaCOvBkt4C5z8Rr3ySgKuQ9PH%2Bh%2BesedzrGBK2Ie3nmr4BGMMP2akuI1PXL2eSoUtT3hPgp%2FkZyYzMZ%2F73co6frek4MHiNM3HcyiZ52fIQNXWuc%2BoyC%2B%2BRrCfzBpQqMCi36PBwnk3brHOq2rNNoEZVFUBDcDEFmJao4UnqipJsGSJ6lB6nsR%2Fkw1GyZcDtFCbMMfIrQ4yFl%2FePi239NwXMQMi1%2BLZJ3ByOPeS4zzklINhsVIld1jCMOdqL6fqZboEubZRrfXI6c0o2c%2FkQTnogrzFmb%2BAvtHyZsi1nuMk8vp%2B5Ek6ahcyZjs1ajGNgR6ooxXT%2B1JHpQHBcyHKGLgH6CAJ40S6hzo7YrOoZ1PlHN3flWCPzWfSO4GEhFxkbLRYDGYkbxkv9JPk0mcjG3JYGQs%2FUVeq99OoILkiOlELOyfMnOs1hE18JlOEGAQBEiDFxkLOYgGM1eSShfNTy3yku3P%2F9uFTvy49S%2FnEy3svLrUkfYUmMCaDcSkcaHjidqW89I0pMKNAO1Xzf9miKIz34dM6i7iOGm1NWZemr8W8EcQhbRHDfj0L%2FkXFDlVQjWtXqs8iTtA5imiJ2z8znyS5Ahi%2FMFFJOmhDSc%2BL3eG4ZWUYJe4AlR0B6e6vIPoYixXV1BqZWjQ2%2FCUrBPoxwNanRAl%2FrXYdCf121rUzeiZzY9XVLxLI4dWmGY2PcRgjbeVbwV8GLne0yGfxMggPLJWiooDSUhcXiPvLPjOno34rMJ%2BxlD7k3XEimp2RLLEwt6z6Vo566OpG6hF3ExsGQAkX7Tsu3OdYHR0nqjKye%2BGwtVZUCRGxdlWfamReImvvd9wzNG2WDTOPZY3iBSsjlDCVg3qF2WmTKRTY%2BIdyyGWmf%2FmoNt0xprxOh7i179f%2BMvc8wMUgZTXDrUjrRqzEgOeO8QfusISANSUuZ2tLaPZeLwyHsR1u%2BXDclYqao2NaktPv8LQObPWA9vtR7SJ7jt58vSP8l2DSgB05scB6uljEbx3xDyEcvxPuyIrtmW2Rp%2B5MgduYld4EbQF1q1DhhYj%2BfKm8SDIw1n%2F8z84%2BZRz6R2%2BOQA3FERBrlBLJAHKwKaxvfV2PoxC6mqRgTqWqE1wFAglCMZ6f6hrRkN03n1vNT%2BQ52E6PEk1P2kaXEu38rU0Yyl5LKaaCupP4wjNDYS8jrZFSG%2BQtLa4Vl1F6LH55O3C0JJBIzF5AdXM%2BbnPylkPTbQ7rmi9jsgY3gfsOI8sDSU0xnV21mUEXCSPZ5YHzY8bl%2BkP0,NA,NA,NA,NA,NA,#942282397,Apple,Iphone 8 / 8 Plus / 7 / 7 Plus,Caseology,Vault,protetora,TPU/Policarbonato
816, Capinha Harry Potter Hogwarts Always - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021244635-capinha-harry-potter-hogwarts-always-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021244635,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
817, Capinha Para Iphone 8 Plus Silicone Com Logo + Brinde ,38,NA,NA,84896,6x,6.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IREXACESSORIOS,https://produto.mercadolivre.com.br/MLB-1036842076-capinha-para-iphone-8-plus-silicone-com-logo-brinde-_JM,NA,NA,NA,NA,NA,#1036842076,Apple,Iphone 7 e 8,Genérico,Silicone,Silicone,Silicone
818, Capinha Arlequina Para iPhone 8 Plus ,43,NA,NA,1010,6x,7.32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1099945358-capinha-arlequina-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1099945358,Apple,Iphone,Lucases,iPhone 8 Plus,Personalizada,Silicone
819, Capinha Ac Dc Guns N' Roses Banda Rock - iPhone 8 8 Plus ,33,NA,NA,100,6x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1108868870-capinha-ac-dc-guns-n-roses-banda-rock-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1108868870,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
820, Capinha Anti Queda Silicone Resistent Iphone 7 8 Plus+brinde ,19,NA,NA,98888,3x,6.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IREXACESSORIOS,https://produto.mercadolivre.com.br/MLB-1126941517-capinha-anti-queda-silicone-resistent-iphone-7-8-plusbrinde-_JM,NA,NA,NA,NA,NA,#1126941517,Apple,Iphone 8,Silicone,Transparente,Silicone,Silicone
821, Capinha Para Iphone 8 Plus ,30,NA,NA,869,6x,5.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACESSORIOSILCASESE,https://produto.mercadolivre.com.br/MLB-1188571894-capinha-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1188571894,Apple,Iphone 8 Plus,Apple,Case,Silicone,Silicone Aveludada
822, Capinha Cachorro Cachorrinho Com Nome iPhone 8 Plus ,22,NA,NA,2000,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1188992150-capinha-cachorro-cachorrinho-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1188992150,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
823, Capa Capinha Galo Volpi Mg iPhone 7/8 Plus + Pelicula Vidro ,19,NA,NA,1,3x,6.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOBIEXPRESSO,https://produto.mercadolivre.com.br/MLB-1218078871-capa-capinha-galo-volpi-mg-iphone-78-plus-pelicula-vidro-_JM,NA,NA,NA,NA,NA,#1218078871,iPhone,iPhone 7 Plus iPhone 8 Plus,case power,Silicone,Braçadeira,NA
824, Capa Anti Impacto P/ iPhone 5 6 7 8 10 X Xs Xr + Pel. Gel ,15,NA,NA,19,3x,5.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ROCHA_ACESS%C3%93RIOS,https://produto.mercadolivre.com.br/MLB-1226549631-capa-anti-impacto-p-iphone-5-6-7-8-10-x-xs-xr-pel-gel-_JM?searchVariation=36636159690,NA,NA,NA,NA,NA,#1226549631,Apple,Escolher no anúncio.,H+,TPU,capinha de silicone,Silicone
825, Capa Capinha Case Sao Paulo iPhone 8 / iPhone 8 Plus ,27,NA,NA,38,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1091604021-capa-capinha-case-sao-paulo-iphone-8-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1091604021,Apple,Mais de 150 MODELOS,Tudo Celular,Silicone Flexível,Silicone,Silicone
826, Capinha Case iPhone 8 Plus - Azul Escuro ,37,NA,NA,1000,6x,6.33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245025585-capinha-case-iphone-8-plus-azul-escuro-_JM,NA,NA,NA,NA,NA,#1245025585,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
827, Capa Capinha Case Celular 13 Reasons Why iPhone 8 Plus ,32,NA,1,3000,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937432216-capa-capinha-case-celular-13-reasons-why-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937432216,Apple,iPhone 8 Plus,Fs Store,Case,capinha,Emborrachada
828, Capa Capinha Case Celular Audrey Hepburn iPhone 8 Plus ,32,NA,2,2999,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937441054-capa-capinha-case-celular-audrey-hepburn-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937441054,Apple,iPhone 8 Plus,Fanatic Store,iPhone 8 Plus,capinha,Acrílico
829, Capinha Capa Case Capitão America - iPhone 8 Plus ,32,NA,NA,307,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937477338-capinha-capa-case-capito-america-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937477338,Apple,iPhone 8 Plus,Fanatic Store,iPhone 8 Plus,NA,Emborrachada
830, Capa Capinha Case Carteira Iphone 8 Plus (5.5) + Pelicula ,37,NA,NA,20,6x,7.03,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-944941345-capa-capinha-case-carteira-iphone-8-plus-55-pelicula-_JM,NA,NA,NA,NA,NA,#944941345,Apple,iPhone 7 Plus,H'maston,Capa Carteira,Capa Carteira,Couro
831, Capinha Iphone 8 Plus Carteira Porta Cartão 7 Plus Preta ,120,NA,NA,1,12x,10.07,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-1018692748-capinha-iphone-8-plus-carteira-porta-carto-7-plus-preta-_JM,NA,NA,NA,NA,NA,#1018692748,Apple,iphone,Outros,Plus,Carteira,Couro
832, Capinha Anime Naruto Akatsuki - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021253006-capinha-anime-naruto-akatsuki-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021253006,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
833, Capinha Case Capa iPhone 4 5 5s Se 6 6s 7 8 7 Plus Coracoes ,18,NA,7,914,3x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MUSTANG.2017,https://produto.mercadolivre.com.br/MLB-1043488043-capinha-case-capa-iphone-4-5-5s-se-6-6s-7-8-7-plus-coracoes-_JM?searchVariation=24397631747,NA,NA,NA,NA,NA,#1043488043,Apple,Iphone,Mustang,Silicone,Silicone,Silicone
834, Capinha Homem Formiga Heróis Marvel - iPhone 8 8 Plus ,33,NA,NA,100,6x,5.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1064106030-capinha-homem-formiga-herois-marvel-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1064106030,Apple,Iphone,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
835, Capa Capinha Celular Iphone 8 Plus 360 Graus ,29,NA,NA,2,5x,6.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/J%C3%9ALIO+BEZERRA,https://produto.mercadolivre.com.br/MLB-1070242664-capa-capinha-celular-iphone-8-plus-360-graus-_JM,NA,NA,NA,NA,NA,#1070242664,Apple,iPhone 8 plus,Importada,Silicone,NA,Silicone
836, Capinha The 100 Octavia Skaikru Lincoln - iPhone 8 8 Plus ,33,NA,NA,100,6x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1115283550-capinha-the-100-octavia-skaikru-lincoln-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1115283550,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
837, Capa Capinha Case Herois Personagens iPhone 8 / 8 Plus ,27,NA,NA,88,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1188327183-capa-capinha-case-herois-personagens-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1188327183,Outros,Mais de 150 modelos,Tudo Celular,Silicone Flexível,Silicone,Silicone
838, Capa Case Capinha iPhone 4s 5 5c Se 6s 7 8 7 Plus Unicornios ,28,NA,NA,4948,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASTOLDIC,https://produto.mercadolivre.com.br/MLB-1193685612-capa-case-capinha-iphone-4s-5-5c-se-6s-7-8-7-plus-unicornios-_JM?searchVariation=34015852835,NA,NA,NA,NA,NA,#1193685612,Apple,Iphone 4 4s 5 5c Se 6s 7 7 Plus,Extreme.Deal,Emborrachada,Emborrachada,Silicone
839, Capinha Capa Case Tpu iPhone 8 Plus Ultra Fina Casca De Ovo ,12,NA,NA,985,2x,6.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPAS+DELIVERY,https://produto.mercadolivre.com.br/MLB-1222279604-capinha-capa-case-tpu-iphone-8-plus-ultra-fina-casca-de-ovo-_JM,NA,NA,NA,NA,NA,#1222279604,Apple,iPhone 8 Plus,Silicone,Silicone,Silicone,Silicone
840, Capa Capinha Unicornios iPhone 4s 5 5s Se 5c 6 6s 7 8 7 Plus ,25,NA,NA,45649,5x,5.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALVAROMARIODESOUZA,https://produto.mercadolivre.com.br/MLB-1222310106-capa-capinha-unicornios-iphone-4s-5-5s-se-5c-6-6s-7-8-7-plus-_JM?searchVariation=36209514148,NA,NA,NA,NA,NA,#1222310106,Apple,iPhone,Extreme.Deal,Emborrachada,Emborrachada,Silicone
841, Capinha Nome Lado Coração Pink iPhone 8 Plus ,24,NA,NA,2000,4x,6.22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1242685937-capinha-nome-lado-coraco-pink-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1242685937,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
842, Capinha Tipo Bumper Silicone Protege Camera iPhone 8 Plus ,39,NA,9,343,6x,7.31,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CORONITASCOMERCIOLTDA,https://produto.mercadolivre.com.br/MLB-931484011-capinha-tipo-bumper-silicone-protege-camera-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#931484011,Apple,iPhone 7 Plus 8 Plus,Apple,Silicone Tpu Flexível,Silicone,Silicone
843, Capa Capinha P/ Apple iPhone 8 Plus - Odontologia ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099137-capa-capinha-p-apple-iphone-8-plus-odontologia-_JM,NA,NA,NA,NA,NA,#967099137,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
844, Capa Capinha P/ Apple iPhone 8 Plus - Farmácia ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099204-capa-capinha-p-apple-iphone-8-plus-farmacia-_JM,NA,NA,NA,NA,NA,#967099204,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
845, Capinha Para Celular - Avengers | Thor ,55,NA,NA,50,10x,5.50,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/JUCACLASHROYALE,https://produto.mercadolivre.com.br/MLB-1030101173-capinha-para-celular-avengers-thor-_JM,NA,NA,NA,NA,NA,#1030101173,NA,"iPhone 4 e 4s, iPhone 5 e 5s, iPhone 5C, iPhone 6 e 6s, iPhone 6 e 6s Plus, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, Moto C, Moto C Plus, Moto G, Moto G2, Moto G3, Moto G4 Play, Moto G4 e G4 Plus, Moto G5, Moto G5S, Moto G5S Plus, Mot",NA,"iPhone 4 e 4s, iPhone 5 e 5s, iPhone 5C, iPhone 6 e 6s, iPhone 6 e 6s Plus, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, Moto C, Moto C Plus, Moto G, Moto G2, Moto G3, Moto G4 Play, Moto G4 e G4 Plus, Moto G5, Moto G5S, Moto G5S Plus, Mot",NA,NA
846, Capinha Original De Silicone Para iPhone 8 Plus ,36,NA,NA,736,6x,6.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACESSORIOSILCASESE,https://produto.mercadolivre.com.br/MLB-1188584576-capinha-original-de-silicone-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1188584576,Apple,Iphone 8 Plus,Apple,Case,Silicone,Silicone Aveludada
847, Capa Capinha Tpu Ultra Fina iPhone 8 Plus 5.5+pelicula Vidro ,50,NA,139,39469,10x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,5,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-802457300-capa-capinha-tpu-ultra-fina-iphone-8-plus-55pelicula-vidro-_JM,5,0,0,0,0,#802457300,Apple,iphone 8 plus,jkcapas,ultra fina,capa protetor,tpu
848, Capa Case Capinha Esquadrão Suicida Arlequina iPhone 8 Plus ,32,NA,NA,293,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937482943-capa-case-capinha-esquadro-suicida-arlequina-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937482943,Apple,iPhone 8 Plus,Fanatic Store,iPhone 8 Plus,capinha,Emborrachada
849, Capa Capinha P/ Apple iPhone 8 Plus - Coração Batimento ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095943-capa-capinha-p-apple-iphone-8-plus-coraco-batimento-_JM,NA,NA,NA,NA,NA,#967095943,Apple,NA,Quark,NA,NA,Gel
850, Capa Capinha P/ Apple iPhone 8 Plus - Odontologia Fem ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967112626-capa-capinha-p-apple-iphone-8-plus-odontologia-fem-_JM,NA,NA,NA,NA,NA,#967112626,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
851, Capinha Textura Couro Tpu iPhone 6 6s 7 8 E Plus ,27,NA,1,396,5x,5.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-975781738-capinha-textura-couro-tpu-iphone-6-6s-7-8-e-plus-_JM?searchVariation=21634412434,NA,NA,NA,NA,NA,#975781738,Apple,iPhone,KissCase,Silicone,Comum,Silicone
852, Capinha Iphone 8 Plus Importada Carteira Porta Cartão ,121,NA,NA,1,12x,10.12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-982232938-capinha-iphone-8-plus-importada-carteira-porta-carto-_JM,NA,NA,NA,NA,NA,#982232938,Apple,iphone,Outros,Plus,couro sintetico,Silicone
853, Capinha Iphone 8 Plus Carteira 7 Plus ,120,NA,NA,1,12x,10.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-1018696709-capinha-iphone-8-plus-carteira-7-plus-_JM,NA,NA,NA,NA,NA,#1018696709,Apple,iphone,Outros,Plus,Carteira,Couro
854, Capinha Heróis Dc Arlequina Coringa - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021118813-capinha-herois-dc-arlequina-coringa-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021118813,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
855, Capinha Deadpool 2 Cable Heróis Marvel - iPhone 8 8 Plus ,33,NA,NA,100,6x,5.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1063563919-capinha-deadpool-2-cable-herois-marvel-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1063563919,Apple,Iphone,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
856, Capa Capinha iPhone 8/8 Plus/7/7 Plus Caseology Parallax ,142,149,33,97,12x,11.87,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/STORECASE-BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=aUgQKEd5QHS4HG4306hWgxaKYcubiootiss5ARjAqUlGRcvWn4QS%2BUqJrAhTyqs0kzm%2FE%2BUhU4BEcK1ruKPFteOTT9vcemEVx%2FSJTgPexo6d%2FX%2FFKjpLSGCBogQS808KNwQD94%2BaYPRPxW7z9A4QDyzzsG0EBuvayhDnX3pI46z4BQgPWMoZcHRA7ytJU9C08tMZt217O41HGh9avUCDskYDzW8vUrjlXuWzBMrcjl63ac35f8XrZJWbHltoGJ%2Fvhoz%2FoejsC3bJd9WP8u3uZs0UlDPGNwwoDxAmwUUZq5sdFqmIi5cDfIWsHKtZCIiSBV5J8NvAj7x3g2FCKw4R%2Fz0CngP0w0VUTX6DpYcFGj8%2Bsl82v27jZnCyt0fYKixo9RQdN5obdAj6QeaqB0zvpPKj8fymsqvRKrSz5am4mTy74XA%2FXLb4IUpr0PkIfjiBCuTNUlC7YcSwmjYphleWdIZWIC1gOy90rPzT8vRitf3Gu2hza76me1GDucvLRoM8%2BpliN%2FFylMsILT84a9IMFDewR%2Bd5%2F0QYENeYZZx1eA4cXTyn%2BA%2FDGR3qSoOQpUmSYKqid3t%2FH60qC1pI%2BMNg%2F6Gxz4jvHxBBe49VOWUe%2BDuQIiMvzYa%2FB3PKmPB4QsFHh0PAHRZcFOrTrSSkFguOWdX9ACy6sy5MzZYEedTxMwXxC4MUJbsrarmcj7%2F7YcKs8X1rCFRM%2Fqg%2FXNI%2FCv7hmmnHb6caZRZyigomW0RJ3v0mtZvnEAQhCpYKPQigAAdsTZcWSh52KbMgLIRS2DtwAf0V6uiYGA4WAStqusB%2F3nbU1Xx0fjRUxYB0ncRI8HXgsL2qnes%2BsWMNo0gOf2yw07eeFqFG3JQJRkvy61owrV%2Bi0qkLLSuO5ueygzspAFaiBxwt7zoZv4vCX332NlUP0YT%2BRRGZ3zO31aXpZ6yKFhhzQ5kqpQqxAsJpe1tCGBH7b6GlX%2B7ogI0y9LOWBG8KR%2FjDs1FTsQkFxPZAWuqEuLE6ASprUDIDdKuHCadLKySB5qb3cxOr760CKE6toW3uhC4oDoRr2NzQhST85jZ66OO%2FUv4aae0tNaQdmjs9W16ixUlHSm3opdaYyHz7T%2FatKu5ta2jOie%2F7Eyc3eHWTVpJBvpsUuEWR6RObVUBhEp%2BA3I0Tb2gFkX920yghAHr2dxX0XR6HwY8iE40D0Aq0js6tuxZGzf1fLzTxtrG0PGGdi%2BI4C6Wxx6ayo3T5x4j4ajFRNMqtdibZJqYMhYd4LX7MHVnKexW0lSPnNBZgeL6e3Hrs%2FjwVePqhAyGGKC37NtRvzYXP3%2FvQEGT4BUchwcQsy%2B9vCD2UENBWNwIsVrLvbdyJarNB8w8JIU00O1yxZYmRN2QWuxLnk91rsIz2cqOg5GL%2FtEtmhS0WCoePpaG4E0mU9SfI%2BHuV9ZvWJOkAzPwZaxT6VMraRW%2B0De%2FQLCIquJD148aUgwQjc%2FCjPfjefDB%2FKIYznG655yla%2BLTcD8WgwsGF%2BOdQwIRK7Ll8Jsos,2,0,0,0,0,#795848904,Apple,Iphone 8 Plus / 7 Plus 8 / 7,Caseology,Parallax,protetora,TPU/Policarbonato
