search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Material,Color
135, Funda iPhone X/8/8plus/7/7plus/6/6s/6plus/6splus Case ,35,NA,29,7,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430538328-funda-iphone-x88plus77plus66s6plus6splus-case-_JM,1,0,0,0,0,#430538328,Apple,NA,NA,Roja
136, iPhone 8 Plus Apple Funda Estuche Case Protector Holster ,69,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546856-iphone-8-plus-apple-funda-estuche-case-protector-holster-_JM,NA,NA,NA,NA,NA,#433546856,Apple,Apple,Cuero,NA
137, Funda Case Personalizado iPhone X 4 4s 5s Se 6 7 8 Plus ,49,NA,48,52,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421322221-funda-case-personalizado-iphone-x-4-4s-5s-se-6-7-8-plus-_JM,1,0,0,0,0,#421322221,Apple,NA,NA,NA
138, Protector Funda Silicone Case iPhone X 7 8 Y Plus - Sellado ,70,NA,12,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EDUARDOVILCHEZCHAVEZ,https://articulo.mercadolibre.com.pe/MPE-428776707-protector-funda-silicone-case-iphone-x-7-8-y-plus-sellado-_JM,NA,NA,NA,NA,NA,#428776707,Apple,NA,NA,NA
139," Case Funda Nice iPhone 6 , 7 , 8 Plus ",35,NA,0,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-427580536-case-funda-nice-iphone-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#427580536,Apple,NA,NA,NA
140, Funda iPhone 7 Plus D30 / iPhone 8 Plus Case D30 ,65,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-430155602-funda-iphone-7-plus-d30-iphone-8-plus-case-d30-_JM,NA,NA,NA,NA,NA,#430155602,Apple,NA,NA,NA
141, Funda Audio Multifuncional Para Iphone 7/8 & 7/8plus Baseus ,100,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-433232637-funda-audio-multifuncional-para-iphone-78-78plus-baseus-_JM,NA,NA,NA,NA,NA,#433232637,NA,NA,NA,NA
142, Premium Crossbody Bag Purse Funda Para iPhone X/8 plus/samsu ,143,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436435887-premium-crossbody-bag-purse-funda-para-iphone-x8plussamsu-_JM,NA,NA,NA,NA,NA,#436435887,NA,NA,NA,NA
143, Case Funda Mickey Mouse iPhone 6 Plus /6s Plus/7 Plus/8 Plus ,39,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CRUIZ145,https://articulo.mercadolibre.com.pe/MPE-432069569-case-funda-mickey-mouse-iphone-6-plus-6s-plus7-plus8-plus-_JM,NA,NA,NA,NA,NA,#432069569,Apple,NA,NA,NA
144," Funda Silicona Liquida iPhone 7, 8, 7plus , 8plus Y iPhone X ",32,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TEVEN255,https://articulo.mercadolibre.com.pe/MPE-436914724-funda-silicona-liquida-iphone-7-8-7plus-8plus-y-iphone-x-_JM,NA,NA,NA,NA,NA,#436914724,Apple,NA,Silicona,NA
145, Protector iPhone 8 Plus Slim Armor Spigen Original Funda Cas ,79,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONA+SMART,https://articulo.mercadolibre.com.pe/MPE-421557964-protector-iphone-8-plus-slim-armor-spigen-original-funda-cas-_JM,NA,NA,NA,NA,NA,#421557964,Apple,NA,NA,NA
146," Case Funda Protector iPhone 6, 6s, 7, 8 Plus, X ",30,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432668417-case-funda-protector-iphone-6-6s-7-8-plus-x-_JM,NA,NA,NA,NA,NA,#432668417,Apple,NA,NA,NA
147, Carcasa iPhone 8 Plus Apple Funda Robot Armor Protector ,69,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435360774-carcasa-iphone-8-plus-apple-funda-robot-armor-protector-_JM,NA,NA,NA,NA,NA,#435360774,Apple,Apple,NA,NA
148, Funda iPhone 6/6plus/7/7plus/8/8plus Diamonds Case Carcasa ,19,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-433188501-funda-iphone-66plus77plus88plus-diamonds-case-carcasa-_JM,NA,NA,NA,NA,NA,#433188501,Apple,NA,NA,NA
149, Funda Spigen Neo Hybrid Herringbone Para iPhone 8 Plus /. ,194,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436094596-funda-spigen-neo-hybrid-herringbone-para-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#436094596,Apple,Spigen,NA,NA
150, Case Funda Love Mei + Glass - iPhone 7 / 8 Plus ,99,NA,2,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-425682690-case-funda-love-mei-glass-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#425682690,Apple,NA,NA,NA
151, iPhone 8 Plus Apple Funda Estuche Cover Carcasa Holster ,69,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546860-iphone-8-plus-apple-funda-estuche-cover-carcasa-holster-_JM,NA,NA,NA,NA,NA,#433546860,Apple,Apple,Cuero,NA
152," Case Relieve Funda Protector iPhone 6, 6s, 7, 8 Plus, X ",23,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432576975-case-relieve-funda-protector-iphone-6-6s-7-8-plus-x-_JM,NA,NA,NA,NA,NA,#432576975,Apple,NA,NA,NA
153, Funda iPhone 8 Plus 7 Plus [solidsuit De Rhinoshield] | ,264,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435670232-funda-iphone-8-plus-7-plus-solidsuit-de-rhinoshield--_JM,NA,NA,NA,NA,NA,#435670232,Apple,RhinoShield,NA,NA
154, Funda Case Silicona iPhone 7 / 8 Plus En Caja Colores Tienda ,29,NA,0,40,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434143425-funda-case-silicona-iphone-7-8-plus-en-caja-colores-tienda-_JM,NA,NA,NA,NA,NA,#434143425,Apple,NA,NA,NA
155," Funda iPhone 8 Plus / 7 Plus, Insten [patrón De Mármol] F ",153,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436955721-funda-iphone-8-plus-7-plus-insten-patron-de-marmol-f-_JM,NA,NA,NA,NA,NA,#436955721,Apple,Insten,NA,NA
156," I-blason iPhone 8 Plus Funda, [heavy Duty Protection] [ma ",219,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435263562-i-blason-iphone-8-plus-funda-heavy-duty-protection-ma-_JM,NA,NA,NA,NA,NA,#435263562,Apple,i-Blason,NA,NA
157, Moko Funda Impermeable Universal Para iPhone X8 Plus8 Samsun ,127,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436787730-moko-funda-impermeable-universal-para-iphone-x8-plus8-samsun-_JM,NA,NA,NA,NA,NA,#436787730,Samsung,Moko,NA,A.Clear+Clear
158, Case Funda Armor Para iPhone 7 / 8 Plus ,35,NA,2,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-421323412-case-funda-armor-para-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#421323412,Apple,NA,NA,NA
159," Funda Para iPhone 8 Plus De I-blason, Protección Ultrarre ",224,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435267596-funda-para-iphone-8-plus-de-i-blason-proteccion-ultrarre-_JM,NA,NA,NA,NA,NA,#435267596,Apple,i-Blason,NA,NA
160, Funda Para iPhone 7/8 Plus | Geometric Premium ,38,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KINZESHOP,https://articulo.mercadolibre.com.pe/MPE-435471044-funda-para-iphone-78-plus-geometric-premium-_JM,NA,NA,NA,NA,NA,#435471044,NA,NA,NA,NA
161," Funda iPhone 8 Plus Y 7 Plus, Kit De Protección Saharacas ",219,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436885133-funda-iphone-8-plus-y-7-plus-kit-de-proteccion-saharacas-_JM,NA,NA,NA,NA,NA,#436885133,Apple,Sahara Case,NA,NA
162," Htwon Funda Impermeable Universal Para iPhone X, 8/8 Plus, 7 ",128,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436821421-htwon-funda-impermeable-universal-para-iphone-x-88-plus-7-_JM,NA,NA,NA,NA,NA,#436821421,Samsung,HTWON,NA,White
163, iPhone 8 7 plus Funda De Madera En Color Negro Y Protecto ,239,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437158341-iphone-87plus-funda-de-madera-en-color-negro-y-protecto-_JM,NA,NA,NA,NA,NA,#437158341,Apple,NA,NA,NA
164, Funda Hyperpro Para iPhone 8 Plus De Maxboost / Funda Iph ,168,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436949229-funda-hyperpro-para-iphone-8-plus-de-maxboost-funda-iph-_JM,NA,NA,NA,NA,NA,#436949229,Apple,Maxboost,NA,NA
165, Funda De Nailon Con Cremallera Para iPhone 8 PlusiPhone Xsam ,123,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436821424-funda-de-nailon-con-cremallera-para-iphone-8-plusiphone-xsam-_JM,NA,NA,NA,NA,NA,#436821424,Apple,HZYISIDA TM,NA,Green
166, iPhone 8 Plus Funda / iPhone 7 Plus Funda De Cristal Con. ,168,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436956314-iphone-8-plus-funda-iphone-7-plus-funda-de-cristal-con-_JM,NA,NA,NA,NA,NA,#436956314,Apple,ICONFLANG,NA,NA
167," Funda iPhone 8 Plus, Estilo Retro Simple Funda De Cuero S ",209,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436956426-funda-iphone-8-plus-estilo-retro-simple-funda-de-cuero-s-_JM,NA,NA,NA,NA,NA,#436956426,Apple,FLY HAWK,NA,NA
168," Ailun Funda Impermeable Para iPhone X / 8 / 8plus, 7 / 7plus ",127,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436821432-ailun-funda-impermeable-para-iphone-x-8-8plus-7-7plus-_JM,NA,NA,NA,NA,NA,#436821432,Apple,AILUN,NA,NA
169, Funda Case Protector Aluminio iPhone 8/plus/x Anti Shock ,119,NA,0,10,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-429823420-funda-case-protector-aluminio-iphone-8plusx-anti-shock-_JM,NA,NA,NA,NA,NA,#429823420,Apple,NA,Aluminio,NA
170, Funda Case Bumper Aluminio Espejo iPhone Se 5s 6s 7 8 Plus ,35,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPERUCASE,https://articulo.mercadolibre.com.pe/MPE-421213280-funda-case-bumper-aluminio-espejo-iphone-se-5s-6s-7-8-plus-_JM,NA,NA,NA,NA,NA,#421213280,Apple,NA,Aluminio,NA
171, Protector 360º Case iPhone 8 8 Plus Super Delgado + Cristal ,34,NA,1,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNUEVAERA,https://articulo.mercadolibre.com.pe/MPE-427032441-protector-360-case-iphone-8-8-plus-super-delgado-cristal-_JM,NA,NA,NA,NA,NA,#427032441,Apple,NA,NA,NA
172, Case Protector Para iPhone 6/7/8/x/plus/ De Goma Tipo Cuero ,19,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNO-ACCESORIOS-PERU,https://articulo.mercadolibre.com.pe/MPE-433397242-case-protector-para-iphone-678xplus-de-goma-tipo-cuero-_JM,NA,NA,NA,NA,NA,#433397242,Apple,NA,Cuero,Roja
173," Flip Cover iPhone 5, 6, 7 , 8, S,se,x,plus + Vidrio ",39,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROMCSR,https://articulo.mercadolibre.com.pe/MPE-432279598-flip-cover-iphone-5-6-7-8-ssexplus-vidrio-_JM,NA,NA,NA,NA,NA,#432279598,Apple,NA,Vidrio,NA
174," Case Protector iPhone 7plus,8/8plus,x,xr,xs/xsmax,6/6splus ",29,NA,1,23,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAROLD25X,https://articulo.mercadolibre.com.pe/MPE-436848356-case-protector-iphone-7plus88plusxxrxsxsmax66splus-_JM,NA,NA,NA,NA,NA,#436848356,Apple,NA,NA,NA
175, iPhone 8 / 8 Plus / 7 Plus - Soporte Movil Coche Auto Funda ,27,NA,27,16,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBILE+CONNECT,https://articulo.mercadolibre.com.pe/MPE-418811806-iphone-8-8-plus-7-plus-soporte-movil-coche-auto-funda-_JM,NA,NA,NA,NA,NA,#418811806,NA,Apple,NA,NA
176, Funda Case Anti Impacto + Parante iPhone 7 8 7 Plus 8 X ,35,NA,0,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CASE-COVERS,https://articulo.mercadolibre.com.pe/MPE-425006882-funda-case-anti-impacto-parante-iphone-7-8-7-plus-8-x-_JM,NA,NA,NA,NA,NA,#425006882,Apple,NA,NA,Negro
177," Silicone Case Protector iPhone 5s, 6, 6s, 7, 8, 8 Plus, X ",34,NA,6,1000,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-427852567-silicone-case-protector-iphone-5s-6-6s-7-8-8-plus-x-_JM,NA,NA,NA,NA,NA,#427852567,Apple,Silicone,Cuero,NA
178, Case Otterbox iPhone 7 8 Plus Estuche Protector Antigolpe ,59,NA,11,82,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-429538702-case-otterbox-iphone-7-8-plus-estuche-protector-antigolpe-_JM,NA,NA,NA,NA,NA,#429538702,Apple,OtterBox,NA,NA
179, Case iPhone X Xs Max Xr 7 8 Y Plus Silk Grip Protector Usa ,109,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990415-case-iphone-x-xs-max-xr-7-8-y-plus-silk-grip-protector-usa-_JM,NA,NA,NA,NA,NA,#435990415,Apple,NA,Silicona,Negro
180, Protector Funda Case Bumper Auminio S7edge/s8/plus Antishock ,79,NA,1,51,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-432578451-protector-funda-case-bumper-auminio-s7edges8plus-antishock-_JM,NA,NA,NA,NA,NA,#432578451,NA,NA,NA,NA
181, Case De Silicona Rugosa Silk iPhone X Xs Max Xr 7 8 Y Plus ,109,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990417-case-de-silicona-rugosa-silk-iphone-x-xs-max-xr-7-8-y-plus-_JM,NA,NA,NA,NA,NA,#435990417,Apple,NA,Silicona,Negro
182, Case Protector Funda Duro Parante iPhone 7 Plus / 8 Plus ,59,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-424208064-case-protector-funda-duro-parante-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#424208064,Apple,NA,NA,NA
183, Case Protector Funda Cover Armor iPhone 7 Plus / 8 Plus ,49,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-429541358-case-protector-funda-cover-armor-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#429541358,Apple,NA,NA,Negro
184, Case Bumper Protector Funda Cristal Iphone 7/8 & 7/8 Plus X ,30,NA,0,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-431462991-case-bumper-protector-funda-cristal-iphone-78-78-plus-x-_JM,NA,NA,NA,NA,NA,#431462991,NA,NA,NA,NA
185, Case-mate Estuche Flip 100% Cuero iPhone X Xs 8 7 6 6s Plus ,165,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436147651-case-mate-estuche-flip-100-cuero-iphone-x-xs-8-7-6-6s-plus-_JM,NA,NA,NA,NA,NA,#436147651,Apple,NA,Cuero,Black black
186, Case Spigen Apple iPhone 8 / 7 Plus Ultra Hybrid 2 Masplay ,109,NA,7,992,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-427761860-case-spigen-apple-iphone-8-7-plus-ultra-hybrid-2-masplay-_JM,NA,NA,NA,NA,NA,#427761860,Apple,NA,Acrílico,NA
187, Protector Case Ringke Fusion iPhone X / 8 Plus ,49,NA,1,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-430031771-protector-case-ringke-fusion-iphone-x-8-plus-_JM,NA,NA,NA,NA,NA,#430031771,Sony,Ringke,Silicona,NA
188, Case Silicona iPhone 8 / 8plus + Mica De Vidrio / Colores ,39,NA,4,900,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MALUPHONE,https://articulo.mercadolibre.com.pe/MPE-430652602-case-silicona-iphone-8-8plus-mica-de-vidrio-colores-_JM,NA,NA,NA,NA,NA,#430652602,Apple,NA,Silicona,NA
189, Power Case iPhone 8 Plus 3650 Mah Baseus Original ,169,NA,1,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/APPLEMALLCENTER,https://articulo.mercadolibre.com.pe/MPE-427393517-power-case-iphone-8-plus-3650-mah-baseus-original-_JM,NA,NA,NA,NA,NA,#427393517,Apple,Baseus,NA,NA
190, Case Ringke Fusion Para iPhone 8 Plus A Prueba Golpes Clear ,49,NA,2,17,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-436061210-case-ringke-fusion-para-iphone-8-plus-a-prueba-golpes-clear-_JM,NA,NA,NA,NA,NA,#436061210,Sony,Ringke,Silicona,NA
191, Flip Cover Original Goospery Mansoor Diary iPhone 7 8 Plus ,49,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-423693636-flip-cover-original-goospery-mansoor-diary-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#423693636,Apple,NA,Cuero,NA
192, Smart Flip Cover Para Samsung Y iPhone ,45,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MRL+IMPORT,https://articulo.mercadolibre.com.pe/MPE-436222621-smart-flip-cover-para-samsung-y-iphone-_JM,NA,NA,NA,NA,NA,#436222621,Huawei,Genérico,Silicona,NA
193," Case iPhone 6,7, 7plus,8, 8 Plus,x,xs,xr ",30,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNO-ACCESORIOS-PERU,https://articulo.mercadolibre.com.pe/MPE-433397160-case-iphone-67-7plus8-8-plusxxsxr-_JM,NA,NA,NA,NA,NA,#433397160,Apple,NA,Acrílico,Roja
194, Case iPhone 7 7+ 8 Plus 8+ 5.5 Protector Supcase Extremo Pro ,149,NA,6,24,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-421273231-case-iphone-7-7-8-plus-8-55-protector-supcase-extremo-pro-_JM,NA,NA,NA,NA,NA,#421273231,Apple,NA,NA,NA
195, Case Personalizados Para Ellos iPhone 4 5 6 7 8 Plus ,45,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZABIVAKA,https://articulo.mercadolibre.com.pe/MPE-428428987-case-personalizados-para-ellos-iphone-4-5-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#428428987,Apple,NA,NA,NA
196, Case iPhone 6 6s 7 Plus 8 Case Mate Brillantes Protector Usa ,129,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436283275-case-iphone-6-6s-7-plus-8-case-mate-brillantes-protector-usa-_JM,NA,NA,NA,NA,NA,#436283275,Apple,NA,Silicona,NA
197, Case Bumper Espejo Elegante iPhone 8 Plus Y 7 Plus ,35,NA,16,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/YAJOMATECH,https://articulo.mercadolibre.com.pe/MPE-423191621-case-bumper-espejo-elegante-iphone-8-plus-y-7-plus-_JM,2,0,0,0,0,#423191621,Apple,NA,Aluminio,Oro/Negro
198, Protector Otterbox Simmetry Para iPhone 7 Plus Y 8 Plus ,120,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HIPERCELLVENTASONLINE,https://articulo.mercadolibre.com.pe/MPE-425826903-protector-otterbox-simmetry-para-iphone-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#425826903,Apple,OtterBox,NA,NA
199, Lensun Vidrio Protector Pantalla 360 iPhone 7/8/plus/x/r ,139,NA,0,8,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-434239903-lensun-vidrio-protector-pantalla-360-iphone-78plusxr-_JM,NA,NA,NA,NA,NA,#434239903,Apple,NA,NA,NA
200, Protector Laut Exoframe Rosado Para iPhone 7 Plus Y 8 Plus ,120,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HIPERCELLVENTASONLINE,https://articulo.mercadolibre.com.pe/MPE-425692793-protector-laut-exoframe-rosado-para-iphone-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#425692793,Apple,NA,NA,NA
201, Case Flipcover iPhone 7 8 Plus Rock Tapa Transparente ,60,NA,3,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421263018-case-flipcover-iphone-7-8-plus-rock-tapa-transparente-_JM,NA,NA,NA,NA,NA,#421263018,Apple,Rock,NA,NA
