search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda
1069, Kwmobile Funda Blanda Para Apple iPhone 7 Plus / 8 Plus ,33.99,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458730258-temdan-funda-impermeable-para-iphone-7-plus-8-plus-con-_JM,NA,NA,NA,NA,NA,#458730258,Apple,NA,NA
1070," Funda iPhone 7plus / 8plus, Feeltech Crystal Clear ",22.99,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458730267-funda-iphone-8-plus-7-plus-funda-de-color-cambiante-_JM,NA,NA,NA,NA,NA,#458730267,Apple,NA,Flip Cover
1071," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Casehq ",27.99,NA,0,9999,6,4.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458732505-spigen-neo-hybrid-herringbone-funda-iphone-8-plus-funda-_JM,NA,NA,NA,NA,NA,#458732505,Apple,Spigen,Bumper
1072, Carcasa Magnética iPhone 6 6s 6 Plus 7 8 8 Plus X | Digitek ,9.99,NA,29,71,6,1.665,NA,Envío a todo el país,NA,NA,4,1,https://perfil.mercadolibre.cl/DIGITEK.CL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=pNnYF2%2FyLetpablLIavF4E3kXdDJbHAH%2BbAdkeEhrtWTG0hNKjJnYByleSdKi38Sjx6Awa1PoBaxmhcwDf8A3x8%2BBZYdk9mPfCxlsYSq3nGqn2v5jvN7OKNr7%2BNVHTHbRaLfzwdY6ass%2Bp%2BorYYDy5HEP54BrmudGoUqsLY4MBJ4tCV7SqUkTENru7ELwtVYiFarCdzxYANsvZZpVkoGHLORq4l88jlFVzcxEj%2FN4Fl5dEL0kQOGbg7dxF6PV%2BK%2BDmIfHjzm%2B7GuAKnspfUlt1PgYb0x15ktxt3%2BmEq2pXtAEdqEPn9%2BACIvDmxdzTiyoicub1u%2F7sT9pOz%2BvQhb%2BpeFUL40TCcU81WAGUMQ6H4BbU7%2FjsH%2F1WcXJJAnWg4mwzIVNFXpLPuL9suWiBS%2B6tKPHFEwGWpO%2FRcNS1BlHc5ThqHAKglCo8p79PvZAjTvT553cjyuL741BUFQNtzR771p7T2K8h0qXl2cFB6Lm20167assya1yOFmrBW%2FSnQv2tRTp7e3HOyBQG8A8NKue6dpfC0W4g9L%2FDSAnMqUTN%2Bz%2FCYS8cV1yiHzdlJ0rowlSNa6MZwftWhd031oVpEfFgnwMjRVdvU5HAOn93fFUkNd8EvBOuCkJzLnIlCHSD0VvxOX95Zmd2yry25R1TvQuMhGYKykJFsTbEv12%2FGOz7omVveE%2FMJRfQ7iqB3kEovaDncOaLf2XbnVDZqI0bHqeVbQzJUbQ8fG0jehkRh8mEhr%2By3o45eoHczTweBS%2BcNo0C8aQy6IFFCCd%2FLbOXNZI6JRs2pFfawPZE8pbalIoRQrZBysmHRUwGrhlR2WStT6a6Hj6Ijuo8vptl9zqfTXA1oXRSr6wMnCIp9NcRJCY3ibU8HCeZv9WrK91aT6Bv5a0Zj6gNmhKFHq3RYSR35NHnsd1LK7jUccbb9LL5Rc1xOQhzbC2BccObmesZmQbHxrG06qDPrCKeojduOX%2Fcguk200GYBP6JWU2uvchyYIcMFaiBckDqHiXeOZLQQYDNHYOlLnm2p1kT%2Fxk19WVbqaDMXzup7XUZWmgbt41%2FpD3qQVlDzsZav88hfk3OLm2r5pgNnof%2BfUIcD0LdP97wTg5TxwvAiW%2FXaDVnd2UyEkRF32i3zjh%2FnLViPKISZHdIHtU3x0sR267Jm%2F6MW2CrRlX%2B3dcFC0wFU1AhVdnzOlS4OLkZh3nsnGFq7DiEeGOeIr9i%2FWp6YOmCP2%2F73CCFSvv1xYWm20pd9kM2m27Vr2IiJfq3%2B7ZXifi9UGpsSBtpcIwu8kB8LFe4du57myQuP2yeWZoKWYcKRfsJfhjM2jY0OFHS6qHXyo95PCYDTbr5zgZXnJcRm0vuZ%2BqE6484DLKaRYBLBc%2Bqra%2BLxcpDh0UcxrgMvJCNyQrBRcXiC6iXC5688LOlX85eVgAY8HO6Z2qmd0379JKpXPdawdO6keFYezJdhKCxPETGOgY3FURldBGKZtbBs%2F%2BMmhIIEo4eBzTyrrHH3cXmQ%2FDvBx1%2F53NTSqM8DyUPJzB%2BbZh2I2q9dycVOcIzF6hFlnWCfwK%2BO3tveB1JwsAxaM7Tgr1xbTVdrEJztREeoOd%2FvgQUaGG85GesLGRQTKLFCvXHZ3HM7EtAawhw%3D%3D,0,1,0,0,0,#489124640,Apple,NA,Carcasa
1073, Speira Funda Transparente Para iPhone 8 Plus / iPhone 7 ,26.99,NA,0,9999,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458732538-funda-iphone-8-plus-trianium-protanium-apple-iphone-_JM,NA,NA,NA,NA,NA,#458732538,Apple,Apple,Bumper
1074, Temdan Funda Impermeable Para iPhone 7 Plus / 8 Plus Con ,35.99,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458732884-spigen-neo-hybrid-2nd-generation-funda-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#458732884,Apple,Spigen,Bumper
1075, Funda iPhone 8 Plus / 7 Plus [funda De Color Cambiante ,33.99,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458733489-funda-iphone-8-plus-iphone-7-plus-diseno-creativo-_JM,NA,NA,NA,NA,NA,#458733489,Apple,NA,NA
1076, Spigen Neo Hybrid Herringbone Funda iPhone 8 Plus / Funda ,35.99,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458734068-funda-iphone-7-plus-iphone-8-plus-cubierta-trasera-_JM,NA,NA,NA,NA,NA,#458734068,Apple,NA,Flip Cover
1077," Funda iPhone 8 Plus, Trianium Protanium Apple iPhone ",48.99,NA,0,9999,6,8.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458734208-iphone-8-plus-iphone-7-plus-funda-disney-cute-slim-_JM,NA,NA,NA,NA,NA,#458734208,Apple,NA,Bumper
1078, Spigen Neo Hybrid [2nd Generation] Funda iPhone 8 Plus / ,38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458734802-funda-iphone-8-plus-funda-transparente-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#458734802,Apple,NA,Bumper
1079," Funda iPhone 8 Plus / iPhone 7 Plus, Diseño Creativo ",52.99,NA,0,9999,6,8.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458734982-funda-impermeable-para-iphone-8-plus-punkcase-serie-_JM,NA,NA,NA,NA,NA,#458734982,Apple,NA,NA
1080, Funda iPhone 7 Plus / iPhone 8 Plus - Cubierta Trasera ,29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458734998-funda-iphone-8-plus-funda-de-silicona-para-iphone-7-_JM,NA,NA,NA,NA,NA,#458734998,Apple,NA,Flip Cover
1081, iPhone 8 Plus / iPhone 7 Plus Funda Disney Cute Slim ,22.99,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458735363-funda-iphone-7-plus-tallada-iphone-8-plus-carcasa-de-_JM,NA,NA,NA,NA,NA,#458735363,Apple,NA,NA
1082," Funda iPhone 8 Plus, Funda Transparente iPhone 8 Plus, ",19.99,NA,0,9999,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458736210-funda-iphone-8-plus-funda-iphone-7-plus-urbandrama-_JM,NA,NA,NA,NA,NA,#458736210,Apple,NA,Flip Cover
1083," Funda Impermeable Para iPhone 8 Plus, Punkcase [serie ",21.99,NA,0,9999,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458736410-funda-iphone-8-plus-funda-iphone-7-plus-karidge-funda-_JM,NA,NA,NA,NA,NA,#458736410,Apple,NA,Flip Cover
1084," Funda iPhone 8 Plus, Funda De Silicona Para iPhone 7 ",35.99,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458737217-funda-iphone-7-plus-wollony-lujo-slim-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#458737217,Apple,NA,Bumper
1085," Funda iPhone 7 Plus Tallada, iPhone 8 Plus Carcasa De ",32.99,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458737314-funda-iphone-8-plus-iphone-7-plus-funda-pina-fingic-_JM,NA,NA,NA,NA,NA,#458737314,Apple,NA,Bumper
1086," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Urbandrama ",32.99,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458737663-funda-iphone-8-plus-funda-iphone-7-plus-lecedo-ultra-_JM,NA,NA,NA,NA,NA,#458737663,Apple,NA,Bumper
1087," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Karidge Funda ",36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458737701-funda-iphone-8-plus-wollony-360-full-body-a-prueba-de-_JM,NA,NA,NA,NA,NA,#458737701,Apple,NA,Bumper
1088," Funda iPhone 7 Plus, Wollony Lujo Slim iPhone 8 Plus ",33.99,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738742-funda-transparente-para-iphone-8-plus-7-plus-cubierta-_JM,NA,NA,NA,NA,NA,#458738742,Apple,NA,Bumper
1089, Carcasas Colores iPhone Silicona 6/7/8/x/xs/xr/plus ,6.99,NA,61,222,12,582,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/BANANATIENDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=pS5NTFm9iWpsMqMx%2FkHWiKOYi4lSYXlOnSlCaqet3%2BHumt%2FZUT5FosBaXyzlVBTmn7MRQU6judweZSL38Sm94YJ0XKgYUZMVNMShcxQWgXXgJCG9CruX7%2FFG%2BsOkuWSaTIFBBJBxY0bm1bQdQ%2BFkgITWv5x31JbJc1k64TedNHz4xaCWXJMxl4sJriwyFVsL7XIVEppSBNDGCLYIxJ%2FiQ%2BYgxWLm1ROCAzjBN9v672HpzKjY5rkWv6I8euaT0eU7FO2IinMCH4ERaeXcY5OagIxrkvtUz7VcfdmI6N6tj4CV%2BBo5kxVNnHClhjdp7DV4%2BYa%2BZ4SRx8UWoZbB5zvs33Au9a%2FCum7lIoK2ig%2FJh2rDf8%2BmdsaGRzfNFHFUojmJLuUNPEfYcFFyAdDQMMSBjPrT2UitRfB6zNH2%2B%2F%2BKhdeIp3aW%2F2v8FGIAVgkjwNC8rX2p1C7bR4P8RyrwRqo%2FnjG%2F7fyBAOJrEYgdiZKE7OqD9%2F9WKFnkE5E9n9CP%2ByVpVXluDJvGSDCrZvhE8D2Z3cHGT10miX5fHRX8dQkIacrFZ6e1thGlMqrQlF36b43TjcOPMcJPvtYltquZMdvq4kB9iUJQgr3q%2FqtBfpUsu7EYBvoN%2FWSMgtYxdhTRYZ31quTA4LUyMihImeurD1zyT%2FtsjHH5m7He7f3M3CFb6NowKv1m6vifPD1U%2B4ccc2HK6SLgm2mgvl%2B1cBOdUpze4Vr%2B8wefbCjErXZaLJ8%2FgFHuG4V6GuD8FYTlbtJe%2BF6%2F%2Bon1HVp9f61gWLqdKXnnfJEloctwIERFOOexSygMTzzJWfoJbOm9VDPzwHuruGuf6qYWQ3yJ%2B7g27Nfd4sIZxq7jueHC9nDWZBJefd9Ij4gB2hGEVWveBz42ejLM7%2B3uNQFnF%2F3ZMQLDL9no0RUDvT9pUXj34WC5ctHqpUGv%2BZNelqiMXHUh4RanIfwOzToGwD6bh2OAaWjQmFKjNridnEa8BWn7RnacwN9o7f8IVlgr%2FEskZUJc3y%2BeH3SBVu4dpi87H2XeUF%2F1LkgXJFGZ4ekCc7hmJY%2F4HMVmrUrmARFvogfT%2FemnYqzEZtzwvdk4e9vHRcAlVEqvoo8wLNXMkUTs7JhP8kYUQcuCApJDmIcBih%2BGmIMc%2Fbv3OdzACm3TGkbL0q0xwQaWmGoES1zR%2Fx0fOzVRu96CwUS%2FDuL68mhNDQvuCW8tlnMWT8WESiw7cdRvD01YGPgyOQw2YtbcECrmwb6KiHgiofIkKbhDTFkSYUaBQ%2BVeytBYBWCMase%2Bm3Vl9RxL8GMQHKuErMJ3%2FbMgrIn5Zdv2xFNDeVQHePSaN4MnIPlYUvt%2BYcXzesZMKsdLUSMxE3NtabTTe4xnmAbZ%2FG8An8tMhFJZbwnNjEkRL0qo92P%2FYKiC1bJ72Wx76xZVXNc%2Bh0pAdrhxxvNcDltf7E8%2BY3Ns%2BFb0pc8Zad1flmzyQdIVwWd%2BhNXLdm6BIW8fA6d4sLe59yIEnu1Wc5YqhrmZ1XTq0DmGMWQHPbzroDFIL76C45ncSQYVwISNnhovx9namSkNU7nWfa%2FkuhhuS87qDvQwmjA1X74Dk8TKK0k1mtt6HWOrdEjcfnRwXyIZM8FABw%3D%3D,4,0,0,0,0,#492059051,Apple,Silicone,Carcasa
1090," Funda iPhone 8 Plus, iPhone 7 Plus Funda Piña, Fingic ",30.99,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459674054-iphone-78-plus-funda-de-bordado-rosa-con-bordado-rosa-_JM,NA,NA,NA,NA,NA,#459674054,NA,NA,NA
1091," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Lecedo Ultra ",33.218,NA,0,27,6,5.536,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+ESHOPEX,https://articulo.mercadolibre.cl/MLC-460164965-fundas-mk-phone-wallet-para-iphone-7-7plus-8-8plus-y-x-model-_JM,NA,NA,NA,NA,NA,#460164965,Apple,NA,NA
1092," Funda iPhone 8 Plus, Wollony 360 Full Body A Prueba De ",25.99,NA,0,9999,6,4.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-462206080-funda-iphone-7-plus-iphone-8-plus-gogodog-cubierta-_JM,NA,NA,NA,NA,NA,#462206080,NA,NA,NA
1093," Funda Transparente Para iPhone 8 Plus / 7 Plus, Cubierta ",29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-462225211-funda-iphone-8-plus-funda-iphone-7-plus-jeylly-3-_JM,NA,NA,NA,NA,NA,#462225211,NA,NA,NA
1094, iPhone 7/8 Plus Funda De Bordado Rosa Con Bordado Rosa ,36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-462225640-78-mas-funda-iphone-8plus-de-lujo-i7plus-funda-para-_JM,NA,NA,NA,NA,NA,#462225640,NA,NA,NA
1095, Fundas Mk Phone-wallet Para iPhone 7-7plus 8-8plus Y X Model ,49.99,NA,0,9999,6,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-462246855-funda-de-bateria-4200mah-para-iphone-8-plus-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#462246855,NA,NA,NA
1096, Funda iPhone 7 Plus iPhone 8 Plus Gogodog Cubierta... ,45.99,NA,0,9999,6,7.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-462247007-funda-de-bateria-para-iphone-7-plus-8-plus-ding--_JM,NA,NA,NA,NA,NA,#462247007,NA,NA,NA
1097," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Jeylly [3... ",35.99,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-462247094-iphone-7-plus-iphone-8-plus-funda-de-vidrio-templado-de-_JM,NA,NA,NA,NA,NA,#462247094,NA,NA,NA
1098," 7/8 Más Funda iPhone 8plus De Lujo, I7plus Funda Para... ",38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-462248585-funda-iphone-78-plus-funda-tpu-soporte-absorcion-_JM,NA,NA,NA,NA,NA,#462248585,NA,NA,NA
1099, Funda De Batería 4200mah Para iPhone 8 Plus iPhone 7 Plus... ,60.99,NA,0,9999,6,10.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-462452690-funda-de-bateria-iphone-8-plus-7-plus-trianium-atomic-_JM,NA,NA,NA,NA,NA,#462452690,NA,NA,NA
1100," Funda De Batería Para iPhone 7 Plus / 8 Plus, Ding ... ",42.99,NA,0,9999,6,7.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463202904-funda-impermeable-para-iphone-8-plus-7-plus-funda-_JM,NA,NA,NA,NA,NA,#463202904,NA,NA,NA
1101, iPhone 7 Plus iPhone 8 Plus Funda De Vidrio Templado De... ,36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463203155-dailylux-funda-impermeable-para-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#463203155,NA,NA,NA
1102, Funda iPhone 7/8 Plus Funda Tpu Soporte Absorción... ,43.99,NA,0,9999,6,7.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463203537-funda-impermeable-para-iphone-7-plus-8-plus-carterlily-_JM,NA,NA,NA,NA,NA,#463203537,NA,NA,NA
1103," Funda De Batería iPhone 8 Plus / 7 Plus, Trianium Atomic... ",94.99,NA,0,9999,6,15.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463204424-iphone-7-plus-8-plus-6s-plus-6-plus-funda-de-_JM,NA,NA,NA,NA,NA,#463204424,NA,NA,NA
1104," Funda Impermeable Para iPhone 8 Plus / 7 Plus, Funda... ",20.99,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463249552-funda-iphone-8-plus-funda-iphone-7-plus-savyou-cartera-_JM,NA,NA,NA,NA,NA,#463249552,NA,NA,NA
1105," Dailylux Funda Impermeable Para iPhone 7 Plus / 8 Plus,... ",26.99,NA,0,9999,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-465122380-spigen-funda-liquid-air-armor-para-iphone-8-plus-iphone-_JM,NA,NA,NA,NA,NA,#465122380,NA,NA,NA
1106," Funda Impermeable Para iPhone 7 Plus / 8 Plus, Carterlily... ",41.99,NA,0,9999,6,6.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-465122866-funda-cartera-iphone-7-plus-y-8-plus-funda-flip-folio-_JM,NA,NA,NA,NA,NA,#465122866,NA,NA,NA
1107, iPhone 7 Plus / 8 Plus / 6s Plus / 6 Plus Funda De... ,32.99,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-465125332-funda-iphone-7-plus-funda-iphone-8-plus-urspeedteklive-_JM,NA,NA,NA,NA,NA,#465125332,NA,NA,NA
1108, Spigen Neo Hybrid [2nd Generation] Funda iPhone 8 Plus /... ,28.99,NA,0,9999,6,4.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-465126915-spigen-neo-hybrid-2nd-generation-funda-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#465126915,NA,NA,NA
1109," Funda iPhone 8 Plus, Funda Glitter iPhone 7 Plus, Ikasus... ",33.99,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-465128049-funda-iphone-8-plus-funda-glitter-iphone-7-plus-ikasus-_JM,NA,NA,NA,NA,NA,#465128049,NA,NA,NA
1110," Funda iPhone 8 Plus, Orzly Funda Grip-pro Para iPhone 7... ",29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-465128175-funda-iphone-8-plus-orzly-funda-grip-pro-para-iphone-7-_JM,NA,NA,NA,NA,NA,#465128175,NA,NA,NA
1111, Funda Para iPhone 8 Plus Funda Goldswift Clear Diseñada P... ,24,NA,0,999,6,4.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465561134-funda-para-iphone-8-plus-funda-goldswift-clear-disenada-p-_JM,NA,NA,NA,NA,NA,#465561134,Apple,GoldSwift,Carcasa
1112, Funda iPhone 8 Plus Funda iPhone 7 Plus Funda Delgada De ... ,21,NA,0,999,6,3.500,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465561196-funda-iphone-8-plus-funda-iphone-7-plus-funda-delgada-de--_JM,NA,NA,NA,NA,NA,#465561196,Apple,CLWHJ,NA
1113, Bentoben Funda De Tela Para iPhone 7 Plus iPhone 8 Plus P... ,25,NA,0,900,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465561430-bentoben-funda-de-tela-para-iphone-7-plus-iphone-8-plus-p-_JM,NA,NA,NA,NA,NA,#465561430,Apple,BENTOBEN,Bumper
1114, Funda iPhone 7 Plus Funda iPhone 8 Plus Damondy Dibujos A... ,23,NA,0,999,6,3.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465561706-funda-iphone-7-plus-funda-iphone-8-plus-damondy-dibujos-a-_JM,NA,NA,NA,NA,NA,#465561706,Apple,DAMONDY,Carcasa
1115, Funda iPhone 7 Plus Funda iPhone 8 Plus Novo Icon Slim Fi... ,26,NA,0,999,6,4.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465561727-funda-iphone-7-plus-funda-iphone-8-plus-novo-icon-slim-fi-_JM,NA,NA,NA,NA,NA,#465561727,Apple,Novo Icon,Carcasa
1116, Funda De Bloques De Colores Jack Spade Para iPhone 8 Plus... ,68,NA,0,999,6,11.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465563273-funda-de-bloques-de-colores-jack-spade-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#465563273,NA,Jack Spade,NA
1117, iPhone 6s Plus Funda iPhone 6 Plus Liujie Liquid Cool Qui... ,26.999,NA,0,949,6,4.500,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465565475-iphone-6s-plus-funda-iphone-6-plus-liujie-liquid-cool-qui-_JM,NA,NA,NA,NA,NA,#465565475,NA,Apple,NA
1118, Phezen Funda Para iPhone 8 Plus Funda Para iPhone 7 Plus ... ,30,NA,0,999,6,5.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465566372-phezen-funda-para-iphone-8-plus-funda-para-iphone-7-plus--_JM,NA,NA,NA,NA,NA,#465566372,Apple,PHEZEN,Carcasa
1119, Winhoo iPhone 7 8 Plus Funda 9 Color En 1 Led Flash Case ... ,21,NA,0,999,6,3.500,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465684393-winhoo-iphone-7-8-plus-funda-9-color-en-1-led-flash-case--_JM,NA,NA,NA,NA,NA,#465684393,Apple,Winhoo,Carcasa
1120, Mblai Funda iPhone 8 Plus Funda iPhone 7 Plus Funda Trans... ,25,NA,0,999,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465690371-mblai-funda-iphone-8-plus-funda-iphone-7-plus-funda-trans-_JM,NA,NA,NA,NA,NA,#465690371,Apple,MBLAI,Carcasa
