search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Conectores de entrada,Peso,Color
1089, Parlante Portatil Jbl Go Bluetooth Manos Libres Bateria Rojo ,149.9,NA,8,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,9,https://perfil.mercadolibre.com.co/TECNOOPTIMA.COM,https://articulo.mercadolibre.com.co/MCO-468537825-parlante-portatil-jbl-go-bluetooth-manos-libres-bateria-rojo-_JM,9,0,0,0,0,#468537825,NA,NA,NA,NA,NA,NA,NA,NA
1090, Parlante Bt-214 Verde Bluetooth Iluminado Omega ,18.95,NA,1,4,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SUPERMARKET_TECNOLOGICO,https://articulo.mercadolibre.com.co/MCO-458389639-parlante-bt-214-verde-bluetooth-iluminado-omega-_JM,NA,NA,NA,NA,NA,#458389639,NA,NA,NA,NA,NA,Auxiliar,NA,NA
1091, Altavoz Parlante Portatil Bluetooth 20w Manos Libre Speaker ,119.9,NA,1,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ENREMATES0,https://articulo.mercadolibre.com.co/MCO-498666884-altavoz-parlante-portatil-bluetooth-20w-manos-libre-speaker-_JM,NA,NA,NA,NA,NA,#498666884,Aptoyu,NA,NA,20 W,NA,NA,NA,NA
1092, Parlante Bluetooth Xoopar Boy Mini / Selfie Control Remoto ,99.9,NA,0,50,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/K2JUAN,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=xpF9T1SknNCctEtPMlhY9tfYGBk9jq33HI1zQIYzBG1PzEuAuRMFTx6BnFHkDqMbknH8j3RN0TF8%2B1dI8qXhZFGWZ1mYBvp3PZj9M3xRPgju7Yohg6fM6xM4rDO%2BMh8ASknGdLtCzCwAbmMCT74eg4WaqOAePNVVNOEQSCtLAtuaogxk7%2FUszojIJTdhvykRTchQ0z9gSuuCcrUzOH%2FKgvTUbrVPueMM2%2FHZRhHInOa115K5kgC5DnH%2FJDuEqS4j9g4xphkNnjl1W%2FgyzibgadZAqzCxG8M1jOp5Igfc2oMzQw3rS8bc4uhr7LJaAG3Dz5nZvNYsNA%2FWuH%2F85GpSfQT5Bf8tFM0CWV6tSdkfbSt1qaWL2sS4IEAFzAYWrk3IRv5uk5x5%2FEGRNrJXBwuphLNy5nTFCMge3PAmYJnY71V9UW%2ByWw5Isk9fSRh6CNByiJVcFNUYa2glLDd1MEmQ8E%2FF%2FhQx%2B8YXweOiXOKc3H1xW9TlAfxLQxRccK9ce3v7Tn0nWpuDUDAV81Ca65Ou49npgJG9WClEHBHAzxGMN3PEaqX%2BO0Q4VZ3HdVyvh5zppKSyc9I3sF25hzwRWpeugK0aCj3uGn10osuzrcV1ISFwwjyztyEGkv5WZPmSir908xYtfVIgeo5SufGvDbdt6Du56%2FOq7j3X1wgOq5RqWL2PvdnWPc3N50ejsBbBFntDKj2uPZTSArnBC0LxZWPt9%2FZ8UuwNLgRSQ04GPRj5vmB5gI9Ws9u251zyfjigEEwilrB8Il2JUBF4ahRgPaehRN4nF3M7OVJeYRQC2mnJHhaM8NqWZhLEJmkAuBX2jHp6sM%2F4ajf4nsit1LvPZLtaAAfpO7XX1oehxBN%2BYKYvXpYWnDlOtcce%2Bz832gzBLUGLLbEfLVdyJTrGQlHAzZU%2BvGeVoC2ytT%2BxI%2FM8%2FAcqxE9maWrwPU7LHQR0ddbv7hbVSGfIQHF4SxgpeUlGcCE8fvFrUxv4ooQ8z7MHjIkh60%2B2VWRCfy5atYfasBG7Vby965lJ1BePL1LcIDDxTwliLNrXBTyhrRIOLKJk2Cj%2FJ%2BN9H4lkcFlHfB5mrUAA9hUGJi%2BbqKsVjMKNfuUaXPVQzDAlCAfZsi%2Bi%2BFs62tcqRlDtS8F2VnVA0ZxM02RhaphMqM4UIdsNIfR2h4RMfF2J%2FDKGtruD%2F7jRKi9VlotsRaYmJrTSeOd12%2Bmpj6%2Fuz%2BPTfDQ8shNQwGPIR2pzwdMKj8lO2JutQV8LN6085TMPT%2FoRB%2FF6qNwOvrov7yNZ27tIkFKwtdqYGh5MYtlhMc7Vm9PZXzn9bkTQvHBt8Yh1rRNdtQcZ3u7BMZ7GyGls32CM9KnhcvDU6VWQUoOF59HIAa%2F%2FbcT3PNNiAEJqOtCUbMgP9h7ICt4hvRoPfG0HwXzxPVq3%2BpiIVwt7C%2FjUSN0MKzUvqBcatdE3pQ9ujQMTmEk6BaF0ZxejmiCZDvdF03sfeg%2B%2FdC4bbC0nTDO2tGuiwIQEMo76OTHgAlc99I2TpK6lHWK3kb2SUoU2Pz4U8fQSuQ1JGBzXkzNCfDWwJCJJDhH2CnKBJFWQLpBtNThKLDA48JaCd84L%2FJoqOzsZgiYGSCkh%2BoHGmc%2BsRkLPCFJ5pmS%2FsuGHOxzKDzUkY8YHb1BfW15k9WbPR5Tyvgl2WYj0uasR%2FTjCO%2B4m5b%2FES1n%2FNVt8gw%3D%3D,NA,NA,NA,NA,NA,#527080300,Xoopar,NA,Xboy mini,3 W,"bluetooth, portable, wireless",NA,NA,NA
1093, Xiaomi Altavoz Mini Speaker Bluetooth Portátil Original ,49.9,89.9,3,25,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77,https://articulo.mercadolibre.com.co/MCO-509463774-xiaomi-altavoz-mini-speaker-bluetooth-portatil-original-_JM,NA,NA,NA,NA,NA,#509463774,Xiaomi,Mi,Bluetooth Speaker Mini,2 W,Activo,NA,NA,NA
1094, Parlante Portatil Logitech X50 Bluetooth Inalámbrico Naranja ,99.9,NA,3,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,12,https://perfil.mercadolibre.com.co/TECNOOPTIMA.COM,https://articulo.mercadolibre.com.co/MCO-468491502-parlante-portatil-logitech-x50-bluetooth-inalambrico-naranja-_JM,8,4,0,0,0,#468491502,Logitech,NA,X50,3 W,Activo,Auxiliar,142 g,NA
1095, Parlante Urbanears Lotsen Wifi Bluetooth Como Bose Revolve ,469.99,NA,15,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,9,https://perfil.mercadolibre.com.co/TECNOLOGIAYMASNET.COM,https://articulo.mercadolibre.com.co/MCO-527468468-parlante-urbanears-lotsen-wifi-bluetooth-como-bose-revolve-_JM,8,1,0,0,0,#527468468,UrbanEars,SoundLink,Lotsen,20 W,NA,NA,1.86 kg,NA
1096, Cabina Activa American Sound 15 = 500 Watts + Microfono ,595,NA,1,9,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MERCADOEFICAZ,https://articulo.mercadolibre.com.co/MCO-470497963-cabina-activa-american-sound-15-500-watts-microfono-_JM,NA,NA,NA,NA,NA,#470497963,NA,NA,NA,NA,NA,NA,15 kg,NA
1097, Parlantes Bluetooth Jbl Xtreme 2 Azul ,899.9,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.6,9,https://perfil.mercadolibre.com.co/PNARM28,https://articulo.mercadolibre.com.co/MCO-499241956-parlantes-bluetooth-jbl-xtreme-2-azul-_JM,3,3,0,2,1,#499241956,JBL,NA,Xtreme,40 W,Pasivo,NA,2393 g,Negro
1098, Bafle Cuello Soundgear Bluetooth+ Micro Sd+ Radio+ Pendriver ,1.5,NA,1,5,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/RULU4889216,https://articulo.mercadolibre.com.co/MCO-524016535-bafle-cuello-soundgear-bluetooth-micro-sd-radio-pendriver-_JM,NA,NA,NA,NA,NA,#524016535,JBL,NA,NA,NA,NA,NA,NA,NA
1099, Ar Para Su Altavoz Inalambrico Bluetooth De Moda Acolchado B ,129.99,NA,1,11,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MENSAJEROS+USA,https://articulo.mercadolibre.com.co/MCO-505796627-ar-para-su-altavoz-inalambrico-bluetooth-de-moda-acolchado-b-_JM,NA,NA,NA,NA,NA,#505796627,AR For Her,NA,NA,NA,NA,NA,NA,White Quilted
1100, Estuche Rigido De Viaje Para Sony Srs-xb41 Altavoz Bluetooth ,107.99,NA,1,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SKYJOB,https://articulo.mercadolibre.com.co/MCO-509517658-estuche-rigido-de-viaje-para-sony-srs-xb41-altavoz-bluetooth-_JM,NA,NA,NA,NA,NA,#509517658,Sony,NA,SRS-XB41,NA,NA,NA,1 lb,NA
1101, Altavoz De Radio Bluetooth Vintage Fm Radio Retro Altavoz Bl ,121.99,NA,1,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SKYJOB,https://articulo.mercadolibre.com.co/MCO-509889035-altavoz-de-radio-bluetooth-vintage-fm-radio-retro-altavoz-bl-_JM,NA,NA,NA,NA,NA,#509889035,EXTSUD,NA,NA,NA,NA,NA,NA,NA
1102, Torre Digital De Sonido Alta Potencia 4 Parlantes Fm Tv Pc ,250,NA,2,9,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DINDON20110,https://articulo.mercadolibre.com.co/MCO-513212134-torre-digital-de-sonido-alta-potencia-4-parlantes-fm-tv-pc-_JM,NA,NA,NA,NA,NA,#513212134,NA,NA,NA,NA,NA,NA,NA,Negro
1103, Parlante Bluetooth W-king S20 ,115,NA,4,22,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ISLASHOP+CARTAGENA,https://articulo.mercadolibre.com.co/MCO-461583896-parlante-bluetooth-w-king-s20-_JM,NA,NA,NA,NA,NA,#461583896,NA,NA,NA,NA,NA,NA,NA,NA
1104, Barra Bluetooth Sound Bar Box S8 Inalámbrico Fm ,99.99,NA,12,88,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/SHOPPING--WEB,https://articulo.mercadolibre.com.co/MCO-459026384-barra-bluetooth-sound-bar-box-s8-inalambrico-fm-_JM,2,0,0,0,0,#459026384,NA,NA,NA,NA,NA,NA,NA,NA
1105, Gafas Máscara Antifaz Con Audifonos Bluetooth Para Dormir ,79,NA,1,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TEKNINN,https://articulo.mercadolibre.com.co/MCO-502832811-gafas-mascara-antifaz-con-audifonos-bluetooth-para-dormir-_JM,NA,NA,NA,NA,NA,#502832811,Jinserta,Gafas para dormir con audífonos,Antifaz,NA,NA,NA,NA,NA
1106, Hmw Solar Bluetooth Speaker With Builtin Phone Mic Y Mp3 ,120.9,NA,1,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LATINPORT,https://articulo.mercadolibre.com.co/MCO-499964608-hmw-solar-bluetooth-speaker-with-builtin-phone-mic-y-mp3-_JM,NA,NA,NA,NA,NA,#499964608,Here s My World,NA,HMW1167AWS-Green,NA,NA,NA,NA,NA
1107, Parlante Bluetooth W-king S18 ,90,NA,5,38,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ISLASHOP+CARTAGENA,https://articulo.mercadolibre.com.co/MCO-464134521-parlante-bluetooth-w-king-s18-_JM,NA,NA,NA,NA,NA,#464134521,NA,NA,NA,NA,NA,NA,NA,NA
1108, Estuche Protector Para Bose Soundlink 3 Hard Case Resistente ,112.906,NA,1,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,5,https://perfil.mercadolibre.com.co/DISRUPTIVOS,https://articulo.mercadolibre.com.co/MCO-475367656-estuche-protector-para-bose-soundlink-3-hard-case-resistente-_JM,3,2,0,0,0,#475367656,Bose,SoundLink,NA,NA,NA,NA,NA,NA
1109, Parlante Perro Bulldog Inalámbrico Bluetooth Altavoz Mini ,70.1,NA,1,29,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/STANLYQUINTEROSUAREZ,https://articulo.mercadolibre.com.co/MCO-502812361-parlante-perro-bulldog-inalambrico-bluetooth-altavoz-mini-_JM,NA,NA,NA,NA,NA,#502812361,NA,NA,NA,NA,NA,NA,NA,NA
1110, Micrófono Karaoke Q7 - Bluetooth Parlante Portatil + Estuche ,99.9,NA,2,4,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MARIAARACELLYSALAZARDUQUE,https://articulo.mercadolibre.com.co/MCO-504266236-microfono-karaoke-q7-bluetooth-parlante-portatil-estuche-_JM,NA,NA,NA,NA,NA,#504266236,NA,NA,NA,NA,NA,NA,NA,NA
1111, Miniparlante Bluetooth Superbass Hongo ,24,NA,2,18,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LAOS8001,https://articulo.mercadolibre.com.co/MCO-510233361-miniparlante-bluetooth-superbass-hongo-_JM,NA,NA,NA,NA,NA,#510233361,NA,NA,NA,NA,NA,NA,NA,NA
1112, Altavoz Parlante Bluetooh Con Luz Led ,70,NA,1,2,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JUANCARLOSC2019,https://articulo.mercadolibre.com.co/MCO-510544452-altavoz-parlante-bluetooh-con-luz-led-_JM,NA,NA,NA,NA,NA,#510544452,NA,NA,NA,NA,NA,NA,250 g,NA
1113, Base De Carga Bose Soundlink Revolve Entrega Ya!!! ,145,NA,5,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,9,https://perfil.mercadolibre.com.co/OSMI4593909,https://articulo.mercadolibre.com.co/MCO-478994156-base-de-carga-bose-soundlink-revolve-entrega-ya-_JM,8,1,0,0,0,#478994156,Bose,SoundLink,Revolve,NA,Activo,NA,NA,NA
1114," Blitzwolf Altavoces Portátiles Bluetooth, 2x5w 2000mah Ipx5 ",102.9,NA,1,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-456885018-blitzwolf-altavoces-portatiles-bluetooth-2x5w-2000mah-ipx5-_JM,NA,NA,NA,NA,NA,#456885018,BlitzWolf,NA,NA,NA,NA,NA,NA,NA
1115, Teatro En Casa Bluetooth 2.1 Hoklan 18w Hk-ht1867 ,134.99,NA,1,5,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COLMETECNO,https://articulo.mercadolibre.com.co/MCO-498398651-teatro-en-casa-bluetooth-21-hoklan-18w-hk-ht1867-_JM,NA,NA,NA,NA,NA,#498398651,NA,NA,NA,18 W,NA,NA,NA,NA
1116, Speaker Bluetooth Xoopar Boy Mini Negro Con Selfie Remoto ,99.9,NA,3,31,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/K2JUAN,https://articulo.mercadolibre.com.co/MCO-505895601-speaker-bluetooth-xoopar-boy-mini-negro-con-selfie-remoto-_JM,NA,NA,NA,NA,NA,#505895601,Xoopar,NA,Xboy Mini,3 W,"bluetooth, diseño, negro, black, bateria incluida",NA,NA,NA
1117, Reproductor S_61 Bluetooth Radio Reloj Fm Usb Micro Sd ,55.91,NA,3,87,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BOGALIACOLOMBIA,https://articulo.mercadolibre.com.co/MCO-491759421-reproductor-s61-bluetooth-radio-reloj-fm-usb-micro-sd-_JM,NA,NA,NA,NA,NA,#491759421,NA,NA,NA,NA,NA,NA,NA,NA
1118, Parlante Portatil Recargable Bluetooth Resistente Al Agua ,56,NA,3,7,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMERCIALIZADORAAMLSAS,https://articulo.mercadolibre.com.co/MCO-473266292-parlante-portatil-recargable-bluetooth-resistente-al-agua-_JM,NA,NA,NA,NA,NA,#473266292,NA,NA,NA,NA,NA,NA,NA,NA
1119, Parlantes Bluetooth Vertrag Thonet&vander 36w ,320.9,NA,3,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/PNARM28,https://articulo.mercadolibre.com.co/MCO-465880616-parlantes-bluetooth-vertrag-thonetvander-36w-_JM,NA,NA,NA,NA,NA,#465880616,Thonet & Vander,Classic 2.0,Vertrag,36 W,NA,NA,NA,NA
1120, Bose Soundlink Color Bluetooth Speaker Ii Cargador Adapta... ,121.9,NA,3,898,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-492697156-bose-soundlink-color-bluetooth-speaker-ii-cargador-adapta-_JM,2,1,0,0,0,#492697156,Bose,SoundLink,Color,NA,Activo,NA,NA,NA
1121, Cabina De Sonido American Sound Bluetooth Base+ Micrófono ,539.9,NA,1,14,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MERCADOEFICAZ,https://articulo.mercadolibre.com.co/MCO-525343388-cabina-de-sonido-american-sound-bluetooth-base-microfono-_JM,NA,NA,NA,NA,NA,#525343388,NA,NA,NA,NA,NA,NA,NA,NA
1122, Barra Bluetooth Sonido Stereo Auxiliar Usb Micro Sd Radio Fm ,70,NA,42,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,5,https://perfil.mercadolibre.com.co/SHOPPING--WEB,https://articulo.mercadolibre.com.co/MCO-451857847-barra-bluetooth-sonido-stereo-auxiliar-usb-micro-sd-radio-fm-_JM,3,2,0,0,0,#451857847,NA,NA,NA,NA,NA,NA,NA,NA
1123, Parlante Sony Bluetooth Inalámbrico Portátil Extra Bass Srs ,169.99,NA,28,15,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/VICTORPINILLA88,https://articulo.mercadolibre.com.co/MCO-460108906-parlante-sony-bluetooth-inalambrico-portatil-extra-bass-srs-_JM,2,1,0,0,0,#460108906,Sony,EXTRA BASS,NA,NA,NA,NA,NA,NA
1124, Parlante Portable Bluetooth Altec Lansing Mini H2o - Rojo ,79,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SMARTFONE+COLOMBIA,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=eWid3gfqC2U6rEOGduqDgPcYoVILNCzx4zbfaUeMSbicJdxYxtHqt6BawXzOJp8W0d0NIUT9VyhaqiIuWO6CQLGdtylTVPp4eQuvhf4XRMdq8NmSw8Ie2DCpXIVpM5sSTP5P5ttGoZbeNY27iSjLIrmXVFbcGiI1PuB%2Fi2EkqjHqaqwEM4oTStouhJeZGeS1wHCsa2or4kyzEAlFrMWUnZujTGjCICwxZc5Dpb7iP2GoXYS36us4XQv9SAVnD1UBZc3TzfSxGy%2FC%2FygwE6Ol%2BrEV1GFj1wFu7EDu%2BjFJqSdLxOHNxfFi%2BecyeulcJKMun48pKZc0dXj%2Fh7Bz9nKmuhY1eDoj4Yn5R2kKUdunR4w%2BolJoP8EZH9alqEcJn7FZdLuOnIgbKJ8%2BJmslvL%2B9l6IUgAC2PFYWxIQ8Y9zMYp3eTOz1TifljbLnVRiQYgDJEdL9YplS%2BzGMq3FXE3WQTVRgreOrzQSijJJsickuksnrVt2wvB48UsoiWSmWY3IXS4JUcyxUywVbkZyqeYd0XZSMkJ9f6CqJYqbJYlKA9jA8919zdPMSSfQm7IDnVF9VabNMHZZ91vKfC%2BcFYUlvCgeabYQTeNlz0RutH3M4XK8dJUK9NK%2FpOI25ifgQHkfVgIWF%2BEDsdYzonvw3ZHWbXKQkYUjhWBSSowxYInNUA3iUGtZ8HitFBUFJrgexeyqGv8azm%2B6hMPFSJKlFodGEZtBfqyRm5MNISYYrJy5ChZtP%2BYPVyOBMbzPzlLVw%2FSUYZfTlqEgl2DAixznS%2F5BnOPegMs98Hqme9FA4fsVOJDMnvr%2FnM0n8wPcq4R8lHBHpsH3JXnfcMCONxlwDqy0kc%2B%2BYK%2Bquc6sQaJtljn0m62qpH%2BXKwsfpJkpyHABkRXoaLgYOqJ4Ra%2FX6yfHKcwrvZM36kDZYYy3A0FYHqTIso%2BUzfEhiiuPxiWdvfnGjX6aOofXmfTFhtym24FVkwe0GLwMtH3uNBvXfmJ4PDuY%2B7YzXHXBJQht1msekZSUAEIr34irkTnYgyxrKp471eaUfSupb9risrHDP%2FpGhwam64dpsH9UFfGsMBS2gLaj4gqL89DfBxI5B%2B0yH8hGVPyOIf4e3ljhTnenwwoqdz160aVnFiSOELnSoYz6f%2FI0SMnvlwZb%2FkwZTEYEDuS053n%2FpvXDy%2Fsx58rcHUyHd6EbfvzNYuVKlPESGzG0CX%2B6I%2B6%2FRBWx39vDvB4FMyMfzhfEIeH5IHUAmeVt5CKprxRALCzNigc%2B7sIjrCprqc7s1Vh%2FtAjwPphtpTypSAmk60NHfavmOxjTtTgf3z895AgYAfyuo66BDEyQ5T%2FBmdmhPVxr4n8D4ofVd9w%2Bxwm8HDqszhDDBVR8%2Bvt94EDQY4iPqmfba%2FCgS3xox36adtG7E10eFoftVHmIwjwvbvlNmDv4ord5bdfvwgXcsDCoOJ3wU991iBv7lBzkBmg%2FDOalSIfdx85c%2BXPPds23z5B0B%2BRGKXEIPByVW1k2HBUffeAvhRo08AWmTXtmrdK7iQrREtf2Y0Okpt8DqAc8d41WFz6hv60u66xqQQH18QPcPKvLLOECzssf47M5H1NDo4nQ%2BBiOFAIh80yZc%2BcPbQk5V%2BWb5nZWIZ7gvwr2Ufpg2Hs3FuAS39MvTdPcsOjpBjGRK0p6bhBra7doleW04comS1sWHDiY%3D,NA,NA,NA,NA,NA,#493226476,NA,NA,NA,NA,NA,NA,207 g,NA
1125," Parlante,altavoz Ms-268, Bluetooth,fm, ",70,NA,3,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TECNOHOUSE+BOGOTA,https://articulo.mercadolibre.com.co/MCO-483606773-parlantealtavoz-ms-268-bluetoothfm-_JM,NA,NA,NA,NA,NA,#483606773,NA,NA,NA,NA,NA,NA,NA,Roja
1126, Barra Bluetooth Sound Bar Box S8 Inalámbrico Fm ,94.9,NA,1,998,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/OMILLAR,https://articulo.mercadolibre.com.co/MCO-514406039-barra-bluetooth-sound-bar-box-s8-inalambrico-fm-_JM,NA,NA,NA,NA,NA,#514406039,NA,NA,NA,NA,NA,NA,NA,NA
1127, Mini Speaker S207 Calidad De Sonido Bluetooth Speaker ,59.9,NA,10,989,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BOGALIACOLOMBIA,https://articulo.mercadolibre.com.co/MCO-455334577-mini-speaker-s207-calidad-de-sonido-bluetooth-speaker-_JM,NA,NA,NA,NA,NA,#455334577,NA,NA,NA,NA,NA,Auxiliar,NA,Negro
